Date,PowerShares SP 500 Value Portfolio_etf_Open_average,PowerShares SP 500 Value Portfolio_etf_Open_max,PowerShares SP 500 Value Portfolio_etf_Open_min,PowerShares SP 500 Value Portfolio_etf_Open_volatility,PowerShares SP 500 Value Portfolio_etf_Open_change,PowerShares SP 500 Value Portfolio_etf_High_average,PowerShares SP 500 Value Portfolio_etf_High_max,PowerShares SP 500 Value Portfolio_etf_High_min,PowerShares SP 500 Value Portfolio_etf_High_volatility,PowerShares SP 500 Value Portfolio_etf_High_change,PowerShares SP 500 Value Portfolio_etf_Low_average,PowerShares SP 500 Value Portfolio_etf_Low_max,PowerShares SP 500 Value Portfolio_etf_Low_min,PowerShares SP 500 Value Portfolio_etf_Low_volatility,PowerShares SP 500 Value Portfolio_etf_Low_change,PowerShares SP 500 Value Portfolio_etf_Close_average,PowerShares SP 500 Value Portfolio_etf_Close_max,PowerShares SP 500 Value Portfolio_etf_Close_min,PowerShares SP 500 Value Portfolio_etf_Close_volatility,PowerShares SP 500 Value Portfolio_etf_Close_change
2018-08-26,36.08,36.08,36.08,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2018-09-02,35.78,35.78,35.78,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2018-09-09,35.97,35.97,35.97,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2018-09-16,36.66,36.66,36.66,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2018-09-23,35.3,35.3,35.3,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2018-09-30,35.37,35.37,35.37,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2018-10-07,34.38,34.38,34.38,0.0,0.0,34.38,34.38,34.38,0.0,0.0,33.66,33.66,33.66,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-10-14,34.38,34.38,34.38,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2018-10-21,32.93,32.93,32.93,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-10-28,34.3,34.3,34.3,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2018-11-04,35.34,35.34,35.34,0.0,0.0,35.34,35.34,35.34,0.0,0.0,34.89,34.89,34.89,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2018-11-11,34.3,34.3,34.3,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2018-11-18,33.55,33.55,33.55,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2018-11-25,34.74,34.74,34.74,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2018-12-02,33.78,33.78,33.78,0.0,0.0,33.78,33.78,33.78,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2018-12-09,32.34,32.34,32.34,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2018-12-16,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2018-12-23,30.92,30.92,30.92,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2018-12-30,31.46,31.46,31.46,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2019-01-06,32.18,32.18,32.18,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-01-13,33.4,33.4,33.4,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-01-20,33.59,33.59,33.59,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2019-01-27,34.0,34.0,34.0,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2019-02-03,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-02-10,34.42,34.42,34.42,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-02-17,34.39,34.39,34.39,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2019-02-24,34.53,34.53,34.53,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2019-03-03,32.97,32.97,32.97,0.0,0.0,33.21,33.21,33.21,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2019-03-10,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2019-03-17,33.18,33.18,33.18,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2019-03-24,33.4,33.4,33.4,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2019-03-31,34.45,34.45,34.45,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2019-04-07,35.01,35.01,35.01,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2019-04-14,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2019-04-21,35.02,35.02,35.02,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2019-04-28,35.15,35.15,35.15,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-05-05,34.19,34.19,34.19,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2019-05-12,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-05-19,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-05-26,32.37,32.37,32.37,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2019-06-02,33.69,33.69,33.69,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2019-06-09,33.94,33.94,33.94,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.92,33.92,33.92,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2019-06-16,34.48,34.48,34.48,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-06-23,34.71,34.71,34.71,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2019-06-30,35.35,35.35,35.35,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2019-07-07,35.86,35.86,35.86,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2019-07-14,35.43,35.43,35.43,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2019-07-21,35.9,35.9,35.9,0.0,0.0,36.2,36.2,36.2,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.16,36.16,36.16,0.0,0.0
2019-07-28,34.4,34.4,34.4,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-08-04,33.9,33.9,33.9,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-08-11,32.65,32.65,32.65,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2019-08-18,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2019-08-25,33.43,33.43,33.43,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2019-09-01,34.24,34.24,34.24,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2019-09-08,36.08,36.08,36.08,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2019-09-15,35.77,35.77,35.77,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2019-09-22,35.24,35.24,35.24,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2019-09-29,33.81,33.81,33.81,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.75,33.75,33.75,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-10-06,34.83,34.83,34.83,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2019-10-13,35.29,35.29,35.29,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2019-10-20,36.09,36.09,36.09,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2019-10-27,36.47,36.47,36.47,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.81,36.81,36.81,0.0,0.0
2019-11-03,37.68,37.68,37.68,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-11-10,37.81,37.81,37.81,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2019-11-17,37.73,37.73,37.73,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2019-11-24,38.04,38.04,38.04,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2019-12-01,37.98,37.98,37.98,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-12-08,38.69,38.69,38.69,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-12-15,39.04,39.04,39.04,0.0,0.0,39.04,39.04,39.04,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2019-12-22,38.83,38.83,38.83,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-12-29,38.51,38.51,38.51,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.49,38.49,38.49,0.0,0.0
