Date,PureFunds Video Game Tech_Open_average,PureFunds Video Game Tech_Open_max,PureFunds Video Game Tech_Open_min,PureFunds Video Game Tech_Open_volatility,PureFunds Video Game Tech_Open_change,PureFunds Video Game Tech_High_average,PureFunds Video Game Tech_High_max,PureFunds Video Game Tech_High_min,PureFunds Video Game Tech_High_volatility,PureFunds Video Game Tech_High_change,PureFunds Video Game Tech_Low_average,PureFunds Video Game Tech_Low_max,PureFunds Video Game Tech_Low_min,PureFunds Video Game Tech_Low_volatility,PureFunds Video Game Tech_Low_change,PureFunds Video Game Tech_Close_average,PureFunds Video Game Tech_Close_max,PureFunds Video Game Tech_Close_min,PureFunds Video Game Tech_Close_volatility,PureFunds Video Game Tech_Close_change
2018-01-14,50.8,50.8,50.8,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2018-01-21,51.89,51.89,51.89,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2018-01-28,49.44,49.44,49.44,0.0,0.0,49.56,49.56,49.56,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2018-02-04,47.24,47.24,47.24,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2018-02-11,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2018-02-18,50.04,50.04,50.04,0.0,0.0,50.25,50.25,50.25,0.0,0.0,49.84,49.84,49.84,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-02-25,48.74,48.74,48.74,0.0,0.0,49.4,49.4,49.4,0.0,0.0,48.54,48.54,48.54,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2018-03-04,51.18,51.18,51.18,0.0,0.0,51.35,51.35,51.35,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2018-03-11,50.5,50.5,50.5,0.0,0.0,50.5,50.5,50.5,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2018-03-18,49.28,49.28,49.28,0.0,0.0,49.29,49.29,49.29,0.0,0.0,48.69,48.69,48.69,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2018-03-25,48.98,48.98,48.98,0.0,0.0,48.98,48.98,48.98,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2018-04-01,47.36,47.36,47.36,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.43,47.43,47.43,0.0,0.0
2018-04-08,47.66,47.66,47.66,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2018-04-15,47.57,47.57,47.57,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2018-04-22,47.61,47.61,47.61,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2018-04-29,48.62,48.62,48.62,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2018-05-06,50.69,50.69,50.69,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2018-05-13,52.25,52.25,52.25,0.0,0.0,52.5,52.5,52.5,0.0,0.0,51.8,51.8,51.8,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2018-05-20,52.13,52.13,52.13,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2018-05-27,53.71,53.71,53.71,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2018-06-03,54.08,54.08,54.08,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2018-06-10,51.44,51.44,51.44,0.0,0.0,52.6,52.6,52.6,0.0,0.0,51.09,51.09,51.09,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2018-06-17,50.48,50.48,50.48,0.0,0.0,50.48,50.48,50.48,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2018-06-24,48.5,48.5,48.5,0.0,0.0,49.25,49.25,49.25,0.0,0.0,48.08,48.08,48.08,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2018-07-01,49.98,49.98,49.98,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2018-07-08,50.17,50.17,50.17,0.0,0.0,50.17,50.17,50.17,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2018-07-15,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2018-07-22,49.01,49.01,49.01,0.0,0.0,49.01,49.01,49.01,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-07-29,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2018-08-05,46.81,46.81,46.81,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2018-08-12,45.82,45.82,45.82,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2018-08-19,47.95,47.95,47.95,0.0,0.0,48.2,48.2,48.2,0.0,0.0,47.95,47.95,47.95,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2018-08-26,47.43,47.43,47.43,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2018-09-02,46.55,46.55,46.55,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2018-09-09,47.12,47.12,47.12,0.0,0.0,47.24,47.24,47.24,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2018-09-16,47.19,47.19,47.19,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.02,47.02,47.02,0.0,0.0
2018-09-23,47.67,47.67,47.67,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2018-09-30,44.64,44.64,44.64,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.75,44.75,44.75,0.0,0.0
2018-10-07,43.15,43.15,43.15,0.0,0.0,43.52,43.52,43.52,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2018-10-14,42.67,42.67,42.67,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.77,42.77,42.77,0.0,0.0
2018-10-21,40.28,40.28,40.28,0.0,0.0,40.63,40.63,40.63,0.0,0.0,38.66,38.66,38.66,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2018-10-28,42.44,42.44,42.44,0.0,0.0,42.44,42.44,42.44,0.0,0.0,41.92,41.92,41.92,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2018-11-04,41.22,41.22,41.22,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2018-11-11,40.87,40.87,40.87,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2018-11-18,40.18,40.18,40.18,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2018-11-25,41.99,41.99,41.99,0.0,0.0,42.17,42.17,42.17,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2018-12-02,39.29,39.29,39.29,0.0,0.0,39.68,39.68,39.68,0.0,0.0,38.91,38.91,38.91,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2018-12-09,39.49,39.49,39.49,0.0,0.0,39.78,39.78,39.78,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2018-12-16,37.67,37.67,37.67,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2018-12-23,39.11,39.11,39.11,0.0,0.0,39.15,39.15,39.15,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2018-12-30,40.3,40.3,40.3,0.0,0.0,40.99,40.99,40.99,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2019-01-06,41.01,41.01,41.01,0.0,0.0,41.07,41.07,41.07,0.0,0.0,39.97,39.97,39.97,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2019-01-13,42.51,42.51,42.51,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2019-01-20,42.13,42.13,42.13,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.86,41.86,41.86,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2019-01-27,42.53,42.53,42.53,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.93,42.93,42.93,0.0,0.0
2019-02-03,41.69,41.69,41.69,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2019-02-10,42.51,42.51,42.51,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2019-02-17,42.78,42.78,42.78,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2019-02-24,42.88,42.88,42.88,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2019-03-03,42.14,42.14,42.14,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2019-03-10,43.92,43.92,43.92,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2019-03-17,43.77,43.77,43.77,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2019-03-24,44.79,44.79,44.79,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2019-03-31,45.33,45.33,45.33,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.36,45.36,45.36,0.0,0.0
