Date,Guggenheim CurrencyShares Australian Dollar_etf_Open_average,Guggenheim CurrencyShares Australian Dollar_etf_Open_max,Guggenheim CurrencyShares Australian Dollar_etf_Open_min,Guggenheim CurrencyShares Australian Dollar_etf_Open_volatility,Guggenheim CurrencyShares Australian Dollar_etf_Open_change,Guggenheim CurrencyShares Australian Dollar_etf_High_average,Guggenheim CurrencyShares Australian Dollar_etf_High_max,Guggenheim CurrencyShares Australian Dollar_etf_High_min,Guggenheim CurrencyShares Australian Dollar_etf_High_volatility,Guggenheim CurrencyShares Australian Dollar_etf_High_change,Guggenheim CurrencyShares Australian Dollar_etf_Low_average,Guggenheim CurrencyShares Australian Dollar_etf_Low_max,Guggenheim CurrencyShares Australian Dollar_etf_Low_min,Guggenheim CurrencyShares Australian Dollar_etf_Low_volatility,Guggenheim CurrencyShares Australian Dollar_etf_Low_change,Guggenheim CurrencyShares Australian Dollar_etf_Close_average,Guggenheim CurrencyShares Australian Dollar_etf_Close_max,Guggenheim CurrencyShares Australian Dollar_etf_Close_min,Guggenheim CurrencyShares Australian Dollar_etf_Close_volatility,Guggenheim CurrencyShares Australian Dollar_etf_Close_change
2018-08-26,72.17,72.17,72.17,0.0,0.0,72.31,72.31,72.31,0.0,0.0,71.85,71.85,71.85,0.0,0.0,71.96,71.96,71.96,0.0,0.0
2018-09-02,71.48,71.48,71.48,0.0,0.0,71.53,71.53,71.53,0.0,0.0,71.05,71.05,71.05,0.0,0.0,71.09,71.09,71.09,0.0,0.0
2018-09-09,71.86,71.86,71.86,0.0,0.0,71.88,71.88,71.88,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.66,71.66,71.66,0.0,0.0
2018-09-16,72.67,72.67,72.67,0.0,0.0,72.95,72.95,72.95,0.0,0.0,72.67,72.67,72.67,0.0,0.0,72.91,72.91,72.91,0.0,0.0
2018-09-23,72.27,72.27,72.27,0.0,0.0,72.43,72.43,72.43,0.0,0.0,72.27,72.27,72.27,0.0,0.0,72.35,72.35,72.35,0.0,0.0
2018-09-30,70.77,70.77,70.77,0.0,0.0,70.84,70.84,70.84,0.0,0.0,70.42,70.42,70.42,0.0,0.0,70.43,70.43,70.43,0.0,0.0
2018-10-07,71.31,71.31,71.31,0.0,0.0,71.37,71.37,71.37,0.0,0.0,71.1,71.1,71.1,0.0,0.0,71.11,71.11,71.11,0.0,0.0
2018-10-14,71.43,71.43,71.43,0.0,0.0,71.51,71.51,71.51,0.0,0.0,71.18,71.18,71.18,0.0,0.0,71.23,71.23,71.23,0.0,0.0
2018-10-21,70.53,70.53,70.53,0.0,0.0,71.03,71.03,71.03,0.0,0.0,70.53,70.53,70.53,0.0,0.0,71.0,71.0,71.0,0.0,0.0
2018-10-28,72.13,72.13,72.13,0.0,0.0,72.19,72.19,72.19,0.0,0.0,71.84,71.84,71.84,0.0,0.0,71.95,71.95,71.95,0.0,0.0
2018-11-04,72.5,72.5,72.5,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.16,72.16,72.16,0.0,0.0,72.27,72.27,72.27,0.0,0.0
2018-11-11,73.12,73.12,73.12,0.0,0.0,73.41,73.41,73.41,0.0,0.0,73.07,73.07,73.07,0.0,0.0,73.41,73.41,73.41,0.0,0.0
2018-11-18,72.39,72.39,72.39,0.0,0.0,72.39,72.39,72.39,0.0,0.0,72.32,72.32,72.32,0.0,0.0,72.32,72.32,72.32,0.0,0.0
2018-11-25,72.97,72.97,72.97,0.0,0.0,73.2,73.2,73.2,0.0,0.0,72.86,72.86,72.86,0.0,0.0,73.01,73.01,73.01,0.0,0.0
2018-12-02,72.26,72.26,72.26,0.0,0.0,72.33,72.33,72.33,0.0,0.0,72.04,72.04,72.04,0.0,0.0,72.06,72.06,72.06,0.0,0.0
2018-12-09,71.55,71.55,71.55,0.0,0.0,71.83,71.83,71.83,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.81,71.81,71.81,0.0,0.0
2018-12-16,71.03,71.03,71.03,0.0,0.0,71.11,71.11,71.11,0.0,0.0,70.39,70.39,70.39,0.0,0.0,70.41,70.41,70.41,0.0,0.0
2018-12-23,70.58,70.58,70.58,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.36,70.36,70.36,0.0,0.0,70.36,70.36,70.36,0.0,0.0
2018-12-30,70.4,70.4,70.4,0.0,0.0,71.25,71.25,71.25,0.0,0.0,70.38,70.38,70.38,0.0,0.0,71.25,71.25,71.25,0.0,0.0
2019-01-06,71.92,71.92,71.92,0.0,0.0,72.08,72.08,72.08,0.0,0.0,71.92,71.92,71.92,0.0,0.0,72.03,72.03,72.03,0.0,0.0
2019-01-13,71.85,71.85,71.85,0.0,0.0,71.92,71.92,71.92,0.0,0.0,71.66,71.66,71.66,0.0,0.0,71.71,71.71,71.71,0.0,0.0
2019-01-20,71.61,71.61,71.61,0.0,0.0,71.86,71.86,71.86,0.0,0.0,71.58,71.58,71.58,0.0,0.0,71.82,71.82,71.82,0.0,0.0
2019-01-27,72.67,72.67,72.67,0.0,0.0,72.67,72.67,72.67,0.0,0.0,72.41,72.41,72.41,0.0,0.0,72.49,72.49,72.49,0.0,0.0
2019-02-03,70.98,70.98,70.98,0.0,0.0,71.0,71.0,71.0,0.0,0.0,70.86,70.86,70.86,0.0,0.0,70.89,70.89,70.89,0.0,0.0
2019-02-10,71.25,71.25,71.25,0.0,0.0,71.48,71.48,71.48,0.0,0.0,71.24,71.24,71.24,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2019-02-17,71.31,71.31,71.31,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.31,71.31,71.31,0.0,0.0,71.35,71.35,71.35,0.0,0.0
2019-02-24,71.03,71.03,71.03,0.0,0.0,71.03,71.03,71.03,0.0,0.0,70.66,70.66,70.66,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2019-03-03,70.36,70.36,70.36,0.0,0.0,70.52,70.52,70.52,0.0,0.0,70.36,70.36,70.36,0.0,0.0,70.46,70.46,70.46,0.0,0.0
2019-03-10,70.86,70.86,70.86,0.0,0.0,70.94,70.94,70.94,0.0,0.0,70.71,70.71,70.71,0.0,0.0,70.84,70.84,70.84,0.0,0.0
2019-03-17,71.05,71.05,71.05,0.0,0.0,71.05,71.05,71.05,0.0,0.0,70.81,70.81,70.81,0.0,0.0,70.83,70.83,70.83,0.0,0.0
2019-03-24,70.95,70.95,70.95,0.0,0.0,71.05,71.05,71.05,0.0,0.0,70.86,70.86,70.86,0.0,0.0,70.98,70.98,70.98,0.0,0.0
2019-03-31,70.98,70.98,70.98,0.0,0.0,71.07,71.07,71.07,0.0,0.0,70.86,70.86,70.86,0.0,0.0,71.03,71.03,71.03,0.0,0.0
2019-04-07,71.79,71.79,71.79,0.0,0.0,71.89,71.89,71.89,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.73,71.73,71.73,0.0,0.0
2019-04-14,71.64,71.64,71.64,0.0,0.0,71.64,71.64,71.64,0.0,0.0,71.43,71.43,71.43,0.0,0.0,71.5,71.5,71.5,0.0,0.0
2019-04-21,70.48,70.48,70.48,0.0,0.0,70.49,70.49,70.49,0.0,0.0,70.4,70.4,70.4,0.0,0.0,70.4,70.4,70.4,0.0,0.0
2019-04-28,70.1,70.1,70.1,0.0,0.0,70.26,70.26,70.26,0.0,0.0,70.08,70.08,70.08,0.0,0.0,70.14,70.14,70.14,0.0,0.0
2019-05-05,69.96,69.96,69.96,0.0,0.0,70.05,70.05,70.05,0.0,0.0,69.93,69.93,69.93,0.0,0.0,70.03,70.03,70.03,0.0,0.0
2019-05-12,68.75,68.75,68.75,0.0,0.0,68.8,68.8,68.8,0.0,0.0,68.67,68.67,68.67,0.0,0.0,68.67,68.67,68.67,0.0,0.0
2019-05-19,69.19,69.19,69.19,0.0,0.0,69.33,69.33,69.33,0.0,0.0,69.13,69.13,69.13,0.0,0.0,69.33,69.33,69.33,0.0,0.0
2019-05-26,69.19,69.19,69.19,0.0,0.0,69.44,69.44,69.44,0.0,0.0,69.19,69.19,69.19,0.0,0.0,69.41,69.41,69.41,0.0,0.0
2019-06-02,70.0,70.0,70.0,0.0,0.0,70.14,70.14,70.14,0.0,0.0,69.93,69.93,69.93,0.0,0.0,69.94,69.94,69.94,0.0,0.0
2019-06-09,68.84,68.84,68.84,0.0,0.0,68.84,68.84,68.84,0.0,0.0,68.55,68.55,68.55,0.0,0.0,68.7,68.7,68.7,0.0,0.0
2019-06-16,69.04,69.04,69.04,0.0,0.0,69.33,69.33,69.33,0.0,0.0,69.04,69.04,69.04,0.0,0.0,69.31,69.31,69.31,0.0,0.0
2019-06-23,70.18,70.18,70.18,0.0,0.0,70.21,70.21,70.21,0.0,0.0,70.11,70.11,70.11,0.0,0.0,70.21,70.21,70.21,0.0,0.0
2019-06-30,69.85,69.85,69.85,0.0,0.0,69.87,69.87,69.87,0.0,0.0,69.68,69.68,69.68,0.0,0.0,69.81,69.81,69.81,0.0,0.0
2019-07-07,69.91,69.91,69.91,0.0,0.0,70.22,70.22,70.22,0.0,0.0,69.91,69.91,69.91,0.0,0.0,70.2,70.2,70.2,0.0,0.0
2019-07-14,70.59,70.59,70.59,0.0,0.0,70.6,70.6,70.6,0.0,0.0,70.4,70.4,70.4,0.0,0.0,70.45,70.45,70.45,0.0,0.0
2019-07-21,69.2,69.2,69.2,0.0,0.0,69.21,69.21,69.21,0.0,0.0,69.07,69.07,69.07,0.0,0.0,69.09,69.09,69.09,0.0,0.0
2019-07-28,67.81,67.81,67.81,0.0,0.0,68.05,68.05,68.05,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.95,67.95,67.95,0.0,0.0
2019-08-04,68.11,68.11,68.11,0.0,0.0,68.13,68.13,68.13,0.0,0.0,67.83,67.83,67.83,0.0,0.0,67.83,67.83,67.83,0.0,0.0
2019-08-11,67.72,67.72,67.72,0.0,0.0,67.91,67.91,67.91,0.0,0.0,67.72,67.72,67.72,0.0,0.0,67.83,67.83,67.83,0.0,0.0
2019-08-18,67.49,67.49,67.49,0.0,0.0,67.67,67.67,67.67,0.0,0.0,67.45,67.45,67.45,0.0,0.0,67.51,67.51,67.51,0.0,0.0
2019-08-25,67.24,67.24,67.24,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.23,67.23,67.23,0.0,0.0,67.37,67.37,67.37,0.0,0.0
2019-09-01,68.46,68.46,68.46,0.0,0.0,68.59,68.59,68.59,0.0,0.0,68.43,68.43,68.43,0.0,0.0,68.43,68.43,68.43,0.0,0.0
2019-09-08,68.77,68.77,68.77,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.77,68.77,68.77,0.0,0.0,68.8,68.8,68.8,0.0,0.0
2019-09-15,67.81,67.81,67.81,0.0,0.0,67.81,67.81,67.81,0.0,0.0,67.61,67.61,67.61,0.0,0.0,67.64,67.64,67.64,0.0,0.0
2019-09-22,67.66,67.66,67.66,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.58,67.58,67.58,0.0,0.0,67.62,67.62,67.62,0.0,0.0
2019-09-29,67.62,67.62,67.62,0.0,0.0,67.72,67.72,67.72,0.0,0.0,67.62,67.62,67.62,0.0,0.0,67.69,67.69,67.69,0.0,0.0
2019-10-06,67.9,67.9,67.9,0.0,0.0,68.07,68.07,68.07,0.0,0.0,67.9,67.9,67.9,0.0,0.0,67.94,67.94,67.94,0.0,0.0
2019-10-13,68.45,68.45,68.45,0.0,0.0,68.55,68.55,68.55,0.0,0.0,68.4,68.4,68.4,0.0,0.0,68.54,68.54,68.54,0.0,0.0
2019-10-20,68.2,68.2,68.2,0.0,0.0,68.33,68.33,68.33,0.0,0.0,68.2,68.2,68.2,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2019-10-27,69.01,69.01,69.01,0.0,0.0,69.2,69.2,69.2,0.0,0.0,68.99,68.99,68.99,0.0,0.0,69.14,69.14,69.14,0.0,0.0
2019-11-03,68.55,68.55,68.55,0.0,0.0,68.59,68.59,68.59,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.56,68.56,68.56,0.0,0.0
2019-11-10,68.05,68.05,68.05,0.0,0.0,68.18,68.18,68.18,0.0,0.0,68.05,68.05,68.05,0.0,0.0,68.18,68.18,68.18,0.0,0.0
2019-11-17,67.9,67.9,67.9,0.0,0.0,67.9,67.9,67.9,0.0,0.0,67.83,67.83,67.83,0.0,0.0,67.89,67.89,67.89,0.0,0.0
2019-11-24,67.69,67.69,67.69,0.0,0.0,67.69,67.69,67.69,0.0,0.0,67.56,67.56,67.56,0.0,0.0,67.64,67.64,67.64,0.0,0.0
2019-12-01,68.4,68.4,68.4,0.0,0.0,68.46,68.46,68.46,0.0,0.0,68.24,68.24,68.24,0.0,0.0,68.41,68.41,68.41,0.0,0.0
2019-12-08,68.68,68.68,68.68,0.0,0.0,68.71,68.71,68.71,0.0,0.0,68.65,68.65,68.65,0.0,0.0,68.69,68.69,68.69,0.0,0.0
2019-12-15,69.01,69.01,69.01,0.0,0.0,69.05,69.05,69.05,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.02,69.02,69.02,0.0,0.0
2019-12-22,69.69,69.69,69.69,0.0,0.0,69.87,69.87,69.87,0.0,0.0,69.6,69.6,69.6,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2019-12-29,69.5,69.5,69.5,0.0,0.0,69.64,69.64,69.64,0.0,0.0,69.48,69.48,69.48,0.0,0.0,69.55,69.55,69.55,0.0,0.0
