Date,MPAA_Open_average,MPAA_Open_max,MPAA_Open_min,MPAA_Open_volatility,MPAA_Open_change,MPAA_High_average,MPAA_High_max,MPAA_High_min,MPAA_High_volatility,MPAA_High_change,MPAA_Low_average,MPAA_Low_max,MPAA_Low_min,MPAA_Low_volatility,MPAA_Low_change,MPAA_Close_average,MPAA_Close_max,MPAA_Close_min,MPAA_Close_volatility,MPAA_Close_change,MPAA_Volume_average,MPAA_Volume_max,MPAA_Volume_min,MPAA_Volume_volatility,MPAA_Volume_change
2018-01-14,28.236,28.61,28.06,0.5500000000000007,-0.21999999999999886,28.582,28.98,28.17,0.8099999999999987,-0.46999999999999886,27.82,28.08,27.62,0.4599999999999973,-0.16999999999999815,28.184,28.62,27.92,0.6999999999999993,0.22999999999999687,80199,96314,67228,29086,-29086
2018-01-21,27.998,28.24,27.69,0.5499999999999972,-0.389999999999997,28.172,28.52,27.75,0.7699999999999996,-0.629999999999999,27.514,27.95,27.03,0.9199999999999982,-0.6899999999999977,27.82,28.2,27.48,0.7199999999999989,-0.7199999999999989,133676,170045,87260,82785,38933
2018-01-28,26.668,27.43,25.33,2.1000000000000014,-1.9500000000000028,27.164,27.81,25.62,2.1899999999999977,-2.1899999999999977,26.134,27.09,25.02,2.0700000000000003,-2.0700000000000003,26.323999999999998,27.33,25.05,2.2799999999999976,-2.2799999999999976,133559,167329,101149,66180,35479
2018-02-04,24.166,25.53,22.04,3.490000000000002,-2.620000000000001,24.79,26.34,22.27,4.07,-3.34,23.226,25.35,20.73,4.620000000000001,-3.9299999999999997,23.774,25.48,21.45,4.030000000000001,-4.030000000000001,493087,1363678,172547,1191131,284294
2018-02-11,23.145,24.64,21.34,3.3000000000000007,2.5199999999999996,24.0175,24.7,22.63,2.0700000000000003,1.4700000000000024,22.490000000000002,23.2,21.17,2.0299999999999976,1.7699999999999996,23.5125,24.59,22.6,1.9899999999999984,0.35999999999999943,343191,547873,160572,387301,-387301
2018-02-18,22.328,22.74,21.98,0.759999999999998,-0.7299999999999969,22.566,23.1,22.09,1.0100000000000016,-0.9600000000000009,21.894,22.41,21.36,1.0500000000000007,-1.0500000000000007,22.044,22.73,21.4,1.3300000000000018,-1.3300000000000018,135172,211851,100036,111815,17281
2018-02-25,20.722,21.41,20.35,1.0599999999999987,-0.879999999999999,21.154,21.41,20.94,0.46999999999999886,-0.33999999999999986,20.4,20.8,20.11,0.6900000000000013,-0.2699999999999996,20.664,20.94,20.38,0.5600000000000023,-0.19000000000000128,179286,249645,144831,104814,-77879
2018-03-04,21.114,21.75,20.62,1.129999999999999,0.9600000000000009,21.506,22.18,21.02,1.1600000000000001,1.1600000000000001,20.942,21.72,20.41,1.3099999999999987,1.3099999999999987,21.324,21.93,20.79,1.1400000000000006,1.1400000000000006,172672,293219,117493,175726,34278
2018-03-11,22.764,23.34,22.0,1.3399999999999999,1.3399999999999999,23.21,23.48,22.94,0.5399999999999991,0.3000000000000007,22.45,22.68,22.0,0.6799999999999997,0.5300000000000011,22.898,23.38,22.69,0.6899999999999977,-0.21000000000000085,241652,386384,156668,229716,-170724
2018-03-18,21.982,22.76,21.5,1.2600000000000016,-1.2600000000000016,22.28,23.02,21.66,1.3599999999999994,-1.3599999999999994,21.483999999999998,21.83,21.08,0.75,-0.5100000000000016,21.65,22.09,21.19,0.8999999999999986,-0.18999999999999773,109513,138703,82996,55707,12902
