Date,IQ Real Return_Open_average,IQ Real Return_Open_max,IQ Real Return_Open_min,IQ Real Return_Open_volatility,IQ Real Return_Open_change,IQ Real Return_High_average,IQ Real Return_High_max,IQ Real Return_High_min,IQ Real Return_High_volatility,IQ Real Return_High_change,IQ Real Return_Low_average,IQ Real Return_Low_max,IQ Real Return_Low_min,IQ Real Return_Low_volatility,IQ Real Return_Low_change,IQ Real Return_Close_average,IQ Real Return_Close_max,IQ Real Return_Close_min,IQ Real Return_Close_volatility,IQ Real Return_Close_change
2018-01-14,27.69,27.69,27.69,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2018-01-21,27.75,27.75,27.75,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2018-01-28,27.52,27.52,27.52,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2018-02-04,27.63,27.63,27.63,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2018-02-11,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2018-02-18,27.6,27.6,27.6,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2018-02-25,27.54,27.54,27.54,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2018-03-04,27.68,27.68,27.68,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-03-11,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2018-03-18,27.57,27.57,27.57,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2018-03-25,27.48,27.48,27.48,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2018-04-01,27.52,27.52,27.52,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-04-08,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-04-15,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2018-04-22,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2018-04-29,27.48,27.48,27.48,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2018-05-06,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-05-13,27.64,27.64,27.64,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2018-05-20,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-05-27,27.73,27.73,27.73,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2018-06-03,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2018-06-10,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2018-06-17,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2018-06-24,27.62,27.62,27.62,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2018-07-01,27.87,27.87,27.87,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2018-07-08,27.86,27.86,27.86,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2018-07-15,27.82,27.82,27.82,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2018-07-22,27.87,27.87,27.87,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2018-07-29,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-08-05,27.83,27.83,27.83,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2018-08-12,27.83,27.83,27.83,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2018-08-19,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2018-08-26,28.0,28.0,28.0,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2018-09-02,27.99,27.99,27.99,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2018-09-09,27.92,27.92,27.92,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2018-09-16,28.03,28.03,28.03,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-09-23,28.13,28.13,28.13,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2018-09-30,27.88,27.88,27.88,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2018-10-07,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2018-10-14,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2018-10-21,27.63,27.63,27.63,0.0,0.0,28.21,28.21,28.21,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2018-10-28,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-11-04,27.53,27.53,27.53,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-11-11,27.47,27.47,27.47,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2018-11-18,27.41,27.41,27.41,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2018-11-25,27.54,27.54,27.54,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2018-12-02,27.24,27.24,27.24,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2018-12-09,27.16,27.16,27.16,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2018-12-16,26.74,26.74,26.74,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2018-12-23,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2018-12-30,26.8,26.8,26.8,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2019-01-06,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.9,26.9,26.9,0.0,0.0
