Date,HEIa_Open_average,HEIa_Open_max,HEIa_Open_min,HEIa_Open_volatility,HEIa_Open_change,HEIa_High_average,HEIa_High_max,HEIa_High_min,HEIa_High_volatility,HEIa_High_change,HEIa_Low_average,HEIa_Low_max,HEIa_Low_min,HEIa_Low_volatility,HEIa_Low_change,HEIa_Close_average,HEIa_Close_max,HEIa_Close_min,HEIa_Close_volatility,HEIa_Close_change,HEIa_Volume_average,HEIa_Volume_max,HEIa_Volume_min,HEIa_Volume_volatility,HEIa_Volume_change
2018-01-14,51.138,51.6,50.72,0.8800000000000026,0.46000000000000085,51.592,51.71,51.39,0.3200000000000003,-0.10999999999999943,50.554,50.8,50.04,0.759999999999998,0.14000000000000057,50.926,51.6,50.36,1.240000000000002,0.14999999999999858,190740,374194,84759,289435,-289435
2018-01-21,52.232,54.64,50.96,3.6799999999999997,3.6000000000000014,53.72,57.52,51.28,6.240000000000002,6.240000000000002,51.87,54.44,50.34,4.099999999999994,4.099999999999994,53.192,56.04,50.76,5.280000000000001,5.280000000000001,221595,554758,101901,452857,400265
2018-01-28,53.879999999999995,55.72,52.72,3.0,-2.9200000000000017,54.472,55.72,53.04,2.6799999999999997,-2.6799999999999997,52.024,53.48,48.12,5.359999999999999,-5.359999999999999,52.848,54.44,50.04,4.399999999999999,-3.719999999999999,214573,260304,130541,129763,7463
2018-02-04,49.76,50.56,48.8,1.7600000000000051,0.5600000000000023,50.728,51.12,50.24,0.8799999999999955,-0.27999999999999403,48.802,50.0,47.8,2.200000000000003,0.23000000000000398,49.872,50.6,48.96,1.6400000000000006,-0.12000000000000455,296737,416119,219645,196474,-149088
2018-02-11,51.64,53.2,50.48,2.720000000000006,2.720000000000006,52.72,54.52,51.28,3.240000000000002,3.240000000000002,51.49,53.2,50.32,2.8800000000000026,2.8800000000000026,52.620000000000005,54.36,51.28,3.0799999999999983,3.0799999999999983,251574,354771,186705,168066,-168066
2018-02-18,54.608,55.12,53.84,1.279999999999994,1.279999999999994,55.336,56.04,55.04,1.0,0.8399999999999963,54.446000000000005,55.04,53.84,1.1999999999999957,1.1999999999999957,54.976,55.96,54.4,1.5600000000000023,1.3599999999999994,206310,298276,156058,142218,-26403
2018-02-25,57.136,58.0,56.08,1.9200000000000017,1.6799999999999997,58.512,60.44,56.8,3.6400000000000006,1.3200000000000003,56.752,57.4,55.84,1.5599999999999952,1.5599999999999952,57.44,58.08,56.0,2.0799999999999983,1.7199999999999989,284168,468901,169783,299118,-269988
2018-03-04,57.816,58.2,57.12,1.0800000000000054,-0.0800000000000054,58.28,58.4,58.16,0.240000000000002,0.12000000000000455,57.056,57.8,56.12,1.6799999999999997,-0.8800000000000026,57.44,58.12,56.24,1.8799999999999955,-0.9199999999999946,232544,438280,95113,343167,233036
2018-03-11,56.696,57.2,55.96,1.240000000000002,-0.6000000000000014,57.272,57.76,56.92,0.8399999999999963,-0.28000000000000114,56.09,56.48,55.61,0.8699999999999974,-0.6700000000000017,56.704,57.08,56.24,0.8399999999999963,0.03999999999999915,304137,461128,199760,261368,227487
2018-03-18,57.216,57.92,56.28,1.6400000000000006,0.8399999999999963,58.324,59.3,57.84,1.4599999999999937,1.259999999999998,56.664,57.72,56.2,1.519999999999996,-0.11999999999999744,57.616,59.2,56.32,2.8800000000000026,1.480000000000004,172101,302618,105980,196638,78885
