Date,Direxion Daily Gold Miners Bull 3X Shares_Open_average,Direxion Daily Gold Miners Bull 3X Shares_Open_max,Direxion Daily Gold Miners Bull 3X Shares_Open_min,Direxion Daily Gold Miners Bull 3X Shares_Open_volatility,Direxion Daily Gold Miners Bull 3X Shares_Open_change,Direxion Daily Gold Miners Bull 3X Shares_High_average,Direxion Daily Gold Miners Bull 3X Shares_High_max,Direxion Daily Gold Miners Bull 3X Shares_High_min,Direxion Daily Gold Miners Bull 3X Shares_High_volatility,Direxion Daily Gold Miners Bull 3X Shares_High_change,Direxion Daily Gold Miners Bull 3X Shares_Low_average,Direxion Daily Gold Miners Bull 3X Shares_Low_max,Direxion Daily Gold Miners Bull 3X Shares_Low_min,Direxion Daily Gold Miners Bull 3X Shares_Low_volatility,Direxion Daily Gold Miners Bull 3X Shares_Low_change,Direxion Daily Gold Miners Bull 3X Shares_Close_average,Direxion Daily Gold Miners Bull 3X Shares_Close_max,Direxion Daily Gold Miners Bull 3X Shares_Close_min,Direxion Daily Gold Miners Bull 3X Shares_Close_volatility,Direxion Daily Gold Miners Bull 3X Shares_Close_change
2018-04-15,130.15,130.15,130.15,0.0,0.0,130.62,130.62,130.62,0.0,0.0,127.3,127.3,127.3,0.0,0.0,128.55,128.55,128.55,0.0,0.0
2018-04-22,128.4,128.4,128.4,0.0,0.0,129.19,129.19,129.19,0.0,0.0,125.3,125.3,125.3,0.0,0.0,126.05,126.05,126.05,0.0,0.0
2018-04-29,129.95,129.95,129.95,0.0,0.0,133.85,133.85,133.85,0.0,0.0,129.9,129.9,129.9,0.0,0.0,131.25,131.25,131.25,0.0,0.0
2018-05-06,136.3,136.3,136.3,0.0,0.0,136.35,136.35,136.35,0.0,0.0,131.4,131.4,131.4,0.0,0.0,133.5,133.5,133.5,0.0,0.0
2018-05-13,123.2,123.2,123.2,0.0,0.0,124.9,124.9,124.9,0.0,0.0,120.9,120.9,120.9,0.0,0.0,124.9,124.9,124.9,0.0,0.0
2018-05-20,129.95,129.95,129.95,0.0,0.0,129.95,129.95,129.95,0.0,0.0,125.0,125.0,125.0,0.0,0.0,126.05,126.05,126.05,0.0,0.0
2018-05-27,126.75,126.75,126.75,0.0,0.0,127.3,127.3,127.3,0.0,0.0,123.19,123.19,123.19,0.0,0.0,123.7,123.7,123.7,0.0,0.0
2018-06-03,124.5,124.5,124.5,0.0,0.0,127.9,127.9,127.9,0.0,0.0,123.85,123.85,123.85,0.0,0.0,127.85,127.85,127.85,0.0,0.0
2018-06-10,122.05,122.05,122.05,0.0,0.0,124.4,124.4,124.4,0.0,0.0,122.0,122.0,122.0,0.0,0.0,123.6,123.6,123.6,0.0,0.0
2018-06-17,120.05,120.05,120.05,0.0,0.0,121.55,121.55,121.55,0.0,0.0,117.58,117.58,117.58,0.0,0.0,118.1,118.1,118.1,0.0,0.0
2018-06-24,119.5,119.5,119.5,0.0,0.0,121.05,121.05,121.05,0.0,0.0,117.35,117.35,117.35,0.0,0.0,119.15,119.15,119.15,0.0,0.0
2018-07-01,132.4,132.4,132.4,0.0,0.0,133.55,133.55,133.55,0.0,0.0,126.65,126.65,126.65,0.0,0.0,127.15,127.15,127.15,0.0,0.0
2018-07-08,116.25,116.25,116.25,0.0,0.0,117.5,117.5,117.5,0.0,0.0,114.35,114.35,114.35,0.0,0.0,115.55,115.55,115.55,0.0,0.0
2018-07-15,111.8,111.8,111.8,0.0,0.0,112.5,112.5,112.5,0.0,0.0,106.9,106.9,106.9,0.0,0.0,107.2,107.2,107.2,0.0,0.0
2018-07-22,105.6,105.6,105.6,0.0,0.0,106.5,106.5,106.5,0.0,0.0,103.5,103.5,103.5,0.0,0.0,104.45,104.45,104.45,0.0,0.0
2018-07-29,100.6,100.6,100.6,0.0,0.0,101.7,101.7,101.7,0.0,0.0,99.2,99.2,99.2,0.0,0.0,99.75,99.75,99.75,0.0,0.0
2018-08-05,91.45,91.45,91.45,0.0,0.0,92.15,92.15,92.15,0.0,0.0,84.81,84.81,84.81,0.0,0.0,86.05,86.05,86.05,0.0,0.0
2018-08-12,70.55,70.55,70.55,0.0,0.0,71.1,71.1,71.1,0.0,0.0,67.0,67.0,67.0,0.0,0.0,69.5,69.5,69.5,0.0,0.0
2018-08-19,72.5,72.5,72.5,0.0,0.0,74.95,74.95,74.95,0.0,0.0,72.1,72.1,72.1,0.0,0.0,74.6,74.6,74.6,0.0,0.0
2018-08-26,68.2,68.2,68.2,0.0,0.0,69.42,69.42,69.42,0.0,0.0,65.8,65.8,65.8,0.0,0.0,66.5,66.5,66.5,0.0,0.0
2018-09-02,59.4,59.4,59.4,0.0,0.0,59.59,59.59,59.59,0.0,0.0,55.75,55.75,55.75,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2018-09-09,61.45,61.45,61.45,0.0,0.0,63.75,63.75,63.75,0.0,0.0,59.65,59.65,59.65,0.0,0.0,62.85,62.85,62.85,0.0,0.0
2018-09-16,68.75,68.75,68.75,0.0,0.0,71.15,71.15,71.15,0.0,0.0,67.25,67.25,67.25,0.0,0.0,67.3,67.3,67.3,0.0,0.0
2018-09-23,63.7,63.7,63.7,0.0,0.0,65.5,65.5,65.5,0.0,0.0,63.6,63.6,63.6,0.0,0.0,64.85,64.85,64.85,0.0,0.0
2018-09-30,62.5,62.5,62.5,0.0,0.0,66.65,66.65,66.65,0.0,0.0,61.05,61.05,61.05,0.0,0.0,66.65,66.65,66.65,0.0,0.0
2018-10-07,80.85,80.85,80.85,0.0,0.0,84.8,84.8,84.8,0.0,0.0,79.35,79.35,79.35,0.0,0.0,80.75,80.75,80.75,0.0,0.0
2018-10-14,79.4,79.4,79.4,0.0,0.0,79.45,79.45,79.45,0.0,0.0,75.97,75.97,75.97,0.0,0.0,78.1,78.1,78.1,0.0,0.0
2018-10-21,67.85,67.85,67.85,0.0,0.0,71.75,71.75,71.75,0.0,0.0,65.35,65.35,65.35,0.0,0.0,67.15,67.15,67.15,0.0,0.0
2018-10-28,71.65,71.65,71.65,0.0,0.0,75.75,75.75,75.75,0.0,0.0,70.7,70.7,70.7,0.0,0.0,73.3,73.3,73.3,0.0,0.0
2018-11-04,64.6,64.6,64.6,0.0,0.0,65.41,65.41,65.41,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.55,62.55,62.55,0.0,0.0
2018-11-11,69.95,69.95,69.95,0.0,0.0,73.1,73.1,73.1,0.0,0.0,69.6,69.6,69.6,0.0,0.0,70.35,70.35,70.35,0.0,0.0
2018-11-18,70.25,70.25,70.25,0.0,0.0,72.86,72.86,72.86,0.0,0.0,68.13,68.13,68.13,0.0,0.0,68.6,68.6,68.6,0.0,0.0
2018-11-25,69.55,69.55,69.55,0.0,0.0,70.45,70.45,70.45,0.0,0.0,67.1,67.1,67.1,0.0,0.0,70.05,70.05,70.05,0.0,0.0
2018-12-02,76.5,76.5,76.5,0.0,0.0,82.3,82.3,82.3,0.0,0.0,75.8,75.8,75.8,0.0,0.0,77.85,77.85,77.85,0.0,0.0
2018-12-09,78.95,78.95,78.95,0.0,0.0,83.15,83.15,83.15,0.0,0.0,78.8,78.8,78.8,0.0,0.0,82.65,82.65,82.65,0.0,0.0
2018-12-16,83.55,83.55,83.55,0.0,0.0,88.0,88.0,88.0,0.0,0.0,82.9,82.9,82.9,0.0,0.0,87.95,87.95,87.95,0.0,0.0
2018-12-23,82.7,82.7,82.7,0.0,0.0,87.6,87.6,87.6,0.0,0.0,81.04,81.04,81.04,0.0,0.0,87.5,87.5,87.5,0.0,0.0
2018-12-30,92.15,92.15,92.15,0.0,0.0,92.2,92.2,92.2,0.0,0.0,85.7,85.7,85.7,0.0,0.0,86.6,86.6,86.6,0.0,0.0
2019-01-06,87.15,87.15,87.15,0.0,0.0,88.95,88.95,88.95,0.0,0.0,83.9,83.9,83.9,0.0,0.0,85.35,85.35,85.35,0.0,0.0
2019-01-13,78.65,78.65,78.65,0.0,0.0,81.15,81.15,81.15,0.0,0.0,76.4,76.4,76.4,0.0,0.0,77.25,77.25,77.25,0.0,0.0
2019-01-20,86.75,86.75,86.75,0.0,0.0,90.6,90.6,90.6,0.0,0.0,86.75,86.75,86.75,0.0,0.0,90.55,90.55,90.55,0.0,0.0
2019-01-27,99.55,99.55,99.55,0.0,0.0,103.9,103.9,103.9,0.0,0.0,99.0,99.0,99.0,0.0,0.0,103.75,103.75,103.75,0.0,0.0
2019-02-03,97.85,97.85,97.85,0.0,0.0,101.15,101.15,101.15,0.0,0.0,97.55,97.55,97.55,0.0,0.0,97.95,97.95,97.95,0.0,0.0
2019-02-10,100.0,100.0,100.0,0.0,0.0,102.2,102.2,102.2,0.0,0.0,96.9,96.9,96.9,0.0,0.0,102.1,102.1,102.1,0.0,0.0
2019-02-17,109.95,109.95,109.95,0.0,0.0,111.0,111.0,111.0,0.0,0.0,106.3,106.3,106.3,0.0,0.0,106.6,106.6,106.6,0.0,0.0
2019-02-24,90.5,90.5,90.5,0.0,0.0,93.5,93.5,93.5,0.0,0.0,87.9,87.9,87.9,0.0,0.0,93.35,93.35,93.35,0.0,0.0
2019-03-03,99.8,99.8,99.8,0.0,0.0,101.61,101.61,101.61,0.0,0.0,94.75,94.75,94.75,0.0,0.0,98.8,98.8,98.8,0.0,0.0
2019-03-10,99.45,99.45,99.45,0.0,0.0,100.05,100.05,100.05,0.0,0.0,94.9,94.9,94.9,0.0,0.0,95.05,95.05,95.05,0.0,0.0
2019-03-17,106.15,106.15,106.15,0.0,0.0,111.9,111.9,111.9,0.0,0.0,105.2,105.2,105.2,0.0,0.0,110.7,110.7,110.7,0.0,0.0
2019-03-24,99.5,99.5,99.5,0.0,0.0,100.05,100.05,100.05,0.0,0.0,91.25,91.25,91.25,0.0,0.0,93.0,93.0,93.0,0.0,0.0
2019-03-31,102.6,102.6,102.6,0.0,0.0,103.35,103.35,103.35,0.0,0.0,100.22,100.22,100.22,0.0,0.0,102.1,102.1,102.1,0.0,0.0
2019-04-07,92.75,92.75,92.75,0.0,0.0,96.35,96.35,96.35,0.0,0.0,91.4,91.4,91.4,0.0,0.0,95.9,95.9,95.9,0.0,0.0
2019-04-14,85.35,85.35,85.35,0.0,0.0,85.4,85.4,85.4,0.0,0.0,79.55,79.55,79.55,0.0,0.0,80.25,80.25,80.25,0.0,0.0
2019-04-21,82.55,82.55,82.55,0.0,0.0,82.75,82.75,82.75,0.0,0.0,76.95,76.95,76.95,0.0,0.0,78.3,78.3,78.3,0.0,0.0
2019-04-28,71.65,71.65,71.65,0.0,0.0,73.7,73.7,73.7,0.0,0.0,71.19,71.19,71.19,0.0,0.0,71.95,71.95,71.95,0.0,0.0
2019-05-05,75.1,75.1,75.1,0.0,0.0,78.85,78.85,78.85,0.0,0.0,73.05,73.05,73.05,0.0,0.0,78.15,78.15,78.15,0.0,0.0
2019-05-12,75.5,75.5,75.5,0.0,0.0,77.15,77.15,77.15,0.0,0.0,74.89,74.89,74.89,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2019-05-19,72.85,72.85,72.85,0.0,0.0,74.4,74.4,74.4,0.0,0.0,72.15,72.15,72.15,0.0,0.0,73.85,73.85,73.85,0.0,0.0
2019-05-26,89.9,89.9,89.9,0.0,0.0,95.54,95.54,95.54,0.0,0.0,88.63,88.63,88.63,0.0,0.0,95.5,95.5,95.5,0.0,0.0
2019-06-02,94.05,94.05,94.05,0.0,0.0,95.65,95.65,95.65,0.0,0.0,91.97,91.97,91.97,0.0,0.0,95.15,95.15,95.15,0.0,0.0
2019-06-09,105.65,105.65,105.65,0.0,0.0,107.95,107.95,107.95,0.0,0.0,103.35,103.35,103.35,0.0,0.0,107.95,107.95,107.95,0.0,0.0
2019-06-16,134.25,134.25,134.25,0.0,0.0,147.8,147.8,147.8,0.0,0.0,133.6,133.6,133.6,0.0,0.0,147.8,147.8,147.8,0.0,0.0
2019-06-23,125.55,125.55,125.55,0.0,0.0,128.0,128.0,128.0,0.0,0.0,120.7,120.7,120.7,0.0,0.0,121.85,121.85,121.85,0.0,0.0
2019-06-30,133.7,133.7,133.7,0.0,0.0,136.3,136.3,136.3,0.0,0.0,130.05,130.05,130.05,0.0,0.0,132.85,132.85,132.85,0.0,0.0
2019-07-07,145.5,145.5,145.5,0.0,0.0,147.25,147.25,147.25,0.0,0.0,142.1,142.1,142.1,0.0,0.0,145.35,145.35,145.35,0.0,0.0
2019-07-14,177.05,177.05,177.05,0.0,0.0,181.0,181.0,181.0,0.0,0.0,174.9,174.9,174.9,0.0,0.0,179.45,179.45,179.45,0.0,0.0
2019-07-21,164.3,164.3,164.3,0.0,0.0,170.4,170.4,170.4,0.0,0.0,160.6,160.6,160.6,0.0,0.0,170.3,170.3,170.3,0.0,0.0
2019-07-28,181.1,181.1,181.1,0.0,0.0,190.0,190.0,190.0,0.0,0.0,177.9,177.9,177.9,0.0,0.0,183.05,183.05,183.05,0.0,0.0
2019-08-04,201.0,201.0,201.0,0.0,0.0,204.75,204.75,204.75,0.0,0.0,189.6,189.6,189.6,0.0,0.0,190.0,190.0,190.0,0.0,0.0
2019-08-11,165.1,165.1,165.1,0.0,0.0,176.95,176.95,176.95,0.0,0.0,162.55,162.55,162.55,0.0,0.0,168.9,168.9,168.9,0.0,0.0
2019-08-18,200.25,200.25,200.25,0.0,0.0,206.45,206.45,206.45,0.0,0.0,194.8,194.8,194.8,0.0,0.0,200.15,200.15,200.15,0.0,0.0
2019-08-25,196.0,196.0,196.0,0.0,0.0,208.65,208.65,208.65,0.0,0.0,194.8,194.8,194.8,0.0,0.0,203.05,203.05,203.05,0.0,0.0
2019-09-01,176.5,176.5,176.5,0.0,0.0,178.15,178.15,178.15,0.0,0.0,157.95,157.95,157.95,0.0,0.0,160.05,160.05,160.05,0.0,0.0
2019-09-08,150.45,150.45,150.45,0.0,0.0,154.6,154.6,154.6,0.0,0.0,144.9,144.9,144.9,0.0,0.0,151.5,151.5,151.5,0.0,0.0
2019-09-15,176.75,176.75,176.75,0.0,0.0,183.05,183.05,183.05,0.0,0.0,175.0,175.0,175.0,0.0,0.0,182.65,182.65,182.65,0.0,0.0
2019-09-22,143.0,143.0,143.0,0.0,0.0,149.85,149.85,149.85,0.0,0.0,136.5,136.5,136.5,0.0,0.0,139.3,139.3,139.3,0.0,0.0
2019-09-29,152.75,152.75,152.75,0.0,0.0,159.4,159.4,159.4,0.0,0.0,150.55,150.55,150.55,0.0,0.0,153.0,153.0,153.0,0.0,0.0
2019-10-06,142.1,142.1,142.1,0.0,0.0,146.45,146.45,146.45,0.0,0.0,141.05,141.05,141.05,0.0,0.0,143.05,143.05,143.05,0.0,0.0
2019-10-13,145.0,145.0,145.0,0.0,0.0,145.5,145.5,145.5,0.0,0.0,133.2,133.2,133.2,0.0,0.0,134.4,134.4,134.4,0.0,0.0
2019-10-20,147.2,147.2,147.2,0.0,0.0,147.2,147.2,147.2,0.0,0.0,140.05,140.05,140.05,0.0,0.0,141.1,141.1,141.1,0.0,0.0
2019-10-27,153.75,153.75,153.75,0.0,0.0,154.8,154.8,154.8,0.0,0.0,147.0,147.0,147.0,0.0,0.0,147.95,147.95,147.95,0.0,0.0
2019-11-03,127.8,127.8,127.8,0.0,0.0,130.2,130.2,130.2,0.0,0.0,125.75,125.75,125.75,0.0,0.0,127.15,127.15,127.15,0.0,0.0
2019-11-10,134.25,134.25,134.25,0.0,0.0,140.95,140.95,140.95,0.0,0.0,134.11,134.11,134.11,0.0,0.0,140.8,140.8,140.8,0.0,0.0
2019-11-17,130.0,130.0,130.0,0.0,0.0,132.7,132.7,132.7,0.0,0.0,125.4,125.4,125.4,0.0,0.0,125.75,125.75,125.75,0.0,0.0
2019-11-24,135.65,135.65,135.65,0.0,0.0,139.99,139.99,139.99,0.0,0.0,134.3,134.3,134.3,0.0,0.0,139.1,139.1,139.1,0.0,0.0
2019-12-01,138.2,138.2,138.2,0.0,0.0,138.9,138.9,138.9,0.0,0.0,134.0,134.0,134.0,0.0,0.0,135.15,135.15,135.15,0.0,0.0
2019-12-08,147.2,147.2,147.2,0.0,0.0,147.35,147.35,147.35,0.0,0.0,140.65,140.65,140.65,0.0,0.0,142.0,142.0,142.0,0.0,0.0
2019-12-15,139.35,139.35,139.35,0.0,0.0,149.7,149.7,149.7,0.0,0.0,138.47,138.47,138.47,0.0,0.0,149.15,149.15,149.15,0.0,0.0
2019-12-22,168.0,168.0,168.0,0.0,0.0,177.5,177.5,177.5,0.0,0.0,167.49,167.49,167.49,0.0,0.0,177.1,177.1,177.1,0.0,0.0
2019-12-29,184.05,184.05,184.05,0.0,0.0,184.2,184.2,184.2,0.0,0.0,169.0,169.0,169.0,0.0,0.0,171.8,171.8,171.8,0.0,0.0
