Date,CRESY_Open_average,CRESY_Open_max,CRESY_Open_min,CRESY_Open_volatility,CRESY_Open_change,CRESY_High_average,CRESY_High_max,CRESY_High_min,CRESY_High_volatility,CRESY_High_change,CRESY_Low_average,CRESY_Low_max,CRESY_Low_min,CRESY_Low_volatility,CRESY_Low_change,CRESY_Close_average,CRESY_Close_max,CRESY_Close_min,CRESY_Close_volatility,CRESY_Close_change,CRESY_Volume_average,CRESY_Volume_max,CRESY_Volume_min,CRESY_Volume_volatility,CRESY_Volume_change
2018-01-14,19.444,19.52,19.38,0.14000000000000057,-0.14000000000000057,19.7,19.88,19.38,0.5,-0.26000000000000156,19.21,19.42,19.02,0.40000000000000213,-0.21999999999999886,19.424,19.55,19.32,0.23000000000000043,-0.08999999999999986,100288,126569,67338,59231,-15188
2018-01-21,19.483999999999998,20.14,19.22,0.9200000000000017,0.9000000000000021,19.772,20.45,19.28,1.1699999999999982,0.9199999999999982,19.224,19.83,18.79,1.0399999999999991,0.8199999999999967,19.584,20.13,19.05,1.0799999999999983,0.6999999999999993,284604,798952,26151,772801,39676
2018-01-28,19.658,20.04,18.88,1.1600000000000001,-0.9000000000000021,19.844,20.3,18.99,1.3100000000000023,-0.8000000000000007,19.0,19.78,17.45,2.330000000000002,-1.7200000000000024,19.336,20.24,17.78,2.4599999999999973,-1.9299999999999997,165476,320834,89865,230969,66651
2018-02-04,17.644,18.16,17.11,1.0500000000000007,0.21999999999999886,18.166,18.51,17.75,0.7600000000000016,-0.3999999999999986,17.218,17.45,17.0,0.4499999999999993,0.29999999999999716,17.676,18.22,17.2,1.0199999999999996,-0.14000000000000057,156282,345726,34379,311347,-311347
2018-02-11,17.939999999999998,18.54,17.63,0.9100000000000001,0.9100000000000001,18.5375,19.15,17.96,1.1899999999999977,1.1899999999999977,17.835,18.54,17.39,1.1499999999999986,1.1499999999999986,18.2425,18.74,17.73,1.009999999999998,1.009999999999998,141180,198508,63565,134943,47370
2018-02-18,19.986,20.97,18.68,2.289999999999999,2.2600000000000016,20.498,21.28,19.36,1.9200000000000017,1.6799999999999997,19.608,20.24,18.65,1.5899999999999999,1.5899999999999999,20.174,20.78,19.22,1.5600000000000023,1.4700000000000024,393570,741980,126187,615793,78440
2018-02-25,20.564,21.14,20.19,0.9499999999999993,-0.36999999999999744,20.87,21.19,20.32,0.870000000000001,-0.5599999999999987,20.08,20.56,19.8,0.759999999999998,-0.2699999999999996,20.496,20.95,20.2,0.75,-0.2699999999999996,146273,246827,65330,181497,-181497
2018-03-04,19.982,20.35,19.61,0.740000000000002,0.120000000000001,20.21,20.55,19.85,0.6999999999999993,0.15000000000000213,19.71,19.89,19.6,0.28999999999999915,-0.05000000000000071,19.89,20.17,19.64,0.5300000000000011,-0.019999999999999574,87225,122608,42180,80428,-33032
2018-03-11,19.874,20.03,19.74,0.2900000000000027,-0.2900000000000027,20.016000000000002,20.22,19.75,0.46999999999999886,-0.46000000000000085,19.542,19.69,19.17,0.5199999999999996,-0.5199999999999996,19.712,19.83,19.37,0.4599999999999973,-0.4499999999999993,78928,118387,40682,77705,2451
2018-03-18,19.014,19.5,18.68,0.8200000000000003,-0.8200000000000003,19.414,19.74,19.12,0.6199999999999974,-0.3099999999999987,18.754,19.21,18.44,0.7699999999999996,-0.7699999999999996,18.907999999999998,19.29,18.49,0.8000000000000007,-0.4299999999999997,179253,348739,51480,297259,87490
2018-03-25,18.89,19.02,18.76,0.259999999999998,-0.19000000000000128,19.3125,19.62,18.96,0.6600000000000001,-0.010000000000001563,18.6675,18.81,18.48,0.3299999999999983,0.18999999999999773,18.8775,19.05,18.69,0.35999999999999943,0.35999999999999943,165396,215684,116391,99293,-90228
