Date,First Trust Strategic Income_Open_average,First Trust Strategic Income_Open_max,First Trust Strategic Income_Open_min,First Trust Strategic Income_Open_volatility,First Trust Strategic Income_Open_change,First Trust Strategic Income_High_average,First Trust Strategic Income_High_max,First Trust Strategic Income_High_min,First Trust Strategic Income_High_volatility,First Trust Strategic Income_High_change,First Trust Strategic Income_Low_average,First Trust Strategic Income_Low_max,First Trust Strategic Income_Low_min,First Trust Strategic Income_Low_volatility,First Trust Strategic Income_Low_change,First Trust Strategic Income_Close_average,First Trust Strategic Income_Close_max,First Trust Strategic Income_Close_min,First Trust Strategic Income_Close_volatility,First Trust Strategic Income_Close_change
2018-04-15,48.95,48.95,48.95,0.0,0.0,49.15,49.15,49.15,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.03,49.03,49.03,0.0,0.0
2018-04-22,49.21,49.21,49.21,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2018-04-29,49.42,49.42,49.42,0.0,0.0,49.42,49.42,49.42,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2018-05-06,49.01,49.01,49.01,0.0,0.0,49.14,49.14,49.14,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-05-13,48.79,48.79,48.79,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.88,48.88,48.88,0.0,0.0
2018-05-20,48.75,48.75,48.75,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2018-05-27,49.11,49.11,49.11,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2018-06-03,49.22,49.22,49.22,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2018-06-10,49.12,49.12,49.12,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2018-06-17,49.2,49.2,49.2,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2018-06-24,48.94,48.94,48.94,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2018-07-01,49.39,49.39,49.39,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2018-07-08,49.44,49.44,49.44,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2018-07-15,49.41,49.41,49.41,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2018-07-22,49.72,49.72,49.72,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2018-07-29,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2018-08-05,49.87,49.87,49.87,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2018-08-12,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2018-08-19,49.75,49.75,49.75,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2018-08-26,49.63,49.63,49.63,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2018-09-02,49.52,49.52,49.52,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2018-09-09,49.51,49.51,49.51,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2018-09-16,49.34,49.34,49.34,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2018-09-23,49.17,49.17,49.17,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2018-09-30,48.99,48.99,48.99,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2018-10-07,48.25,48.25,48.25,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2018-10-14,48.46,48.46,48.46,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.43,48.43,48.43,0.0,0.0
2018-10-21,47.65,47.65,47.65,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2018-10-28,47.98,47.98,47.98,0.0,0.0,48.17,48.17,48.17,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2018-11-04,48.61,48.61,48.61,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2018-11-11,48.56,48.56,48.56,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2018-11-18,48.09,48.09,48.09,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2018-11-25,48.67,48.67,48.67,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2018-12-02,47.48,47.48,47.48,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2018-12-09,47.48,47.48,47.48,0.0,0.0,47.52,47.52,47.52,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2018-12-16,45.92,45.92,45.92,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2018-12-23,46.08,46.08,46.08,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2018-12-30,47.3,47.3,47.3,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2019-01-06,47.63,47.63,47.63,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2019-01-13,48.03,48.03,48.03,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2019-01-20,48.23,48.23,48.23,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2019-01-27,48.72,48.72,48.72,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2019-02-03,48.87,48.87,48.87,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2019-02-10,49.42,49.42,49.42,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2019-02-17,49.73,49.73,49.73,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-02-24,49.5,49.5,49.5,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2019-03-03,49.46,49.46,49.46,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2019-03-10,49.85,49.85,49.85,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2019-03-17,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2019-03-24,49.82,49.82,49.82,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2019-03-31,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-04-07,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2019-04-14,50.02,50.02,50.02,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2019-04-21,50.02,50.02,50.02,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2019-04-28,49.98,49.98,49.98,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2019-05-05,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2019-05-12,49.84,49.84,49.84,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-05-19,49.59,49.59,49.59,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2019-05-26,49.37,49.37,49.37,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2019-06-02,50.13,50.13,50.13,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-06-09,49.86,49.86,49.86,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2019-06-16,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2019-06-23,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2019-06-30,50.68,50.68,50.68,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-07-07,50.83,50.83,50.83,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-07-14,50.94,50.94,50.94,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2019-07-21,50.8,50.8,50.8,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-07-28,50.23,50.23,50.23,0.0,0.0,50.23,50.23,50.23,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2019-08-04,49.99,49.99,49.99,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-08-11,50.17,50.17,50.17,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2019-08-18,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2019-08-25,50.35,50.35,50.35,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-09-01,50.51,50.51,50.51,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2019-09-08,50.91,50.91,50.91,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.91,50.91,50.91,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2019-09-15,51.08,51.08,51.08,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2019-09-22,50.85,50.85,50.85,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-09-29,50.54,50.54,50.54,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-10-06,50.69,50.69,50.69,0.0,0.0,52.72,52.72,52.72,0.0,0.0,50.5,50.5,50.5,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2019-10-13,50.88,50.88,50.88,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2019-10-20,50.77,50.77,50.77,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2019-10-27,50.95,50.95,50.95,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2019-11-03,50.52,50.52,50.52,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-11-10,50.66,50.66,50.66,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2019-11-17,50.57,50.57,50.57,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-11-24,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2019-12-01,50.51,50.51,50.51,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2019-12-08,50.95,50.95,50.95,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2019-12-15,51.19,51.19,51.19,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2019-12-22,51.36,51.36,51.36,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2019-12-29,51.29,51.29,51.29,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.34,51.34,51.34,0.0,0.0
