Date,SPDR S&P Regional BankingEtf_Open_average,SPDR S&P Regional BankingEtf_Open_max,SPDR S&P Regional BankingEtf_Open_min,SPDR S&P Regional BankingEtf_Open_volatility,SPDR S&P Regional BankingEtf_Open_change,SPDR S&P Regional BankingEtf_High_average,SPDR S&P Regional BankingEtf_High_max,SPDR S&P Regional BankingEtf_High_min,SPDR S&P Regional BankingEtf_High_volatility,SPDR S&P Regional BankingEtf_High_change,SPDR S&P Regional BankingEtf_Low_average,SPDR S&P Regional BankingEtf_Low_max,SPDR S&P Regional BankingEtf_Low_min,SPDR S&P Regional BankingEtf_Low_volatility,SPDR S&P Regional BankingEtf_Low_change,SPDR S&P Regional BankingEtf_Close_average,SPDR S&P Regional BankingEtf_Close_max,SPDR S&P Regional BankingEtf_Close_min,SPDR S&P Regional BankingEtf_Close_volatility,SPDR S&P Regional BankingEtf_Close_change
2018-03-25,60.21,60.21,60.21,0.0,0.0,60.74,60.74,60.74,0.0,0.0,59.84,59.84,59.84,0.0,0.0,60.39,60.39,60.39,0.0,0.0
2018-04-01,60.48,60.48,60.48,0.0,0.0,60.81,60.81,60.81,0.0,0.0,58.69,58.69,58.69,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2018-04-08,62.01,62.01,62.01,0.0,0.0,62.01,62.01,62.01,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2018-04-15,60.64,60.64,60.64,0.0,0.0,61.4,61.4,61.4,0.0,0.0,60.6,60.6,60.6,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2018-04-22,62.16,62.16,62.16,0.0,0.0,62.91,62.91,62.91,0.0,0.0,62.15,62.15,62.15,0.0,0.0,62.64,62.64,62.64,0.0,0.0
2018-04-29,60.93,60.93,60.93,0.0,0.0,62.65,62.65,62.65,0.0,0.0,60.68,60.68,60.68,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2018-05-06,63.84,63.84,63.84,0.0,0.0,64.11,64.11,64.11,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.75,63.75,63.75,0.0,0.0
2018-05-13,64.5,64.5,64.5,0.0,0.0,64.54,64.54,64.54,0.0,0.0,63.92,63.92,63.92,0.0,0.0,63.94,63.94,63.94,0.0,0.0
2018-05-20,64.02,64.02,64.02,0.0,0.0,64.49,64.49,64.49,0.0,0.0,63.9,63.9,63.9,0.0,0.0,64.21,64.21,64.21,0.0,0.0
2018-05-27,63.82,63.82,63.82,0.0,0.0,64.34,64.34,64.34,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.84,63.84,63.84,0.0,0.0
2018-06-03,65.29,65.29,65.29,0.0,0.0,65.83,65.83,65.83,0.0,0.0,65.19,65.19,65.19,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2018-06-10,63.46,63.46,63.46,0.0,0.0,63.97,63.97,63.97,0.0,0.0,62.73,62.73,62.73,0.0,0.0,63.61,63.61,63.61,0.0,0.0
2018-06-17,64.54,64.54,64.54,0.0,0.0,64.54,64.54,64.54,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2018-06-24,61.99,61.99,61.99,0.0,0.0,62.32,62.32,62.32,0.0,0.0,60.94,60.94,60.94,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2018-07-01,61.35,61.35,61.35,0.0,0.0,62.13,62.13,62.13,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2018-07-08,61.4,61.4,61.4,0.0,0.0,61.55,61.55,61.55,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.85,60.85,60.85,0.0,0.0
2018-07-15,62.18,62.18,62.18,0.0,0.0,62.77,62.77,62.77,0.0,0.0,61.95,61.95,61.95,0.0,0.0,62.48,62.48,62.48,0.0,0.0
2018-07-22,62.15,62.15,62.15,0.0,0.0,62.73,62.73,62.73,0.0,0.0,61.73,61.73,61.73,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2018-07-29,62.48,62.48,62.48,0.0,0.0,62.93,62.93,62.93,0.0,0.0,62.03,62.03,62.03,0.0,0.0,62.16,62.16,62.16,0.0,0.0
2018-08-05,62.03,62.03,62.03,0.0,0.0,62.62,62.62,62.62,0.0,0.0,61.79,61.79,61.79,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2018-08-12,63.08,63.08,63.08,0.0,0.0,63.49,63.49,63.49,0.0,0.0,62.94,62.94,62.94,0.0,0.0,63.41,63.41,63.41,0.0,0.0
2018-08-19,63.81,63.81,63.81,0.0,0.0,63.88,63.88,63.88,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2018-08-26,62.5,62.5,62.5,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.45,62.45,62.45,0.0,0.0,63.15,63.15,63.15,0.0,0.0
2018-09-02,63.6,63.6,63.6,0.0,0.0,63.65,63.65,63.65,0.0,0.0,62.87,62.87,62.87,0.0,0.0,63.33,63.33,63.33,0.0,0.0
2018-09-09,61.53,61.53,61.53,0.0,0.0,62.11,62.11,62.11,0.0,0.0,61.49,61.49,61.49,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2018-09-16,62.63,62.63,62.63,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.17,62.17,62.17,0.0,0.0,62.27,62.27,62.27,0.0,0.0
2018-09-23,59.27,59.27,59.27,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.42,59.42,59.42,0.0,0.0
2018-09-30,60.43,60.43,60.43,0.0,0.0,60.46,60.46,60.46,0.0,0.0,59.41,59.41,59.41,0.0,0.0,59.67,59.67,59.67,0.0,0.0
2018-10-07,57.88,57.88,57.88,0.0,0.0,58.0,58.0,58.0,0.0,0.0,54.56,54.56,54.56,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2018-10-14,55.19,55.19,55.19,0.0,0.0,55.71,55.71,55.71,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2018-10-21,51.54,51.54,51.54,0.0,0.0,52.42,52.42,52.42,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.92,51.92,51.92,0.0,0.0
2018-10-28,54.92,54.92,54.92,0.0,0.0,55.27,55.27,55.27,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2018-11-04,55.68,55.68,55.68,0.0,0.0,56.17,56.17,56.17,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2018-11-11,54.5,54.5,54.5,0.0,0.0,55.22,55.22,55.22,0.0,0.0,54.47,54.47,54.47,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2018-11-18,53.64,53.64,53.64,0.0,0.0,54.52,54.52,54.52,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.95,53.95,53.95,0.0,0.0
2018-11-25,54.77,54.77,54.77,0.0,0.0,55.92,55.92,55.92,0.0,0.0,54.77,54.77,54.77,0.0,0.0,55.76,55.76,55.76,0.0,0.0
2018-12-02,52.09,52.09,52.09,0.0,0.0,52.94,52.94,52.94,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2018-12-09,48.96,48.96,48.96,0.0,0.0,49.91,49.91,49.91,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2018-12-16,45.82,45.82,45.82,0.0,0.0,46.54,46.54,46.54,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2018-12-23,46.34,46.34,46.34,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2018-12-30,48.31,48.31,48.31,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2019-01-06,49.49,49.49,49.49,0.0,0.0,50.22,50.22,50.22,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2019-01-13,52.8,52.8,52.8,0.0,0.0,53.29,53.29,53.29,0.0,0.0,52.04,52.04,52.04,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2019-01-20,53.26,53.26,53.26,0.0,0.0,53.72,53.72,53.72,0.0,0.0,52.86,52.86,52.86,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2019-01-27,53.15,53.15,53.15,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2019-02-03,54.42,54.42,54.42,0.0,0.0,54.75,54.75,54.75,0.0,0.0,53.69,53.69,53.69,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2019-02-10,55.31,55.31,55.31,0.0,0.0,56.17,56.17,56.17,0.0,0.0,55.09,55.09,55.09,0.0,0.0,56.04,56.04,56.04,0.0,0.0
2019-02-17,56.88,56.88,56.88,0.0,0.0,57.09,57.09,57.09,0.0,0.0,56.65,56.65,56.65,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2019-02-24,57.01,57.01,57.01,0.0,0.0,57.32,57.32,57.32,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.83,56.83,56.83,0.0,0.0
2019-03-03,53.61,53.61,53.61,0.0,0.0,54.41,54.41,54.41,0.0,0.0,53.55,53.55,53.55,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2019-03-10,54.72,54.72,54.72,0.0,0.0,55.3,55.3,55.3,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2019-03-17,51.01,51.01,51.01,0.0,0.0,51.12,51.12,51.12,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2019-03-24,51.95,51.95,51.95,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-03-31,53.75,53.75,53.75,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2019-04-07,54.36,54.36,54.36,0.0,0.0,55.05,55.05,55.05,0.0,0.0,53.79,53.79,53.79,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2019-04-14,54.8,54.8,54.8,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2019-04-21,54.5,54.5,54.5,0.0,0.0,55.36,55.36,55.36,0.0,0.0,54.33,54.33,54.33,0.0,0.0,55.33,55.33,55.33,0.0,0.0
2019-04-28,56.1,56.1,56.1,0.0,0.0,56.7,56.7,56.7,0.0,0.0,55.9,55.9,55.9,0.0,0.0,56.64,56.64,56.64,0.0,0.0
2019-05-05,54.71,54.71,54.71,0.0,0.0,55.21,55.21,55.21,0.0,0.0,54.07,54.07,54.07,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2019-05-12,52.99,52.99,52.99,0.0,0.0,53.96,53.96,53.96,0.0,0.0,52.89,52.89,52.89,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2019-05-19,52.12,52.12,52.12,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.58,52.58,52.58,0.0,0.0
2019-05-26,50.44,50.44,50.44,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2019-06-02,51.9,51.9,51.9,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-06-09,52.51,52.51,52.51,0.0,0.0,52.74,52.74,52.74,0.0,0.0,51.82,51.82,51.82,0.0,0.0,52.57,52.57,52.57,0.0,0.0
2019-06-16,51.98,51.98,51.98,0.0,0.0,52.54,52.54,52.54,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2019-06-23,53.17,53.17,53.17,0.0,0.0,53.84,53.84,53.84,0.0,0.0,52.78,52.78,52.78,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2019-06-30,54.0,54.0,54.0,0.0,0.0,54.38,54.38,54.38,0.0,0.0,53.82,53.82,53.82,0.0,0.0,54.08,54.08,54.08,0.0,0.0
2019-07-07,53.55,53.55,53.55,0.0,0.0,54.1,54.1,54.1,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2019-07-14,52.98,52.98,52.98,0.0,0.0,53.66,53.66,53.66,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2019-07-21,54.51,54.51,54.51,0.0,0.0,55.47,55.47,55.47,0.0,0.0,54.44,54.44,54.44,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2019-07-28,52.71,52.71,52.71,0.0,0.0,52.87,52.87,52.87,0.0,0.0,51.66,51.66,51.66,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2019-08-04,51.18,51.18,51.18,0.0,0.0,51.43,51.43,51.43,0.0,0.0,50.71,50.71,50.71,0.0,0.0,51.18,51.18,51.18,0.0,0.0
2019-08-11,49.03,49.03,49.03,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-08-18,50.0,50.0,50.0,0.0,0.0,50.51,50.51,50.51,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2019-08-25,50.39,50.39,50.39,0.0,0.0,50.63,50.63,50.63,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-09-01,50.74,50.74,50.74,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-09-08,54.56,54.56,54.56,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2019-09-15,53.54,53.54,53.54,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2019-09-22,53.17,53.17,53.17,0.0,0.0,54.0,54.0,54.0,0.0,0.0,52.83,52.83,52.83,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2019-09-29,51.17,51.17,51.17,0.0,0.0,51.69,51.69,51.69,0.0,0.0,50.61,50.61,50.61,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2019-10-06,52.09,52.09,52.09,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2019-10-13,52.63,52.63,52.63,0.0,0.0,53.41,53.41,53.41,0.0,0.0,52.63,52.63,52.63,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2019-10-20,53.75,53.75,53.75,0.0,0.0,54.67,54.67,54.67,0.0,0.0,53.75,53.75,53.75,0.0,0.0,54.4,54.4,54.4,0.0,0.0
2019-10-27,54.44,54.44,54.44,0.0,0.0,55.04,55.04,55.04,0.0,0.0,54.15,54.15,54.15,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2019-11-03,56.63,56.63,56.63,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2019-11-10,56.15,56.15,56.15,0.0,0.0,56.28,56.28,56.28,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2019-11-17,55.66,55.66,55.66,0.0,0.0,56.2,56.2,56.2,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.93,55.93,55.93,0.0,0.0
2019-11-24,56.46,56.46,56.46,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.18,56.18,56.18,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2019-12-01,57.17,57.17,57.17,0.0,0.0,57.28,57.28,57.28,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2019-12-08,58.5,58.5,58.5,0.0,0.0,59.02,59.02,59.02,0.0,0.0,57.81,57.81,57.81,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2019-12-15,58.83,58.83,58.83,0.0,0.0,58.96,58.96,58.96,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.59,58.59,58.59,0.0,0.0
2019-12-22,58.54,58.54,58.54,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.05,58.05,58.05,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2019-12-29,57.61,57.61,57.61,0.0,0.0,58.01,58.01,58.01,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.78,57.78,57.78,0.0,0.0
