Date,Energy Select Sector SPDR_Open_average,Energy Select Sector SPDR_Open_max,Energy Select Sector SPDR_Open_min,Energy Select Sector SPDR_Open_volatility,Energy Select Sector SPDR_Open_change,Energy Select Sector SPDR_High_average,Energy Select Sector SPDR_High_max,Energy Select Sector SPDR_High_min,Energy Select Sector SPDR_High_volatility,Energy Select Sector SPDR_High_change,Energy Select Sector SPDR_Low_average,Energy Select Sector SPDR_Low_max,Energy Select Sector SPDR_Low_min,Energy Select Sector SPDR_Low_volatility,Energy Select Sector SPDR_Low_change,Energy Select Sector SPDR_Close_average,Energy Select Sector SPDR_Close_max,Energy Select Sector SPDR_Close_min,Energy Select Sector SPDR_Close_volatility,Energy Select Sector SPDR_Close_change
2018-01-14,74.26,74.26,74.26,0.0,0.0,75.79,75.79,75.79,0.0,0.0,74.24,74.24,74.24,0.0,0.0,75.76,75.76,75.76,0.0,0.0
2018-01-21,74.96,74.96,74.96,0.0,0.0,75.22,75.22,75.22,0.0,0.0,74.01,74.01,74.01,0.0,0.0,74.12,74.12,74.12,0.0,0.0
2018-01-28,69.41,69.41,69.41,0.0,0.0,70.3,70.3,70.3,0.0,0.0,66.3,66.3,66.3,0.0,0.0,67.4,67.4,67.4,0.0,0.0
2018-02-04,65.57,65.57,65.57,0.0,0.0,66.52,66.52,66.52,0.0,0.0,65.26,65.26,65.26,0.0,0.0,65.79,65.79,65.79,0.0,0.0
2018-02-11,66.03,66.03,66.03,0.0,0.0,66.76,66.76,66.76,0.0,0.0,65.74,65.74,65.74,0.0,0.0,66.14,66.14,66.14,0.0,0.0
2018-02-18,67.14,67.14,67.14,0.0,0.0,67.34,67.34,67.34,0.0,0.0,66.81,66.81,66.81,0.0,0.0,67.2,67.2,67.2,0.0,0.0
2018-02-25,64.71,64.71,64.71,0.0,0.0,65.9,65.9,65.9,0.0,0.0,64.59,64.59,64.59,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2018-03-04,66.5,66.5,66.5,0.0,0.0,66.93,66.93,66.93,0.0,0.0,66.11,66.11,66.11,0.0,0.0,66.44,66.44,66.44,0.0,0.0
2018-03-11,65.15,65.15,65.15,0.0,0.0,65.24,65.24,65.24,0.0,0.0,63.98,63.98,63.98,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2018-03-18,65.58,65.58,65.58,0.0,0.0,66.09,66.09,66.09,0.0,0.0,64.82,64.82,64.82,0.0,0.0,66.0,66.0,66.0,0.0,0.0
2018-03-25,65.2,65.2,65.2,0.0,0.0,65.32,65.32,65.32,0.0,0.0,63.04,63.04,63.04,0.0,0.0,64.14,64.14,64.14,0.0,0.0
2018-04-01,65.71,65.71,65.71,0.0,0.0,66.54,66.54,66.54,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.71,65.71,65.71,0.0,0.0
2018-04-08,69.49,69.49,69.49,0.0,0.0,70.36,70.36,70.36,0.0,0.0,69.12,69.12,69.12,0.0,0.0,70.04,70.04,70.04,0.0,0.0
2018-04-15,70.95,70.95,70.95,0.0,0.0,71.62,71.62,71.62,0.0,0.0,70.56,70.56,70.56,0.0,0.0,71.61,71.61,71.61,0.0,0.0
2018-04-22,71.56,71.56,71.56,0.0,0.0,72.47,72.47,72.47,0.0,0.0,71.54,71.54,71.54,0.0,0.0,71.67,71.67,71.67,0.0,0.0
2018-04-29,72.27,72.27,72.27,0.0,0.0,73.38,73.38,73.38,0.0,0.0,71.66,71.66,71.66,0.0,0.0,71.8,71.8,71.8,0.0,0.0
2018-05-06,74.74,74.74,74.74,0.0,0.0,75.36,75.36,75.36,0.0,0.0,74.74,74.74,74.74,0.0,0.0,75.02,75.02,75.02,0.0,0.0
2018-05-13,76.27,76.27,76.27,0.0,0.0,76.62,76.62,76.62,0.0,0.0,75.89,75.89,75.89,0.0,0.0,76.62,76.62,76.62,0.0,0.0
2018-05-20,73.04,73.04,73.04,0.0,0.0,73.13,73.13,73.13,0.0,0.0,71.7,71.7,71.7,0.0,0.0,72.41,72.41,72.41,0.0,0.0
2018-05-27,74.41,74.41,74.41,0.0,0.0,74.96,74.96,74.96,0.0,0.0,73.32,73.32,73.32,0.0,0.0,73.52,73.52,73.52,0.0,0.0
2018-06-03,74.65,74.65,74.65,0.0,0.0,75.39,75.39,75.39,0.0,0.0,74.49,74.49,74.49,0.0,0.0,75.06,75.06,75.06,0.0,0.0
2018-06-10,71.83,71.83,71.83,0.0,0.0,73.22,73.22,73.22,0.0,0.0,71.83,71.83,71.83,0.0,0.0,72.74,72.74,72.74,0.0,0.0
2018-06-17,72.75,72.75,72.75,0.0,0.0,72.86,72.86,72.86,0.0,0.0,71.02,71.02,71.02,0.0,0.0,71.5,71.5,71.5,0.0,0.0
2018-06-24,73.22,73.22,73.22,0.0,0.0,73.24,73.24,73.24,0.0,0.0,72.25,72.25,72.25,0.0,0.0,72.65,72.65,72.65,0.0,0.0
2018-07-01,73.92,73.92,73.92,0.0,0.0,74.68,74.68,74.68,0.0,0.0,73.88,73.88,73.88,0.0,0.0,74.57,74.57,74.57,0.0,0.0
2018-07-08,73.32,73.32,73.32,0.0,0.0,73.68,73.68,73.68,0.0,0.0,72.57,72.57,72.57,0.0,0.0,73.19,73.19,73.19,0.0,0.0
2018-07-15,72.92,72.92,72.92,0.0,0.0,72.97,72.97,72.97,0.0,0.0,72.26,72.26,72.26,0.0,0.0,72.39,72.39,72.39,0.0,0.0
2018-07-22,75.0,75.0,75.0,0.0,0.0,75.31,75.31,75.31,0.0,0.0,74.75,74.75,74.75,0.0,0.0,75.02,75.02,75.02,0.0,0.0
2018-07-29,73.27,73.27,73.27,0.0,0.0,73.68,73.68,73.68,0.0,0.0,72.83,72.83,72.83,0.0,0.0,73.33,73.33,73.33,0.0,0.0
2018-08-05,72.97,72.97,72.97,0.0,0.0,73.22,73.22,73.22,0.0,0.0,72.13,72.13,72.13,0.0,0.0,72.17,72.17,72.17,0.0,0.0
2018-08-12,70.52,70.52,70.52,0.0,0.0,71.22,71.22,71.22,0.0,0.0,70.49,70.49,70.49,0.0,0.0,70.98,70.98,70.98,0.0,0.0
2018-08-19,72.62,72.62,72.62,0.0,0.0,73.0,73.0,73.0,0.0,0.0,72.51,72.51,72.51,0.0,0.0,72.91,72.91,72.91,0.0,0.0
2018-08-26,72.62,72.62,72.62,0.0,0.0,72.64,72.64,72.64,0.0,0.0,71.98,71.98,71.98,0.0,0.0,72.28,72.28,72.28,0.0,0.0
2018-09-02,71.04,71.04,71.04,0.0,0.0,71.34,71.34,71.34,0.0,0.0,70.63,70.63,70.63,0.0,0.0,70.66,70.66,70.66,0.0,0.0
2018-09-09,72.29,72.29,72.29,0.0,0.0,72.71,72.71,72.71,0.0,0.0,72.05,72.05,72.05,0.0,0.0,72.22,72.22,72.22,0.0,0.0
2018-09-16,73.56,73.56,73.56,0.0,0.0,74.31,74.31,74.31,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.99,73.99,73.99,0.0,0.0
2018-09-23,73.81,73.81,73.81,0.0,0.0,74.87,74.87,74.87,0.0,0.0,73.81,73.81,73.81,0.0,0.0,74.56,74.56,74.56,0.0,0.0
2018-09-30,74.37,74.37,74.37,0.0,0.0,74.98,74.98,74.98,0.0,0.0,74.07,74.07,74.07,0.0,0.0,74.86,74.86,74.86,0.0,0.0
2018-10-07,70.87,70.87,70.87,0.0,0.0,71.16,71.16,71.16,0.0,0.0,70.27,70.27,70.27,0.0,0.0,70.29,70.29,70.29,0.0,0.0
2018-10-14,69.4,69.4,69.4,0.0,0.0,69.55,69.55,69.55,0.0,0.0,68.27,68.27,68.27,0.0,0.0,68.69,68.69,68.69,0.0,0.0
2018-10-21,65.03,65.03,65.03,0.0,0.0,65.11,65.11,65.11,0.0,0.0,62.5,62.5,62.5,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2018-10-28,66.39,66.39,66.39,0.0,0.0,66.96,66.96,66.96,0.0,0.0,66.24,66.24,66.24,0.0,0.0,66.69,66.69,66.69,0.0,0.0
2018-11-04,66.97,66.97,66.97,0.0,0.0,67.25,67.25,67.25,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.13,65.13,65.13,0.0,0.0
2018-11-11,64.83,64.83,64.83,0.0,0.0,65.47,65.47,65.47,0.0,0.0,64.63,64.63,64.63,0.0,0.0,65.21,65.21,65.21,0.0,0.0
2018-11-18,62.51,62.51,62.51,0.0,0.0,63.4,63.4,63.4,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2018-11-25,65.66,65.66,65.66,0.0,0.0,66.02,66.02,66.02,0.0,0.0,64.85,64.85,64.85,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2018-12-02,61.77,61.77,61.77,0.0,0.0,62.07,62.07,62.07,0.0,0.0,59.83,59.83,59.83,0.0,0.0,61.24,61.24,61.24,0.0,0.0
2018-12-09,60.13,60.13,60.13,0.0,0.0,60.64,60.64,60.64,0.0,0.0,58.76,58.76,58.76,0.0,0.0,59.19,59.19,59.19,0.0,0.0
2018-12-16,53.84,53.84,53.84,0.0,0.0,54.1,54.1,54.1,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.28,52.28,52.28,0.0,0.0
2018-12-23,55.89,55.89,55.89,0.0,0.0,56.09,56.09,56.09,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2018-12-30,58.57,58.57,58.57,0.0,0.0,59.42,59.42,59.42,0.0,0.0,57.79,57.79,57.79,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2019-01-06,59.64,59.64,59.64,0.0,0.0,60.31,60.31,60.31,0.0,0.0,59.55,59.55,59.55,0.0,0.0,60.06,60.06,60.06,0.0,0.0
2019-01-13,61.47,61.47,61.47,0.0,0.0,62.03,62.03,62.03,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2019-01-20,60.3,60.3,60.3,0.0,0.0,60.52,60.52,60.52,0.0,0.0,59.83,59.83,59.83,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2019-01-27,62.58,62.58,62.58,0.0,0.0,63.17,63.17,63.17,0.0,0.0,62.11,62.11,62.11,0.0,0.0,63.15,63.15,63.15,0.0,0.0
2019-02-03,60.82,60.82,60.82,0.0,0.0,61.5,61.5,61.5,0.0,0.0,60.65,60.65,60.65,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2019-02-10,63.84,63.84,63.84,0.0,0.0,64.25,64.25,64.25,0.0,0.0,63.69,63.69,63.69,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2019-02-17,63.65,63.65,63.65,0.0,0.0,64.17,64.17,64.17,0.0,0.0,63.59,63.59,63.59,0.0,0.0,63.96,63.96,63.96,0.0,0.0
2019-02-24,64.75,64.75,64.75,0.0,0.0,64.91,64.91,64.91,0.0,0.0,63.67,63.67,63.67,0.0,0.0,64.64,64.64,64.64,0.0,0.0
2019-03-03,62.5,62.5,62.5,0.0,0.0,63.16,63.16,63.16,0.0,0.0,62.44,62.44,62.44,0.0,0.0,63.01,63.01,63.01,0.0,0.0
2019-03-10,63.69,63.69,63.69,0.0,0.0,64.6,64.6,64.6,0.0,0.0,63.66,63.66,63.66,0.0,0.0,64.49,64.49,64.49,0.0,0.0
2019-03-17,63.3,63.3,63.3,0.0,0.0,63.71,63.71,63.71,0.0,0.0,62.99,62.99,62.99,0.0,0.0,63.6,63.6,63.6,0.0,0.0
2019-03-24,64.63,64.63,64.63,0.0,0.0,65.18,65.18,65.18,0.0,0.0,64.54,64.54,64.54,0.0,0.0,65.04,65.04,65.04,0.0,0.0
2019-03-31,65.74,65.74,65.74,0.0,0.0,66.27,66.27,66.27,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.94,65.94,65.94,0.0,0.0
2019-04-07,65.52,65.52,65.52,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.1,65.1,65.1,0.0,0.0,65.21,65.21,65.21,0.0,0.0
2019-04-14,65.84,65.84,65.84,0.0,0.0,66.66,66.66,66.66,0.0,0.0,65.66,65.66,65.66,0.0,0.0,66.62,66.62,66.62,0.0,0.0
2019-04-21,64.32,64.32,64.32,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.11,64.11,64.11,0.0,0.0,64.24,64.24,64.24,0.0,0.0
2019-04-28,61.91,61.91,61.91,0.0,0.0,62.64,62.64,62.64,0.0,0.0,61.85,61.85,61.85,0.0,0.0,62.44,62.44,62.44,0.0,0.0
