Date,UBS E-TRACS Bloomberg CMCI Food_Open_average,UBS E-TRACS Bloomberg CMCI Food_Open_max,UBS E-TRACS Bloomberg CMCI Food_Open_min,UBS E-TRACS Bloomberg CMCI Food_Open_volatility,UBS E-TRACS Bloomberg CMCI Food_Open_change,UBS E-TRACS Bloomberg CMCI Food_High_average,UBS E-TRACS Bloomberg CMCI Food_High_max,UBS E-TRACS Bloomberg CMCI Food_High_min,UBS E-TRACS Bloomberg CMCI Food_High_volatility,UBS E-TRACS Bloomberg CMCI Food_High_change,UBS E-TRACS Bloomberg CMCI Food_Low_average,UBS E-TRACS Bloomberg CMCI Food_Low_max,UBS E-TRACS Bloomberg CMCI Food_Low_min,UBS E-TRACS Bloomberg CMCI Food_Low_volatility,UBS E-TRACS Bloomberg CMCI Food_Low_change,UBS E-TRACS Bloomberg CMCI Food_Close_average,UBS E-TRACS Bloomberg CMCI Food_Close_max,UBS E-TRACS Bloomberg CMCI Food_Close_min,UBS E-TRACS Bloomberg CMCI Food_Close_volatility,UBS E-TRACS Bloomberg CMCI Food_Close_change
2018-06-10,17.39,17.39,17.39,0.0,0.0,17.39,17.39,17.39,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.29,17.29,17.29,0.0,0.0
2018-06-17,16.57,16.57,16.57,0.0,0.0,17.11,17.11,17.11,0.0,0.0,16.57,16.57,16.57,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2018-06-24,16.32,16.32,16.32,0.0,0.0,16.32,16.32,16.32,0.0,0.0,15.98,15.98,15.98,0.0,0.0,16.04,16.04,16.04,0.0,0.0
2018-07-01,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0
2018-07-08,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0
2018-07-15,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0
2018-07-22,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2018-07-29,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2018-08-05,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0
2018-08-12,16.29,16.29,16.29,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.29,16.29,16.29,0.0,0.0
2018-08-19,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0,16.11,16.11,16.11,0.0,0.0
2018-08-26,15.89,15.89,15.89,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.89,15.89,15.89,0.0,0.0
2018-09-02,16.12,16.12,16.12,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.12,16.12,16.12,0.0,0.0,16.16,16.16,16.16,0.0,0.0
2018-09-09,16.21,16.21,16.21,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.21,16.21,16.21,0.0,0.0
2018-09-16,16.24,16.24,16.24,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.14,16.14,16.14,0.0,0.0
2018-09-23,15.9,15.9,15.9,0.0,0.0,16.0,16.0,16.0,0.0,0.0,15.9,15.9,15.9,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2018-09-30,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0
2018-10-07,16.7,16.7,16.7,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.7,16.7,16.7,0.0,0.0
2018-10-14,17.32,17.32,17.32,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2018-10-21,17.08,17.08,17.08,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.05,17.05,17.05,0.0,0.0
2018-10-28,16.85,16.85,16.85,0.0,0.0,17.02,17.02,17.02,0.0,0.0,16.85,16.85,16.85,0.0,0.0,17.02,17.02,17.02,0.0,0.0
2018-11-04,16.96,16.96,16.96,0.0,0.0,16.96,16.96,16.96,0.0,0.0,16.96,16.96,16.96,0.0,0.0,16.96,16.96,16.96,0.0,0.0
2018-11-11,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2018-11-18,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2018-11-25,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2018-12-02,16.96,16.96,16.96,0.0,0.0,16.96,16.96,16.96,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0
2018-12-09,16.84,16.84,16.84,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2018-12-16,16.58,16.58,16.58,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2018-12-23,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2018-12-30,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0
2019-01-06,16.88,16.88,16.88,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2019-01-13,16.9,16.9,16.9,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.95,16.95,16.95,0.0,0.0
2019-01-20,16.84,16.84,16.84,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2019-01-27,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2019-02-03,16.71,16.71,16.71,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.71,16.71,16.71,0.0,0.0
2019-02-10,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2019-02-17,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.79,16.79,16.79,0.0,0.0
2019-02-24,16.43,16.43,16.43,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2019-03-03,16.07,16.07,16.07,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.07,16.07,16.07,0.0,0.0
2019-03-10,16.47,16.47,16.47,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.47,16.47,16.47,0.0,0.0
2019-03-17,16.48,16.48,16.48,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2019-03-24,16.3,16.3,16.3,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.2,16.2,16.2,0.0,0.0
2019-03-31,16.52,16.52,16.52,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2019-04-07,16.43,16.43,16.43,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.43,16.43,16.43,0.0,0.0
2019-04-14,16.31,16.31,16.31,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2019-04-21,15.84,15.84,15.84,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.81,15.81,15.81,0.0,0.0
2019-04-28,15.64,15.64,15.64,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.64,15.64,15.64,0.0,0.0
2019-05-05,15.23,15.23,15.23,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2019-05-12,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.51,15.51,15.51,0.0,0.0
2019-05-19,15.82,15.82,15.82,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.82,15.82,15.82,0.0,0.0
2019-05-26,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.55,16.55,16.55,0.0,0.0
2019-06-02,16.42,16.42,16.42,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2019-06-09,16.71,16.71,16.71,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.7,16.7,16.7,0.0,0.0
2019-06-16,16.67,16.67,16.67,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2019-06-23,16.67,16.67,16.67,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2019-06-30,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.29,16.29,16.29,0.0,0.0
2019-07-07,16.57,16.57,16.57,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.58,16.58,16.58,0.0,0.0
2019-07-14,16.29,16.29,16.29,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.28,16.28,16.28,0.0,0.0
2019-07-21,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0
2019-07-28,15.57,15.57,15.57,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.57,15.57,15.57,0.0,0.0
2019-08-04,15.52,15.52,15.52,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.81,15.81,15.81,0.0,0.0
2019-08-11,15.08,15.08,15.08,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.03,15.03,15.03,0.0,0.0,15.03,15.03,15.03,0.0,0.0
2019-08-18,14.99,14.99,14.99,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2019-08-25,16.45,16.45,16.45,0.0,0.0,16.61,16.61,16.61,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.01,15.01,15.01,0.0,0.0
2019-09-01,14.76,14.76,14.76,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0
2019-09-08,15.11,15.11,15.11,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.11,15.11,15.11,0.0,0.0
2019-09-15,15.24,15.24,15.24,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2019-09-22,15.38,15.38,15.38,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.45,15.45,15.45,0.0,0.0
2019-09-29,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2019-10-06,15.81,15.81,15.81,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2019-10-13,16.06,16.06,16.06,0.0,0.0,16.06,16.06,16.06,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.87,15.87,15.87,0.0,0.0
2019-10-20,15.76,15.76,15.76,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.83,15.83,15.83,0.0,0.0
2019-10-27,15.9,15.9,15.9,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.85,15.85,15.85,0.0,0.0,15.98,15.98,15.98,0.0,0.0
2019-11-03,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2019-11-10,15.85,15.85,15.85,0.0,0.0,15.85,15.85,15.85,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.78,15.78,15.78,0.0,0.0
2019-11-17,15.83,15.83,15.83,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.82,15.82,15.82,0.0,0.0
2019-11-24,15.81,15.81,15.81,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.87,15.87,15.87,0.0,0.0
2019-12-01,15.86,15.86,15.86,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.82,15.82,15.82,0.0,0.0
2019-12-08,16.21,16.21,16.21,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.21,16.21,16.21,0.0,0.0
2019-12-15,16.47,16.47,16.47,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.34,16.34,16.34,0.0,0.0
2019-12-22,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2019-12-29,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.34,16.34,16.34,0.0,0.0
