Date,DRDStock_Open_average,DRDStock_Open_max,DRDStock_Open_min,DRDStock_Open_volatility,DRDStock_Open_change,DRDStock_High_average,DRDStock_High_max,DRDStock_High_min,DRDStock_High_volatility,DRDStock_High_change,DRDStock_Low_average,DRDStock_Low_max,DRDStock_Low_min,DRDStock_Low_volatility,DRDStock_Low_change,DRDStock_Close_average,DRDStock_Close_max,DRDStock_Close_min,DRDStock_Close_volatility,DRDStock_Close_change,DRDStock_Volume_average,DRDStock_Volume_max,DRDStock_Volume_min,DRDStock_Volume_volatility,DRDStock_Volume_change
2018-01-14,3.1675,3.25,3.1,0.1499999999999999,-0.1299999999999999,3.2325,3.3,3.15,0.1499999999999999,-0.10000000000000009,3.1125,3.15,3.09,0.06000000000000005,-0.040000000000000036,3.14,3.22,3.1,0.1200000000000001,-0.0900000000000003,73873,113995,46206,67789,-41671
2018-01-21,3.174,3.27,3.1,0.16999999999999993,0.029999999999999805,3.238,3.38,3.13,0.25,0.07000000000000028,3.116,3.16,3.09,0.07000000000000028,0.010000000000000231,3.168,3.24,3.12,0.1200000000000001,0.0,67834,195235,26284,168951,7505
2018-01-28,2.996,3.12,2.92,0.20000000000000018,-0.1299999999999999,3.082,3.13,2.99,0.13999999999999968,-0.06999999999999984,2.924,3.0,2.9,0.10000000000000009,-0.10000000000000009,2.9699999999999998,3.08,2.9,0.18000000000000016,-0.10999999999999988,94066,143924,39500,104424,-62638
2018-02-04,2.906,2.94,2.87,0.06999999999999984,0.020000000000000018,2.978,3.04,2.94,0.10000000000000009,-0.03000000000000025,2.842,2.89,2.81,0.08000000000000007,-0.040000000000000036,2.888,2.92,2.83,0.08999999999999986,-0.08000000000000007,76536,106902,60027,46875,5942
2018-02-11,2.942,3.1,2.83,0.27,0.21999999999999975,3.032,3.15,2.92,0.22999999999999998,0.20999999999999996,2.906,3.03,2.79,0.23999999999999977,0.20000000000000018,2.942,3.03,2.83,0.19999999999999973,0.16000000000000014,67799,86583,41541,45042,-6435
2018-02-18,3.04,3.1,2.98,0.1200000000000001,-0.1200000000000001,3.12,3.13,3.1,0.029999999999999805,0.009999999999999787,2.98,3.02,2.95,0.06999999999999984,0.020000000000000018,3.045,3.1,3.0,0.10000000000000009,0.04999999999999982,42181,47179,37400,9779,-9779
2018-02-25,3.032,3.12,3.0,0.1200000000000001,0.11000000000000032,3.112,3.13,3.09,0.040000000000000036,-0.009999999999999787,2.992,3.02,2.95,0.06999999999999984,0.020000000000000018,3.044,3.08,3.03,0.050000000000000266,0.0,41472,57525,33073,24452,1180
2018-03-04,3.0140000000000002,3.12,2.92,0.20000000000000018,-0.14000000000000012,3.056,3.12,2.96,0.16000000000000014,-0.07000000000000028,2.958,3.0,2.87,0.1299999999999999,-0.08000000000000007,3.01,3.07,2.9,0.16999999999999993,-0.06000000000000005,66490,129372,33109,96263,22665
2018-03-11,2.882,3.04,2.7,0.33999999999999986,-0.18999999999999995,2.976,3.1,2.83,0.27,-0.17999999999999972,2.826,2.94,2.65,0.29000000000000004,-0.16999999999999993,2.944,3.07,2.81,0.2599999999999998,-0.16999999999999993,113631,204845,44544,160301,106225
2018-03-18,2.73,2.83,2.69,0.14000000000000012,0.1299999999999999,2.81,2.85,2.74,0.10999999999999988,0.040000000000000036,2.704,2.79,2.66,0.1299999999999999,0.10000000000000009,2.76,2.82,2.68,0.13999999999999968,0.04999999999999982,102207,180472,46181,134291,-60191
2018-03-25,2.7775,2.82,2.73,0.08999999999999986,-0.04999999999999982,2.835,2.88,2.78,0.10000000000000009,-0.08000000000000007,2.725,2.75,2.68,0.06999999999999984,-0.06999999999999984,2.795,2.87,2.73,0.14000000000000012,-0.10000000000000009,70591,103922,24851,79071,43261
2018-04-01,2.756,2.8,2.7,0.09999999999999964,-0.020000000000000018,2.816,2.87,2.76,0.11000000000000032,-0.07000000000000028,2.69,2.76,2.63,0.1299999999999999,-0.07999999999999963,2.75,2.82,2.7,0.11999999999999966,-0.06999999999999984,79176,114910,59235,55675,-5259
2018-04-08,2.742,2.82,2.67,0.1499999999999999,0.010000000000000231,2.758,2.82,2.69,0.1299999999999999,-0.019999999999999574,2.63,2.67,2.6,0.06999999999999984,-0.06999999999999984,2.686,2.75,2.66,0.08999999999999986,-0.020000000000000018,97534,178803,37868,140935,32868
2018-04-15,2.598,2.7,2.53,0.17000000000000037,-0.17000000000000037,2.618,2.7,2.54,0.16000000000000014,-0.16000000000000014,2.504,2.56,2.45,0.10999999999999988,-0.10999999999999988,2.564,2.64,2.47,0.16999999999999993,-0.16999999999999993,100799,169490,55245,114245,35285
2018-04-22,2.392,2.42,2.35,0.06999999999999984,-0.06999999999999984,2.414,2.43,2.39,0.040000000000000036,-0.029999999999999805,2.346,2.37,2.32,0.050000000000000266,-0.050000000000000266,2.376,2.41,2.35,0.06000000000000005,-0.029999999999999805,75068,109752,31886,77866,-16415
2018-04-29,2.374,2.51,2.29,0.21999999999999975,0.17999999999999972,2.44,2.57,2.33,0.23999999999999977,0.21999999999999975,2.33,2.48,2.23,0.25,0.22999999999999998,2.398,2.55,2.25,0.2999999999999998,0.20999999999999996,111558,158302,39334,118968,-98684
2018-05-06,2.522,2.65,2.4,0.25,0.1499999999999999,2.58,2.68,2.51,0.17000000000000037,0.17000000000000037,2.45,2.57,2.37,0.19999999999999973,0.17999999999999972,2.532,2.61,2.47,0.13999999999999968,0.11999999999999966,49941,72121,31551,40570,40570
2018-05-13,2.484,2.63,2.43,0.19999999999999973,-0.16999999999999993,2.562,2.63,2.51,0.1200000000000001,-0.009999999999999787,2.446,2.48,2.43,0.04999999999999982,-0.020000000000000018,2.4939999999999998,2.6,2.44,0.16000000000000014,0.0900000000000003,47793,77151,22338,54813,28596
2018-05-20,2.53,2.6,2.46,0.14000000000000012,0.14000000000000012,2.614,2.77,2.51,0.26000000000000023,0.26000000000000023,2.51,2.6,2.42,0.18000000000000016,0.18000000000000016,2.57,2.68,2.48,0.20000000000000018,0.20000000000000018,51125,65836,41100,24736,19829
2018-05-27,2.6925,2.72,2.66,0.06000000000000005,0.0,2.77,2.8,2.73,0.06999999999999984,0.040000000000000036,2.6550000000000002,2.72,2.6,0.1200000000000001,0.07000000000000028,2.71,2.79,2.63,0.16000000000000014,0.10000000000000009,66446,72795,59344,13451,-9512
2018-06-03,2.7239999999999998,2.79,2.65,0.14000000000000012,-0.03000000000000025,2.798,2.88,2.71,0.16999999999999993,0.040000000000000036,2.626,2.65,2.6,0.04999999999999982,-0.040000000000000036,2.692,2.73,2.65,0.08000000000000007,0.029999999999999805,63237,108337,35720,72617,49812
2018-06-10,2.872,2.95,2.73,0.2200000000000002,0.16000000000000014,2.934,2.95,2.9,0.050000000000000266,0.040000000000000036,2.79,2.83,2.7,0.1299999999999999,0.1299999999999999,2.892,2.94,2.86,0.08000000000000007,0.0,112286,286312,48741,237571,178349
2018-06-17,2.818,2.87,2.77,0.10000000000000009,-0.050000000000000266,2.872,2.92,2.82,0.10000000000000009,-0.10000000000000009,2.774,2.86,2.72,0.13999999999999968,-0.13999999999999968,2.806,2.87,2.73,0.14000000000000012,-0.10000000000000009,46312,73713,21190,52523,-52523
2018-06-24,2.654,2.78,2.5,0.2799999999999998,-0.2799999999999998,2.694,2.81,2.58,0.22999999999999998,-0.22999999999999998,2.596,2.68,2.5,0.18000000000000016,-0.18000000000000016,2.658,2.81,2.54,0.27,-0.27,38994,60622,23963,36659,-4025
2018-07-01,2.5375,2.64,2.46,0.18000000000000016,-0.08999999999999986,2.615,2.68,2.51,0.17000000000000037,-0.15000000000000036,2.495,2.53,2.45,0.07999999999999963,-0.07999999999999963,2.5225,2.58,2.47,0.10999999999999988,-0.06999999999999984,50475,65653,35857,29796,19852
2018-07-08,2.472,2.55,2.42,0.1299999999999999,-0.1299999999999999,2.5,2.57,2.45,0.11999999999999966,-0.10999999999999988,2.436,2.52,2.41,0.10999999999999988,-0.10999999999999988,2.452,2.53,2.41,0.11999999999999966,-0.11999999999999966,29140,63123,15431,47692,-1948
