Date,JBTStock_Open_average,JBTStock_Open_max,JBTStock_Open_min,JBTStock_Open_volatility,JBTStock_Open_change,JBTStock_High_average,JBTStock_High_max,JBTStock_High_min,JBTStock_High_volatility,JBTStock_High_change,JBTStock_Low_average,JBTStock_Low_max,JBTStock_Low_min,JBTStock_Low_volatility,JBTStock_Low_change,JBTStock_Close_average,JBTStock_Close_max,JBTStock_Close_min,JBTStock_Close_volatility,JBTStock_Close_change,JBTStock_Volume_average,JBTStock_Volume_max,JBTStock_Volume_min,JBTStock_Volume_volatility,JBTStock_Volume_change
2018-01-14,112.7625,113.45,111.95,1.5,0.5499999999999972,114.2,115.8,112.75,3.049999999999997,1.5999999999999943,112.1125,113.2,111.05,2.1500000000000057,1.75,113.4375,115.75,111.6,4.150000000000006,4.150000000000006,114558,134444,106255,28189,-4911
2018-01-21,115.44,115.8,114.75,1.0499999999999972,0.09999999999999432,116.25,116.55,115.8,0.75,0.5,114.026,114.6,113.05,1.5499999999999972,0.7999999999999972,115.13,116.35,114.6,1.75,1.75,98829,141580,59948,81632,-31761
2018-01-28,115.24,116.2,113.65,2.549999999999997,-0.7000000000000028,116.476,117.4,115.6,1.8000000000000114,-1.8000000000000114,114.064,115.72,112.8,2.9200000000000017,-2.019999999999996,115.23,116.5,113.75,2.75,-2.3999999999999915,99780,149303,63394,85909,56503
2018-02-04,109.91,113.75,106.75,7.0,-3.4000000000000057,111.47,114.4,109.55,4.8500000000000085,-2.700000000000003,107.76,108.9,105.1,3.8000000000000114,-1.0500000000000114,109.49,110.2,109.0,1.2000000000000028,1.0,153211,200876,120540,80336,45672
2018-02-11,112.94,116.35,110.4,5.949999999999989,5.949999999999989,115.37,119.45,112.2,7.25,7.25,112.206,116.35,109.08,7.269999999999996,7.269999999999996,114.85,118.85,111.3,7.549999999999997,7.549999999999997,90425,105747,76470,29277,19950
2018-02-18,119.2125,121.5,117.8,3.700000000000003,3.450000000000003,121.0125,122.0,119.05,2.950000000000003,2.450000000000003,118.17,119.3,117.38,1.9200000000000017,0.8200000000000074,119.8875,121.15,117.95,3.200000000000003,3.200000000000003,159654,197766,118749,79017,-79017
2018-02-25,114.87,121.35,109.6,11.75,-11.75,116.45400000000001,122.65,111.9,10.75,-10.480000000000004,111.91,120.8,108.45,12.349999999999994,-11.75,113.3,122.3,110.3,12.0,-10.849999999999994,267034,458142,182908,275234,-11993
2018-03-04,113.11,115.45,111.45,4.0,4.0,114.414,117.65,112.4,5.25,5.25,112.32,114.85,110.25,4.599999999999994,4.599999999999994,113.99,117.3,111.5,5.799999999999997,5.799999999999997,171714,301770,91520,210250,-100238
2018-03-11,119.83,120.75,117.65,3.0999999999999943,2.5999999999999943,120.94,122.05,119.4,2.6499999999999915,2.6499999999999915,118.786,119.45,117.55,1.9000000000000057,1.7999999999999972,120.28,121.8,119.25,2.549999999999997,2.549999999999997,146565,333432,88867,244565,235687
2018-03-18,119.09,121.3,116.15,5.1499999999999915,-5.1499999999999915,119.754,121.65,116.92,4.730000000000004,-4.730000000000004,117.18,119.4,113.0,6.400000000000006,-5.599999999999994,117.55,120.05,113.05,7.0,-6.3500000000000085,129039,159939,67451,92488,-3269
2018-03-25,113.85,115.55,111.05,4.5,-3.950000000000003,114.8375,115.7,114.0,1.7000000000000028,-1.0499999999999972,111.6875,113.1,110.15,2.9499999999999886,-1.5,113.1625,115.2,110.35,4.8500000000000085,-1.7999999999999972,169087,237444,127740,109704,43438
2018-04-01,110.59,112.95,108.1,4.8500000000000085,-0.7000000000000028,111.96000000000001,113.5,109.95,3.549999999999997,-0.04999999999999716,108.656,110.4,107.5,2.9000000000000057,2.3499999999999943,110.41,113.4,108.1,5.300000000000011,2.950000000000003,215871,354306,102124,252182,-137852
2018-04-08,112.47,114.5,111.4,3.0999999999999943,2.299999999999997,113.49,114.6,112.7,1.8999999999999915,1.7999999999999972,111.106,112.55,109.65,2.8999999999999915,2.8499999999999943,112.25,113.95,109.85,4.1000000000000085,3.3000000000000114,77636,100518,62731,37787,-15317
2018-04-15,117.42,119.65,114.1,5.550000000000011,4.25,118.97,120.2,115.5,4.700000000000003,4.349999999999994,116.78,118.55,113.1,5.450000000000003,5.1000000000000085,118.22,119.4,115.2,4.200000000000003,3.6499999999999915,135904,219992,73943,146049,54258
2018-04-22,112.97,115.8,110.15,5.6499999999999915,-5.6499999999999915,113.45,117.55,110.15,7.3999999999999915,-7.3999999999999915,110.61,114.3,108.7,5.599999999999994,-5.599999999999994,111.34,115.25,109.25,6.0,-6.0,187197,251456,119932,131524,-20008
2018-04-29,97.87,109.8,87.65,22.14999999999999,-22.14999999999999,98.82000000000001,110.9,88.45,22.450000000000003,-22.450000000000003,94.86,107.7,86.15,21.549999999999997,-20.900000000000006,96.68,108.75,88.1,20.650000000000006,-19.650000000000006,770027,2025368,182618,1842750,546303
2018-05-06,88.1,88.8,86.5,2.299999999999997,-0.8999999999999915,89.2,90.65,88.45,2.200000000000003,-0.45000000000000284,86.78,87.4,86.3,1.1000000000000085,-0.15000000000000568,88.02,88.75,87.4,1.3499999999999943,0.3999999999999915,311309,444285,177193,267092,-267092
2018-05-13,86.95,87.95,85.7,2.25,-0.10000000000000853,87.864,88.75,86.12,2.6299999999999955,-0.5,86.242,87.75,84.81,2.9399999999999977,1.5,86.93,88.0,85.45,2.549999999999997,1.6500000000000057,260491,368648,178673,189975,19413
