Date,IMMU_Open_average,IMMU_Open_max,IMMU_Open_min,IMMU_Open_volatility,IMMU_Open_change,IMMU_High_average,IMMU_High_max,IMMU_High_min,IMMU_High_volatility,IMMU_High_change,IMMU_Low_average,IMMU_Low_max,IMMU_Low_min,IMMU_Low_volatility,IMMU_Low_change,IMMU_Close_average,IMMU_Close_max,IMMU_Close_min,IMMU_Close_volatility,IMMU_Close_change,IMMU_Volume_average,IMMU_Volume_max,IMMU_Volume_min,IMMU_Volume_volatility,IMMU_Volume_change
2018-01-14,15.984,16.54,15.42,1.1199999999999992,-0.4499999999999993,16.488,17.18,16.06,1.120000000000001,0.379999999999999,15.536,15.78,15.28,0.5,0.379999999999999,16.088,17.15,15.47,1.679999999999998,1.679999999999998,2400129,3679907,1499460,2180447,-733956
2018-01-21,17.838,18.25,17.15,1.1000000000000014,0.8500000000000014,18.282,18.93,18.03,0.8999999999999986,-0.07000000000000028,17.222,17.6,16.59,1.0100000000000016,0.879999999999999,17.846,18.11,17.51,0.5999999999999979,-0.5999999999999979,2672017,3803060,1709764,2093296,-2093296
2018-01-28,16.72,17.35,16.05,1.3000000000000007,-1.3000000000000007,17.142,17.48,16.77,0.7100000000000009,-0.490000000000002,16.228,16.7,15.67,1.0299999999999994,-1.0299999999999994,16.442,16.96,15.67,1.290000000000001,-1.290000000000001,2119020,3163194,1516309,1646885,1301069
2018-02-04,15.846,16.59,15.16,1.4299999999999997,-0.4399999999999995,16.32,16.94,15.66,1.2800000000000011,-0.6799999999999997,15.174,16.05,14.06,1.9900000000000002,-0.6199999999999992,15.752,16.52,15.11,1.4100000000000001,-1.17,2799658,5189900,1994394,3195506,-248734
2018-02-11,15.6375,16.1,15.0,1.1000000000000014,1.0799999999999983,16.23,16.71,15.62,1.0900000000000016,1.0900000000000016,15.355,16.0,14.67,1.33,1.33,16.03,16.47,15.56,0.9099999999999984,0.9099999999999984,2118767,2971981,1693980,1278001,-1278001
2018-02-18,16.528,17.02,16.27,0.75,0.75,17.102,17.41,16.86,0.5500000000000007,0.4800000000000004,16.32,16.87,16.11,0.7600000000000016,0.7600000000000016,16.654,17.29,16.22,1.0700000000000003,1.0700000000000003,1727184,2483422,1037800,1445622,689431
2018-02-25,16.830000000000002,17.37,16.07,1.3000000000000007,-0.4200000000000017,17.258,17.56,16.97,0.5899999999999999,0.13999999999999702,16.41,16.78,15.82,0.9600000000000009,-0.16000000000000014,16.876,17.39,16.22,1.1700000000000017,0.490000000000002,1580125,1736197,1405020,331177,21950
2018-03-04,17.52,17.93,17.39,0.5399999999999991,0.00999999999999801,17.738,18.08,17.53,0.5499999999999972,0.00999999999999801,17.058,17.26,16.82,0.4400000000000013,-0.16000000000000014,17.454,17.76,17.29,0.4700000000000024,-0.240000000000002,1858898,2718036,1267658,1450378,-295673
2018-03-11,16.368,17.22,15.62,1.5999999999999996,-1.5999999999999996,16.614,17.58,15.9,1.679999999999998,-1.679999999999998,15.866,16.77,15.31,1.459999999999999,-1.459999999999999,16.046,16.94,15.51,1.4300000000000015,-1.4300000000000015,2590443,3804621,1904397,1900224,320046
2018-03-18,15.4,15.9,15.12,0.7800000000000011,-0.4900000000000002,15.754,15.98,15.35,0.6300000000000008,-0.0600000000000005,15.03,15.41,14.6,0.8100000000000005,-0.5099999999999998,15.45,15.94,14.92,1.0199999999999996,-0.03999999999999915,1958924,2438698,1390766,1047932,70574
2018-03-25,15.0225,15.91,14.51,1.4000000000000004,-1.4000000000000004,15.2,16.05,14.72,1.33,-1.33,14.37,15.04,13.89,1.1499999999999986,-1.1499999999999986,14.625,15.13,14.29,0.8400000000000016,-0.8400000000000016,2127347,2617397,1688005,929392,-929392
2018-04-01,14.556000000000001,15.55,14.1,1.450000000000001,-0.25,15.092,15.58,14.66,0.9199999999999999,-0.009999999999999787,14.154,14.6,13.82,0.7799999999999994,-0.15000000000000036,14.584,15.3,13.94,1.3600000000000012,-0.129999999999999,1599818,1719102,1551187,167915,-1763
2018-04-08,15.786,16.93,14.61,2.3200000000000003,1.7199999999999989,16.464,17.09,15.38,1.709999999999999,1.2599999999999998,15.452,16.1,14.61,1.490000000000002,1.2100000000000009,16.112000000000002,16.92,15.28,1.6400000000000023,1.0200000000000014,1838898,2880227,1230176,1650051,-634292
2018-04-15,16.672,16.95,16.36,0.5899999999999999,0.26000000000000156,17.01,17.69,16.66,1.0300000000000011,-0.26000000000000156,16.282,16.51,15.89,0.620000000000001,-0.3999999999999986,16.612,16.88,16.14,0.7399999999999984,-0.6999999999999993,1486937,2181012,1143272,1037740,31764
2018-04-22,16.554000000000002,17.1,16.03,1.0700000000000003,0.75,17.240000000000002,18.8,16.44,2.3599999999999994,2.2699999999999996,16.232,16.92,15.57,1.3500000000000014,0.990000000000002,16.881999999999998,18.21,16.08,2.1300000000000026,2.1300000000000026,2211678,4805241,876179,3929062,3278261
2018-04-29,18.37,19.1,17.83,1.2700000000000031,-0.28000000000000114,19.002,19.64,18.32,1.3200000000000003,-0.36999999999999744,18.022,18.75,17.58,1.1700000000000017,-0.3299999999999983,18.398,19.04,17.73,1.3099999999999987,-0.6799999999999997,1796989,2141104,1164169,976935,-971178
