Date,WM_Open_average,WM_Open_max,WM_Open_min,WM_Open_volatility,WM_Open_change,WM_High_average,WM_High_max,WM_High_min,WM_High_volatility,WM_High_change,WM_Low_average,WM_Low_max,WM_Low_min,WM_Low_volatility,WM_Low_change,WM_Close_average,WM_Close_max,WM_Close_min,WM_Close_volatility,WM_Close_change,WM_Volume_average,WM_Volume_max,WM_Volume_min,WM_Volume_volatility,WM_Volume_change
2018-04-15,83.392,83.84,82.52,1.3200000000000074,-1.3200000000000074,83.84,84.1,83.63,0.46999999999999886,-0.3200000000000074,82.682,83.2,82.07,1.1300000000000097,-0.6700000000000017,82.95400000000001,83.65,82.48,1.1700000000000017,-1.019999999999996,2720449,3652779,2068367,1584412,-61973
2018-04-22,81.928,82.88,81.19,1.6899999999999977,-0.5,82.456,82.88,81.74,1.1400000000000006,-0.1799999999999926,81.216,81.77,80.91,0.8599999999999994,0.20000000000000284,81.598,82.3,81.25,1.0499999999999972,-0.10999999999999943,2568227,3228958,1897143,1331815,339853
2018-04-29,81.992,83.83,80.89,2.9399999999999977,2.480000000000004,82.892,84.24,81.5,2.739999999999995,2.3700000000000045,81.568,83.03,80.67,2.3599999999999994,2.3599999999999994,82.46,84.05,80.84,3.2099999999999937,1.9699999999999989,2206635,2773588,1494371,1279217,101962
2018-05-06,83.194,83.55,82.96,0.5900000000000034,0.04000000000000625,83.45,83.7,83.21,0.4900000000000091,-0.25,82.77,83.13,82.46,0.6700000000000017,-0.28000000000000114,83.0,83.32,82.63,0.6899999999999977,-0.4399999999999977,1577813,2145469,1097644,1047825,352807
2018-05-13,81.808,82.18,81.5,0.6800000000000068,-0.39000000000000057,82.24199999999999,82.52,81.82,0.7000000000000028,-0.030000000000001137,81.496,81.81,81.25,0.5600000000000023,-0.3200000000000074,81.82000000000001,82.34,81.48,0.8599999999999994,0.1599999999999966,1715008,2501399,1369189,1132210,-877751
2018-05-20,82.35,82.8,81.6,1.2000000000000028,0.5799999999999983,83.0275,83.3,82.76,0.539999999999992,0.539999999999992,82.125,82.75,81.6,1.1500000000000057,1.0300000000000011,82.6275,82.96,81.79,1.1699999999999875,1.1699999999999875,1888040,2363722,1376535,987187,-720522
2018-05-27,83.226,83.91,82.42,1.4899999999999949,1.3999999999999915,83.794,84.4,82.82,1.5800000000000125,1.230000000000004,82.802,83.62,82.06,1.5600000000000023,1.5600000000000023,83.30199999999999,83.85,82.65,1.1999999999999886,1.019999999999996,2478740,3621726,1541467,2080259,-1672242
2018-06-03,83.55,83.74,83.33,0.4099999999999966,0.01999999999999602,83.918,84.11,83.78,0.3299999999999983,-0.23999999999999488,83.246,83.38,83.07,0.3100000000000023,-0.3100000000000023,83.548,83.78,83.32,0.46000000000000796,0.07000000000000739,1745687,2196028,1490934,705094,489436
2018-06-10,83.612,84.0,83.14,0.8599999999999994,-0.07000000000000739,84.00200000000001,84.43,83.62,0.8100000000000023,-0.2600000000000051,83.044,83.35,82.56,0.789999999999992,-0.18999999999999773,83.638,84.33,83.12,1.2099999999999937,-0.6300000000000097,2095731,3064176,1496005,1568171,-416193
2018-06-17,82.16799999999999,82.96,81.55,1.4099999999999966,-1.2399999999999949,82.428,83.28,81.87,1.4099999999999966,-1.4099999999999966,81.57600000000001,82.16,81.12,1.039999999999992,-0.8699999999999903,81.89,82.68,81.27,1.4100000000000108,-0.980000000000004,2570134,3166040,1918722,1247318,440519
2018-06-24,81.064,81.79,80.14,1.6500000000000057,-0.8800000000000097,81.742,82.13,81.01,1.1199999999999903,-0.20999999999999375,80.572,81.32,79.96,1.3599999999999994,-0.4399999999999977,81.112,81.86,80.0,1.8599999999999994,0.269999999999996,2323421,2870308,1270623,1599685,-1322776
2018-07-01,82.12,82.45,82.0,0.45000000000000284,0.4200000000000017,82.505,82.88,82.19,0.6899999999999977,0.6899999999999977,81.80499999999999,82.27,81.38,0.8900000000000006,0.8900000000000006,82.155,82.45,81.59,0.8599999999999994,0.8599999999999994,1284712,1582316,658093,924223,671375
2018-07-08,83.742,84.38,82.89,1.4899999999999949,1.4899999999999949,84.234,84.66,83.5,1.1599999999999966,0.8799999999999955,83.484,84.16,82.68,1.4799999999999898,0.9399999999999977,83.902,84.37,83.41,0.960000000000008,0.35999999999999943,1683396,2384764,1119994,1264770,-294528
2018-07-15,82.986,83.82,82.39,1.4299999999999926,-1.3399999999999892,83.24,84.08,82.62,1.4599999999999937,-1.4599999999999937,82.508,83.47,81.64,1.8299999999999983,-1.8299999999999983,82.788,83.7,82.24,1.460000000000008,-1.460000000000008,1382596,1635477,1114201,521276,-124136
2018-07-22,86.244,89.6,82.2,7.3999999999999915,7.3999999999999915,87.852,89.87,82.35,7.52000000000001,7.52000000000001,85.792,88.79,81.01,7.780000000000001,7.780000000000001,87.274,89.65,81.49,8.16000000000001,7.38000000000001,3066317,4864254,2039246,2825008,-694427
2018-07-29,89.76,90.16,89.17,0.9899999999999949,0.23000000000000398,90.22,90.71,89.91,0.7999999999999972,-0.18999999999999773,89.184,89.73,88.54,1.1899999999999977,0.4000000000000057,89.872,90.11,89.56,0.5499999999999972,-0.18000000000000682,2054883,2279187,1779138,500049,-392371
2018-08-05,90.128,90.24,89.96,0.28000000000000114,-0.1700000000000017,90.434,90.62,90.27,0.3500000000000085,0.23000000000000398,89.714,89.79,89.65,0.14000000000000057,-0.01999999999999602,90.006,90.14,89.91,0.23000000000000398,0.10000000000000853,1724851,2755551,936474,1819077,1047390
2018-08-12,90.722,91.59,89.94,1.6500000000000057,1.4200000000000017,91.16,91.64,90.74,0.9000000000000057,0.9000000000000057,90.30799999999999,91.14,89.51,1.6299999999999955,1.2800000000000011,90.834,91.34,90.15,1.1899999999999977,1.019999999999996,1682573,2062215,1294743,767472,-259100
2018-08-19,90.894,91.33,90.5,0.8299999999999983,-0.3499999999999943,91.092,91.52,90.9,0.6199999999999903,-0.4200000000000017,90.44,90.53,90.31,0.21999999999999886,-0.060000000000002274,90.696,90.88,90.6,0.28000000000000114,-0.20999999999999375,1276416,1526956,956506,570450,-63329
2018-08-26,90.6625,90.8,90.52,0.28000000000000114,0.0799999999999983,90.8625,91.0,90.8,0.20000000000000284,0.1700000000000017,90.295,90.51,90.17,0.3400000000000034,0.3400000000000034,90.6825,90.9,90.44,0.46000000000000796,0.46000000000000796,1293509,1528924,1072390,456534,265412
2018-09-02,91.342,92.02,90.8,1.2199999999999989,1.2199999999999989,91.87,92.36,91.17,1.1899999999999977,1.0999999999999943,91.164,91.86,90.64,1.2199999999999989,1.2199999999999989,91.658,91.94,91.12,0.8199999999999932,0.8199999999999932,1910089,2633405,1359585,1273820,1273820
2018-09-09,92.03999999999999,92.36,91.74,0.6200000000000045,0.39000000000000057,92.332,92.67,92.11,0.5600000000000023,-0.3500000000000085,91.6,91.74,91.47,0.269999999999996,-0.11999999999999034,92.052,92.34,91.75,0.5900000000000034,-0.23000000000000398,1379127,2235217,789651,1445566,-909400
2018-09-16,91.874,92.32,91.42,0.8999999999999915,-0.8999999999999915,92.112,92.85,91.47,1.3799999999999955,-1.3799999999999955,91.236,92.11,90.33,1.7800000000000011,-1.7800000000000011,91.474,92.51,90.51,2.0,-2.0,1564564,2244876,1163427,1081449,-493217
2018-09-23,90.314,90.77,89.8,0.9699999999999989,0.009999999999990905,90.64399999999999,90.91,90.44,0.46999999999999886,-0.09000000000000341,89.868,90.22,89.65,0.5699999999999932,-0.14000000000000057,90.106,90.38,89.77,0.6099999999999994,-0.20999999999999375,1524032,2213591,910790,1302801,-537874
2018-09-30,89.746,90.19,89.2,0.9899999999999949,-0.28999999999999204,90.312,91.05,89.45,1.5999999999999943,0.6899999999999977,89.28399999999999,89.87,88.47,1.4000000000000057,0.13000000000000966,89.862,90.88,89.03,1.8499999999999943,0.9499999999999886,1501048,2166920,1101203,1065717,1065717
2018-10-07,89.822,90.82,88.38,2.4399999999999977,-2.4399999999999977,90.384,91.66,89.0,2.6599999999999966,-2.539999999999992,88.956,90.49,87.79,2.6999999999999886,-2.1799999999999926,89.318,91.27,88.04,3.2299999999999898,-2.839999999999989,2857544,4325183,2248774,2076409,10271
2018-10-14,90.058,90.84,88.79,2.049999999999997,2.049999999999997,90.674,90.87,90.32,0.5500000000000114,0.5500000000000114,89.456,90.06,88.61,1.4500000000000028,1.0300000000000011,90.172,90.44,89.92,0.519999999999996,-0.3299999999999983,1479098,2180819,1160538,1020281,984872
2018-10-21,86.862,89.02,84.24,4.780000000000001,-3.219999999999999,87.648,89.29,85.35,3.940000000000012,-1.9200000000000017,85.32,87.58,83.22,4.359999999999999,-2.0,86.356,88.38,84.84,3.539999999999992,-1.9699999999999989,2575225,3062739,1785342,1277397,1249819
2018-10-28,88.222,89.66,86.75,2.9099999999999966,0.5799999999999983,89.128,90.13,88.26,1.8699999999999903,-0.5999999999999943,87.29599999999999,88.27,86.37,1.8999999999999915,0.6300000000000097,88.232,89.47,87.0,2.469999999999999,-1.039999999999992,2458875,2732417,2025007,707410,-113970
2018-11-04,89.212,90.6,87.94,2.6599999999999966,2.6599999999999966,90.094,91.82,88.19,3.6299999999999955,3.6299999999999955,88.776,90.46,86.61,3.8499999999999943,3.8499999999999943,89.694,90.86,87.83,3.030000000000001,3.030000000000001,2146339,2581717,1709502,872215,-191236
2018-11-11,91.362,92.62,90.42,2.200000000000003,1.5300000000000011,92.252,93.29,91.49,1.8000000000000114,1.8000000000000114,90.87,92.2,89.7,2.5,1.9200000000000017,91.808,92.65,90.78,1.8700000000000045,1.8700000000000045,2072008,2470515,1612592,857923,317712
2018-11-18,91.5775,92.43,90.94,1.490000000000009,-1.1200000000000045,91.9525,92.81,91.5,1.3100000000000023,-0.9399999999999977,90.81,91.33,90.26,1.0699999999999932,-0.539999999999992,91.21000000000001,91.45,90.84,0.6099999999999994,-0.010000000000005116,1402530,2296623,431241,1865382,-694454
2018-11-25,92.56,94.4,91.25,3.1500000000000057,3.1500000000000057,93.25,94.5,91.55,2.950000000000003,2.950000000000003,91.866,92.89,90.62,2.269999999999996,1.6700000000000017,92.754,93.75,91.41,2.3400000000000034,1.6700000000000017,2101761,3700441,1118644,2581797,2100391
2018-12-02,92.655,94.25,91.44,2.8100000000000023,-2.8100000000000023,93.3425,95.49,91.49,4.0,-4.0,90.9325,92.45,90.02,2.430000000000007,-2.430000000000007,91.99,92.86,91.21,1.6500000000000057,-1.3500000000000085,2652980,4166747,1721819,2444928,-2444928
2018-12-09,91.41799999999999,92.19,90.82,1.3700000000000045,-1.039999999999992,91.92,92.6,91.22,1.3799999999999955,-1.2600000000000051,90.374,91.16,88.62,2.539999999999992,-2.539999999999992,90.786,91.47,89.05,2.4200000000000017,-2.4200000000000017,2115852,3171769,1644310,1527459,1461292
2018-12-16,88.396,89.64,87.59,2.049999999999997,-2.049999999999997,88.942,90.03,87.59,2.4399999999999977,-2.4399999999999977,86.794,88.7,83.68,5.019999999999996,-5.019999999999996,87.354,89.19,83.7,5.489999999999995,-5.489999999999995,2814157,4579956,1441454,3138502,-899285
2018-12-23,86.78,88.5,84.0,4.5,4.319999999999993,88.3625,89.37,86.94,2.430000000000007,2.0700000000000074,86.0775,88.03,83.48,4.549999999999997,4.549999999999997,87.995,88.99,86.94,2.049999999999997,2.049999999999997,1602829,2007268,1281060,726208,-199323
2018-12-30,88.9875,90.61,88.1,2.510000000000005,2.510000000000005,90.055,91.76,88.76,3.0,3.0,88.55,90.45,87.32,3.1300000000000097,3.019999999999996,89.77,91.05,88.48,2.569999999999993,2.3299999999999983,2638986,3343686,1919118,1424568,940277
2019-01-06,92.498,93.26,91.44,1.8200000000000074,1.6400000000000006,93.11,93.71,92.46,1.25,1.2399999999999949,91.864,92.88,90.98,1.8999999999999915,1.5899999999999892,92.83200000000001,93.65,91.87,1.7800000000000011,0.769999999999996,1886148,2164000,1771239,392761,-392761
2019-01-13,93.2825,93.83,92.5,1.3299999999999983,0.3399999999999892,93.96,94.78,93.33,1.4500000000000028,0.9000000000000057,92.8075,93.18,92.48,0.7000000000000028,-0.10000000000000853,93.5675,94.47,92.7,1.769999999999996,0.6899999999999977,1765928,2284289,1087446,1196843,1196843
2019-01-20,94.69800000000001,94.97,94.32,0.6500000000000057,0.11000000000001364,95.164,95.5,94.89,0.6099999999999994,-0.3100000000000023,94.182,94.54,93.84,0.7000000000000028,0.009999999999990905,94.72,94.91,94.41,0.5,-0.37999999999999545,1672107,2202655,1297450,905205,-870336
2019-01-27,95.218,96.0,94.56,1.4399999999999977,0.789999999999992,95.852,96.25,95.22,1.0300000000000011,0.3499999999999943,94.554,95.09,93.98,1.1099999999999994,0.539999999999992,95.368,96.0,94.76,1.2399999999999949,1.2399999999999949,2195904,3409705,1508482,1901223,-18855
2019-02-03,96.698,97.67,96.02,1.6500000000000057,1.4000000000000057,97.428,98.54,96.92,1.6200000000000045,1.3200000000000074,96.29,97.08,95.93,1.1499999999999915,0.8599999999999994,97.11,97.42,96.66,0.7600000000000051,0.1600000000000108,1748506,2099404,1433628,665776,-377173
2019-02-10,98.43,99.9,97.5,2.4000000000000057,2.219999999999999,99.46,100.16,98.69,1.4699999999999989,1.4699999999999989,97.825,98.62,97.22,1.4000000000000057,1.1400000000000006,98.7775,99.06,98.56,0.5,0.4099999999999966,2045163,2412119,1515370,896749,896749
2019-02-17,99.358,100.0,99.0,1.0,1.0,99.586,100.14,99.22,0.9200000000000017,0.9200000000000017,98.87,99.24,98.58,0.6599999999999966,0.6599999999999966,99.322,99.73,99.08,0.6500000000000057,0.21999999999999886,1624279,2185108,1212148,972960,-889769
2019-02-24,100.41,101.52,99.21,2.3100000000000023,1.990000000000009,101.012,101.78,99.94,1.8400000000000034,1.710000000000008,99.78,100.55,99.21,1.3400000000000034,0.45000000000000284,100.432,101.25,99.43,1.8199999999999932,0.8099999999999881,1596591,2129764,1284419,845345,324773
2019-03-03,99.46,100.2,98.92,1.2800000000000011,-1.2800000000000011,100.036,100.62,99.45,1.1700000000000017,-0.7400000000000091,99.08,99.71,98.19,1.519999999999996,-0.8099999999999881,99.604,99.85,98.95,0.8999999999999915,0.14000000000000057,1627807,1946767,1306027,640740,223004
2019-03-10,100.772,101.1,100.0,1.0999999999999943,0.8599999999999994,101.164,101.45,100.65,0.7999999999999972,0.7999999999999972,100.288,100.57,99.56,1.009999999999991,1.009999999999991,101.024,101.4,100.51,0.8900000000000006,0.8900000000000006,2165504,5058714,1196904,3861810,-70018
2019-03-17,101.478,102.13,100.76,1.3699999999999903,0.6599999999999966,102.276,103.14,101.55,1.5900000000000034,1.1899999999999977,101.082,101.91,100.6,1.3100000000000023,1.0900000000000034,101.61800000000001,102.18,100.8,1.3800000000000097,0.9200000000000017,1331010,1531615,964657,566958,282693
2019-03-24,103.542,104.58,102.7,1.8799999999999955,1.8799999999999955,103.988,104.8,103.53,1.269999999999996,1.269999999999996,102.878,103.33,102.47,0.8599999999999994,0.5400000000000063,103.56,104.02,102.95,1.0699999999999932,0.5300000000000011,1445281,1977014,968614,1008400,-71356
2019-03-31,103.082,104.07,102.15,1.9199999999999875,-1.8400000000000034,103.41,104.51,102.24,2.2700000000000102,-2.1000000000000085,102.34,103.48,100.93,2.549999999999997,-2.549999999999997,102.862,104.02,102.0,2.019999999999996,-1.9099999999999966,2026448,2834801,1150690,1684111,1684111
2019-04-07,102.166,105.29,100.16,5.13000000000001,3.3300000000000125,102.708,105.68,100.81,4.8700000000000045,3.5500000000000114,100.85,103.14,97.55,5.590000000000003,1.7999999999999972,102.238,104.26,100.57,3.690000000000012,2.6200000000000045,2160429,3433521,1232852,2200669,1561794
2019-04-14,105.08500000000001,105.49,104.68,0.8099999999999881,0.8099999999999881,105.635,106.05,104.87,1.1799999999999926,1.1799999999999926,104.61,105.15,103.97,1.1800000000000068,1.1800000000000068,105.28,105.78,104.44,1.3400000000000034,1.3100000000000023,1644742,2195357,1292329,903028,-81028
2019-04-21,106.104,107.0,105.67,1.3299999999999983,0.23000000000000398,106.678,107.25,106.27,0.980000000000004,0.4399999999999977,105.508,105.9,105.07,0.8300000000000125,0.8300000000000125,106.024,106.45,105.52,0.9300000000000068,0.23000000000000398,1445319,1703667,1067356,636311,-265763
2019-04-28,106.342,107.25,105.33,1.9200000000000017,-1.4300000000000068,106.748,107.45,106.07,1.3800000000000097,-1.3800000000000097,105.66,106.04,105.14,0.9000000000000057,-0.9000000000000057,106.37,107.34,105.89,1.4500000000000028,-1.4500000000000028,1350568,1677352,964195,713157,-32291
2019-05-05,105.022,105.76,104.4,1.3599999999999994,0.480000000000004,106.034,107.23,105.23,2.0,1.1400000000000006,104.414,105.28,103.84,1.4399999999999977,1.230000000000004,105.64999999999999,106.99,104.72,2.269999999999996,1.7800000000000011,1305981,1565531,1011102,554429,213484
2019-05-12,107.218,107.88,106.22,1.6599999999999966,0.9899999999999949,108.318,108.92,107.48,1.4399999999999977,1.4399999999999977,106.866,107.7,105.75,1.9500000000000028,1.480000000000004,107.616,108.4,106.26,2.1400000000000006,2.1400000000000006,1361831,1586445,1210097,376348,-213827
2019-05-19,109.295,109.72,109.1,0.6200000000000045,0.6200000000000045,109.7225,109.99,109.6,0.39000000000000057,0.39000000000000057,108.6825,108.84,108.34,0.5,-0.4899999999999949,109.185,109.59,108.43,1.1599999999999966,-0.8599999999999994,1349552,1447892,1200077,247815,-138065
2019-05-26,108.464,110.63,107.25,3.3799999999999955,1.8100000000000023,109.404,111.83,107.95,3.8799999999999955,2.8299999999999983,107.898,110.25,106.69,3.5600000000000023,2.5,108.908,111.37,107.24,4.13000000000001,3.200000000000003,2512223,3224339,2009641,1214698,-472212
2019-06-02,112.946,114.39,111.41,2.980000000000004,2.8400000000000034,113.882,115.42,111.88,3.5400000000000063,2.9000000000000057,112.376,114.05,110.37,3.6799999999999926,3.1499999999999915,113.328,114.36,111.45,2.9099999999999966,2.3699999999999903,1917129,2366259,1458711,907548,-907548
2019-06-09,114.112,114.91,113.24,1.6700000000000017,0.6799999999999926,114.652,114.99,114.38,0.6099999999999994,0.5099999999999909,113.206,113.94,112.56,1.3799999999999955,1.3799999999999955,113.9,114.58,113.14,1.4399999999999977,0.8299999999999983,1258357,1398133,978706,419427,-419427
2019-06-16,115.11,116.44,113.9,2.539999999999992,2.010000000000005,115.928,117.14,114.67,2.469999999999999,2.469999999999999,114.758,115.92,113.53,2.3900000000000006,2.0400000000000063,115.438,116.97,113.9,3.069999999999993,3.069999999999993,1870650,2675701,1286261,1389440,234153
2019-06-23,116.02199999999999,117.27,114.77,2.5,-1.1700000000000017,116.488,117.34,116.01,1.3299999999999983,-1.0300000000000011,115.02799999999999,116.41,114.31,2.0999999999999943,-1.9699999999999989,115.50200000000001,116.42,114.59,1.8299999999999983,-1.1299999999999955,1771410,2462648,1055289,1407359,493485
2019-06-30,116.425,117.01,115.66,1.3500000000000085,0.9399999999999977,116.895,117.27,116.11,1.1599999999999966,0.8799999999999955,115.92500000000001,116.28,115.29,0.9899999999999949,0.8299999999999983,116.6175,117.21,115.89,1.3199999999999932,1.0,1616732,2160092,1088837,1071255,253219
2019-07-07,117.442,117.96,116.85,1.1099999999999994,1.1099999999999994,117.912,118.14,117.2,0.9399999999999977,0.9399999999999977,116.922,117.48,116.41,1.0700000000000074,1.0700000000000074,117.598,118.03,117.01,1.019999999999996,1.019999999999996,1521214,1997671,1236000,761671,-196368
2019-07-14,117.712,118.5,116.9,1.5999999999999943,-1.0999999999999943,118.206,118.89,117.41,1.480000000000004,-1.2999999999999972,117.088,118.19,116.37,1.8199999999999932,-1.3999999999999915,117.65,118.19,116.79,1.3999999999999915,-1.0400000000000063,1334449,1548968,1183297,365671,-250518
2019-07-21,117.126,118.4,115.8,2.6000000000000085,0.6099999999999994,118.012,118.71,117.0,1.7099999999999937,0.6700000000000017,116.254,117.48,115.24,2.240000000000009,0.9100000000000108,117.234,118.5,115.8,2.700000000000003,0.769999999999996,1849867,2341883,1308515,1033368,-165353
2019-07-28,116.966,118.06,115.66,2.4000000000000057,-2.0600000000000023,117.848,118.67,116.38,2.2900000000000063,-2.2900000000000063,115.69,117.57,112.87,4.699999999999989,-4.699999999999989,116.352,118.01,113.77,4.240000000000009,-4.240000000000009,1784314,2909589,1244061,1665528,1665528
2019-08-04,116.794,119.06,114.0,5.060000000000002,5.060000000000002,118.224,119.56,116.22,3.3400000000000034,2.989999999999995,115.952,118.03,113.51,4.519999999999996,3.769999999999996,117.642,119.06,116.1,2.960000000000008,1.6300000000000097,1627554,2242428,1044031,1198397,-824816
2019-08-11,118.056,119.54,116.3,3.240000000000009,2.3000000000000114,119.378,120.58,118.54,2.039999999999992,1.1299999999999955,117.39,119.25,115.96,3.2900000000000063,2.010000000000005,118.472,120.02,116.0,4.019999999999996,1.0,2304941,3009474,1613419,1396055,773198
2019-08-18,118.244,119.68,116.4,3.280000000000001,-3.280000000000001,118.752,119.99,117.09,2.8999999999999915,-2.8999999999999915,117.058,118.28,115.36,2.9200000000000017,-2.230000000000004,117.574,118.71,115.93,2.779999999999987,-1.0600000000000023,1596047,1987908,1358410,629498,21330
2019-08-25,118.6025,120.09,117.51,2.5799999999999983,2.280000000000001,119.2525,120.49,118.48,2.009999999999991,1.8900000000000006,117.81,118.96,116.8,2.1599999999999966,1.5499999999999972,118.66749999999999,119.35,117.75,1.5999999999999943,1.5999999999999943,1134999,1149623,1109824,39799,1344
2019-09-01,119.854,121.24,119.08,2.1599999999999966,-0.269999999999996,120.396,121.77,119.55,2.219999999999999,-0.6899999999999977,118.778,119.67,117.38,2.2900000000000063,-1.7199999999999989,119.244,120.65,117.62,3.030000000000001,-1.9099999999999966,1291816,1671285,941464,729821,223457
2019-09-08,113.68,116.86,111.56,5.299999999999997,-5.299999999999997,114.332,117.04,112.01,5.030000000000001,-5.030000000000001,111.738,112.51,111.1,1.4100000000000108,-1.0600000000000023,112.56400000000001,113.68,111.9,1.7800000000000011,-1.7800000000000011,2390169,3654550,1661220,1993330,-1576741
2019-09-15,114.386,115.35,112.44,2.9099999999999966,2.9099999999999966,115.168,115.87,114.18,1.6899999999999977,1.6899999999999977,113.848,114.78,112.2,2.5799999999999983,2.480000000000004,114.63,115.28,113.86,1.4200000000000017,1.0900000000000034,1603442,2550871,1031407,1519464,-1439073
2019-09-22,114.686,115.43,113.59,1.8400000000000034,-1.4799999999999898,115.648,116.16,115.21,0.9500000000000028,-0.9500000000000028,113.65,114.5,112.68,1.8199999999999932,-0.9699999999999989,114.544,115.12,113.59,1.5300000000000011,-0.12000000000000455,1802701,2404948,1474536,930412,138246
2019-09-29,115.154,116.37,114.14,2.230000000000004,1.2199999999999989,116.014,117.04,115.07,1.970000000000013,0.4899999999999949,114.59,115.5,113.51,1.9899999999999949,1.0,115.39,116.61,114.77,1.8400000000000034,0.8399999999999892,2465247,2892933,1312982,1579951,-1263561
2019-10-06,116.04599999999999,118.02,115.0,3.019999999999996,1.6099999999999994,117.128,118.3,115.94,2.3599999999999994,1.7199999999999989,115.312,116.26,114.3,1.960000000000008,1.6700000000000017,116.06,117.44,114.77,2.6700000000000017,1.3800000000000097,1463348,1940978,973611,967367,-529338
2019-10-13,115.946,117.54,115.04,2.5,0.960000000000008,116.786,117.69,115.39,2.299999999999997,0.6499999999999915,114.948,116.11,113.4,2.7099999999999937,0.5900000000000034,116.23,117.27,114.9,2.3699999999999903,1.6199999999999903,2046648,2615235,1681746,933489,99801
2019-10-20,114.366,117.3,111.24,6.060000000000002,-6.060000000000002,114.95,118.28,111.62,6.659999999999997,-6.659999999999997,112.526,116.66,110.84,5.819999999999993,-5.810000000000002,113.218,116.92,111.28,5.640000000000001,-5.640000000000001,2282778,3152659,1519778,1632881,-305824
