Date,First Trust Dorsey Wright International Focus 5_Open_average,First Trust Dorsey Wright International Focus 5_Open_max,First Trust Dorsey Wright International Focus 5_Open_min,First Trust Dorsey Wright International Focus 5_Open_volatility,First Trust Dorsey Wright International Focus 5_Open_change,First Trust Dorsey Wright International Focus 5_High_average,First Trust Dorsey Wright International Focus 5_High_max,First Trust Dorsey Wright International Focus 5_High_min,First Trust Dorsey Wright International Focus 5_High_volatility,First Trust Dorsey Wright International Focus 5_High_change,First Trust Dorsey Wright International Focus 5_Low_average,First Trust Dorsey Wright International Focus 5_Low_max,First Trust Dorsey Wright International Focus 5_Low_min,First Trust Dorsey Wright International Focus 5_Low_volatility,First Trust Dorsey Wright International Focus 5_Low_change,First Trust Dorsey Wright International Focus 5_Close_average,First Trust Dorsey Wright International Focus 5_Close_max,First Trust Dorsey Wright International Focus 5_Close_min,First Trust Dorsey Wright International Focus 5_Close_volatility,First Trust Dorsey Wright International Focus 5_Close_change
2018-03-25,22.03,22.03,22.03,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2018-04-01,21.9,21.9,21.9,0.0,0.0,22.11,22.11,22.11,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2018-04-08,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2018-04-15,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2018-04-22,22.14,22.14,22.14,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2018-04-29,21.89,21.89,21.89,0.0,0.0,22.13,22.13,22.13,0.0,0.0,21.85,21.85,21.85,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-05-06,22.51,22.51,22.51,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2018-05-13,22.2,22.2,22.2,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2018-05-20,22.02,22.02,22.02,0.0,0.0,22.08,22.08,22.08,0.0,0.0,21.93,21.93,21.93,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2018-05-27,21.85,21.85,21.85,0.0,0.0,22.12,22.12,22.12,0.0,0.0,21.85,21.85,21.85,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2018-06-03,22.27,22.27,22.27,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2018-06-10,22.24,22.24,22.24,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-06-17,21.34,21.34,21.34,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2018-06-24,20.77,20.77,20.77,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2018-07-01,20.61,20.61,20.61,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2018-07-08,21.03,21.03,21.03,0.0,0.0,21.08,21.08,21.08,0.0,0.0,20.91,20.91,20.91,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2018-07-15,21.04,21.04,21.04,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2018-07-22,21.46,21.46,21.46,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2018-07-29,20.99,20.99,20.99,0.0,0.0,21.14,21.14,21.14,0.0,0.0,20.95,20.95,20.95,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2018-08-05,20.77,20.77,20.77,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2018-08-12,20.2,20.2,20.2,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2018-08-19,20.71,20.71,20.71,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2018-08-26,20.77,20.77,20.77,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2018-09-02,20.14,20.14,20.14,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2018-09-09,20.4,20.4,20.4,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2018-09-16,20.67,20.67,20.67,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2018-09-23,20.28,20.28,20.28,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2018-09-30,19.61,19.61,19.61,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2018-10-07,18.6,18.6,18.6,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2018-10-14,18.77,18.77,18.77,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2018-10-21,17.85,17.85,17.85,0.0,0.0,18.12,18.12,18.12,0.0,0.0,17.77,17.77,17.77,0.0,0.0,18.06,18.06,18.06,0.0,0.0
2018-10-28,19.0,19.0,19.0,0.0,0.0,19.48,19.48,19.48,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2018-11-04,18.44,18.44,18.44,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2018-11-11,18.31,18.31,18.31,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2018-11-18,17.92,17.92,17.92,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2018-11-25,18.31,18.31,18.31,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.22,18.22,18.22,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2018-12-02,18.06,18.06,18.06,0.0,0.0,18.14,18.14,18.14,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.74,17.74,17.74,0.0,0.0
2018-12-09,17.76,17.76,17.76,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.66,17.66,17.66,0.0,0.0
2018-12-16,17.22,17.22,17.22,0.0,0.0,17.44,17.44,17.44,0.0,0.0,17.02,17.02,17.02,0.0,0.0,17.04,17.04,17.04,0.0,0.0
2018-12-23,17.44,17.44,17.44,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.43,17.43,17.43,0.0,0.0
2018-12-30,17.67,17.67,17.67,0.0,0.0,18.06,18.06,18.06,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2019-01-06,18.55,18.55,18.55,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2019-01-13,18.94,18.94,18.94,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2019-01-20,19.22,19.22,19.22,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.22,19.22,19.22,0.0,0.0
2019-01-27,19.49,19.49,19.49,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2019-02-03,18.93,18.93,18.93,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2019-02-10,19.29,19.29,19.29,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.24,19.24,19.24,0.0,0.0
2019-02-17,19.37,19.37,19.37,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2019-02-24,19.49,19.49,19.49,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.4,19.4,19.4,0.0,0.0
2019-03-03,18.8,18.8,18.8,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2019-03-10,19.48,19.48,19.48,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2019-03-17,19.22,19.22,19.22,0.0,0.0,19.33,19.33,19.33,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.92,18.92,18.92,0.0,0.0
2019-03-24,18.97,18.97,18.97,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2019-03-31,19.63,19.63,19.63,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2019-04-07,19.6,19.6,19.6,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.49,19.49,19.49,0.0,0.0
2019-04-14,19.57,19.57,19.57,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2019-04-21,19.37,19.37,19.37,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2019-04-28,19.61,19.61,19.61,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2019-05-05,19.04,19.04,19.04,0.0,0.0,19.17,19.17,19.17,0.0,0.0,18.84,18.84,18.84,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2019-05-12,18.55,18.55,18.55,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2019-05-19,18.82,18.82,18.82,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.84,18.84,18.84,0.0,0.0
2019-05-26,18.83,18.83,18.83,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2019-06-02,19.24,19.24,19.24,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2019-06-09,19.2,19.2,19.2,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2019-06-16,19.68,19.68,19.68,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2019-06-23,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2019-06-30,19.75,19.75,19.75,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2019-07-07,19.99,19.99,19.99,0.0,0.0,20.09,20.09,20.09,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2019-07-14,20.05,20.05,20.05,0.0,0.0,20.09,20.09,20.09,0.0,0.0,19.94,19.94,19.94,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-07-21,19.88,19.88,19.88,0.0,0.0,19.94,19.94,19.94,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2019-07-28,19.43,19.43,19.43,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2019-08-04,19.09,19.09,19.09,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2019-08-11,18.44,18.44,18.44,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2019-08-18,18.58,18.58,18.58,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2019-08-25,18.77,18.77,18.77,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.03,18.03,18.03,0.0,0.0,18.73,18.73,18.73,0.0,0.0
2019-09-01,19.01,19.01,19.01,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2019-09-08,19.53,19.53,19.53,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2019-09-15,19.39,19.39,19.39,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2019-09-22,19.07,19.07,19.07,0.0,0.0,19.12,19.12,19.12,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2019-09-29,18.85,18.85,18.85,0.0,0.0,19.04,19.04,19.04,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2019-10-06,19.03,19.03,19.03,0.0,0.0,19.26,19.26,19.26,0.0,0.0,18.85,18.85,18.85,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2019-10-13,19.16,19.16,19.16,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2019-10-20,19.61,19.61,19.61,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2019-10-27,19.98,19.98,19.98,0.0,0.0,20.08,20.08,20.08,0.0,0.0,19.97,19.97,19.97,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2019-11-03,19.95,19.95,19.95,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2019-11-10,19.81,19.81,19.81,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2019-11-17,19.81,19.81,19.81,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2019-11-24,19.95,19.95,19.95,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-12-01,20.3,20.3,20.3,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2019-12-08,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2019-12-15,20.91,20.91,20.91,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2019-12-22,21.35,21.35,21.35,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2019-12-29,21.27,21.27,21.27,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.26,21.26,21.26,0.0,0.0
