Date,MKTAY_Open_average,MKTAY_Open_max,MKTAY_Open_min,MKTAY_Open_volatility,MKTAY_Open_change,MKTAY_High_average,MKTAY_High_max,MKTAY_High_min,MKTAY_High_volatility,MKTAY_High_change,MKTAY_Low_average,MKTAY_Low_max,MKTAY_Low_min,MKTAY_Low_volatility,MKTAY_Low_change,MKTAY_Close_average,MKTAY_Close_max,MKTAY_Close_min,MKTAY_Close_volatility,MKTAY_Close_change,MKTAY_Volume_average,MKTAY_Volume_max,MKTAY_Volume_min,MKTAY_Volume_volatility,MKTAY_Volume_change
2018-01-14,46.607,47.5,45.83,1.6700000000000017,-0.5600000000000023,47.038,47.64,46.19,1.4500000000000028,-0.14000000000000057,46.14,46.73,45.76,0.9699999999999989,-0.6799999999999997,46.379,46.73,46.025,0.7049999999999983,-0.3299999999999983,18395,31611,10935,20676,13034
2018-01-21,47.5588,49.61,46.51,3.1000000000000014,3.0600000000000023,48.05,49.61,46.89,2.719999999999999,1.9680000000000035,47.138,48.51,46.45,2.059999999999995,1.9600000000000009,47.7416,49.0,46.79,2.210000000000001,1.5600000000000023,16306,20364,12654,7710,6846
2018-01-28,48.148,48.88,47.205,1.6750000000000043,-1.0549999999999997,48.6792,48.98,47.92,1.0599999999999952,-0.9260000000000019,47.632,48.28,46.19,2.0900000000000034,-1.8000000000000043,48.0282,48.71,46.19,2.520000000000003,-2.396000000000008,16534,18221,15213,3008,-2708
2018-02-04,46.1796,47.0,45.15,1.8500000000000014,0.8599999999999994,46.7628,47.11,45.744,1.3659999999999997,-0.020000000000003126,45.435,45.92,44.27,1.6499999999999986,-0.33500000000000085,46.046,46.52,45.35,1.1700000000000017,-0.21000000000000085,17891,22268,11402,10866,-10866
2018-02-11,46.0595,47.538000000000004,44.46,3.078000000000003,1.2780000000000058,46.975,47.78,46.39,1.3900000000000006,1.25,45.7725,47.4,44.46,2.9399999999999977,2.1499999999999986,46.78875,47.75,46.205,1.5450000000000017,1.5450000000000017,15977,19337,14141,5196,5196
2018-02-18,47.324400000000004,48.17,46.38,1.7899999999999991,-0.24400000000000688,47.8152,48.17,47.55,0.6200000000000045,-0.3739999999999952,46.83,47.46,46.38,1.0799999999999983,-0.14999999999999858,47.4198,47.604,47.08,0.5240000000000009,-0.12400000000000233,32763,89707,12188,77519,-77519
2018-02-25,46.232,48.0,44.68,3.3200000000000003,-3.020000000000003,46.825,48.32,45.285,3.0350000000000037,-1.9699999999999989,45.792,47.39,44.3,3.0900000000000034,-2.4100000000000037,46.339,47.61,45.19,2.4200000000000017,-1.259999999999998,14113,19278,11266,8012,-544
2018-03-04,47.75,51.0,46.1,4.899999999999999,4.829999999999998,48.4126,51.0,47.12,3.8800000000000026,3.780000000000001,47.456,50.16,46.1,4.059999999999995,3.989999999999995,48.0384,50.52,46.602,3.9180000000000064,3.9180000000000064,18080,27106,6578,20528,754
2018-03-11,50.396,51.158,49.77,1.3879999999999981,-0.7299999999999969,50.92,51.4,50.23,1.1700000000000017,0.4200000000000017,49.976,50.5,49.49,1.009999999999998,-0.22999999999999687,50.22,50.79,50.03,0.759999999999998,0.0799999999999983,12860,17388,9557,7831,-7831
2018-03-18,48.641200000000005,49.7,47.25,2.450000000000003,-2.450000000000003,49.006,49.96,47.71,2.25,-2.25,48.160000000000004,49.09,47.18,1.9100000000000037,-1.9100000000000037,48.4302,49.196000000000005,47.2,1.9960000000000022,-1.6310000000000073,59359,171766,11436,160330,-45550
2018-03-25,49.12375,49.41,49.01,0.3999999999999986,0.010000000000005116,49.455,49.7,49.02,0.6799999999999997,-0.5599999999999952,48.477000000000004,49.06,47.72,1.3400000000000034,-0.6499999999999986,48.948499999999996,49.56399999999999,48.14,1.4239999999999924,-0.5399999999999991,20991,31252,8010,23242,-16928
2018-04-01,48.954,50.58,47.58,3.0,-0.4299999999999997,49.566,50.58,48.99,1.5899999999999963,0.04999999999999716,48.516799999999996,49.808,47.58,2.2280000000000015,-0.4299999999999997,49.188,50.26,48.3,1.9600000000000009,-0.3500000000000014,16908,22868,8815,14053,-10096
2018-04-08,47.2732,48.805,46.45,2.354999999999997,-2.353999999999999,47.866,49.35,47.18,2.1700000000000017,-1.6300000000000026,46.9642,48.5,46.35,2.1499999999999986,-2.0489999999999995,47.236,48.545,46.55,1.9950000000000045,-1.6950000000000003,14080,28581,9325,19256,-17943
2018-04-15,45.8868,47.434,44.1,3.333999999999996,-1.7800000000000011,46.4002,47.434,44.1,3.333999999999996,-3.259999999999998,45.52,46.75,43.61,3.1400000000000006,-2.270000000000003,45.863,47.065,43.65,3.414999999999999,-3.414999999999999,142120,423497,7192,416305,402421
2018-04-22,44.6038,45.383,43.832,1.551000000000002,1.3830000000000027,44.9428,45.49,44.2,1.2899999999999991,0.5700000000000003,44.1916,44.838,43.74,1.097999999999999,0.8599999999999994,44.606,45.07,44.155,0.9149999999999991,0.5450000000000017,20101,38619,9551,29068,-15678
2018-04-29,44.1838,44.735,43.53,1.2049999999999983,1.2049999999999983,44.465,44.83,44.03,0.7999999999999972,0.7049999999999983,43.765,44.225,43.45,0.7749999999999986,0.6950000000000003,44.2544,44.742,43.925,0.8170000000000002,0.6049999999999969,12027,16844,9322,7522,-6797
2018-05-06,45.093,46.025,44.065,1.9600000000000009,0.8399999999999963,45.437200000000004,46.46,44.29600000000001,2.1639999999999944,0.7899999999999991,44.73,45.71,43.68,2.030000000000001,1.1000000000000014,45.194,46.2,44.01,2.190000000000005,0.5700000000000003,8295,10513,6209,4304,-3771
