Date,UBS E-TRACS linked to DBloomberg Commodity Total R_Open_average,UBS E-TRACS linked to DBloomberg Commodity Total R_Open_max,UBS E-TRACS linked to DBloomberg Commodity Total R_Open_min,UBS E-TRACS linked to DBloomberg Commodity Total R_Open_volatility,UBS E-TRACS linked to DBloomberg Commodity Total R_Open_change,UBS E-TRACS linked to DBloomberg Commodity Total R_High_average,UBS E-TRACS linked to DBloomberg Commodity Total R_High_max,UBS E-TRACS linked to DBloomberg Commodity Total R_High_min,UBS E-TRACS linked to DBloomberg Commodity Total R_High_volatility,UBS E-TRACS linked to DBloomberg Commodity Total R_High_change,UBS E-TRACS linked to DBloomberg Commodity Total R_Low_average,UBS E-TRACS linked to DBloomberg Commodity Total R_Low_max,UBS E-TRACS linked to DBloomberg Commodity Total R_Low_min,UBS E-TRACS linked to DBloomberg Commodity Total R_Low_volatility,UBS E-TRACS linked to DBloomberg Commodity Total R_Low_change,UBS E-TRACS linked to DBloomberg Commodity Total R_Close_average,UBS E-TRACS linked to DBloomberg Commodity Total R_Close_max,UBS E-TRACS linked to DBloomberg Commodity Total R_Close_min,UBS E-TRACS linked to DBloomberg Commodity Total R_Close_volatility,UBS E-TRACS linked to DBloomberg Commodity Total R_Close_change
2018-08-12,15.29,15.29,15.29,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.28,15.28,15.28,0.0,0.0
2018-08-19,15.36,15.36,15.36,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2018-08-26,15.32,15.32,15.32,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2018-09-02,15.26,15.26,15.26,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.26,15.26,15.26,0.0,0.0
2018-09-09,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.12,15.12,15.12,0.0,0.0
2018-09-16,15.51,15.51,15.51,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.6,15.6,15.6,0.0,0.0
2018-09-23,15.85,15.85,15.85,0.0,0.0,15.96,15.96,15.96,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2018-09-30,16.04,16.04,16.04,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.07,16.07,16.07,0.0,0.0
2018-10-07,16.05,16.05,16.05,0.0,0.0,16.09,16.09,16.09,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2018-10-14,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2018-10-21,15.61,15.61,15.61,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.55,15.55,15.55,0.0,0.0
2018-10-28,15.53,15.53,15.53,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.5,15.5,15.5,0.0,0.0
2018-11-04,15.36,15.36,15.36,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2018-11-11,15.56,15.56,15.56,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.65,15.65,15.65,0.0,0.0
2018-11-18,14.86,14.86,14.86,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.98,14.98,14.98,0.0,0.0
2018-11-25,15.28,15.28,15.28,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.28,15.28,15.28,0.0,0.0
2018-12-02,15.29,15.29,15.29,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2018-12-09,14.92,14.92,14.92,0.0,0.0,14.92,14.92,14.92,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.78,14.78,14.78,0.0,0.0
2018-12-16,13.81,13.81,13.81,0.0,0.0,14.4,14.4,14.4,0.0,0.0,13.81,13.81,13.81,0.0,0.0,14.29,14.29,14.29,0.0,0.0
2018-12-23,14.24,14.24,14.24,0.0,0.0,14.24,14.24,14.24,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.14,14.14,14.14,0.0,0.0
2018-12-30,14.51,14.51,14.51,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.46,14.46,14.46,0.0,0.0
2019-01-06,14.73,14.73,14.73,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.73,14.73,14.73,0.0,0.0
2019-01-13,14.96,14.96,14.96,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.98,14.98,14.98,0.0,0.0
2019-01-20,14.73,14.73,14.73,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2019-01-27,14.95,14.95,14.95,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2019-02-03,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2019-02-10,14.94,14.94,14.94,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.97,14.97,14.97,0.0,0.0
2019-02-17,15.13,15.13,15.13,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2019-02-24,15.02,15.02,15.02,0.0,0.0,15.02,15.02,15.02,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2019-03-03,14.89,14.89,14.89,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.87,14.87,14.87,0.0,0.0
2019-03-10,15.15,15.15,15.15,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.18,15.18,15.18,0.0,0.0
2019-03-17,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2019-03-24,15.05,15.05,15.05,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.13,15.13,15.13,0.0,0.0
2019-03-31,15.37,15.37,15.37,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.38,15.38,15.38,0.0,0.0
2019-04-07,15.3,15.3,15.3,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.29,15.29,15.29,0.0,0.0,15.29,15.29,15.29,0.0,0.0
2019-04-14,15.21,15.21,15.21,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2019-04-21,14.95,14.95,14.95,0.0,0.0,14.96,14.96,14.96,0.0,0.0,14.94,14.94,14.94,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2019-04-28,14.66,14.66,14.66,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.78,14.78,14.78,0.0,0.0
2019-05-05,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.5,14.5,14.5,0.0,0.0
2019-05-12,14.84,14.84,14.84,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.84,14.84,14.84,0.0,0.0
2019-05-19,14.53,14.53,14.53,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.59,14.59,14.59,0.0,0.0
2019-05-26,14.41,14.41,14.41,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.3,14.3,14.3,0.0,0.0
2019-06-02,14.22,14.22,14.22,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.26,14.26,14.26,0.0,0.0
2019-06-09,14.44,14.44,14.44,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2019-06-16,14.71,14.71,14.71,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.8,14.8,14.8,0.0,0.0
2019-06-23,14.83,14.83,14.83,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.7,14.7,14.7,0.0,0.0
2019-06-30,14.69,14.69,14.69,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2019-07-07,15.02,15.02,15.02,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.02,15.02,15.02,0.0,0.0
2019-07-14,14.79,14.79,14.79,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.74,14.74,14.74,0.0,0.0
2019-07-21,14.67,14.67,14.67,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.71,14.71,14.71,0.0,0.0
2019-07-28,13.44,13.44,13.44,0.0,0.0,14.3,14.3,14.3,0.0,0.0,13.44,13.44,13.44,0.0,0.0,14.27,14.27,14.27,0.0,0.0
2019-08-04,14.41,14.41,14.41,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.27,14.27,14.27,0.0,0.0
2019-08-11,14.24,14.24,14.24,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.24,14.24,14.24,0.0,0.0,14.24,14.24,14.24,0.0,0.0
2019-08-18,14.2,14.2,14.2,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.19,14.19,14.19,0.0,0.0,14.19,14.19,14.19,0.0,0.0
2019-08-25,14.46,14.46,14.46,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.33,14.33,14.33,0.0,0.0
2019-09-01,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.62,14.62,14.62,0.0,0.0
2019-09-08,15.04,15.04,15.04,0.0,0.0,15.2,15.2,15.2,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.89,14.89,14.89,0.0,0.0
2019-09-15,14.89,14.89,14.89,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2019-09-22,14.58,14.58,14.58,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2019-09-29,14.42,14.42,14.42,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.5,14.5,14.5,0.0,0.0
2019-10-06,14.71,14.71,14.71,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.71,14.71,14.71,0.0,0.0
2019-10-13,14.64,14.64,14.64,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.63,14.63,14.63,0.0,0.0
2019-10-20,14.89,14.89,14.89,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.85,14.85,14.85,0.0,0.0
2019-10-27,15.07,15.07,15.07,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.08,15.08,15.08,0.0,0.0
2019-11-03,14.8,14.8,14.8,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2019-11-10,14.74,14.74,14.74,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2019-11-17,14.69,14.69,14.69,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.69,14.69,14.69,0.0,0.0
2019-11-24,14.51,14.51,14.51,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2019-12-01,14.62,14.62,14.62,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.62,14.62,14.62,0.0,0.0
2019-12-08,14.92,14.92,14.92,0.0,0.0,15.02,15.02,15.02,0.0,0.0,14.92,14.92,14.92,0.0,0.0,15.02,15.02,15.02,0.0,0.0
2019-12-15,14.97,14.97,14.97,0.0,0.0,15.04,15.04,15.04,0.0,0.0,14.97,14.97,14.97,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2019-12-22,15.31,15.31,15.31,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.27,15.27,15.27,0.0,0.0
2019-12-29,15.2,15.2,15.2,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.28,15.28,15.28,0.0,0.0
