Date,U.S. 30Y_Open_average,U.S. 30Y_Open_max,U.S. 30Y_Open_volatility,U.S. 30Y_Open_change%,U.S. 30Y_High_average,U.S. 30Y_High_max,U.S. 30Y_High_volatility,U.S. 30Y_High_change%,U.S. 30Y_Low_average,U.S. 30Y_Low_max,U.S. 30Y_Low_volatility,U.S. 30Y_Low_change%,U.S. 30Y_Close_average,U.S. 30Y_Close_max,U.S. 30Y_Close_volatility,U.S. 30Y_Close_change%
2016-01-03,2.926,2.926,0.0,0.0,2.9739999999999998,2.9739999999999998,0.0,0.0,2.925,2.925,0.0,0.0,2.969,2.969,0.0,0.0
2016-01-10,2.825,2.825,0.0,0.0,2.8289999999999997,2.8289999999999997,0.0,0.0,2.825,2.825,0.0,0.0,2.8280000000000003,2.8280000000000003,0.0,0.0
2016-01-17,2.825,2.825,0.0,0.0,2.8280000000000003,2.8280000000000003,0.0,0.0,2.784,2.784,0.0,0.0,2.79,2.79,0.0,0.0
2016-01-24,2.7569999999999997,2.7569999999999997,0.0,0.0,2.781,2.781,0.0,0.0,2.733,2.733,0.0,0.0,2.764,2.764,0.0,0.0
2016-01-31,2.6839999999999997,2.6839999999999997,0.0,0.0,2.701,2.701,0.0,0.0,2.556,2.556,0.0,0.0,2.576,2.576,0.0,0.0
2016-02-07,2.602,2.602,0.0,0.0,2.6319999999999997,2.6319999999999997,0.0,0.0,2.602,2.602,0.0,0.0,2.628,2.628,0.0,0.0
2016-02-14,2.612,2.612,0.0,0.0,2.636,2.636,0.0,0.0,2.6039999999999996,2.6039999999999996,0.0,0.0,2.6060000000000003,2.6060000000000003,0.0,0.0
2016-02-21,2.63,2.63,0.0,0.0,2.638,2.638,0.0,0.0,2.602,2.602,0.0,0.0,2.616,2.616,0.0,0.0
2016-02-28,2.699,2.699,0.0,0.0,2.7289999999999996,2.7289999999999996,0.0,0.0,2.694,2.694,0.0,0.0,2.707,2.707,0.0,0.0
2016-03-06,2.7489999999999997,2.7489999999999997,0.0,0.0,2.759,2.759,0.0,0.0,2.707,2.707,0.0,0.0,2.7319999999999998,2.7319999999999998,0.0,0.0
2016-03-13,2.696,2.696,0.0,0.0,2.737,2.737,0.0,0.0,2.6689999999999996,2.6689999999999996,0.0,0.0,2.718,2.718,0.0,0.0
2016-03-20,2.679,2.679,0.0,0.0,2.6860000000000004,2.6860000000000004,0.0,0.0,2.635,2.635,0.0,0.0,2.6510000000000002,2.6510000000000002,0.0,0.0
2016-03-27,2.596,2.596,0.0,0.0,2.622,2.622,0.0,0.0,2.5839999999999996,2.5839999999999996,0.0,0.0,2.596,2.596,0.0,0.0
