Date,Vanguard Emerging Markets Government Bond_Open_average,Vanguard Emerging Markets Government Bond_Open_max,Vanguard Emerging Markets Government Bond_Open_volatility,Vanguard Emerging Markets Government Bond_Open_change,Vanguard Emerging Markets Government Bond_High_average,Vanguard Emerging Markets Government Bond_High_max,Vanguard Emerging Markets Government Bond_High_volatility,Vanguard Emerging Markets Government Bond_High_change,Vanguard Emerging Markets Government Bond_Low_average,Vanguard Emerging Markets Government Bond_Low_max,Vanguard Emerging Markets Government Bond_Low_volatility,Vanguard Emerging Markets Government Bond_Low_change,Vanguard Emerging Markets Government Bond_Close_average,Vanguard Emerging Markets Government Bond_Close_max,Vanguard Emerging Markets Government Bond_Close_volatility,Vanguard Emerging Markets Government Bond_Close_change
2016-01-03,73.83,73.83,0.0,0.0,73.83,73.83,0.0,0.0,73.5,73.5,0.0,0.0,73.71,73.71,0.0,0.0
2016-01-10,72.86,72.86,0.0,0.0,72.86,72.86,0.0,0.0,72.27,72.27,0.0,0.0,72.32,72.32,0.0,0.0
2016-01-17,73.0,73.0,0.0,0.0,73.13,73.13,0.0,0.0,72.81,72.81,0.0,0.0,72.81,72.81,0.0,0.0
2016-01-24,73.61,73.61,0.0,0.0,73.64,73.64,0.0,0.0,73.21,73.21,0.0,0.0,73.5,73.5,0.0,0.0
2016-01-31,73.66,73.66,0.0,0.0,73.67,73.67,0.0,0.0,73.29,73.29,0.0,0.0,73.6,73.6,0.0,0.0
2016-02-07,73.31,73.31,0.0,0.0,73.36,73.36,0.0,0.0,72.99,72.99,0.0,0.0,73.21,73.21,0.0,0.0
2016-02-14,74.15,74.15,0.0,0.0,74.42,74.42,0.0,0.0,74.15,74.15,0.0,0.0,74.32,74.32,0.0,0.0
2016-02-21,74.94,74.94,0.0,0.0,75.05,75.05,0.0,0.0,74.86,74.86,0.0,0.0,74.88,74.88,0.0,0.0
2016-02-28,75.53,75.53,0.0,0.0,75.59,75.59,0.0,0.0,75.41,75.41,0.0,0.0,75.5,75.5,0.0,0.0
2016-03-06,75.68,75.68,0.0,0.0,75.81,75.81,0.0,0.0,75.61,75.61,0.0,0.0,75.67,75.67,0.0,0.0
2016-03-13,77.06,77.06,0.0,0.0,77.06,77.06,0.0,0.0,76.75,76.75,0.0,0.0,76.85,76.85,0.0,0.0
2016-03-20,76.41,76.41,0.0,0.0,76.41,76.41,0.0,0.0,76.13,76.13,0.0,0.0,76.35,76.35,0.0,0.0
2016-03-27,76.79,76.79,0.0,0.0,77.04,77.04,0.0,0.0,76.55,76.55,0.0,0.0,76.68,76.68,0.0,0.0
2016-04-03,76.67,76.67,0.0,0.0,76.85,76.85,0.0,0.0,76.61,76.61,0.0,0.0,76.85,76.85,0.0,0.0
2016-04-10,77.35,77.35,0.0,0.0,77.4,77.4,0.0,0.0,77.25,77.25,0.0,0.0,77.34,77.34,0.0,0.0
2016-04-17,77.79,77.79,0.0,0.0,77.85,77.85,0.0,0.0,77.37,77.37,0.0,0.0,77.46,77.46,0.0,0.0
2016-04-24,77.97,77.97,0.0,0.0,77.97,77.97,0.0,0.0,77.52,77.52,0.0,0.0,77.64,77.64,0.0,0.0
2016-05-01,77.53,77.53,0.0,0.0,77.56,77.56,0.0,0.0,77.17,77.17,0.0,0.0,77.49,77.49,0.0,0.0
2016-05-08,78.14,78.14,0.0,0.0,78.14,78.14,0.0,0.0,77.91,77.91,0.0,0.0,78.07,78.07,0.0,0.0
2016-05-15,77.61,77.61,0.0,0.0,77.61,77.61,0.0,0.0,77.18,77.18,0.0,0.0,77.4,77.4,0.0,0.0
2016-05-22,77.79,77.79,0.0,0.0,77.79,77.79,0.0,0.0,77.51,77.51,0.0,0.0,77.51,77.51,0.0,0.0
2016-05-29,78.05,78.05,0.0,0.0,78.26,78.26,0.0,0.0,77.94,77.94,0.0,0.0,78.18,78.18,0.0,0.0
2016-06-05,78.1,78.1,0.0,0.0,78.23,78.23,0.0,0.0,77.89,77.89,0.0,0.0,78.23,78.23,0.0,0.0
2016-06-12,78.21,78.21,0.0,0.0,78.5,78.5,0.0,0.0,78.21,78.21,0.0,0.0,78.47,78.47,0.0,0.0
2016-06-19,78.62,78.62,0.0,0.0,78.68,78.68,0.0,0.0,78.5,78.5,0.0,0.0,78.6,78.6,0.0,0.0
2016-06-26,80.27,80.27,0.0,0.0,80.31,80.31,0.0,0.0,79.94,79.94,0.0,0.0,80.21,80.21,0.0,0.0
2016-07-03,80.98,80.98,0.0,0.0,80.99,80.99,0.0,0.0,80.79,80.79,0.0,0.0,80.94,80.94,0.0,0.0
2016-07-10,81.0,81.0,0.0,0.0,81.0,81.0,0.0,0.0,80.6,80.6,0.0,0.0,80.76,80.76,0.0,0.0
2016-07-17,80.86,80.86,0.0,0.0,80.86,80.86,0.0,0.0,80.57,80.57,0.0,0.0,80.57,80.57,0.0,0.0
2016-07-24,80.61,80.61,0.0,0.0,80.61,80.61,0.0,0.0,80.28,80.28,0.0,0.0,80.36,80.36,0.0,0.0
2016-07-31,80.78,80.78,0.0,0.0,80.87,80.87,0.0,0.0,80.62,80.62,0.0,0.0,80.76,80.76,0.0,0.0
2016-08-07,81.59,81.59,0.0,0.0,81.67,81.67,0.0,0.0,81.53,81.53,0.0,0.0,81.63,81.63,0.0,0.0
2016-08-14,81.71,81.71,0.0,0.0,81.77,81.77,0.0,0.0,81.61,81.61,0.0,0.0,81.75,81.75,0.0,0.0
2016-08-21,81.74,81.74,0.0,0.0,81.8,81.8,0.0,0.0,81.62,81.62,0.0,0.0,81.68,81.68,0.0,0.0
2016-08-28,81.37,81.37,0.0,0.0,81.43,81.43,0.0,0.0,81.22,81.22,0.0,0.0,81.26,81.26,0.0,0.0
2016-09-04,80.83,80.83,0.0,0.0,80.99,80.99,0.0,0.0,80.7,80.7,0.0,0.0,80.99,80.99,0.0,0.0
2016-09-11,80.66,80.66,0.0,0.0,80.73,80.73,0.0,0.0,80.5,80.5,0.0,0.0,80.66,80.66,0.0,0.0
2016-09-18,81.44,81.44,0.0,0.0,81.47,81.47,0.0,0.0,81.17,81.17,0.0,0.0,81.25,81.25,0.0,0.0
2016-09-25,81.28,81.28,0.0,0.0,81.38,81.38,0.0,0.0,81.1,81.1,0.0,0.0,81.38,81.38,0.0,0.0
2016-10-02,80.93,80.93,0.0,0.0,81.2,81.2,0.0,0.0,80.9,80.9,0.0,0.0,81.19,81.19,0.0,0.0
2016-10-09,80.67,80.67,0.0,0.0,80.76,80.76,0.0,0.0,80.55,80.55,0.0,0.0,80.64,80.64,0.0,0.0
2016-10-16,81.12,81.12,0.0,0.0,81.28,81.28,0.0,0.0,80.96,80.96,0.0,0.0,80.97,80.97,0.0,0.0
2016-10-23,80.25,80.25,0.0,0.0,80.31,80.31,0.0,0.0,80.01,80.01,0.0,0.0,80.21,80.21,0.0,0.0
2016-10-30,80.22,80.22,0.0,0.0,80.31,80.31,0.0,0.0,80.04,80.04,0.0,0.0,80.21,80.21,0.0,0.0
2016-11-06,76.19,76.19,0.0,0.0,76.7,76.7,0.0,0.0,75.8,75.8,0.0,0.0,76.45,76.45,0.0,0.0
2016-11-13,77.15,77.15,0.0,0.0,77.3,77.3,0.0,0.0,77.01,77.01,0.0,0.0,77.12,77.12,0.0,0.0
