Date,First Trust Emerging Markets Local Currency BondEtf_Open_average,First Trust Emerging Markets Local Currency BondEtf_Open_max,First Trust Emerging Markets Local Currency BondEtf_Open_min,First Trust Emerging Markets Local Currency BondEtf_Open_volatility,First Trust Emerging Markets Local Currency BondEtf_Open_change,First Trust Emerging Markets Local Currency BondEtf_High_average,First Trust Emerging Markets Local Currency BondEtf_High_max,First Trust Emerging Markets Local Currency BondEtf_High_min,First Trust Emerging Markets Local Currency BondEtf_High_volatility,First Trust Emerging Markets Local Currency BondEtf_High_change,First Trust Emerging Markets Local Currency BondEtf_Low_average,First Trust Emerging Markets Local Currency BondEtf_Low_max,First Trust Emerging Markets Local Currency BondEtf_Low_min,First Trust Emerging Markets Local Currency BondEtf_Low_volatility,First Trust Emerging Markets Local Currency BondEtf_Low_change,First Trust Emerging Markets Local Currency BondEtf_Close_average,First Trust Emerging Markets Local Currency BondEtf_Close_max,First Trust Emerging Markets Local Currency BondEtf_Close_min,First Trust Emerging Markets Local Currency BondEtf_Close_volatility,First Trust Emerging Markets Local Currency BondEtf_Close_change
2018-05-27,39.0,39.0,39.0,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2018-06-03,38.65,38.65,38.65,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2018-06-10,38.16,38.16,38.16,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.68,37.68,37.68,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2018-06-17,37.71,37.71,37.71,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2018-06-24,37.68,37.68,37.68,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2018-07-01,38.09,38.09,38.09,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.93,37.93,37.93,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2018-07-08,38.11,38.11,38.11,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2018-07-15,38.16,38.16,38.16,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2018-07-22,38.66,38.66,38.66,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2018-07-29,38.01,38.01,38.01,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2018-08-05,37.39,37.39,37.39,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2018-08-12,36.7,36.7,36.7,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2018-08-19,36.72,36.72,36.72,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2018-08-26,36.21,36.21,36.21,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2018-09-02,36.07,36.07,36.07,0.0,0.0,36.14,36.14,36.14,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2018-09-09,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2018-09-16,36.42,36.42,36.42,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2018-09-23,36.84,36.84,36.84,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2018-09-30,36.3,36.3,36.3,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2018-10-07,36.41,36.41,36.41,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2018-10-14,36.75,36.75,36.75,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2018-10-21,36.35,36.35,36.35,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2018-10-28,36.28,36.28,36.28,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2018-11-04,36.33,36.33,36.33,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2018-11-11,36.56,36.56,36.56,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2018-11-18,36.69,36.69,36.69,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2018-11-25,36.91,36.91,36.91,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2018-12-02,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2018-12-09,36.61,36.61,36.61,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2018-12-16,36.77,36.77,36.77,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2018-12-23,36.91,36.91,36.91,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2018-12-30,37.39,37.39,37.39,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2019-01-06,37.63,37.63,37.63,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-01-13,37.72,37.72,37.72,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2019-01-20,37.72,37.72,37.72,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2019-01-27,38.79,38.79,38.79,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2019-02-03,38.51,38.51,38.51,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2019-02-10,38.06,38.06,38.06,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.96,37.96,37.96,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2019-02-17,38.17,38.17,38.17,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2019-02-24,38.13,38.13,38.13,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.96,37.96,37.96,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2019-03-03,37.65,37.65,37.65,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-03-10,37.84,37.84,37.84,0.0,0.0,38.11,38.11,38.11,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-03-17,38.16,38.16,38.16,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2019-03-24,37.68,37.68,37.68,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2019-03-31,38.08,38.08,38.08,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.08,38.08,38.08,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2019-04-07,38.33,38.33,38.33,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2019-04-14,38.18,38.18,38.18,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2019-04-21,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2019-04-28,37.58,37.58,37.58,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2019-05-05,37.52,37.52,37.52,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2019-05-12,37.09,37.09,37.09,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2019-05-19,37.16,37.16,37.16,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2019-05-26,37.05,37.05,37.05,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2019-06-02,37.77,37.77,37.77,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.77,37.77,37.77,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-06-09,38.04,38.04,38.04,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2019-06-16,38.82,38.82,38.82,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2019-06-23,39.29,39.29,39.29,0.0,0.0,39.29,39.29,39.29,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-06-30,39.05,39.05,39.05,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2019-07-07,39.64,39.64,39.64,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-07-14,39.88,39.88,39.88,0.0,0.0,40.47,40.47,40.47,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2019-07-21,39.34,39.34,39.34,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2019-07-28,38.68,38.68,38.68,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2019-08-04,38.76,38.76,38.76,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2019-08-11,38.44,38.44,38.44,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2019-08-18,37.85,37.85,37.85,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2019-08-25,37.6,37.6,37.6,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2019-09-01,38.31,38.31,38.31,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2019-09-08,38.54,38.54,38.54,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2019-09-15,38.53,38.53,38.53,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2019-09-22,38.17,38.17,38.17,0.0,0.0,38.3,38.3,38.3,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2019-09-29,38.16,38.16,38.16,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2019-10-06,38.48,38.48,38.48,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2019-10-13,38.49,38.49,38.49,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2019-10-20,38.88,38.88,38.88,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2019-10-27,38.41,38.41,38.41,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2019-11-03,38.73,38.73,38.73,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2019-11-10,38.03,38.03,38.03,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2019-11-17,38.01,38.01,38.01,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2019-11-24,38.06,38.06,38.06,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2019-12-01,37.96,37.96,37.96,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.96,37.96,37.96,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2019-12-08,38.55,38.55,38.55,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2019-12-15,38.66,38.66,38.66,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2019-12-22,38.78,38.78,38.78,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2019-12-29,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.14,39.14,39.14,0.0,0.0
