Date,CLH_Open_average,CLH_Open_max,CLH_Open_min,CLH_Open_volatility,CLH_Open_change,CLH_High_average,CLH_High_max,CLH_High_min,CLH_High_volatility,CLH_High_change,CLH_Low_average,CLH_Low_max,CLH_Low_min,CLH_Low_volatility,CLH_Low_change,CLH_Close_average,CLH_Close_max,CLH_Close_min,CLH_Close_volatility,CLH_Close_change,CLH_Volume_average,CLH_Volume_max,CLH_Volume_min,CLH_Volume_volatility,CLH_Volume_change
2018-01-14,55.568,56.59,54.54,2.0500000000000043,-0.45000000000000284,55.986,56.67,55.22,1.4500000000000028,-1.3999999999999986,54.966,55.88,54.49,1.3900000000000006,-0.7000000000000028,55.508,56.34,54.62,1.720000000000006,-0.990000000000002,299840,363535,208527,155008,-130694
2018-01-21,56.282,57.41,55.31,2.0999999999999943,1.0,57.074,57.97,56.48,1.490000000000002,-1.25,55.732,56.15,55.31,0.8399999999999963,0.6699999999999946,56.48,57.35,55.82,1.5300000000000011,-0.8700000000000045,250399,552014,154623,397391,-392411
2018-01-28,55.044,56.03,53.23,2.8000000000000043,-2.8000000000000043,55.376,56.62,53.64,2.979999999999997,-2.979999999999997,53.918,55.38,50.77,4.609999999999999,-4.609999999999999,54.026,55.39,50.78,4.609999999999999,-4.609999999999999,323996,529946,192755,337191,212321
2018-02-04,50.268,51.13,49.39,1.740000000000002,-0.3299999999999983,51.04,51.86,50.15,1.7100000000000009,-1.6099999999999994,49.339999999999996,50.87,47.95,2.9199999999999946,-0.3200000000000003,50.106,51.25,49.0,2.25,-1.4600000000000009,541894,696338,294975,401363,-44351
2018-02-11,50.644999999999996,52.12,49.57,2.549999999999997,1.75,51.675,52.68,49.93,2.75,2.75,50.3375,51.28,49.3,1.980000000000004,1.980000000000004,51.335,52.4,49.81,2.5899999999999963,2.5899999999999963,220118,277715,173196,104519,-64043
2018-02-18,51.914,52.44,51.25,1.1899999999999977,-0.7899999999999991,52.398,53.33,51.39,1.9399999999999977,-1.0400000000000063,51.264,52.21,50.41,1.8000000000000043,-1.4500000000000028,51.552,52.5,50.94,1.5600000000000023,-1.4399999999999977,260694,298380,215461,82919,29728
2018-02-25,48.525999999999996,50.96,47.3,3.6600000000000037,-1.9100000000000037,50.56,52.22,49.13,3.0899999999999963,-0.8199999999999932,48.11,50.02,46.62,3.4000000000000057,-0.970000000000006,49.552,50.37,48.06,2.309999999999995,0.3299999999999983,439869,727610,235608,492002,-68102
2018-03-04,51.724,52.92,50.55,2.3700000000000045,2.3700000000000045,52.348,53.46,51.22,2.240000000000002,2.240000000000002,51.372,52.2,50.37,1.8300000000000054,1.8300000000000054,52.162,53.15,51.07,2.0799999999999983,2.0799999999999983,343324,550956,215919,335037,-127168
2018-03-11,51.576,53.27,49.95,3.3200000000000003,-2.4000000000000057,52.084,53.62,51.1,2.519999999999996,-2.1199999999999974,50.72,52.07,49.49,2.5799999999999983,-1.4200000000000017,51.302,52.25,49.98,2.270000000000003,-0.8400000000000034,336342,476025,241137,234888,39344
2018-03-18,50.586,51.61,49.38,2.229999999999997,-2.0,51.012,52.13,49.45,2.6799999999999997,-2.6099999999999994,49.764,51.22,48.2,3.019999999999996,-2.9499999999999957,50.12,51.7,48.71,2.990000000000002,-2.3700000000000045,253407,369901,170141,199760,100552
2018-03-25,48.91,49.59,48.51,1.0800000000000054,-0.8000000000000043,49.167500000000004,49.74,48.75,0.990000000000002,-0.8000000000000043,48.07,48.72,47.11,1.6099999999999994,-1.3299999999999983,48.3975,48.81,47.84,0.9699999999999989,-0.6699999999999946,353143,439458,255340,184118,74993
2018-04-01,48.672,49.07,47.91,1.1600000000000037,0.35999999999999943,49.092,49.63,48.87,0.7600000000000051,-0.030000000000001137,48.222,48.76,47.83,0.9299999999999997,0.28999999999999915,48.628,49.34,48.32,1.0200000000000031,-0.13000000000000256,584659,830984,336518,494466,-177571
2018-04-08,48.704,48.99,48.32,0.6700000000000017,-0.14999999999999858,48.903999999999996,49.18,48.43,0.75,-0.2700000000000031,48.29,48.47,47.87,0.6000000000000014,0.010000000000005116,48.502,48.7,48.2,0.5,-0.020000000000003126,425714,704925,225021,479904,-47250
2018-04-15,48.582,48.94,48.11,0.8299999999999983,-0.8299999999999983,49.046,49.34,48.79,0.5500000000000043,-0.3500000000000014,48.264,48.59,47.98,0.6100000000000065,-0.5900000000000034,48.484,48.72,48.2,0.519999999999996,-0.14000000000000057,312848,402210,213821,188389,-136754
2018-04-22,48.13,48.89,47.65,1.240000000000002,-1.240000000000002,48.362,49.08,47.92,1.1599999999999966,-1.1599999999999966,47.368,48.05,45.78,2.269999999999996,-2.269999999999996,47.504,48.24,45.8,2.440000000000005,-2.440000000000005,381888,564059,246845,317214,-106252
2018-04-29,49.196,51.4,45.62,5.780000000000001,5.780000000000001,50.57,54.15,45.7,8.449999999999996,6.07,48.728,50.79,44.74,6.049999999999997,6.039999999999999,49.774,51.61,45.45,6.159999999999997,6.159999999999997,746674,1158788,446411,712377,-99154
2018-05-06,52.116,52.64,51.63,1.009999999999998,1.009999999999998,52.616,52.84,52.39,0.45000000000000284,0.3100000000000023,51.73,52.07,51.37,0.7000000000000028,0.5200000000000031,52.15,52.57,51.77,0.7999999999999972,-0.23999999999999488,361702,418050,275185,142865,-31737
2018-05-13,51.78,51.96,51.35,0.6099999999999994,-0.5499999999999972,52.326,52.83,51.83,1.0,0.4099999999999966,51.464,51.83,51.03,0.7999999999999972,-0.5,51.932,52.75,51.06,1.6899999999999977,0.6899999999999977,404431,772558,203437,569121,415262
2018-05-20,52.67,52.85,52.36,0.490000000000002,-0.14000000000000057,53.1225,53.99,52.78,1.2100000000000009,-1.1900000000000048,52.2675,52.4,52.16,0.240000000000002,0.05999999999999517,52.707499999999996,52.9,52.59,0.30999999999999517,0.05999999999999517,396164,539881,311165,228716,-228716
2018-05-27,53.294000000000004,54.07,52.18,1.8900000000000006,1.6300000000000026,53.858,54.3,52.85,1.4499999999999957,1.4200000000000017,52.756,53.05,52.01,1.0399999999999991,1.0399999999999991,53.41,54.17,52.83,1.3400000000000034,0.5300000000000011,435989,758996,269427,489569,489569
2018-06-03,53.756,54.42,53.4,1.0200000000000031,1.0200000000000031,54.072,54.49,53.76,0.730000000000004,0.730000000000004,53.31,53.69,52.77,0.9199999999999946,0.9199999999999946,53.9,54.35,53.43,0.9200000000000017,0.6799999999999997,213096,264021,164143,99878,-99878
