Date,SPDR S&P North American Natural Resources_Open_average,SPDR S&P North American Natural Resources_Open_max,SPDR S&P North American Natural Resources_Open_min,SPDR S&P North American Natural Resources_Open_volatility,SPDR S&P North American Natural Resources_Open_change,SPDR S&P North American Natural Resources_High_average,SPDR S&P North American Natural Resources_High_max,SPDR S&P North American Natural Resources_High_min,SPDR S&P North American Natural Resources_High_volatility,SPDR S&P North American Natural Resources_High_change,SPDR S&P North American Natural Resources_Low_average,SPDR S&P North American Natural Resources_Low_max,SPDR S&P North American Natural Resources_Low_min,SPDR S&P North American Natural Resources_Low_volatility,SPDR S&P North American Natural Resources_Low_change,SPDR S&P North American Natural Resources_Close_average,SPDR S&P North American Natural Resources_Close_max,SPDR S&P North American Natural Resources_Close_min,SPDR S&P North American Natural Resources_Close_volatility,SPDR S&P North American Natural Resources_Close_change
2018-04-29,35.41,35.41,35.41,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2018-05-06,36.57,36.57,36.57,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2018-05-13,37.12,37.12,37.12,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.88,36.88,36.88,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2018-05-20,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2018-05-27,36.27,36.27,36.27,0.0,0.0,36.28,36.28,36.28,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2018-06-03,36.51,36.51,36.51,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2018-06-10,35.67,35.67,35.67,0.0,0.0,36.15,36.15,36.15,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2018-06-17,35.78,35.78,35.78,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2018-06-24,36.12,36.12,36.12,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2018-07-01,36.69,36.69,36.69,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2018-07-08,35.98,35.98,35.98,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2018-07-15,35.69,35.69,35.69,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2018-07-22,35.8,35.8,35.8,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2018-07-29,35.42,35.42,35.42,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2018-08-05,34.8,34.8,34.8,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2018-08-12,33.34,33.34,33.34,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2018-08-19,33.94,33.94,33.94,0.0,0.0,34.39,34.39,34.39,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2018-08-26,33.84,33.84,33.84,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2018-09-02,32.58,32.58,32.58,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-09-09,33.15,33.15,33.15,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2018-09-16,34.96,34.96,34.96,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2018-09-23,34.46,34.46,34.46,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2018-09-30,34.25,34.25,34.25,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2018-10-07,33.72,33.72,33.72,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2018-10-14,33.16,33.16,33.16,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2018-10-21,30.98,30.98,30.98,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2018-10-28,32.42,32.42,32.42,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2018-11-04,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2018-11-11,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2018-11-18,30.94,30.94,30.94,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2018-11-25,31.96,31.96,31.96,0.0,0.0,32.28,32.28,32.28,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2018-12-02,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-12-09,30.35,30.35,30.35,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2018-12-16,28.08,28.08,28.08,0.0,0.0,28.27,28.27,28.27,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2018-12-23,28.97,28.97,28.97,0.0,0.0,29.08,29.08,29.08,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2018-12-30,29.88,29.88,29.88,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-01-06,30.38,30.38,30.38,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2019-01-13,30.83,30.83,30.83,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-01-20,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2019-01-27,31.7,31.7,31.7,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2019-02-03,30.98,30.98,30.98,0.0,0.0,31.16,31.16,31.16,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2019-02-10,31.81,31.81,31.81,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2019-02-17,32.49,32.49,32.49,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-02-24,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0,31.84,31.84,31.84,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-03-03,31.68,31.68,31.68,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-03-10,32.12,32.12,32.12,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2019-03-17,32.04,32.04,32.04,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-03-24,32.91,32.91,32.91,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-03-31,33.29,33.29,33.29,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-04-07,33.21,33.21,33.21,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2019-04-14,33.17,33.17,33.17,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2019-04-21,32.16,32.16,32.16,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2019-04-28,31.14,31.14,31.14,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2019-05-05,30.5,30.5,30.5,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2019-05-12,30.51,30.51,30.51,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2019-05-19,29.64,29.64,29.64,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-05-26,29.29,29.29,29.29,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-06-02,30.52,30.52,30.52,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2019-06-09,30.81,30.81,30.81,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.81,30.81,30.81,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-06-16,32.38,32.38,32.38,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2019-06-23,32.57,32.57,32.57,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-06-30,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2019-07-07,32.52,32.52,32.52,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2019-07-14,32.71,32.71,32.71,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2019-07-21,32.15,32.15,32.15,0.0,0.0,32.18,32.18,32.18,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2019-07-28,31.23,31.23,31.23,0.0,0.0,31.36,31.36,31.36,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2019-08-04,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-08-11,30.8,30.8,30.8,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-08-18,30.74,30.74,30.74,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-08-25,31.19,31.19,31.19,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2019-09-01,31.55,31.55,31.55,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-09-08,32.98,32.98,32.98,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.84,32.84,32.84,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-09-15,32.71,32.71,32.71,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-09-22,31.37,31.37,31.37,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2019-09-29,30.45,30.45,30.45,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2019-10-06,30.5,30.5,30.5,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2019-10-13,30.59,30.59,30.59,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2019-10-20,31.26,31.26,31.26,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-10-27,31.75,31.75,31.75,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.75,31.75,31.75,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2019-11-03,31.76,31.76,31.76,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-11-10,31.52,31.52,31.52,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-11-17,31.6,31.6,31.6,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2019-11-24,31.57,31.57,31.57,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-12-01,31.81,31.81,31.81,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-12-08,32.82,32.82,32.82,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2019-12-15,32.67,32.67,32.67,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.67,32.67,32.67,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2019-12-22,33.48,33.48,33.48,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-12-29,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.57,33.57,33.57,0.0,0.0
