Date,COP_stock_Open_average,COP_stock_Open_max,COP_stock_Open_min,COP_stock_Open_volatility,COP_stock_Open_change,COP_stock_High_average,COP_stock_High_max,COP_stock_High_min,COP_stock_High_volatility,COP_stock_High_change,COP_stock_Low_average,COP_stock_Low_max,COP_stock_Low_min,COP_stock_Low_volatility,COP_stock_Low_change,COP_stock_Close_average,COP_stock_Close_max,COP_stock_Close_min,COP_stock_Close_volatility,COP_stock_Close_change,COP_stock_Volume_average,COP_stock_Volume_max,COP_stock_Volume_min,COP_stock_Volume_volatility,COP_stock_Volume_change
2018-01-14,59.567499999999995,60.0,58.97,1.0300000000000011,-0.3200000000000003,60.07,60.22,59.81,0.4099999999999966,-0.4099999999999966,59.0,59.27,58.78,0.490000000000002,0.47000000000000597,59.5525,59.86,58.84,1.019999999999996,0.9099999999999966,5212338,5798442,4554801,1243641,-421098
2018-01-21,60.292,60.75,59.7,1.0499999999999972,-0.1599999999999966,60.822,61.31,60.52,0.7899999999999991,-0.1599999999999966,59.856,60.45,59.4,1.0500000000000043,-0.17999999999999972,60.3,60.67,59.48,1.1900000000000048,-0.28000000000000114,5394145,5748807,4992002,756805,-471105
2018-01-28,59.112,59.92,58.53,1.3900000000000006,-0.75,59.7,60.53,59.24,1.2899999999999991,-1.0900000000000034,58.336,59.56,57.61,1.9500000000000028,-1.9500000000000028,58.8,59.66,57.72,1.9399999999999977,-1.9399999999999977,6613337,8433342,4167626,4265716,4265716
2018-02-04,55.362,57.14,53.24,3.8999999999999986,-3.8999999999999986,56.282,58.47,53.6,4.869999999999997,-4.869999999999997,53.774,55.63,50.18,5.450000000000003,-5.229999999999997,54.554,55.94,52.02,3.9199999999999946,-3.9199999999999946,9619900,11060265,7721650,3338615,-1374630
2018-02-11,53.658,55.64,52.63,3.009999999999998,1.759999999999998,54.906,55.86,53.94,1.9200000000000017,1.1000000000000014,53.138,54.23,52.54,1.6899999999999977,1.6799999999999997,54.286,55.51,53.32,2.1899999999999977,1.240000000000002,6069576,7035416,5070906,1964510,-1964510
2018-02-18,54.7,55.35,54.26,1.0900000000000034,0.75,55.845,57.14,55.3,1.8400000000000034,1.8400000000000034,54.332499999999996,55.07,53.73,1.3400000000000034,0.7299999999999969,55.1375,57.05,53.75,3.299999999999997,2.2099999999999937,5407401,6513912,4262866,2251046,2251046
2018-02-25,55.564,57.26,53.54,3.719999999999999,-3.719999999999999,56.192,57.62,54.21,3.4099999999999966,-3.3299999999999983,54.588,56.52,52.78,3.740000000000002,-3.740000000000002,54.934000000000005,56.59,53.88,2.710000000000001,-2.530000000000001,5392880,5986348,4574396,1411952,-1411952
2018-03-04,53.856,54.28,53.31,0.9699999999999989,0.5799999999999983,54.506,55.07,54.23,0.8400000000000034,0.8400000000000034,53.396,54.01,52.92,1.0899999999999963,0.6999999999999957,54.15,55.06,53.57,1.490000000000002,1.0700000000000003,5495965,7245777,4726027,2519750,43997
2018-03-11,54.542,55.01,54.11,0.8999999999999986,-0.8999999999999986,55.01,55.41,54.51,0.8999999999999986,-0.21999999999999886,53.812,54.59,53.38,1.2100000000000009,-0.9500000000000028,54.324,54.93,53.96,0.9699999999999989,0.18999999999999773,6527880,13000781,4101559,8899222,7926430
2018-03-18,55.482,57.04,54.1,2.9399999999999977,2.280000000000001,56.726,58.38,54.91,3.470000000000006,3.470000000000006,55.07,56.97,53.38,3.5899999999999963,3.5899999999999963,55.910000000000004,57.74,53.57,4.170000000000002,4.170000000000002,7635581,11053224,4821966,6231258,4620035
2018-03-25,58.855,59.16,58.37,0.7899999999999991,0.37000000000000455,59.5625,59.82,59.1,0.7199999999999989,0.490000000000002,58.5175,58.74,58.21,0.5300000000000011,0.5300000000000011,59.06,59.29,58.73,0.5600000000000023,0.21000000000000085,9920542,13327619,8469189,4858430,-326526
2018-04-01,59.334,60.21,58.54,1.6700000000000017,0.9399999999999977,60.186,61.17,59.3,1.8700000000000045,1.3500000000000014,58.228,59.73,56.57,3.1599999999999966,1.9600000000000009,59.480000000000004,60.46,58.09,2.3699999999999974,1.1699999999999946,7899102,8837538,6822629,2014909,1433717
2018-04-08,62.168,63.95,59.86,4.090000000000003,4.090000000000003,63.26,65.0,61.15,3.8500000000000014,3.8500000000000014,61.814,63.74,59.51,4.230000000000004,4.230000000000004,62.866,64.9,60.62,4.280000000000008,4.280000000000008,10402679,11158041,9672907,1485134,-1159155
2018-04-15,65.926,67.0,64.97,2.030000000000001,0.8799999999999955,66.58,67.3,65.99,1.3100000000000023,0.12000000000000455,65.422,66.38,64.38,2.0,0.960000000000008,66.152,66.51,65.73,0.7800000000000011,0.060000000000002274,8647546,11015565,7008374,4007191,-1526552
2018-04-22,65.744,66.43,64.96,1.470000000000013,0.8500000000000085,66.34,67.13,65.56,1.5699999999999932,1.1300000000000097,64.658,65.1,63.92,1.1799999999999926,0.480000000000004,65.554,66.97,64.95,2.019999999999996,-0.5300000000000011,8956752,10574560,6398799,4175761,-2810923
2018-04-29,65.202,66.0,64.88,1.1200000000000045,1.1200000000000045,66.234,67.09,65.78,1.3100000000000023,0.9500000000000028,64.874,65.6,64.32,1.2800000000000011,0.8399999999999892,65.902,66.86,65.45,1.4099999999999966,1.3599999999999994,6803220,7433820,6302172,1131648,-79126
2018-05-06,68.252,69.46,66.8,2.6599999999999966,1.8500000000000085,69.224,70.15,67.74,2.410000000000011,1.25,67.632,68.87,65.45,3.4200000000000017,2.180000000000007,68.398,69.44,66.77,2.6700000000000017,2.6700000000000017,8055127,9271165,6382225,2888940,-2739308
2018-05-13,69.95,70.5,69.5,1.0,1.0,70.566,71.0,70.2,0.7999999999999972,0.6200000000000045,69.462,70.09,69.1,0.9900000000000091,0.18000000000000682,69.948,70.66,69.55,1.1099999999999994,-0.04000000000000625,5963727,8805220,4363391,4441829,-3710529
2018-05-20,69.038,70.77,66.8,3.969999999999999,-3.200000000000003,69.608,71.71,66.86,4.849999999999994,-3.9200000000000017,67.928,69.94,64.44,5.5,-5.1299999999999955,68.766,70.66,65.47,5.189999999999998,-5.189999999999998,6529543,8315770,5440032,2875738,2875738
