Date,NLNK_stock_Open_average,NLNK_stock_Open_max,NLNK_stock_Open_min,NLNK_stock_Open_volatility,NLNK_stock_Open_change,NLNK_stock_High_average,NLNK_stock_High_max,NLNK_stock_High_min,NLNK_stock_High_volatility,NLNK_stock_High_change,NLNK_stock_Low_average,NLNK_stock_Low_max,NLNK_stock_Low_min,NLNK_stock_Low_volatility,NLNK_stock_Low_change,NLNK_stock_Close_average,NLNK_stock_Close_max,NLNK_stock_Close_min,NLNK_stock_Close_volatility,NLNK_stock_Close_change,NLNK_stock_Volume_average,NLNK_stock_Volume_max,NLNK_stock_Volume_min,NLNK_stock_Volume_volatility,NLNK_stock_Volume_change
2018-01-14,8.46,8.64,8.31,0.33000000000000007,-0.15000000000000036,8.6325,8.75,8.55,0.1999999999999993,-0.09999999999999964,8.2175,8.28,8.15,0.129999999999999,0.03999999999999915,8.445,8.62,8.36,0.2599999999999998,0.2599999999999998,585718,796616,417169,379447,-185664
2018-01-21,8.69,8.87,8.56,0.3099999999999987,0.03999999999999915,8.886,9.14,8.7,0.4400000000000013,-0.4400000000000013,8.46,8.56,8.31,0.25,-0.22999999999999865,8.618,8.76,8.55,0.20999999999999908,0.019999999999999574,636417,931543,466156,465387,-376960
2018-01-28,8.42,8.53,8.15,0.379999999999999,-0.10999999999999943,8.662,8.83,8.56,0.2699999999999996,-0.049999999999998934,8.248,8.47,8.07,0.40000000000000036,-0.20000000000000107,8.452,8.59,8.25,0.33999999999999986,-0.14000000000000057,583719,855679,368396,487283,327504
2018-02-04,8.176,8.79,7.6,1.1899999999999995,-0.75,8.504,9.0,7.73,1.2699999999999996,-0.8499999999999996,7.646,8.16,6.57,1.5899999999999999,-1.5700000000000003,7.934,8.81,6.81,2.000000000000001,-1.3500000000000005,1065779,1710296,620598,1089698,1089698
2018-02-11,6.828,7.01,6.55,0.45999999999999996,-0.13999999999999968,7.116,7.42,6.92,0.5,0.09999999999999964,6.642,6.85,6.38,0.46999999999999975,0.02999999999999936,6.84,7.11,6.56,0.5500000000000007,0.1900000000000004,896186,1304473,519313,785160,-191311
2018-02-18,49.6675,64.53,7.06,57.47,56.3,50.665,66.42,7.36,59.06,56.63,48.25525,62.91,7.05,55.86,53.461000000000006,49.28,63.9,7.13,56.769999999999996,56.769999999999996,191103,553941,68468,485473,-484948
2018-02-25,64.602,66.69,62.55,4.140000000000001,-1.8900000000000006,66.654,69.21,65.07,4.140000000000001,3.6899999999999977,62.0462,64.08,59.4,4.68,-3.6000000000000014,65.44800000000001,68.31,62.91,5.400000000000006,3.3299999999999983,103241,188762,58229,130533,130533
2018-03-04,70.866,73.35,68.22,5.1299999999999955,5.1299999999999955,73.098,75.42,69.66,5.760000000000005,3.6899999999999977,68.444,70.38,65.29,5.089999999999989,2.2099999999999937,71.37,72.9,69.3,3.6000000000000085,1.3500000000000085,94285,126264,68254,58010,38535
2018-03-11,71.208,73.98,66.15,7.829999999999998,-4.859999999999999,72.4756,75.33,66.368,8.962000000000003,-8.962000000000003,68.30460000000001,71.343,63.0,8.343000000000004,-7.290000000000006,69.91199999999999,73.89,65.16,8.730000000000004,-8.730000000000004,83589,107338,56553,50785,12908
2018-03-18,64.512,66.33,62.55,3.780000000000001,1.1700000000000017,66.7844,68.04,64.08,3.960000000000008,1.5080000000000098,62.9774,64.8,61.2,3.5999999999999943,2.9039999999999964,64.584,66.42,62.37,4.050000000000004,2.970000000000006,81591,128150,51885,76265,-76265
2018-03-25,66.195,68.49,63.9,4.589999999999996,2.25,68.31,69.93,67.32,2.6100000000000136,2.6100000000000136,63.738,65.07,63.251999999999995,1.8179999999999978,1.7099999999999937,65.8575,68.22,63.72,4.5,-0.9899999999999949,65517,76976,43249,33727,33727
2018-04-01,59.67,66.51,40.5,26.010000000000005,-24.39,61.758,66.78,44.91,21.870000000000005,-21.150000000000006,57.384,64.53,35.55,28.980000000000004,-27.540000000000006,59.309999999999995,65.88,37.8,28.08,-25.650000000000006,394481,1699852,45262,1654590,1628173
2018-04-08,37.386,41.13,35.19,5.940000000000005,4.590000000000003,39.15,41.4,37.08,4.32,4.229999999999997,36.1806,39.69,33.84,5.849999999999994,5.756999999999998,37.8,40.5,34.74,5.759999999999998,5.489999999999995,260509,397116,141420,255696,-255696
2018-04-15,39.51,40.77,37.71,3.0600000000000023,2.6099999999999994,41.1404,42.84,37.8,5.040000000000006,3.4200000000000017,37.8918,39.87,33.75,6.119999999999997,5.490000000000002,40.023,41.13,37.125,4.005000000000003,3.2849999999999966,150142,240313,88316,151997,-151997
2018-04-22,41.544000000000004,42.75,40.5,2.25,2.25,42.498000000000005,42.93,41.31,1.6199999999999974,1.5300000000000011,40.014,41.04,39.15,1.8900000000000006,1.4400000000000048,41.886,42.57,40.86,1.7100000000000009,1.6199999999999974,84770,133628,45471,88157,-61844
