Date,Fidelity NASDAQ Composite_Open_average,Fidelity NASDAQ Composite_Open_max,Fidelity NASDAQ Composite_Open_min,Fidelity NASDAQ Composite_Open_volatility,Fidelity NASDAQ Composite_Open_change,Fidelity NASDAQ Composite_High_average,Fidelity NASDAQ Composite_High_max,Fidelity NASDAQ Composite_High_min,Fidelity NASDAQ Composite_High_volatility,Fidelity NASDAQ Composite_High_change,Fidelity NASDAQ Composite_Low_average,Fidelity NASDAQ Composite_Low_max,Fidelity NASDAQ Composite_Low_min,Fidelity NASDAQ Composite_Low_volatility,Fidelity NASDAQ Composite_Low_change,Fidelity NASDAQ Composite_Close_average,Fidelity NASDAQ Composite_Close_max,Fidelity NASDAQ Composite_Close_min,Fidelity NASDAQ Composite_Close_volatility,Fidelity NASDAQ Composite_Close_change
2018-01-14,288.3,288.3,288.3,0.0,0.0,290.84,290.84,290.84,0.0,0.0,287.92,287.92,287.92,0.0,0.0,290.84,290.84,290.84,0.0,0.0
2018-01-21,294.4,294.4,294.4,0.0,0.0,294.4,294.4,294.4,0.0,0.0,292.65,292.65,292.65,0.0,0.0,293.2,293.2,293.2,0.0,0.0
2018-01-28,280.47,280.47,280.47,0.0,0.0,285.04,285.04,285.04,0.0,0.0,272.75,272.75,272.75,0.0,0.0,273.57,273.57,273.57,0.0,0.0
2018-02-04,272.28,272.28,272.28,0.0,0.0,275.14,275.14,275.14,0.0,0.0,269.85,269.85,269.85,0.0,0.0,273.94,273.94,273.94,0.0,0.0
2018-02-11,286.54,286.54,286.54,0.0,0.0,286.84,286.84,286.84,0.0,0.0,283.65,283.65,283.65,0.0,0.0,284.47,284.47,284.47,0.0,0.0
2018-02-18,289.5,289.5,289.5,0.0,0.0,291.26,291.26,291.26,0.0,0.0,288.01,288.01,288.01,0.0,0.0,291.08,291.08,291.08,0.0,0.0
2018-02-25,284.33,284.33,284.33,0.0,0.0,288.34,288.34,288.34,0.0,0.0,282.86,282.86,282.86,0.0,0.0,287.67,287.67,287.67,0.0,0.0
2018-03-04,297.84,297.84,297.84,0.0,0.0,298.65,298.65,298.65,0.0,0.0,296.82,296.82,296.82,0.0,0.0,297.86,297.86,297.86,0.0,0.0
2018-03-11,291.74,291.74,291.74,0.0,0.0,291.74,291.74,291.74,0.0,0.0,285.53,285.53,285.53,0.0,0.0,287.94,287.94,287.94,0.0,0.0
2018-03-18,279.77,279.77,279.77,0.0,0.0,282.88,282.88,282.88,0.0,0.0,275.0,275.0,275.0,0.0,0.0,282.79,282.79,282.79,0.0,0.0
2018-03-25,275.05,275.05,275.05,0.0,0.0,275.05,275.05,275.05,0.0,0.0,267.32,267.32,267.32,0.0,0.0,269.41,269.41,269.41,0.0,0.0
2018-04-01,273.81,273.81,273.81,0.0,0.0,277.37,277.37,277.37,0.0,0.0,272.63,272.63,272.63,0.0,0.0,272.69,272.69,272.69,0.0,0.0
2018-04-08,280.95,280.95,280.95,0.0,0.0,281.73,281.73,281.73,0.0,0.0,279.32,279.32,279.32,0.0,0.0,280.94,280.94,280.94,0.0,0.0
2018-04-15,282.1,282.1,282.1,0.0,0.0,282.53,282.53,282.53,0.0,0.0,278.61,278.61,278.61,0.0,0.0,279.85,279.85,279.85,0.0,0.0
2018-04-22,280.01,280.01,280.01,0.0,0.0,281.29,281.29,281.29,0.0,0.0,277.57,277.57,277.57,0.0,0.0,277.67,277.67,277.67,0.0,0.0
2018-04-29,284.43,284.43,284.43,0.0,0.0,286.0,286.0,286.0,0.0,0.0,283.94,283.94,283.94,0.0,0.0,285.15,285.15,285.15,0.0,0.0
2018-05-06,291.6,291.6,291.6,0.0,0.0,292.66,292.66,292.66,0.0,0.0,290.61,290.61,290.61,0.0,0.0,291.06,291.06,291.06,0.0,0.0
2018-05-13,291.0,291.0,291.0,0.0,0.0,291.82,291.82,291.82,0.0,0.0,289.61,289.61,289.61,0.0,0.0,290.46,290.46,290.46,0.0,0.0
2018-05-20,291.85,291.85,291.85,0.0,0.0,292.75,292.75,292.75,0.0,0.0,291.04,291.04,291.04,0.0,0.0,292.05,292.05,292.05,0.0,0.0
2018-05-27,297.54,297.54,297.54,0.0,0.0,298.79,298.79,298.79,0.0,0.0,296.94,296.94,296.94,0.0,0.0,298.58,298.58,298.58,0.0,0.0
2018-06-03,300.82,300.82,300.82,0.0,0.0,301.68,301.68,301.68,0.0,0.0,300.31,300.31,300.31,0.0,0.0,301.01,301.01,301.01,0.0,0.0
2018-06-10,302.41,302.41,302.41,0.0,0.0,303.71,303.71,303.71,0.0,0.0,301.15,301.15,301.15,0.0,0.0,303.46,303.46,303.46,0.0,0.0
2018-06-17,300.25,300.25,300.25,0.0,0.0,300.25,300.25,300.25,0.0,0.0,293.26,293.26,293.26,0.0,0.0,295.4,295.4,295.4,0.0,0.0
2018-06-24,292.89,292.89,292.89,0.0,0.0,296.83,296.83,296.83,0.0,0.0,291.69,291.69,291.69,0.0,0.0,296.81,296.81,296.81,0.0,0.0
2018-07-01,303.64,303.64,303.64,0.0,0.0,304.26,304.26,304.26,0.0,0.0,302.16,302.16,302.16,0.0,0.0,304.26,304.26,304.26,0.0,0.0
2018-07-08,306.72,306.72,306.72,0.0,0.0,307.52,307.52,307.52,0.0,0.0,305.74,305.74,305.74,0.0,0.0,306.06,306.06,306.06,0.0,0.0
2018-07-15,306.8,306.8,306.8,0.0,0.0,307.93,307.93,307.93,0.0,0.0,305.47,305.47,305.47,0.0,0.0,307.84,307.84,307.84,0.0,0.0
2018-07-22,304.15,304.15,304.15,0.0,0.0,304.15,304.15,304.15,0.0,0.0,298.61,298.61,298.61,0.0,0.0,299.82,299.82,299.82,0.0,0.0
2018-07-29,307.45,307.45,307.45,0.0,0.0,308.56,308.56,308.56,0.0,0.0,306.54,306.54,306.54,0.0,0.0,308.35,308.35,308.35,0.0,0.0
2018-08-05,308.76,308.76,308.76,0.0,0.0,309.43,309.43,309.43,0.0,0.0,306.6,306.6,306.6,0.0,0.0,307.19,307.19,307.19,0.0,0.0
2018-08-12,308.18,308.18,308.18,0.0,0.0,308.18,308.18,308.18,0.0,0.0,306.17,306.17,306.17,0.0,0.0,307.4,307.4,307.4,0.0,0.0
2018-08-19,312.42,312.42,312.42,0.0,0.0,315.0,315.0,315.0,0.0,0.0,312.42,312.42,312.42,0.0,0.0,314.65,314.65,314.65,0.0,0.0
2018-08-26,317.82,317.82,317.82,0.0,0.0,318.85,318.85,318.85,0.0,0.0,317.6,317.6,317.6,0.0,0.0,318.63,318.63,318.63,0.0,0.0
2018-09-02,312.05,312.05,312.05,0.0,0.0,312.05,312.05,312.05,0.0,0.0,310.0,310.0,310.0,0.0,0.0,311.29,311.29,311.29,0.0,0.0
2018-09-09,314.84,314.84,314.84,0.0,0.0,314.84,314.84,314.84,0.0,0.0,310.25,310.25,310.25,0.0,0.0,310.27,310.27,310.27,0.0,0.0
2018-09-16,311.55,311.55,311.55,0.0,0.0,313.27,313.27,313.27,0.0,0.0,310.55,310.55,310.55,0.0,0.0,313.27,313.27,313.27,0.0,0.0
2018-09-23,317.2,317.2,317.2,0.0,0.0,317.66,317.66,317.66,0.0,0.0,314.26,314.26,314.26,0.0,0.0,314.88,314.88,314.88,0.0,0.0
2018-09-30,304.86,304.86,304.86,0.0,0.0,305.25,305.25,305.25,0.0,0.0,300.27,300.27,300.27,0.0,0.0,303.17,303.17,303.17,0.0,0.0
2018-10-07,294.17,294.17,294.17,0.0,0.0,294.2,294.2,294.2,0.0,0.0,289.85,289.85,289.85,0.0,0.0,291.44,291.44,291.44,0.0,0.0
2018-10-14,293.56,293.56,293.56,0.0,0.0,294.47,294.47,294.47,0.0,0.0,291.05,291.05,291.05,0.0,0.0,292.61,292.61,292.61,0.0,0.0
2018-10-21,284.91,284.91,284.91,0.0,0.0,286.0,286.0,286.0,0.0,0.0,271.87,271.87,271.87,0.0,0.0,276.92,276.92,276.92,0.0,0.0
2018-10-28,288.91,288.91,288.91,0.0,0.0,288.91,288.91,288.91,0.0,0.0,284.35,284.35,284.35,0.0,0.0,287.48,287.48,287.48,0.0,0.0
2018-11-04,289.4,289.4,289.4,0.0,0.0,289.4,289.4,289.4,0.0,0.0,282.26,282.26,282.26,0.0,0.0,282.53,282.53,282.53,0.0,0.0
2018-11-11,283.1,283.1,283.1,0.0,0.0,283.69,283.69,283.69,0.0,0.0,275.25,275.25,275.25,0.0,0.0,275.67,275.67,275.67,0.0,0.0
2018-11-18,275.54,275.54,275.54,0.0,0.0,278.01,278.01,278.01,0.0,0.0,274.74,274.74,274.74,0.0,0.0,277.73,277.73,277.73,0.0,0.0
2018-11-25,294.28,294.28,294.28,0.0,0.0,295.8,295.8,295.8,0.0,0.0,290.3,290.3,290.3,0.0,0.0,292.44,292.44,292.44,0.0,0.0
2018-12-02,272.83,272.83,272.83,0.0,0.0,276.17,276.17,276.17,0.0,0.0,270.38,270.38,270.38,0.0,0.0,275.55,275.55,275.55,0.0,0.0
2018-12-09,270.78,270.78,270.78,0.0,0.0,272.04,272.04,272.04,0.0,0.0,263.84,263.84,263.84,0.0,0.0,265.32,265.32,265.32,0.0,0.0
2018-12-16,245.49,245.49,245.49,0.0,0.0,248.77,248.77,248.77,0.0,0.0,243.01,243.01,243.01,0.0,0.0,243.03,243.03,243.03,0.0,0.0
2018-12-23,259.98,259.98,259.98,0.0,0.0,260.56,260.56,260.56,0.0,0.0,257.68,257.68,257.68,0.0,0.0,259.96,259.96,259.96,0.0,0.0
2018-12-30,264.72,264.72,264.72,0.0,0.0,268.73,268.73,268.73,0.0,0.0,264.0,264.0,264.0,0.0,0.0,267.45,267.45,267.45,0.0,0.0
2019-01-06,270.85,270.85,270.85,0.0,0.0,271.53,271.53,271.53,0.0,0.0,269.01,269.01,269.01,0.0,0.0,270.4,270.4,270.4,0.0,0.0
2019-01-13,279.96,279.96,279.96,0.0,0.0,281.82,281.82,281.82,0.0,0.0,278.22,278.22,278.22,0.0,0.0,280.57,280.57,280.57,0.0,0.0
2019-01-20,278.11,278.11,278.11,0.0,0.0,278.11,278.11,278.11,0.0,0.0,275.27,275.27,275.27,0.0,0.0,277.73,277.73,277.73,0.0,0.0
2019-01-27,284.12,284.12,284.12,0.0,0.0,287.77,287.77,287.77,0.0,0.0,284.12,284.12,284.12,0.0,0.0,287.77,287.77,287.77,0.0,0.0
2019-02-03,287.53,287.53,287.53,0.0,0.0,287.87,287.87,287.87,0.0,0.0,286.25,286.25,286.25,0.0,0.0,287.14,287.14,287.14,0.0,0.0
2019-02-10,293.1,293.1,293.1,0.0,0.0,293.9,293.9,293.9,0.0,0.0,291.92,291.92,291.92,0.0,0.0,292.92,292.92,292.92,0.0,0.0
2019-02-17,297.76,297.76,297.76,0.0,0.0,298.46,298.46,298.46,0.0,0.0,296.2,296.2,296.2,0.0,0.0,296.2,296.2,296.2,0.0,0.0
