Date,PIMCO Low Duration Active_Open_average,PIMCO Low Duration Active_Open_max,PIMCO Low Duration Active_Open_volatility,PIMCO Low Duration Active_Open_change,PIMCO Low Duration Active_High_average,PIMCO Low Duration Active_High_max,PIMCO Low Duration Active_High_volatility,PIMCO Low Duration Active_High_change,PIMCO Low Duration Active_Low_average,PIMCO Low Duration Active_Low_max,PIMCO Low Duration Active_Low_volatility,PIMCO Low Duration Active_Low_change,PIMCO Low Duration Active_Close_average,PIMCO Low Duration Active_Close_max,PIMCO Low Duration Active_Close_volatility,PIMCO Low Duration Active_Close_change
2016-01-03,99.22,99.22,0.0,0.0,99.58,99.58,0.0,0.0,99.21,99.21,0.0,0.0,99.47,99.47,0.0,0.0
2016-01-10,99.31,99.31,0.0,0.0,99.31,99.31,0.0,0.0,99.31,99.31,0.0,0.0,99.31,99.31,0.0,0.0
2016-01-17,99.14,99.14,0.0,0.0,99.18,99.18,0.0,0.0,98.9,98.9,0.0,0.0,99.18,99.18,0.0,0.0
2016-01-24,99.05,99.05,0.0,0.0,99.12,99.12,0.0,0.0,98.56,98.56,0.0,0.0,99.12,99.12,0.0,0.0
2016-01-31,98.44,98.44,0.0,0.0,98.44,98.44,0.0,0.0,98.29,98.29,0.0,0.0,98.29,98.29,0.0,0.0
2016-02-07,97.24,97.24,0.0,0.0,97.82,97.82,0.0,0.0,97.24,97.24,0.0,0.0,97.76,97.76,0.0,0.0
2016-02-14,98.67,98.67,0.0,0.0,99.25,99.25,0.0,0.0,98.5,98.5,0.0,0.0,98.73,98.73,0.0,0.0
2016-02-21,98.63,98.63,0.0,0.0,98.96,98.96,0.0,0.0,98.63,98.63,0.0,0.0,98.96,98.96,0.0,0.0
2016-02-28,98.71,98.71,0.0,0.0,99.16,99.16,0.0,0.0,98.68,98.68,0.0,0.0,98.68,98.68,0.0,0.0
2016-03-06,99.41,99.41,0.0,0.0,99.41,99.41,0.0,0.0,98.83,98.83,0.0,0.0,99.22,99.22,0.0,0.0
2016-03-13,99.64,99.64,0.0,0.0,99.64,99.64,0.0,0.0,99.27,99.27,0.0,0.0,99.27,99.27,0.0,0.0
2016-03-20,99.23,99.23,0.0,0.0,99.23,99.23,0.0,0.0,99.23,99.23,0.0,0.0,99.23,99.23,0.0,0.0
2016-03-27,99.36,99.36,0.0,0.0,99.41,99.41,0.0,0.0,99.09,99.09,0.0,0.0,99.21,99.21,0.0,0.0
2016-04-03,99.68,99.68,0.0,0.0,99.84,99.84,0.0,0.0,99.27,99.27,0.0,0.0,99.27,99.27,0.0,0.0
2016-04-10,99.39,99.39,0.0,0.0,99.87,99.87,0.0,0.0,99.35,99.35,0.0,0.0,99.5,99.5,0.0,0.0
