Date,INVE_stock_Open_average,INVE_stock_Open_max,INVE_stock_Open_min,INVE_stock_Open_volatility,INVE_stock_Open_change,INVE_stock_High_average,INVE_stock_High_max,INVE_stock_High_min,INVE_stock_High_volatility,INVE_stock_High_change,INVE_stock_Low_average,INVE_stock_Low_max,INVE_stock_Low_min,INVE_stock_Low_volatility,INVE_stock_Low_change,INVE_stock_Close_average,INVE_stock_Close_max,INVE_stock_Close_min,INVE_stock_Close_volatility,INVE_stock_Close_change,INVE_stock_Volume_average,INVE_stock_Volume_max,INVE_stock_Volume_min,INVE_stock_Volume_volatility,INVE_stock_Volume_change
2018-01-14,3.645,3.71,3.52,0.18999999999999995,0.18999999999999995,3.7725,4.0,3.67,0.33000000000000007,0.33000000000000007,3.5700000000000003,3.67,3.49,0.17999999999999972,0.16999999999999993,3.6875,3.83,3.56,0.27,0.27,60831,103024,20352,82672,-19157
2018-01-21,3.89,3.99,3.84,0.15000000000000036,0.020000000000000018,4.038,4.2,3.95,0.25,-0.1200000000000001,3.758,3.78,3.72,0.05999999999999961,0.029999999999999805,3.846,3.89,3.82,0.07000000000000028,0.020000000000000018,45670,96417,15747,80670,-73355
2018-01-28,3.776,3.83,3.69,0.14000000000000012,-0.010000000000000231,3.872,3.98,3.83,0.1499999999999999,0.009999999999999787,3.646,3.74,3.51,0.23000000000000043,-0.23000000000000043,3.706,3.81,3.51,0.30000000000000027,-0.30000000000000027,27002,67687,4596,63091,63091
2018-02-04,3.684,3.83,3.5,0.33000000000000007,0.2100000000000004,3.876,4.05,3.65,0.3999999999999999,0.22999999999999998,3.47,3.66,3.31,0.3500000000000001,0.27,3.7,3.83,3.54,0.29000000000000004,0.1200000000000001,71682,179059,9253,169806,-32424
2018-02-11,3.714,3.86,3.55,0.31000000000000005,0.16999999999999993,3.924,4.19,3.76,0.4300000000000006,0.40000000000000036,3.634,3.76,3.52,0.23999999999999977,0.19999999999999973,3.806,4.07,3.56,0.5100000000000002,0.5100000000000002,108359,273588,20953,252635,217404
2018-02-18,4.0525,4.23,3.83,0.40000000000000036,-0.16999999999999993,4.3,4.4,4.16,0.2400000000000002,-0.17999999999999972,3.92,3.97,3.83,0.14000000000000012,-0.1299999999999999,4.1325,4.23,4.07,0.16000000000000014,-0.16000000000000014,61433,114562,21370,93192,-73730
2018-02-25,3.862,3.91,3.8,0.11000000000000032,-0.11000000000000032,3.962,4.01,3.87,0.13999999999999968,0.020000000000000018,3.774,3.83,3.67,0.16000000000000014,-0.14000000000000012,3.864,3.89,3.83,0.06000000000000005,0.010000000000000231,29316,60514,11105,49409,-35597
2018-03-04,3.82,3.85,3.72,0.1299999999999999,0.010000000000000231,3.906,4.0,3.85,0.1499999999999999,0.04999999999999982,3.648,3.8,3.57,0.22999999999999998,-0.22999999999999998,3.764,3.84,3.68,0.1599999999999997,0.009999999999999787,28593,40776,17073,23703,-3635
2018-03-11,3.7319999999999998,3.86,3.61,0.25,-0.25,3.828,3.95,3.75,0.20000000000000018,-0.18000000000000016,3.628,3.72,3.6,0.1200000000000001,-0.1200000000000001,3.7079999999999997,3.82,3.63,0.18999999999999995,-0.10999999999999988,33096,44958,25607,19351,3623
2018-03-18,3.7560000000000002,3.93,3.63,0.30000000000000027,0.18000000000000016,3.898,4.0,3.74,0.2599999999999998,0.1599999999999997,3.714,3.84,3.61,0.22999999999999998,0.1499999999999999,3.836,3.91,3.71,0.20000000000000018,0.10999999999999988,29913,49683,9993,39690,-7383
2018-03-25,3.7600000000000002,3.83,3.72,0.10999999999999988,-0.10999999999999988,3.86,3.92,3.78,0.14000000000000012,-0.020000000000000018,3.5925000000000002,3.7,3.55,0.15000000000000036,-0.15000000000000036,3.6975000000000002,3.74,3.65,0.0900000000000003,0.020000000000000018,36489,58570,22292,36278,36278
2018-04-01,3.606,3.72,3.55,0.17000000000000037,-0.14000000000000012,3.726,3.9,3.58,0.31999999999999984,-0.31999999999999984,3.412,3.55,3.31,0.23999999999999977,0.029999999999999805,3.54,3.64,3.36,0.28000000000000025,-0.25,37064,81463,13198,68265,-11988
2018-04-08,3.448,3.49,3.42,0.07000000000000028,0.010000000000000231,3.662,3.82,3.53,0.29000000000000004,0.29000000000000004,3.392,3.44,3.35,0.08999999999999986,-0.009999999999999787,3.516,3.81,3.41,0.3999999999999999,0.33999999999999986,28313,75343,12485,62858,50245
2018-04-15,3.652,3.77,3.52,0.25,-0.25,3.74,3.88,3.57,0.31000000000000005,-0.31000000000000005,3.554,3.71,3.37,0.33999999999999986,-0.18999999999999995,3.608,3.73,3.52,0.20999999999999996,-0.18999999999999995,8841,10074,8275,1799,165
2018-04-22,3.394,3.5,3.31,0.18999999999999995,-0.009999999999999787,3.492,3.62,3.38,0.2400000000000002,-0.1499999999999999,3.334,3.38,3.3,0.08000000000000007,-0.020000000000000018,3.404,3.48,3.31,0.16999999999999993,-0.1499999999999999,22886,35861,12452,23409,-17396
2018-04-29,3.386,3.48,3.31,0.16999999999999993,0.06999999999999984,3.448,3.5,3.41,0.08999999999999986,-0.08999999999999986,3.312,3.37,3.27,0.10000000000000009,0.06000000000000005,3.386,3.41,3.36,0.050000000000000266,0.040000000000000036,10185,18326,1741,16585,-6791
