Date,WisdomTree Global ex US Quality Dividend GrowthEtf_Open_average,WisdomTree Global ex US Quality Dividend GrowthEtf_Open_max,WisdomTree Global ex US Quality Dividend GrowthEtf_Open_min,WisdomTree Global ex US Quality Dividend GrowthEtf_Open_volatility,WisdomTree Global ex US Quality Dividend GrowthEtf_Open_change,WisdomTree Global ex US Quality Dividend GrowthEtf_High_average,WisdomTree Global ex US Quality Dividend GrowthEtf_High_max,WisdomTree Global ex US Quality Dividend GrowthEtf_High_min,WisdomTree Global ex US Quality Dividend GrowthEtf_High_volatility,WisdomTree Global ex US Quality Dividend GrowthEtf_High_change,WisdomTree Global ex US Quality Dividend GrowthEtf_Low_average,WisdomTree Global ex US Quality Dividend GrowthEtf_Low_max,WisdomTree Global ex US Quality Dividend GrowthEtf_Low_min,WisdomTree Global ex US Quality Dividend GrowthEtf_Low_volatility,WisdomTree Global ex US Quality Dividend GrowthEtf_Low_change,WisdomTree Global ex US Quality Dividend GrowthEtf_Close_average,WisdomTree Global ex US Quality Dividend GrowthEtf_Close_max,WisdomTree Global ex US Quality Dividend GrowthEtf_Close_min,WisdomTree Global ex US Quality Dividend GrowthEtf_Close_volatility,WisdomTree Global ex US Quality Dividend GrowthEtf_Close_change
2018-01-14,61.76,61.76,61.76,0.0,0.0,61.89,61.89,61.89,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.82,61.82,61.82,0.0,0.0
2018-01-21,62.52,62.52,62.52,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2018-01-28,61.26,61.26,61.26,0.0,0.0,61.26,61.26,61.26,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.62,60.62,60.62,0.0,0.0
2018-02-04,57.32,57.32,57.32,0.0,0.0,57.63,57.63,57.63,0.0,0.0,55.97,55.97,55.97,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2018-02-11,60.12,60.12,60.12,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.09,60.09,60.09,0.0,0.0,60.25,60.25,60.25,0.0,0.0
2018-02-18,59.77,59.77,59.77,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.86,59.86,59.86,0.0,0.0
2018-02-25,57.78,57.78,57.78,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.75,57.75,57.75,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2018-03-04,59.42,59.42,59.42,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.42,59.42,59.42,0.0,0.0,59.79,59.79,59.79,0.0,0.0
2018-03-11,59.77,59.77,59.77,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.63,59.63,59.63,0.0,0.0
2018-03-18,58.63,58.63,58.63,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2018-03-25,59.09,59.09,59.09,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.09,59.09,59.09,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2018-04-01,59.56,59.56,59.56,0.0,0.0,59.58,59.58,59.58,0.0,0.0,58.94,58.94,58.94,0.0,0.0,59.15,59.15,59.15,0.0,0.0
2018-04-08,59.77,59.77,59.77,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.46,59.46,59.46,0.0,0.0
2018-04-15,58.95,58.95,58.95,0.0,0.0,58.95,58.95,58.95,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2018-04-22,58.87,58.87,58.87,0.0,0.0,59.02,59.02,59.02,0.0,0.0,58.76,58.76,58.76,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2018-04-29,58.08,58.08,58.08,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.62,58.62,58.62,0.0,0.0
2018-05-06,59.45,59.45,59.45,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2018-05-13,58.59,58.59,58.59,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2018-05-20,58.91,58.91,58.91,0.0,0.0,58.92,58.92,58.92,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.81,58.81,58.81,0.0,0.0
2018-05-27,58.64,58.64,58.64,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.66,58.66,58.66,0.0,0.0
2018-06-03,59.17,59.17,59.17,0.0,0.0,59.18,59.18,59.18,0.0,0.0,59.12,59.12,59.12,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2018-06-10,58.93,58.93,58.93,0.0,0.0,58.96,58.96,58.96,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2018-06-17,58.67,58.67,58.67,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.64,58.64,58.64,0.0,0.0
2018-06-24,57.12,57.12,57.12,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2018-07-01,57.07,57.07,57.07,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.07,57.07,57.07,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2018-07-08,57.96,57.96,57.96,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.98,57.98,57.98,0.0,0.0
2018-07-15,58.53,58.53,58.53,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.45,58.45,58.45,0.0,0.0
2018-07-22,58.89,58.89,58.89,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2018-07-29,58.16,58.16,58.16,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2018-08-05,57.27,57.27,57.27,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.17,57.17,57.17,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2018-08-12,56.76,56.76,56.76,0.0,0.0,57.28,57.28,57.28,0.0,0.0,56.73,56.73,56.73,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2018-08-19,58.09,58.09,58.09,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.32,58.32,58.32,0.0,0.0
2018-08-26,58.25,58.25,58.25,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.34,58.34,58.34,0.0,0.0
2018-09-02,56.52,56.52,56.52,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.26,56.26,56.26,0.0,0.0,56.27,56.27,56.27,0.0,0.0
2018-09-09,57.52,57.52,57.52,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.44,57.44,57.44,0.0,0.0
2018-09-16,58.23,58.23,58.23,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.19,58.19,58.19,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2018-09-23,57.27,57.27,57.27,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.18,57.18,57.18,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2018-09-30,55.47,55.47,55.47,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2018-10-07,53.4,53.4,53.4,0.0,0.0,53.4,53.4,53.4,0.0,0.0,52.9,52.9,52.9,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2018-10-14,53.21,53.21,53.21,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2018-10-21,50.56,50.56,50.56,0.0,0.0,51.44,51.44,51.44,0.0,0.0,50.56,50.56,50.56,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2018-10-28,54.4,54.4,54.4,0.0,0.0,54.4,54.4,54.4,0.0,0.0,53.8,53.8,53.8,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2018-11-04,53.05,53.05,53.05,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2018-11-11,51.45,51.45,51.45,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2018-11-18,51.22,51.22,51.22,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2018-11-25,52.26,52.26,52.26,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2018-12-02,51.44,51.44,51.44,0.0,0.0,51.44,51.44,51.44,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2018-12-09,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2018-12-16,48.91,48.91,48.91,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2018-12-23,49.36,49.36,49.36,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.08,49.08,49.08,0.0,0.0
