Date,SPG_Open_average,SPG_Open_max,SPG_Open_min,SPG_Open_volatility,SPG_Open_change,SPG_High_average,SPG_High_max,SPG_High_min,SPG_High_volatility,SPG_High_change,SPG_Low_average,SPG_Low_max,SPG_Low_min,SPG_Low_volatility,SPG_Low_change,SPG_Close_average,SPG_Close_max,SPG_Close_min,SPG_Close_volatility,SPG_Close_change,SPG_Volume_average,SPG_Volume_max,SPG_Volume_min,SPG_Volume_volatility,SPG_Volume_change
2018-01-14,165.572,167.03,164.28,2.75,-1.6399999999999864,167.16,168.1,165.28,2.819999999999993,-1.2699999999999818,164.074,164.9,163.03,1.8700000000000045,-0.8300000000000125,165.406,167.4,164.24,3.1599999999999966,1.0600000000000023,1730620,1947562,1449412,498150,302233
2018-01-21,165.488,166.93,163.43,3.5,-3.5,166.364,169.28,163.79,5.490000000000009,-5.490000000000009,163.562,165.59,161.83,3.759999999999991,-3.759999999999991,164.652,166.33,162.92,3.410000000000025,-3.410000000000025,1879279,2863969,1476861,1387108,-1185332
2018-01-28,160.252,163.61,155.68,7.930000000000007,-7.1299999999999955,162.23,164.83,159.18,5.650000000000006,-4.289999999999992,157.836,161.26,154.36,6.899999999999977,-6.899999999999977,159.454,163.37,155.12,8.25,-7.490000000000009,2780399,3259452,2145028,1114424,533599
2018-02-04,154.912,157.33,152.89,4.440000000000026,3.170000000000016,157.554,158.5,156.09,2.4099999999999966,1.75,152.532,154.76,151.27,3.4899999999999807,0.2300000000000182,155.404,157.2,152.18,5.019999999999982,0.8200000000000216,2803154,3469694,2055725,1413969,-1131157
2018-02-11,154.95,156.01,154.56,1.4499999999999886,1.4499999999999886,156.33499999999998,157.54,155.03,2.509999999999991,1.4399999999999977,153.54000000000002,155.49,151.31,4.180000000000007,1.990000000000009,155.455,156.15,154.09,2.0600000000000023,0.5999999999999943,1794173,2092528,1481858,610670,428011
2018-02-18,154.92,157.15,152.04,5.110000000000014,1.1800000000000068,156.972,159.15,155.69,3.460000000000008,1.75,153.846,156.5,151.28,5.219999999999999,0.9699999999999989,155.33,159.07,151.3,7.769999999999982,3.4799999999999898,1459904,1657113,1071009,586104,-64796
2018-02-25,155.446,160.11,153.3,6.810000000000002,-5.740000000000009,157.638,161.08,155.74,5.340000000000003,-2.410000000000025,153.538,154.37,152.89,1.4800000000000182,0.4399999999999977,155.072,157.46,153.51,3.950000000000017,3.530000000000001,1770370,2076066,1566075,509991,-334021
2018-03-04,156.494,156.75,156.14,0.6100000000000136,-0.030000000000001137,157.662,158.49,156.79,1.700000000000017,-0.37999999999999545,155.344,156.11,154.15,1.960000000000008,0.0800000000000125,156.628,157.63,155.92,1.710000000000008,-0.8899999999999864,1554312,2259690,1201691,1057999,787673
2018-03-11,157.544,158.52,156.5,2.0200000000000102,0.18000000000000682,158.622,159.32,157.31,2.009999999999991,-1.960000000000008,155.808,157.02,154.15,2.8700000000000045,-1.8799999999999955,157.024,158.49,155.43,3.0600000000000023,-2.039999999999992,1812378,2498165,1269287,1228878,-139774
2018-03-18,154.016,155.69,152.79,2.9000000000000057,-2.9000000000000057,155.166,156.8,153.54,3.2600000000000193,-3.2600000000000193,152.614,154.19,151.38,2.8100000000000023,-2.4199999999999875,153.3,154.58,151.73,2.8500000000000227,-1.2600000000000193,1557317,1797340,1318213,479127,166815
2018-03-25,153.4175,156.35,151.24,5.109999999999985,3.0600000000000023,155.18,157.29,151.81,5.47999999999999,3.6899999999999977,150.9375,153.3,147.28,6.02000000000001,4.689999999999998,153.45,155.91,150.46,5.449999999999989,2.6200000000000045,2359768,3576073,1680688,1895385,-1895385
2018-04-01,154.404,155.98,153.0,2.9799999999999898,0.839999999999975,156.174,157.25,154.97,2.280000000000001,-0.37000000000000455,153.18,154.22,152.2,2.0200000000000102,0.8000000000000114,154.716,156.28,153.42,2.8600000000000136,-0.8100000000000023,1496752,2066895,1198839,868056,-119198
