Date,IDA_stock_Open_average,IDA_stock_Open_max,IDA_stock_Open_min,IDA_stock_Open_volatility,IDA_stock_Open_change,IDA_stock_High_average,IDA_stock_High_max,IDA_stock_High_min,IDA_stock_High_volatility,IDA_stock_High_change,IDA_stock_Low_average,IDA_stock_Low_max,IDA_stock_Low_min,IDA_stock_Low_volatility,IDA_stock_Low_change,IDA_stock_Close_average,IDA_stock_Close_max,IDA_stock_Close_min,IDA_stock_Close_volatility,IDA_stock_Close_change,IDA_stock_Volume_average,IDA_stock_Volume_max,IDA_stock_Volume_min,IDA_stock_Volume_volatility,IDA_stock_Volume_change
2018-01-14,83.595,84.21,83.04,1.1699999999999875,0.45999999999999375,84.565,84.7,84.46,0.2400000000000091,-0.12000000000000455,83.1275,83.44,82.62,0.8199999999999932,0.8199999999999932,83.7875,84.33,83.25,1.0799999999999983,0.6099999999999994,347632,452006,249883,202123,-130004
2018-01-21,85.004,86.73,83.86,2.8700000000000045,2.8700000000000045,85.804,86.74,84.53,2.2099999999999937,2.2099999999999937,84.29599999999999,84.98,83.1,1.8800000000000097,1.8700000000000045,85.352,86.65,83.94,2.710000000000008,2.1299999999999955,312390,398600,239801,158799,-158799
2018-01-28,85.176,86.29,83.56,2.730000000000004,-2.1899999999999977,85.774,86.57,84.45,2.1199999999999903,-1.2999999999999972,84.306,84.87,83.25,1.6200000000000045,-1.2600000000000051,84.964,86.28,83.39,2.8900000000000006,-1.5,235992,263611,203282,60329,44041
2018-02-04,82.102,83.39,81.31,2.0799999999999983,-1.3400000000000034,83.428,84.32,82.34,1.9799999999999898,-0.18999999999999773,81.32000000000001,82.12,79.59,2.530000000000001,-0.07000000000000739,82.378,83.57,81.75,1.8199999999999932,1.279999999999987,347419,523172,261531,261641,-46250
2018-02-11,83.42,84.53,82.84,1.6899999999999977,1.1299999999999955,84.316,85.53,83.59,1.9399999999999977,1.730000000000004,82.67,83.93,82.02,1.9100000000000108,1.9000000000000057,83.91799999999999,85.27,82.8,2.469999999999999,1.9399999999999977,205106,287634,149729,137905,-32296
2018-02-18,83.6725,85.05,82.88,2.1700000000000017,-1.9200000000000017,84.6625,85.05,83.94,1.1099999999999994,-0.06999999999999318,82.6525,83.21,82.23,0.9799999999999898,-0.5299999999999869,83.5475,84.98,82.61,2.3700000000000045,1.2800000000000011,312501,391534,216595,174939,84974
2018-02-25,83.026,85.09,81.42,3.6700000000000017,-3.490000000000009,83.672,85.25,82.65,2.5999999999999943,-2.5999999999999943,81.648,83.44,80.45,2.989999999999995,-2.989999999999995,82.1,83.91,81.05,2.8599999999999994,-2.299999999999997,272069,351440,237673,113767,22181
2018-03-04,81.71000000000001,82.65,81.01,1.6400000000000006,-0.14999999999999147,82.37,83.0,81.88,1.1200000000000045,-0.9399999999999977,80.946,81.36,80.28,1.0799999999999983,-1.0799999999999983,81.88,82.78,81.36,1.4200000000000017,-0.8299999999999983,272844,329529,178771,150758,43194
2018-03-11,83.058,84.02,81.54,2.4799999999999898,2.4799999999999898,84.416,86.22,83.35,2.8700000000000045,2.8700000000000045,82.774,83.97,81.54,2.4299999999999926,2.4299999999999926,84.008,86.1,82.98,3.1199999999999903,2.780000000000001,855199,2396545,275463,2121082,1739620
2018-03-18,85.846,86.18,85.4,0.7800000000000011,-0.27000000000001023,86.944,87.95,86.43,1.519999999999996,0.47999999999998977,85.104,85.79,84.25,1.5400000000000063,-0.8400000000000034,85.608,86.23,84.34,1.8900000000000006,-1.8900000000000006,319629,404910,197134,207776,8330
2018-03-25,86.38,87.9,84.69,3.210000000000008,3.210000000000008,87.5875,88.6,86.06,2.539999999999992,2.539999999999992,85.95750000000001,87.73,84.45,3.280000000000001,3.280000000000001,87.1425,88.27,85.68,2.589999999999989,2.589999999999989,283962,317832,252649,65183,-5026
2018-04-01,87.188,88.06,86.35,1.710000000000008,-0.14000000000000057,87.854,88.77,87.22,1.5499999999999972,-0.7199999999999989,86.002,86.96,85.55,1.4099999999999966,1.4099999999999966,87.002,87.66,86.22,1.4399999999999977,1.0300000000000011,348937,446865,280438,166427,-166427
2018-04-08,86.366,87.23,85.16,2.0700000000000074,-2.0700000000000074,86.84,87.86,85.92,1.9399999999999977,-1.9399999999999977,85.672,86.82,84.82,2.0,-1.6699999999999875,86.084,87.1,84.98,2.1199999999999903,-1.3599999999999994,286805,455333,206353,248980,248980
2018-04-15,88.214,89.29,85.85,3.440000000000012,3.440000000000012,89.072,89.83,87.76,2.069999999999993,1.6799999999999926,87.80799999999999,88.78,85.85,2.930000000000007,2.930000000000007,88.756,89.36,87.7,1.6599999999999966,1.3799999999999955,358930,618639,232142,386497,-137940
2018-04-22,91.282,92.93,89.48,3.450000000000003,3.450000000000003,92.49,94.16,90.52,3.6400000000000006,3.6400000000000006,90.806,92.42,89.23,3.1899999999999977,3.1899999999999977,92.214,93.63,90.51,3.1199999999999903,3.1199999999999903,325027,440768,283759,157009,-4954
2018-04-29,93.444,94.63,92.69,1.9399999999999977,0.7399999999999949,94.324,96.01,93.11,2.9000000000000057,0.8999999999999915,92.676,93.94,91.84,2.0999999999999943,0.9500000000000028,93.696,95.42,92.9,2.519999999999996,1.0400000000000063,340386,480431,269618,210813,20446
2018-05-06,92.34,94.34,91.03,3.3100000000000023,-2.740000000000009,92.55799999999999,94.34,91.4,2.9399999999999977,-2.3500000000000085,91.164,92.9,90.08,2.8200000000000074,-1.7700000000000102,91.616,93.06,91.07,1.990000000000009,-1.8200000000000074,303743,461531,174614,286917,-112217
2018-05-13,89.66,91.32,88.59,2.7299999999999898,-2.7299999999999898,89.978,91.71,88.59,3.1199999999999903,-3.1199999999999903,88.516,90.11,87.34,2.769999999999996,-2.769999999999996,88.886,90.48,87.9,2.5799999999999983,-2.5799999999999983,250362,382843,168935,213908,213908
2018-05-20,89.474,90.77,88.34,2.4299999999999926,2.4299999999999926,90.118,91.23,88.99,2.240000000000009,2.240000000000009,89.164,90.52,87.66,2.8599999999999994,2.8599999999999994,89.736,90.58,88.57,2.010000000000005,2.010000000000005,228596,276639,192109,84530,47415
2018-05-27,91.62,92.94,90.78,2.1599999999999966,1.0,92.78999999999999,93.56,91.81,1.75,0.45999999999999375,90.06,92.1,87.03,5.069999999999993,-3.260000000000005,92.0,92.84,91.29,1.5499999999999972,0.21999999999999886,257055,337816,226159,111657,2488
2018-06-03,88.434,90.44,86.91,3.530000000000001,-2.769999999999996,89.04,91.43,87.89,3.5400000000000063,-3.5400000000000063,87.274,88.91,86.28,2.6299999999999955,-2.1400000000000006,87.682,89.05,86.77,2.280000000000001,-2.039999999999992,332064,532831,235480,297351,-297351
2018-06-10,86.596,87.38,85.43,1.9499999999999886,0.23999999999999488,87.49,88.56,86.74,1.8200000000000074,1.4200000000000017,86.122,87.38,85.23,2.1499999999999915,1.8799999999999955,86.836,88.34,85.55,2.7900000000000063,2.7900000000000063,320883,429336,237781,191555,191555
2018-06-17,89.816,90.67,88.48,2.1899999999999977,2.049999999999997,90.71,91.63,89.59,2.039999999999992,2.039999999999992,89.462,90.35,88.28,2.069999999999993,2.069999999999993,90.364,91.26,89.31,1.9500000000000028,1.9500000000000028,297320,415930,235934,179996,125794
2018-06-24,92.126,92.47,91.4,1.0699999999999932,0.5599999999999881,92.908,93.28,92.6,0.6800000000000068,-0.29000000000000625,91.792,92.22,91.4,0.8199999999999932,0.0899999999999892,92.406,92.74,92.12,0.6199999999999903,-0.5,215436,276395,183619,92776,-69700
2018-07-01,93.03,93.9,92.25,1.6500000000000057,1.6500000000000057,93.8775,94.76,92.97,1.7900000000000063,1.7900000000000063,92.785,93.81,91.79,2.019999999999996,2.019999999999996,93.5275,94.42,92.67,1.75,1.75,177722,243263,82348,160915,12046
2018-07-08,92.816,94.51,91.22,3.2900000000000063,-1.2700000000000102,93.46600000000001,94.51,92.36,2.1500000000000057,-0.9200000000000017,91.84400000000001,92.68,90.92,1.7600000000000051,1.6300000000000097,92.502,93.18,91.23,1.9500000000000028,1.9500000000000028,181820,207436,155834,51602,-19796
2018-07-15,93.03999999999999,93.75,92.49,1.2600000000000051,0.5100000000000051,93.61,94.72,92.92,1.7999999999999972,0.6099999999999994,92.31,92.64,91.55,1.0900000000000034,-0.010000000000005116,93.002,93.88,92.4,1.4799999999999898,0.3100000000000023,163128,220002,115318,104684,31327
2018-07-22,93.534,94.72,92.5,2.219999999999999,1.4500000000000028,94.356,95.35,93.5,1.8499999999999943,1.8499999999999943,92.974,94.18,91.62,2.5600000000000023,1.3900000000000006,93.856,94.95,93.16,1.7900000000000063,1.0100000000000051,257368,372169,195028,177141,11434
2018-07-29,93.64,93.96,93.2,0.7599999999999909,-0.20999999999999375,94.41,94.64,94.07,0.5700000000000074,0.21999999999999886,92.724,93.26,92.03,1.230000000000004,-0.12000000000000455,93.768,94.25,92.9,1.3499999999999943,0.7900000000000063,254742,377566,128324,249242,70032
2018-08-05,95.332,96.62,94.46,2.160000000000011,2.160000000000011,96.21,97.65,95.32,2.3300000000000125,1.960000000000008,94.91,96.14,94.35,1.7900000000000063,1.7900000000000063,95.738,96.66,95.17,1.4899999999999949,1.0300000000000011,178615,207375,113174,94201,-94201
2018-08-12,97.14,98.27,96.35,1.9200000000000017,1.9200000000000017,98.032,99.26,96.64,2.6200000000000045,2.6200000000000045,96.868,98.27,95.72,2.549999999999997,2.549999999999997,97.528,98.91,96.44,2.469999999999999,2.469999999999999,152477,183222,100925,82297,69317
2018-08-19,98.134,99.08,97.1,1.980000000000004,-1.730000000000004,98.47,99.28,97.66,1.6200000000000045,-1.3700000000000045,97.202,98.35,96.45,1.8999999999999915,-1.7399999999999949,97.832,98.78,96.95,1.8299999999999983,-0.980000000000004,161961,209861,120254,89607,6478
2018-08-26,97.384,98.32,96.5,1.8199999999999932,0.36999999999999034,98.068,98.9,96.64,2.260000000000005,0.4300000000000068,96.592,97.34,95.76,1.5799999999999983,0.8100000000000023,97.268,98.36,96.04,2.319999999999993,1.25,177582,217201,109969,107232,44925
2018-09-02,98.81,99.77,97.91,1.8599999999999994,1.7199999999999989,99.9475,100.84,98.75,2.0900000000000034,1.6800000000000068,98.475,99.45,97.4,2.049999999999997,1.7399999999999949,99.39500000000001,100.31,97.73,2.5799999999999983,2.1299999999999955,158057,229601,105608,123993,-123993
2018-09-09,99.95400000000001,100.23,99.59,0.6400000000000006,0.060000000000002274,100.622,100.89,100.13,0.7600000000000051,-0.14000000000000057,99.41,99.67,99.26,0.4099999999999966,-0.4099999999999966,100.012,100.53,99.7,0.8299999999999983,0.0,160207,250713,120772,129941,109341
2018-09-16,99.67999999999999,101.1,98.35,2.75,-1.730000000000004,100.32,101.49,98.8,2.6899999999999977,-1.1099999999999994,98.65,99.98,97.69,2.2900000000000063,-1.539999999999992,99.574,101.1,98.39,2.7099999999999937,-1.289999999999992,285298,597123,176881,420242,420242
2018-09-23,98.36,99.12,97.23,1.8900000000000006,-1.230000000000004,99.178,99.9,98.66,1.240000000000009,-0.5,97.614,98.4,96.81,1.5900000000000034,-0.5700000000000074,98.248,99.23,96.98,2.25,0.1600000000000108,212442,279829,163704,116125,81182
2018-09-30,98.558,99.15,97.91,1.240000000000009,-0.5700000000000074,99.546,100.11,99.15,0.9599999999999937,0.9599999999999937,97.716,98.58,97.38,1.2000000000000028,1.0900000000000034,98.674,99.74,97.67,2.069999999999993,2.069999999999993,188980,267602,122632,144970,-84186
2018-10-07,99.422,100.6,96.4,4.199999999999989,-3.719999999999999,100.1,101.89,96.57,5.320000000000007,-4.590000000000003,98.112,100.47,94.89,5.579999999999998,-4.859999999999999,98.478,100.7,95.49,5.210000000000008,-4.950000000000003,251424,354358,131094,223264,168523
2018-10-14,96.35,97.0,95.55,1.4500000000000028,1.4500000000000028,97.502,98.87,96.32,2.5500000000000114,2.5500000000000114,95.874,96.95,94.79,2.1599999999999966,2.1599999999999966,96.912,98.23,95.49,2.740000000000009,2.740000000000009,208078,314374,150704,163670,84736
2018-10-21,97.87,98.41,96.86,1.5499999999999972,-1.5100000000000051,98.588,99.49,97.47,2.019999999999996,-1.4099999999999966,96.46600000000001,97.93,93.89,4.040000000000006,-4.040000000000006,97.128,98.59,94.79,3.799999999999997,-3.799999999999997,333382,494863,259348,235515,3906
2018-10-28,95.77000000000001,97.25,95.29,1.9599999999999937,0.14000000000000057,96.324,98.0,95.48,2.519999999999996,-0.5099999999999909,93.91,94.9,92.94,1.960000000000008,-1.259999999999991,94.84,95.68,93.26,2.4200000000000017,-0.4200000000000017,405973,577963,341310,236653,-21750
2018-11-04,96.646,98.2,95.15,3.049999999999997,1.9299999999999926,97.772,98.96,96.14,2.819999999999993,2.819999999999993,96.07,97.07,94.88,2.1899999999999977,2.1899999999999977,97.214,98.0,95.55,2.450000000000003,2.450000000000003,268833,332038,173112,158926,-137265
2018-11-11,98.51,99.11,97.39,1.7199999999999989,1.7199999999999989,99.694,100.3,99.06,1.2399999999999949,0.5799999999999983,97.862,98.98,97.0,1.980000000000004,1.980000000000004,99.042,99.77,98.55,1.2199999999999989,1.2199999999999989,214498,297465,143543,153922,42693
2018-11-18,99.5,100.33,98.64,1.6899999999999977,-0.9099999999999966,100.22749999999999,101.41,99.34,2.069999999999993,-1.039999999999992,98.5775,99.36,97.75,1.6099999999999994,-1.3100000000000023,99.265,100.13,98.38,1.75,-1.4699999999999989,149204,219020,57124,161896,-130483
2018-11-25,98.332,98.89,97.11,1.7800000000000011,-1.6899999999999977,99.278,99.81,98.42,1.3900000000000006,-1.0900000000000034,97.568,98.58,96.57,2.010000000000005,-1.5500000000000114,98.238,99.09,97.12,1.9699999999999989,-0.6900000000000119,272080,401925,149400,252525,252525
2018-12-02,99.425,99.86,98.36,1.5,1.5,100.42,101.07,99.39,1.6799999999999926,1.6799999999999926,98.2175,99.05,97.11,1.9399999999999977,1.9399999999999977,99.7275,100.17,99.37,0.7999999999999972,0.5900000000000034,283261,309328,260720,48608,-27159
2018-12-09,101.122,102.07,100.28,1.789999999999992,1.1200000000000045,101.776,102.44,100.86,1.5799999999999983,0.6599999999999966,100.304,101.05,98.81,2.239999999999995,1.519999999999996,101.08,101.78,100.43,1.3499999999999943,0.269999999999996,181150,242265,146456,95809,-26425
2018-12-16,98.35,101.08,97.08,4.0,-4.0,99.532,101.08,98.49,2.5900000000000034,-1.3799999999999955,96.63,97.72,96.04,1.6799999999999926,-1.6799999999999926,97.194,98.04,96.26,1.7800000000000011,-1.7800000000000011,347794,661251,164108,497143,347030
2018-12-23,93.425,97.11,91.21,5.900000000000006,-4.150000000000006,94.26249999999999,97.22,92.71,4.510000000000005,-3.260000000000005,90.9575,92.17,89.91,2.260000000000005,1.1099999999999994,92.3375,93.16,91.14,2.019999999999996,1.4000000000000057,192438,270716,113657,157059,59483
2018-12-30,91.4525,92.85,90.13,2.719999999999999,-2.489999999999995,92.3275,93.14,91.11,2.030000000000001,-0.9300000000000068,90.1425,91.36,89.31,2.049999999999997,-1.3599999999999994,91.2225,93.06,90.02,3.0400000000000063,-1.519999999999996,310699,406041,239040,167001,84568
2019-01-06,92.52,95.22,90.03,5.189999999999998,4.429999999999993,93.844,95.56,91.48,4.079999999999998,4.079999999999998,91.63000000000001,93.78,89.65,4.1299999999999955,4.1299999999999955,93.212,95.36,89.94,5.420000000000002,4.310000000000002,289157,406007,204354,201653,-30853
2019-01-13,93.674,94.72,92.13,2.5900000000000034,1.4599999999999937,94.768,95.73,93.47,2.260000000000005,2.1099999999999994,93.006,94.53,91.71,2.8200000000000074,1.8599999999999994,93.95400000000001,95.0,92.23,2.769999999999996,1.9399999999999977,226375,289361,170942,118419,78294
2019-01-20,95.005,96.0,93.92,2.0799999999999983,1.8599999999999994,95.89,96.6,94.69,1.9099999999999966,1.8100000000000023,93.8275,94.76,92.62,2.1400000000000006,1.5999999999999943,95.1325,96.47,93.76,2.7099999999999937,0.8299999999999983,256001,531837,154157,377680,-377680
2019-01-27,95.156,97.23,93.98,3.25,2.8100000000000023,96.238,97.69,95.14,2.549999999999997,1.5100000000000051,94.272,95.23,93.41,1.8200000000000074,1.8200000000000074,95.59,97.5,94.1,3.4000000000000057,2.6200000000000045,285848,530870,120081,410789,388487
2019-02-03,96.544,97.98,95.76,2.219999999999999,2.219999999999999,97.39,99.11,96.43,2.6799999999999926,2.6799999999999926,96.022,97.95,95.03,2.9200000000000017,2.9200000000000017,97.11,98.55,96.19,2.3599999999999994,2.1400000000000006,162761,238138,129407,108731,-96020
2019-02-10,98.054,98.5,97.39,1.1099999999999994,-0.1700000000000017,98.596,99.3,98.08,1.2199999999999989,-0.18000000000000682,97.288,97.83,96.57,1.2600000000000051,-0.4299999999999926,97.84,98.38,97.17,1.2099999999999937,-0.4899999999999949,203758,242261,162836,79425,-8646
2019-02-17,98.5625,99.55,98.04,1.509999999999991,1.509999999999991,99.2875,100.19,98.73,1.4599999999999937,1.3199999999999932,97.9025,98.67,97.59,1.0799999999999983,1.0799999999999983,98.83,99.42,98.29,1.1299999999999955,0.9099999999999966,204754,263721,142206,121515,121515
2019-02-24,98.312,99.17,97.54,1.6299999999999955,-1.1400000000000006,98.822,99.25,98.13,1.1200000000000045,0.0799999999999983,97.658,97.84,97.33,0.5100000000000051,-0.38000000000000966,98.418,98.92,98.06,0.8599999999999994,0.3299999999999983,247212,322393,208887,113506,-74697
2019-03-03,99.246,99.68,98.7,0.980000000000004,0.3200000000000074,99.774,100.37,99.05,1.3200000000000074,0.6800000000000068,98.602,99.4,98.13,1.2700000000000102,1.2600000000000051,99.316,100.34,98.6,1.740000000000009,0.75,218615,235775,204278,31497,-20443
2019-03-10,100.578,101.46,99.23,2.2299999999999898,-1.3199999999999932,101.20400000000001,102.01,100.39,1.6200000000000045,-1.25,99.87,101.05,98.99,2.0600000000000023,-1.3200000000000074,100.318,101.48,99.28,2.200000000000003,-1.9399999999999977,355784,890330,139671,750659,616630
2019-03-17,99.032,99.68,98.3,1.3800000000000097,-0.1700000000000017,99.988,101.11,99.45,1.6599999999999966,1.019999999999996,98.46,99.51,97.72,1.7900000000000063,0.38000000000000966,99.054,100.02,98.04,1.9799999999999898,0.4099999999999966,245044,302657,166560,136097,136097
2019-03-24,100.19,100.87,99.09,1.7800000000000011,-1.2199999999999989,100.642,101.16,99.61,1.5499999999999972,-1.0700000000000074,99.242,100.11,98.5,1.6099999999999994,-0.7800000000000011,99.932,100.81,98.76,2.049999999999997,-0.7599999999999909,232343,310251,172736,137515,100348
