Date,Barclays FI Enhanced Europe 50 B_Open_average,Barclays FI Enhanced Europe 50 B_Open_max,Barclays FI Enhanced Europe 50 B_Open_min,Barclays FI Enhanced Europe 50 B_Open_volatility,Barclays FI Enhanced Europe 50 B_Open_change,Barclays FI Enhanced Europe 50 B_High_average,Barclays FI Enhanced Europe 50 B_High_max,Barclays FI Enhanced Europe 50 B_High_min,Barclays FI Enhanced Europe 50 B_High_volatility,Barclays FI Enhanced Europe 50 B_High_change,Barclays FI Enhanced Europe 50 B_Low_average,Barclays FI Enhanced Europe 50 B_Low_max,Barclays FI Enhanced Europe 50 B_Low_min,Barclays FI Enhanced Europe 50 B_Low_volatility,Barclays FI Enhanced Europe 50 B_Low_change,Barclays FI Enhanced Europe 50 B_Close_average,Barclays FI Enhanced Europe 50 B_Close_max,Barclays FI Enhanced Europe 50 B_Close_min,Barclays FI Enhanced Europe 50 B_Close_volatility,Barclays FI Enhanced Europe 50 B_Close_change
2018-10-14,115.94,115.94,115.94,0.0,0.0,115.94,115.94,115.94,0.0,0.0,115.94,115.94,115.94,0.0,0.0,115.94,115.94,115.94,0.0,0.0
2018-10-21,125.89,125.89,125.89,0.0,0.0,125.94,125.94,125.94,0.0,0.0,125.89,125.89,125.89,0.0,0.0,125.94,125.94,125.94,0.0,0.0
2018-10-28,125.17,125.17,125.17,0.0,0.0,125.55,125.55,125.55,0.0,0.0,125.17,125.17,125.17,0.0,0.0,125.55,125.55,125.55,0.0,0.0
2018-11-04,122.63,122.63,122.63,0.0,0.0,122.63,122.63,122.63,0.0,0.0,121.52,121.52,121.52,0.0,0.0,121.91,121.91,121.91,0.0,0.0
2018-11-11,121.79,121.79,121.79,0.0,0.0,121.79,121.79,121.79,0.0,0.0,121.79,121.79,121.79,0.0,0.0,121.79,121.79,121.79,0.0,0.0
2018-11-18,118.77,118.77,118.77,0.0,0.0,118.77,118.77,118.77,0.0,0.0,118.77,118.77,118.77,0.0,0.0,118.77,118.77,118.77,0.0,0.0
2018-11-25,124.53,124.53,124.53,0.0,0.0,124.53,124.53,124.53,0.0,0.0,124.22,124.22,124.22,0.0,0.0,124.22,124.22,124.22,0.0,0.0
2018-12-02,111.84,111.84,111.84,0.0,0.0,111.84,111.84,111.84,0.0,0.0,111.84,111.84,111.84,0.0,0.0,111.84,111.84,111.84,0.0,0.0
2018-12-09,111.66,111.66,111.66,0.0,0.0,111.92,111.92,111.92,0.0,0.0,109.36,109.36,109.36,0.0,0.0,109.36,109.36,109.36,0.0,0.0
2018-12-16,104.62,104.62,104.62,0.0,0.0,104.62,104.62,104.62,0.0,0.0,100.82,100.82,100.82,0.0,0.0,100.85,100.85,100.85,0.0,0.0
2018-12-23,109.22,109.22,109.22,0.0,0.0,109.41,109.41,109.41,0.0,0.0,108.05,108.05,108.05,0.0,0.0,108.55,108.55,108.55,0.0,0.0
2018-12-30,111.81,111.81,111.81,0.0,0.0,111.81,111.81,111.81,0.0,0.0,111.81,111.81,111.81,0.0,0.0,111.81,111.81,111.81,0.0,0.0
2019-01-06,113.11,113.11,113.11,0.0,0.0,113.11,113.11,113.11,0.0,0.0,112.81,112.81,112.81,0.0,0.0,112.89,112.89,112.89,0.0,0.0
2019-01-13,115.28,115.28,115.28,0.0,0.0,116.1,116.1,116.1,0.0,0.0,115.28,115.28,115.28,0.0,0.0,116.1,116.1,116.1,0.0,0.0
2019-01-20,114.25,114.25,114.25,0.0,0.0,114.64,114.64,114.64,0.0,0.0,114.25,114.25,114.25,0.0,0.0,114.64,114.64,114.64,0.0,0.0
2019-01-27,119.19,119.19,119.19,0.0,0.0,119.7,119.7,119.7,0.0,0.0,119.19,119.19,119.19,0.0,0.0,119.7,119.7,119.7,0.0,0.0
2019-02-03,117.64,117.64,117.64,0.0,0.0,117.64,117.64,117.64,0.0,0.0,117.6,117.6,117.6,0.0,0.0,117.6,117.6,117.6,0.0,0.0
2019-02-10,124.02,124.02,124.02,0.0,0.0,124.02,124.02,124.02,0.0,0.0,124.02,124.02,124.02,0.0,0.0,124.02,124.02,124.02,0.0,0.0
2019-02-17,126.17,126.17,126.17,0.0,0.0,126.17,126.17,126.17,0.0,0.0,126.17,126.17,126.17,0.0,0.0,126.17,126.17,126.17,0.0,0.0
2019-02-24,128.96,128.96,128.96,0.0,0.0,128.96,128.96,128.96,0.0,0.0,127.73,127.73,127.73,0.0,0.0,127.73,127.73,127.73,0.0,0.0
2019-03-03,127.44,127.44,127.44,0.0,0.0,127.44,127.44,127.44,0.0,0.0,127.44,127.44,127.44,0.0,0.0,127.44,127.44,127.44,0.0,0.0
2019-03-10,134.98,134.98,134.98,0.0,0.0,134.98,134.98,134.98,0.0,0.0,134.98,134.98,134.98,0.0,0.0,134.98,134.98,134.98,0.0,0.0
2019-03-17,130.07,130.07,130.07,0.0,0.0,130.07,130.07,130.07,0.0,0.0,130.07,130.07,130.07,0.0,0.0,130.07,130.07,130.07,0.0,0.0
2019-03-24,134.42,134.42,134.42,0.0,0.0,134.42,134.42,134.42,0.0,0.0,134.42,134.42,134.42,0.0,0.0,134.42,134.42,134.42,0.0,0.0
2019-03-31,137.53,137.53,137.53,0.0,0.0,137.53,137.53,137.53,0.0,0.0,137.53,137.53,137.53,0.0,0.0,137.53,137.53,137.53,0.0,0.0
2019-04-07,137.27,137.27,137.27,0.0,0.0,137.27,137.27,137.27,0.0,0.0,137.27,137.27,137.27,0.0,0.0,137.27,137.27,137.27,0.0,0.0
2019-04-14,137.56,137.56,137.56,0.0,0.0,137.56,137.56,137.56,0.0,0.0,137.56,137.56,137.56,0.0,0.0,137.56,137.56,137.56,0.0,0.0
2019-04-21,138.19,138.19,138.19,0.0,0.0,138.19,138.19,138.19,0.0,0.0,138.19,138.19,138.19,0.0,0.0,138.19,138.19,138.19,0.0,0.0
2019-04-28,137.71,137.71,137.71,0.0,0.0,137.71,137.71,137.71,0.0,0.0,137.71,137.71,137.71,0.0,0.0,137.71,137.71,137.71,0.0,0.0
2019-05-05,128.88,128.88,128.88,0.0,0.0,128.88,128.88,128.88,0.0,0.0,128.88,128.88,128.88,0.0,0.0,128.88,128.88,128.88,0.0,0.0
2019-05-12,132.18,132.18,132.18,0.0,0.0,132.18,132.18,132.18,0.0,0.0,132.18,132.18,132.18,0.0,0.0,132.18,132.18,132.18,0.0,0.0
2019-05-19,134.01,134.01,134.01,0.0,0.0,134.01,134.01,134.01,0.0,0.0,134.01,134.01,134.01,0.0,0.0,134.01,134.01,134.01,0.0,0.0
2019-05-26,129.96,129.96,129.96,0.0,0.0,129.96,129.96,129.96,0.0,0.0,129.96,129.96,129.96,0.0,0.0,129.96,129.96,129.96,0.0,0.0
2019-06-02,138.25,138.25,138.25,0.0,0.0,138.25,138.25,138.25,0.0,0.0,138.25,138.25,138.25,0.0,0.0,138.25,138.25,138.25,0.0,0.0
2019-06-09,136.58,136.58,136.58,0.0,0.0,136.58,136.58,136.58,0.0,0.0,135.82,135.82,135.82,0.0,0.0,135.82,135.82,135.82,0.0,0.0
2019-06-16,145.27,145.27,145.27,0.0,0.0,145.27,145.27,145.27,0.0,0.0,143.71,143.71,143.71,0.0,0.0,143.71,143.71,143.71,0.0,0.0
2019-06-23,144.23,144.23,144.23,0.0,0.0,144.23,144.23,144.23,0.0,0.0,144.23,144.23,144.23,0.0,0.0,144.23,144.23,144.23,0.0,0.0
2019-06-30,143.36,143.36,143.36,0.0,0.0,143.36,143.36,143.36,0.0,0.0,143.36,143.36,143.36,0.0,0.0,143.36,143.36,143.36,0.0,0.0
2019-07-07,141.65,141.65,141.65,0.0,0.0,141.65,141.65,141.65,0.0,0.0,141.65,141.65,141.65,0.0,0.0,141.65,141.65,141.65,0.0,0.0
2019-07-14,140.93,140.93,140.93,0.0,0.0,140.93,140.93,140.93,0.0,0.0,140.93,140.93,140.93,0.0,0.0,140.93,140.93,140.93,0.0,0.0
2019-07-21,141.32,141.32,141.32,0.0,0.0,141.32,141.32,141.32,0.0,0.0,139.6,139.6,139.6,0.0,0.0,139.6,139.6,139.6,0.0,0.0
2019-07-28,127.23,127.23,127.23,0.0,0.0,127.85,127.85,127.85,0.0,0.0,125.0,125.0,125.0,0.0,0.0,125.0,125.0,125.0,0.0,0.0
2019-08-04,127.59,127.59,127.59,0.0,0.0,127.59,127.59,127.59,0.0,0.0,127.59,127.59,127.59,0.0,0.0,127.59,127.59,127.59,0.0,0.0
2019-08-11,129.01,129.01,129.01,0.0,0.0,129.01,129.01,129.01,0.0,0.0,127.89,127.89,127.89,0.0,0.0,127.89,127.89,127.89,0.0,0.0
2019-08-18,126.28,126.28,126.28,0.0,0.0,126.28,126.28,126.28,0.0,0.0,126.28,126.28,126.28,0.0,0.0,126.28,126.28,126.28,0.0,0.0
2019-08-25,131.6,131.6,131.6,0.0,0.0,131.6,131.6,131.6,0.0,0.0,129.95,129.95,129.95,0.0,0.0,129.95,129.95,129.95,0.0,0.0
2019-09-01,134.42,134.42,134.42,0.0,0.0,134.42,134.42,134.42,0.0,0.0,134.42,134.42,134.42,0.0,0.0,134.42,134.42,134.42,0.0,0.0
2019-09-08,134.43,134.43,134.43,0.0,0.0,134.43,134.43,134.43,0.0,0.0,134.43,134.43,134.43,0.0,0.0,134.43,134.43,134.43,0.0,0.0
2019-09-15,137.27,137.27,137.27,0.0,0.0,137.27,137.27,137.27,0.0,0.0,137.27,137.27,137.27,0.0,0.0,137.27,137.27,137.27,0.0,0.0
2019-09-22,137.0,137.0,137.0,0.0,0.0,137.0,137.0,137.0,0.0,0.0,137.0,137.0,137.0,0.0,0.0,137.0,137.0,137.0,0.0,0.0
2019-09-29,131.08,131.08,131.08,0.0,0.0,132.33,132.33,132.33,0.0,0.0,131.08,131.08,131.08,0.0,0.0,132.33,132.33,132.33,0.0,0.0
2019-10-06,136.75,136.75,136.75,0.0,0.0,136.75,136.75,136.75,0.0,0.0,136.75,136.75,136.75,0.0,0.0,136.75,136.75,136.75,0.0,0.0
2019-10-13,141.65,141.65,141.65,0.0,0.0,144.06,144.06,144.06,0.0,0.0,141.65,141.65,141.65,0.0,0.0,142.01,142.01,142.01,0.0,0.0
2019-10-20,144.75,144.75,144.75,0.0,0.0,144.75,144.75,144.75,0.0,0.0,144.75,144.75,144.75,0.0,0.0,144.75,144.75,144.75,0.0,0.0
2019-10-27,148.62,148.62,148.62,0.0,0.0,149.22,149.22,149.22,0.0,0.0,148.27,148.27,148.27,0.0,0.0,148.38,148.38,148.38,0.0,0.0
2019-11-03,147.99,147.99,147.99,0.0,0.0,147.99,147.99,147.99,0.0,0.0,147.99,147.99,147.99,0.0,0.0,147.99,147.99,147.99,0.0,0.0
2019-11-10,148.75,148.75,148.75,0.0,0.0,148.75,148.75,148.75,0.0,0.0,148.75,148.75,148.75,0.0,0.0,148.75,148.75,148.75,0.0,0.0
2019-11-17,148.15,148.15,148.15,0.0,0.0,148.15,148.15,148.15,0.0,0.0,148.15,148.15,148.15,0.0,0.0,148.15,148.15,148.15,0.0,0.0
2019-11-24,145.83,145.83,145.83,0.0,0.0,145.85,145.85,145.85,0.0,0.0,144.81,144.81,144.81,0.0,0.0,145.21,145.21,145.21,0.0,0.0
2019-12-01,147.38,147.38,147.38,0.0,0.0,147.38,147.38,147.38,0.0,0.0,147.38,147.38,147.38,0.0,0.0,147.38,147.38,147.38,0.0,0.0
2019-12-08,156.52,156.52,156.52,0.0,0.0,157.79,157.79,157.79,0.0,0.0,156.11,156.11,156.11,0.0,0.0,157.21,157.21,157.21,0.0,0.0
2019-12-15,156.88,156.88,156.88,0.0,0.0,156.88,156.88,156.88,0.0,0.0,156.88,156.88,156.88,0.0,0.0,156.88,156.88,156.88,0.0,0.0
2019-12-22,156.88,156.88,156.88,0.0,0.0,156.88,156.88,156.88,0.0,0.0,156.88,156.88,156.88,0.0,0.0,156.88,156.88,156.88,0.0,0.0
2019-12-29,157.34,157.34,157.34,0.0,0.0,158.0,158.0,158.0,0.0,0.0,157.34,157.34,157.34,0.0,0.0,158.0,158.0,158.0,0.0,0.0
