Date,MNROStock_Open_average,MNROStock_Open_max,MNROStock_Open_min,MNROStock_Open_volatility,MNROStock_Open_change,MNROStock_High_average,MNROStock_High_max,MNROStock_High_min,MNROStock_High_volatility,MNROStock_High_change,MNROStock_Low_average,MNROStock_Low_max,MNROStock_Low_min,MNROStock_Low_volatility,MNROStock_Low_change,MNROStock_Close_average,MNROStock_Close_max,MNROStock_Close_min,MNROStock_Close_volatility,MNROStock_Close_change,MNROStock_Volume_average,MNROStock_Volume_max,MNROStock_Volume_min,MNROStock_Volume_volatility,MNROStock_Volume_change
2018-01-14,60.025,60.9,59.35,1.5499999999999972,-1.5499999999999972,60.849999999999994,61.5,60.05,1.4500000000000028,-0.20000000000000284,59.2125,59.35,59.0,0.3500000000000014,0.05000000000000426,59.8375,60.8,59.05,1.75,0.8999999999999986,218627,282351,102972,179379,57049
2018-01-21,62.31,63.95,60.8,3.1500000000000057,3.1500000000000057,63.034,64.15,61.9,2.250000000000007,2.250000000000007,61.37,62.45,60.5,1.9500000000000028,1.9500000000000028,62.839999999999996,64.1,61.75,2.3499999999999943,2.3499999999999943,335606,502051,215751,286300,-92891
2018-01-28,57.92,64.0,55.3,8.700000000000003,-8.700000000000003,58.9,64.05,56.3,7.75,-7.75,56.006,60.65,53.5,7.149999999999999,-5.799999999999997,57.064,60.85,54.95,5.899999999999999,-5.899999999999999,575602,1088590,375444,713146,-49676
2018-02-04,53.62,54.75,50.95,3.799999999999997,-0.44999999999999574,54.78,55.25,53.85,1.3999999999999986,-1.3999999999999986,52.092,53.26,50.9,2.3599999999999994,-1.0500000000000043,53.35,54.65,52.1,2.549999999999997,0.04999999999999716,344605,453270,214451,238819,-13549
2018-02-11,52.81,54.35,51.55,2.8000000000000043,1.8500000000000014,53.75,54.85,52.4,2.450000000000003,2.0,51.762,52.95,51.15,1.8000000000000043,0.35999999999999943,53.31,54.55,52.1,2.4499999999999957,2.0999999999999943,218415,302018,158883,143135,-137242
2018-02-18,52.9125,54.05,52.1,1.9499999999999957,-1.6999999999999957,53.4275,54.46,52.9,1.5600000000000023,-1.3100000000000023,51.9375,52.5,51.7,0.7999999999999972,-0.7000000000000028,52.4125,53.1,51.75,1.3500000000000014,0.25,269966,394477,200015,194462,33647
2018-02-25,51.54,53.35,50.4,2.950000000000003,-2.950000000000003,52.38,53.35,51.7,1.6499999999999986,-1.0,50.58,51.75,50.25,1.5,-1.4500000000000028,51.26,52.1,50.3,1.8000000000000043,0.10000000000000142,214262,267077,170277,96800,11749
2018-03-04,52.81,53.45,51.9,1.5500000000000043,1.0500000000000043,53.82,54.6,52.9,1.7000000000000028,1.7000000000000028,52.275999999999996,52.8,51.38,1.4199999999999946,1.4199999999999946,53.26,54.55,52.2,2.3499999999999943,2.3499999999999943,277654,475505,155960,319545,-119118
2018-03-11,54.62,55.0,54.2,0.7999999999999972,-0.29999999999999716,55.25,55.5,54.95,0.5499999999999972,-0.25,54.11,54.35,53.95,0.3999999999999986,-0.04999999999999716,54.410000000000004,54.85,54.2,0.6499999999999986,-0.04999999999999716,300882,384496,196378,188118,146752
2018-03-18,53.39,54.2,51.95,2.25,-2.0999999999999943,53.81,54.45,52.05,2.4000000000000057,-2.3000000000000043,52.424,53.27,51.2,2.0700000000000003,-2.0700000000000003,52.936,54.25,51.2,3.049999999999997,-3.049999999999997,217011,247969,188290,59679,-44513
2018-03-25,52.7125,53.85,52.05,1.8000000000000043,0.5499999999999972,54.205,54.77,53.65,1.1200000000000045,-0.19999999999999574,52.0125,52.75,51.6,1.1499999999999986,1.1000000000000014,52.9375,53.8,52.1,1.6999999999999957,-0.19999999999999574,294314,411605,240240,171365,5747
2018-04-01,54.29,56.65,52.5,4.149999999999999,3.299999999999997,55.746,57.35,53.75,3.6000000000000014,3.549999999999997,53.45,55.35,52.25,3.1000000000000014,2.5500000000000043,54.88,57.1,52.75,4.350000000000001,2.799999999999997,298832,470397,158409,311988,-232667
2018-04-08,56.66,57.8,55.8,2.0,1.75,57.34,57.8,56.5,1.2999999999999972,1.2999999999999972,55.92,56.8,54.85,1.9499999999999957,1.9499999999999957,56.65,57.5,55.1,2.3999999999999986,1.75,297560,360192,181188,179004,-40910
2018-04-15,54.65,55.5,53.7,1.7999999999999972,-1.7999999999999972,55.742000000000004,56.27,54.85,1.4200000000000017,-0.8500000000000014,53.56,54.35,52.55,1.8000000000000043,0.8000000000000043,53.84,54.45,52.95,1.5,0.5999999999999943,477002,958926,254612,704314,-627028
2018-04-22,54.76,55.4,53.55,1.8500000000000014,1.6500000000000057,55.56,56.4,54.8,1.6000000000000014,1.6000000000000014,54.3,54.85,53.35,1.5,1.5,55.06,55.95,54.5,1.4500000000000028,1.4500000000000028,295539,413278,191921,221357,132178
2018-04-29,55.64,56.0,55.25,0.75,-0.7000000000000028,56.16,56.4,55.85,0.5499999999999972,0.10000000000000142,54.974000000000004,55.27,54.5,0.7700000000000031,-0.1700000000000017,55.6,55.95,55.2,0.75,-0.15000000000000568,272130,332306,213438,118868,60597
2018-05-06,55.19,57.35,52.65,4.700000000000003,-3.049999999999997,56.326,57.9,53.5,4.399999999999999,-2.479999999999997,53.9,56.9,52.0,4.899999999999999,-2.950000000000003,54.85,57.55,52.65,4.899999999999999,-3.3499999999999943,525699,1526336,165010,1361326,225669
2018-05-13,55.73,56.9,54.15,2.75,2.75,56.68,57.55,55.5,2.049999999999997,1.75,54.82,56.55,53.05,3.5,-1.0,56.09,56.85,55.2,1.6499999999999986,0.8999999999999986,227822,456236,122277,333959,284708
2018-05-20,54.37,56.5,51.95,4.549999999999997,-0.14999999999999858,56.1,57.8,54.4,3.3999999999999986,-1.2999999999999972,52.61,54.4,51.45,2.9499999999999957,2.9499999999999957,54.69,56.95,52.15,4.800000000000004,-1.1000000000000014,652427,1130610,296862,833748,-589702
2018-05-27,56.0625,57.15,55.4,1.75,0.8500000000000014,56.75,57.25,56.25,1.0,-0.10000000000000142,55.442499999999995,56.05,55.12,0.9299999999999997,-0.030000000000001137,55.85,56.8,55.25,1.5499999999999972,0.0,261931,329930,212597,117333,-63462
2018-06-03,56.99,58.25,55.35,2.8999999999999986,2.6000000000000014,57.94,59.05,56.3,2.75,2.1000000000000014,56.65,57.8,55.35,2.4499999999999957,1.8999999999999986,57.51,58.35,55.65,2.700000000000003,2.700000000000003,208736,299754,122263,177491,77269
2018-06-10,58.79,59.2,58.35,0.8500000000000014,0.14999999999999858,59.49,59.85,59.2,0.6499999999999986,-0.25,58.33,58.55,58.15,0.3999999999999986,0.0,58.92,59.3,58.65,0.6499999999999986,-0.6499999999999986,263676,409430,188134,221296,180253
2018-06-17,60.38,61.9,58.4,3.5,3.5,61.3,62.15,59.05,3.1000000000000014,3.1000000000000014,59.624,61.0,58.25,2.75,1.7000000000000028,60.72,61.5,59.05,2.450000000000003,1.5,246468,391863,143754,248109,201265
2018-06-24,59.73,60.5,58.6,1.8999999999999986,0.20000000000000284,60.36,60.8,60.05,0.75,0.5,58.49,59.2,57.95,1.25,0.09999999999999432,59.21,60.25,58.1,2.1499999999999986,-0.3500000000000014,240364,315324,160749,154575,107647
