Date,KWR_Open_average,KWR_Open_max,KWR_Open_min,KWR_Open_volatility,KWR_Open_change,KWR_High_average,KWR_High_max,KWR_High_min,KWR_High_volatility,KWR_High_change,KWR_Low_average,KWR_Low_max,KWR_Low_min,KWR_Low_volatility,KWR_Low_change,KWR_Close_average,KWR_Close_max,KWR_Close_min,KWR_Close_volatility,KWR_Close_change,KWR_Volume_average,KWR_Volume_max,KWR_Volume_min,KWR_Volume_volatility,KWR_Volume_change
2018-01-14,155.336,157.5,153.94,3.5600000000000023,1.539999999999992,157.528,159.12,156.17,2.950000000000017,1.6200000000000045,153.752,156.5,152.2,4.300000000000011,3.6899999999999977,155.91799999999998,158.14,153.45,4.689999999999998,4.090000000000003,76788,97160,65619,31541,9429
2018-01-21,156.118,158.2,154.72,3.4799999999999898,-2.219999999999999,157.55,158.61,156.6,2.0100000000000193,-1.789999999999992,154.186,154.7,153.5,1.1999999999999886,-1.1999999999999886,155.392,158.07,153.97,4.099999999999994,-4.099999999999994,72567,94056,37941,56115,-27694
2018-01-28,151.38400000000001,154.09,147.44,6.650000000000006,-4.890000000000015,152.95000000000002,154.71,150.56,4.150000000000006,-4.150000000000006,149.694,152.6,144.7,7.900000000000006,-7.630000000000024,150.546,154.34,144.78,9.560000000000002,-9.560000000000002,65678,83602,48616,34986,24021
2018-02-04,144.216,145.99,142.22,3.7700000000000102,1.8799999999999955,146.568,147.19,145.48,1.710000000000008,-0.18000000000000682,142.082,144.01,139.26,4.75,1.4099999999999966,144.63400000000001,146.25,140.74,5.509999999999991,0.07999999999998408,57050,81828,28040,53788,-23484
2018-02-11,146.2025,148.21,143.72,4.490000000000009,2.950000000000017,148.655,150.51,146.84,3.6699999999999875,2.859999999999985,145.23250000000002,147.46,143.1,4.360000000000014,2.920000000000016,147.195,148.6,145.0,3.5999999999999943,3.319999999999993,35287,57222,21581,35641,13532
2018-02-18,148.968,151.81,147.51,4.300000000000011,4.090000000000003,150.82,152.32,149.34,2.9799999999999898,2.9799999999999898,147.172,147.96,145.78,2.180000000000007,2.180000000000007,149.278,151.75,147.04,4.710000000000008,4.710000000000008,35524,50670,23447,27223,14657
2018-02-25,149.9,151.64,147.65,3.9899999999999807,-3.9899999999999807,153.922,164.1,149.98,14.120000000000005,-1.7700000000000102,146.494,148.75,142.51,6.240000000000009,-2.1200000000000045,149.118,153.0,142.53,10.469999999999999,-1.0999999999999943,69406,108081,45975,62106,14437
2018-03-04,153.88400000000001,157.82,150.18,7.639999999999986,7.639999999999986,157.01,160.04,154.91,5.1299999999999955,5.1299999999999955,152.27,156.41,149.31,7.099999999999994,7.099999999999994,155.518,157.99,153.23,4.760000000000019,3.569999999999993,68041,99149,48951,50198,-18310
2018-03-11,156.656,157.93,155.25,2.680000000000007,-2.4799999999999898,158.75,159.68,157.14,2.5400000000000205,-2.4700000000000273,154.572,156.05,152.4,3.6500000000000057,-3.4799999999999898,155.934,157.39,154.33,3.059999999999974,-3.059999999999974,92042,221820,48382,173438,1704
2018-03-18,152.378,154.57,148.09,6.47999999999999,-6.47999999999999,154.128,157.59,150.44,7.150000000000006,-4.47999999999999,149.178,153.16,144.91,8.25,-5.5,151.464,154.5,146.41,8.090000000000003,-3.460000000000008,43515,54842,31086,23756,494
