Date,Schwab US Mid-CapEtf_Open_average,Schwab US Mid-CapEtf_Open_max,Schwab US Mid-CapEtf_Open_min,Schwab US Mid-CapEtf_Open_volatility,Schwab US Mid-CapEtf_Open_change,Schwab US Mid-CapEtf_High_average,Schwab US Mid-CapEtf_High_max,Schwab US Mid-CapEtf_High_min,Schwab US Mid-CapEtf_High_volatility,Schwab US Mid-CapEtf_High_change,Schwab US Mid-CapEtf_Low_average,Schwab US Mid-CapEtf_Low_max,Schwab US Mid-CapEtf_Low_min,Schwab US Mid-CapEtf_Low_volatility,Schwab US Mid-CapEtf_Low_change,Schwab US Mid-CapEtf_Close_average,Schwab US Mid-CapEtf_Close_max,Schwab US Mid-CapEtf_Close_min,Schwab US Mid-CapEtf_Close_volatility,Schwab US Mid-CapEtf_Close_change
2018-03-25,52.43,52.43,52.43,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2018-04-01,52.67,52.67,52.67,0.0,0.0,52.87,52.87,52.87,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2018-04-08,53.24,53.24,53.24,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2018-04-15,53.62,53.62,53.62,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2018-04-22,53.11,53.11,53.11,0.0,0.0,53.28,53.28,53.28,0.0,0.0,52.94,52.94,52.94,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2018-04-29,52.35,52.35,52.35,0.0,0.0,53.39,53.39,53.39,0.0,0.0,52.25,52.25,52.25,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2018-05-06,54.4,54.4,54.4,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.43,54.43,54.43,0.0,0.0
2018-05-13,54.46,54.46,54.46,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2018-05-20,54.63,54.63,54.63,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2018-05-27,54.87,54.87,54.87,0.0,0.0,55.11,55.11,55.11,0.0,0.0,54.83,54.83,54.83,0.0,0.0,55.01,55.01,55.01,0.0,0.0
2018-06-03,55.87,55.87,55.87,0.0,0.0,56.24,56.24,56.24,0.0,0.0,55.87,55.87,55.87,0.0,0.0,56.24,56.24,56.24,0.0,0.0
2018-06-10,56.15,56.15,56.15,0.0,0.0,56.38,56.38,56.38,0.0,0.0,55.97,55.97,55.97,0.0,0.0,56.33,56.33,56.33,0.0,0.0
2018-06-17,56.38,56.38,56.38,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.04,56.04,56.04,0.0,0.0
2018-06-24,55.04,55.04,55.04,0.0,0.0,55.33,55.33,55.33,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2018-07-01,55.42,55.42,55.42,0.0,0.0,55.94,55.94,55.94,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.9,55.9,55.9,0.0,0.0
2018-07-08,56.26,56.26,56.26,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.27,56.27,56.27,0.0,0.0
2018-07-15,56.58,56.58,56.58,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2018-07-22,56.72,56.72,56.72,0.0,0.0,56.78,56.78,56.78,0.0,0.0,55.81,55.81,55.81,0.0,0.0,56.04,56.04,56.04,0.0,0.0
2018-07-29,56.44,56.44,56.44,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.29,56.29,56.29,0.0,0.0,56.51,56.51,56.51,0.0,0.0
2018-08-05,56.69,56.69,56.69,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.67,56.67,56.67,0.0,0.0
2018-08-12,56.72,56.72,56.72,0.0,0.0,57.12,57.12,57.12,0.0,0.0,56.67,56.67,56.67,0.0,0.0,57.08,57.08,57.08,0.0,0.0
2018-08-19,57.78,57.78,57.78,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2018-08-26,58.23,58.23,58.23,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.22,58.22,58.22,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2018-09-02,57.95,57.95,57.95,0.0,0.0,58.26,58.26,58.26,0.0,0.0,57.82,57.82,57.82,0.0,0.0,57.88,57.88,57.88,0.0,0.0
2018-09-09,58.64,58.64,58.64,0.0,0.0,58.83,58.83,58.83,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2018-09-16,58.74,58.74,58.74,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2018-09-23,57.54,57.54,57.54,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.84,57.84,57.84,0.0,0.0
2018-09-30,56.72,56.72,56.72,0.0,0.0,56.87,56.87,56.87,0.0,0.0,55.96,55.96,55.96,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2018-10-07,53.83,53.83,53.83,0.0,0.0,53.87,53.87,53.87,0.0,0.0,52.78,52.78,52.78,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2018-10-14,53.94,53.94,53.94,0.0,0.0,54.23,54.23,54.23,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.45,53.45,53.45,0.0,0.0
2018-10-21,51.48,51.48,51.48,0.0,0.0,52.03,52.03,52.03,0.0,0.0,50.7,50.7,50.7,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2018-10-28,54.02,54.02,54.02,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2018-11-04,54.36,54.36,54.36,0.0,0.0,54.43,54.43,54.43,0.0,0.0,53.71,53.71,53.71,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2018-11-11,52.96,52.96,52.96,0.0,0.0,53.52,53.52,53.52,0.0,0.0,52.96,52.96,52.96,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2018-11-18,51.7,51.7,51.7,0.0,0.0,52.39,52.39,52.39,0.0,0.0,51.68,51.68,51.68,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2018-11-25,53.57,53.57,53.57,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2018-12-02,52.53,52.53,52.53,0.0,0.0,52.9,52.9,52.9,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2018-12-09,50.1,50.1,50.1,0.0,0.0,50.52,50.52,50.52,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2018-12-16,47.28,47.28,47.28,0.0,0.0,47.75,47.75,47.75,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2018-12-23,47.69,47.69,47.69,0.0,0.0,48.06,48.06,48.06,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2018-12-30,47.56,47.56,47.56,0.0,0.0,48.74,48.74,48.74,0.0,0.0,47.56,47.56,47.56,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2019-01-06,50.54,50.54,50.54,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-01-13,51.97,51.97,51.97,0.0,0.0,52.43,52.43,52.43,0.0,0.0,51.8,51.8,51.8,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2019-01-20,52.26,52.26,52.26,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2019-01-27,53.38,53.38,53.38,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2019-02-03,53.58,53.58,53.58,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2019-02-10,55.14,55.14,55.14,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2019-02-17,55.53,55.53,55.53,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2019-02-24,55.91,55.91,55.91,0.0,0.0,56.05,56.05,56.05,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2019-03-03,54.0,54.0,54.0,0.0,0.0,54.27,54.27,54.27,0.0,0.0,53.89,53.89,53.89,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2019-03-10,55.48,55.48,55.48,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2019-03-17,55.48,55.48,55.48,0.0,0.0,55.53,55.53,55.53,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2019-03-24,55.41,55.41,55.41,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2019-03-31,56.52,56.52,56.52,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.77,56.77,56.77,0.0,0.0
2019-04-07,57.22,57.22,57.22,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.29,57.29,57.29,0.0,0.0
2019-04-14,56.72,56.72,56.72,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.79,56.79,56.79,0.0,0.0
2019-04-21,57.0,57.0,57.0,0.0,0.0,57.46,57.46,57.46,0.0,0.0,56.89,56.89,56.89,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2019-04-28,57.1,57.1,57.1,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2019-05-05,55.88,55.88,55.88,0.0,0.0,56.42,56.42,56.42,0.0,0.0,55.22,55.22,55.22,0.0,0.0,56.28,56.28,56.28,0.0,0.0
2019-05-12,55.42,55.42,55.42,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.33,55.33,55.33,0.0,0.0
2019-05-19,54.7,54.7,54.7,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2019-05-26,53.29,53.29,53.29,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.41,53.41,53.41,0.0,0.0
2019-06-02,55.68,55.68,55.68,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2019-06-09,56.32,56.32,56.32,0.0,0.0,56.32,56.32,56.32,0.0,0.0,55.93,55.93,55.93,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2019-06-16,57.22,57.22,57.22,0.0,0.0,57.22,57.22,57.22,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.98,56.98,56.98,0.0,0.0
2019-06-23,56.58,56.58,56.58,0.0,0.0,57.12,57.12,57.12,0.0,0.0,56.58,56.58,56.58,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2019-06-30,57.56,57.56,57.56,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2019-07-07,57.58,57.58,57.58,0.0,0.0,58.05,58.05,58.05,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2019-07-14,57.83,57.83,57.83,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2019-07-21,58.11,58.11,58.11,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.43,58.43,58.43,0.0,0.0
2019-07-28,56.62,56.62,56.62,0.0,0.0,56.66,56.66,56.66,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2019-08-04,56.53,56.53,56.53,0.0,0.0,56.55,56.55,56.55,0.0,0.0,55.92,55.92,55.92,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2019-08-11,54.56,54.56,54.56,0.0,0.0,55.31,55.31,55.31,0.0,0.0,54.56,54.56,54.56,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2019-08-18,55.59,55.59,55.59,0.0,0.0,55.91,55.91,55.91,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2019-08-25,55.91,55.91,55.91,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2019-09-01,56.67,56.67,56.67,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.55,56.55,56.55,0.0,0.0
2019-09-08,57.61,57.61,57.61,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2019-09-15,57.4,57.4,57.4,0.0,0.0,57.56,57.56,57.56,0.0,0.0,56.96,56.96,56.96,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-09-22,56.73,56.73,56.73,0.0,0.0,56.87,56.87,56.87,0.0,0.0,55.96,55.96,55.96,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2019-09-29,55.27,55.27,55.27,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2019-10-06,55.85,55.85,55.85,0.0,0.0,56.51,56.51,56.51,0.0,0.0,55.85,55.85,55.85,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2019-10-13,56.41,56.41,56.41,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-10-20,56.9,56.9,56.9,0.0,0.0,57.36,57.36,57.36,0.0,0.0,56.9,56.9,56.9,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2019-10-27,57.52,57.52,57.52,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.52,57.52,57.52,0.0,0.0,58.04,58.04,58.04,0.0,0.0
2019-11-03,58.3,58.3,58.3,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.57,58.57,58.57,0.0,0.0
2019-11-10,58.91,58.91,58.91,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.73,58.73,58.73,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2019-11-17,58.67,58.67,58.67,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.64,58.64,58.64,0.0,0.0
2019-11-24,59.68,59.68,59.68,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.37,59.37,59.37,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2019-12-01,59.36,59.36,59.36,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.32,59.32,59.32,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2019-12-08,59.23,59.23,59.23,0.0,0.0,59.49,59.49,59.49,0.0,0.0,58.89,58.89,58.89,0.0,0.0,59.05,59.05,59.05,0.0,0.0
2019-12-15,59.96,59.96,59.96,0.0,0.0,60.19,60.19,60.19,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2019-12-22,60.4,60.4,60.4,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.18,60.18,60.18,0.0,0.0
2019-12-29,59.68,59.68,59.68,0.0,0.0,60.19,60.19,60.19,0.0,0.0,59.68,59.68,59.68,0.0,0.0,60.05,60.05,60.05,0.0,0.0
