Date,Direxion Daily MSCI Mexico Bull 3X Shares_Open_average,Direxion Daily MSCI Mexico Bull 3X Shares_Open_max,Direxion Daily MSCI Mexico Bull 3X Shares_Open_min,Direxion Daily MSCI Mexico Bull 3X Shares_Open_volatility,Direxion Daily MSCI Mexico Bull 3X Shares_Open_change,Direxion Daily MSCI Mexico Bull 3X Shares_High_average,Direxion Daily MSCI Mexico Bull 3X Shares_High_max,Direxion Daily MSCI Mexico Bull 3X Shares_High_min,Direxion Daily MSCI Mexico Bull 3X Shares_High_volatility,Direxion Daily MSCI Mexico Bull 3X Shares_High_change,Direxion Daily MSCI Mexico Bull 3X Shares_Low_average,Direxion Daily MSCI Mexico Bull 3X Shares_Low_max,Direxion Daily MSCI Mexico Bull 3X Shares_Low_min,Direxion Daily MSCI Mexico Bull 3X Shares_Low_volatility,Direxion Daily MSCI Mexico Bull 3X Shares_Low_change,Direxion Daily MSCI Mexico Bull 3X Shares_Close_average,Direxion Daily MSCI Mexico Bull 3X Shares_Close_max,Direxion Daily MSCI Mexico Bull 3X Shares_Close_min,Direxion Daily MSCI Mexico Bull 3X Shares_Close_volatility,Direxion Daily MSCI Mexico Bull 3X Shares_Close_change
2018-01-14,291.84,291.84,291.84,0.0,0.0,297.47,297.47,297.47,0.0,0.0,291.84,291.84,291.84,0.0,0.0,296.52,296.52,296.52,0.0,0.0
2018-01-21,318.12,318.12,318.12,0.0,0.0,318.96,318.96,318.96,0.0,0.0,309.66,309.66,309.66,0.0,0.0,309.72,309.72,309.72,0.0,0.0
2018-01-28,293.88,293.88,293.88,0.0,0.0,299.04,299.04,299.04,0.0,0.0,257.43,257.43,257.43,0.0,0.0,266.76,266.76,266.76,0.0,0.0
2018-02-04,262.75,262.75,262.75,0.0,0.0,262.75,262.75,262.75,0.0,0.0,251.16,251.16,251.16,0.0,0.0,260.16,260.16,260.16,0.0,0.0
2018-02-11,289.44,289.44,289.44,0.0,0.0,291.52,291.52,291.52,0.0,0.0,282.48,282.48,282.48,0.0,0.0,282.48,282.48,282.48,0.0,0.0
2018-02-18,274.92,274.92,274.92,0.0,0.0,275.16,275.16,275.16,0.0,0.0,271.14,271.14,271.14,0.0,0.0,274.38,274.38,274.38,0.0,0.0
2018-02-25,244.8,244.8,244.8,0.0,0.0,248.16,248.16,248.16,0.0,0.0,244.8,244.8,244.8,0.0,0.0,248.16,248.16,248.16,0.0,0.0
2018-03-04,276.32,276.32,276.32,0.0,0.0,281.16,281.16,281.16,0.0,0.0,275.52,275.52,275.52,0.0,0.0,279.84,279.84,279.84,0.0,0.0
2018-03-11,248.16,248.16,248.16,0.0,0.0,250.92,250.92,250.92,0.0,0.0,239.16,239.16,239.16,0.0,0.0,243.0,243.0,243.0,0.0,0.0
2018-03-18,252.0,252.0,252.0,0.0,0.0,255.63,255.63,255.63,0.0,0.0,252.0,252.0,252.0,0.0,0.0,255.63,255.63,255.63,0.0,0.0
2018-03-25,255.96,255.96,255.96,0.0,0.0,255.96,255.96,255.96,0.0,0.0,242.76,242.76,242.76,0.0,0.0,245.76,245.76,245.76,0.0,0.0
2018-04-01,279.36,279.36,279.36,0.0,0.0,287.52,287.52,287.52,0.0,0.0,267.91,267.91,267.91,0.0,0.0,267.91,267.91,267.91,0.0,0.0
2018-04-08,303.6,303.6,303.6,0.0,0.0,303.6,303.6,303.6,0.0,0.0,300.45,300.45,300.45,0.0,0.0,300.45,300.45,300.45,0.0,0.0
2018-04-15,267.0,267.0,267.0,0.0,0.0,269.96,269.96,269.96,0.0,0.0,257.64,257.64,257.64,0.0,0.0,258.6,258.6,258.6,0.0,0.0
2018-04-22,262.8,262.8,262.8,0.0,0.0,265.39,265.39,265.39,0.0,0.0,261.6,261.6,261.6,0.0,0.0,263.4,263.4,263.4,0.0,0.0
2018-04-29,221.16,221.16,221.16,0.0,0.0,221.16,221.16,221.16,0.0,0.0,207.6,207.6,207.6,0.0,0.0,207.6,207.6,207.6,0.0,0.0
2018-05-06,213.96,213.96,213.96,0.0,0.0,216.6,216.6,216.6,0.0,0.0,204.36,204.36,204.36,0.0,0.0,204.36,204.36,204.36,0.0,0.0
2018-05-13,184.39,184.39,184.39,0.0,0.0,184.87,184.87,184.87,0.0,0.0,177.96,177.96,177.96,0.0,0.0,178.32,178.32,178.32,0.0,0.0
2018-05-20,187.57,187.57,187.57,0.0,0.0,190.56,190.56,190.56,0.0,0.0,185.28,185.28,185.28,0.0,0.0,185.28,185.28,185.28,0.0,0.0
2018-05-27,174.48,174.48,174.48,0.0,0.0,174.48,174.48,174.48,0.0,0.0,173.02,173.02,173.02,0.0,0.0,173.28,173.28,173.28,0.0,0.0
2018-06-03,168.48,168.48,168.48,0.0,0.0,168.96,168.96,168.96,0.0,0.0,164.81,164.81,164.81,0.0,0.0,168.12,168.12,168.12,0.0,0.0
2018-06-10,168.0,168.0,168.0,0.0,0.0,173.57,173.57,173.57,0.0,0.0,164.4,164.4,164.4,0.0,0.0,172.96,172.96,172.96,0.0,0.0
2018-06-17,183.6,183.6,183.6,0.0,0.0,191.52,191.52,191.52,0.0,0.0,182.19,182.19,182.19,0.0,0.0,190.92,190.92,190.92,0.0,0.0
2018-06-24,192.6,192.6,192.6,0.0,0.0,192.6,192.6,192.6,0.0,0.0,183.96,183.96,183.96,0.0,0.0,188.58,188.58,188.58,0.0,0.0
2018-07-01,253.08,253.08,253.08,0.0,0.0,253.08,253.08,253.08,0.0,0.0,243.98,243.98,243.98,0.0,0.0,245.64,245.64,245.64,0.0,0.0
2018-07-08,245.4,245.4,245.4,0.0,0.0,246.6,246.6,246.6,0.0,0.0,243.12,243.12,243.12,0.0,0.0,246.48,246.48,246.48,0.0,0.0
2018-07-15,241.2,241.2,241.2,0.0,0.0,249.48,249.48,249.48,0.0,0.0,234.09,234.09,234.09,0.0,0.0,249.48,249.48,249.48,0.0,0.0
2018-07-22,272.76,272.76,272.76,0.0,0.0,275.88,275.88,275.88,0.0,0.0,268.8,268.8,268.8,0.0,0.0,269.52,269.52,269.52,0.0,0.0
2018-07-29,261.48,261.48,261.48,0.0,0.0,267.0,267.0,267.0,0.0,0.0,259.44,259.44,259.44,0.0,0.0,267.0,267.0,267.0,0.0,0.0
2018-08-05,227.51,227.51,227.51,0.0,0.0,231.35,231.35,231.35,0.0,0.0,224.16,224.16,224.16,0.0,0.0,229.72,229.72,229.72,0.0,0.0
2018-08-12,233.04,233.04,233.04,0.0,0.0,235.8,235.8,235.8,0.0,0.0,221.16,221.16,221.16,0.0,0.0,235.08,235.08,235.08,0.0,0.0
2018-08-19,264.48,264.48,264.48,0.0,0.0,274.14,274.14,274.14,0.0,0.0,263.04,263.04,263.04,0.0,0.0,265.56,265.56,265.56,0.0,0.0
