Date,SSI_Open_average,SSI_Open_max,SSI_Open_min,SSI_Open_volatility,SSI_Open_change,SSI_High_average,SSI_High_max,SSI_High_min,SSI_High_volatility,SSI_High_change,SSI_Low_average,SSI_Low_max,SSI_Low_min,SSI_Low_volatility,SSI_Low_change,SSI_Close_average,SSI_Close_max,SSI_Close_min,SSI_Close_volatility,SSI_Close_change,SSI_Volume_average,SSI_Volume_max,SSI_Volume_min,SSI_Volume_volatility,SSI_Volume_change
2018-01-14,1.7375,1.75,1.72,0.030000000000000027,-0.010000000000000009,1.7525,1.76,1.74,0.020000000000000018,0.010000000000000009,1.7025,1.73,1.68,0.050000000000000044,0.030000000000000027,1.72,1.74,1.69,0.050000000000000044,0.030000000000000027,297548,774147,78310,695837,-647618
2018-01-21,1.716,1.73,1.71,0.020000000000000018,0.020000000000000018,1.748,1.77,1.74,0.030000000000000027,-0.010000000000000009,1.704,1.71,1.7,0.010000000000000009,-0.010000000000000009,1.73,1.74,1.72,0.020000000000000018,-0.010000000000000009,123423,135198,100575,34623,12412
2018-01-28,1.694,1.74,1.67,0.07000000000000006,-0.07000000000000006,1.706,1.75,1.67,0.08000000000000007,-0.08000000000000007,1.656,1.7,1.61,0.08999999999999986,-0.08999999999999986,1.678,1.72,1.64,0.08000000000000007,-0.08000000000000007,175164,310717,77325,233392,2563
2018-02-04,1.682,1.76,1.6,0.15999999999999992,0.15999999999999992,1.724,1.78,1.66,0.1200000000000001,0.1100000000000001,1.658,1.7,1.6,0.09999999999999987,0.08999999999999986,1.7,1.75,1.64,0.1100000000000001,0.09000000000000008,179681,220349,113104,107245,-9666
2018-02-11,1.76,1.82,1.71,0.1100000000000001,0.07000000000000006,1.798,1.9,1.75,0.1499999999999999,0.1499999999999999,1.734,1.81,1.69,0.1200000000000001,0.1200000000000001,1.78,1.85,1.72,0.13000000000000012,0.13000000000000012,180895,338033,94856,243177,-183316
2018-02-18,1.8575000000000002,1.87,1.85,0.020000000000000018,0.010000000000000009,1.885,1.94,1.86,0.07999999999999985,0.07999999999999985,1.8225,1.86,1.79,0.07000000000000006,0.040000000000000036,1.8675000000000002,1.9,1.85,0.04999999999999982,0.04999999999999982,106401,156481,58136,98345,-44034
2018-02-25,1.906,1.92,1.89,0.030000000000000027,-0.010000000000000009,1.946,1.98,1.92,0.06000000000000005,0.06000000000000005,1.884,1.9,1.87,0.029999999999999805,0.010000000000000009,1.922,1.98,1.9,0.08000000000000007,0.06000000000000005,114704,176534,61241,115293,86795
2018-03-04,1.952,2.0,1.91,0.09000000000000008,0.08000000000000007,1.992,2.05,1.95,0.09999999999999987,0.07000000000000006,1.91,1.98,1.88,0.10000000000000009,0.09000000000000008,1.944,2.02,1.88,0.14000000000000012,0.08000000000000007,257240,516462,113698,402764,143741
2018-03-11,2.072,2.12,2.04,0.08000000000000007,0.08000000000000007,2.132,2.15,2.11,0.040000000000000036,-0.020000000000000018,2.034,2.05,2.02,0.029999999999999805,0.0,2.062,2.12,2.02,0.10000000000000009,-0.06000000000000005,457430,1222875,179510,1043365,879729
2018-03-18,2.164,2.22,2.03,0.1900000000000004,0.18000000000000016,2.222,2.23,2.21,0.020000000000000018,0.0,2.124,2.18,2.03,0.15000000000000036,0.11000000000000032,2.188,2.2,2.15,0.050000000000000266,0.050000000000000266,259384,436247,157056,279191,-279191
2018-03-25,2.1825,2.19,2.17,0.020000000000000018,0.0,2.21,2.22,2.2,0.020000000000000018,0.009999999999999787,2.1500000000000004,2.16,2.14,0.020000000000000018,0.020000000000000018,2.1825,2.19,2.17,0.020000000000000018,0.010000000000000231,182028,242223,112165,130058,62491
2018-04-01,2.414,2.73,2.17,0.56,0.56,2.588,2.85,2.21,0.6400000000000001,0.5800000000000001,2.386,2.72,2.14,0.5800000000000001,0.5800000000000001,2.528,2.75,2.18,0.5699999999999998,0.5699999999999998,577198,958624,178668,779956,409220
2018-04-08,2.86,2.99,2.76,0.23000000000000043,0.20000000000000018,2.918,3.0,2.8,0.20000000000000018,0.20000000000000018,2.8000000000000003,2.92,2.72,0.19999999999999973,0.19999999999999973,2.886,2.96,2.78,0.18000000000000016,0.18000000000000016,517698,938008,318030,619978,150936
2018-04-15,2.956,3.03,2.79,0.23999999999999977,-0.16000000000000014,3.032,3.18,2.82,0.3600000000000003,-0.3600000000000003,2.856,2.97,2.67,0.30000000000000027,-0.25,2.904,3.03,2.7,0.3299999999999996,-0.3299999999999996,336012,509712,159810,349902,-190355
2018-04-22,2.828,2.99,2.68,0.31000000000000005,0.31000000000000005,2.942,3.05,2.87,0.17999999999999972,0.1200000000000001,2.7840000000000003,2.93,2.68,0.25,0.25,2.88,2.99,2.76,0.23000000000000043,0.1900000000000004,249267,593671,96074,497597,-119421
2018-04-29,2.926,3.0,2.87,0.1299999999999999,0.04999999999999982,2.98,3.05,2.94,0.10999999999999988,0.07999999999999963,2.842,2.92,2.76,0.16000000000000014,0.06999999999999984,2.918,2.97,2.87,0.10000000000000009,0.029999999999999805,229168,482105,119695,362410,327419
2018-05-06,2.81,2.97,2.59,0.38000000000000034,-0.3400000000000003,2.842,2.98,2.7,0.2799999999999998,-0.2799999999999998,2.704,2.9,2.54,0.3599999999999999,-0.3599999999999999,2.748,2.93,2.56,0.3700000000000001,-0.26000000000000023,148453,231724,70998,160726,-69517
2018-05-13,2.77,2.93,2.68,0.25,0.25,2.914,3.16,2.78,0.38000000000000034,0.38000000000000034,2.742,2.88,2.65,0.22999999999999998,0.22999999999999998,2.868,3.13,2.68,0.44999999999999973,0.44999999999999973,265921,602867,106196,496671,496671
2018-05-20,3.118,3.18,3.01,0.17000000000000037,-0.06999999999999984,3.19,3.25,3.1,0.1499999999999999,-0.1299999999999999,2.832,3.11,2.37,0.7399999999999998,-0.29000000000000004,3.096,3.21,2.94,0.27,-0.26000000000000023,559010,1306145,289945,1016200,-50145
2018-05-27,2.705,2.91,2.58,0.33000000000000007,-0.33000000000000007,2.7525,2.91,2.63,0.28000000000000025,-0.20000000000000018,2.585,2.7,2.53,0.17000000000000037,-0.17000000000000037,2.6174999999999997,2.71,2.57,0.14000000000000012,-0.14000000000000012,312279,442697,233730,208967,98669
2018-06-03,2.652,2.84,2.5,0.33999999999999986,0.33999999999999986,2.778,2.89,2.7,0.18999999999999995,0.18999999999999995,2.588,2.7,2.47,0.22999999999999998,0.1599999999999997,2.69,2.84,2.61,0.22999999999999998,0.03000000000000025,259248,435224,167072,268152,-268152
2018-06-10,2.546,2.65,2.41,0.23999999999999977,-0.23999999999999977,2.606,2.71,2.49,0.21999999999999975,-0.21999999999999975,2.466,2.58,2.38,0.20000000000000018,-0.20000000000000018,2.516,2.65,2.43,0.21999999999999975,-0.18999999999999995,288101,406657,158310,248347,153366
2018-06-17,2.49,2.54,2.47,0.06999999999999984,0.0,2.544,2.65,2.48,0.16999999999999993,-0.16999999999999993,2.422,2.5,2.33,0.16999999999999993,-0.08000000000000007,2.47,2.52,2.41,0.10999999999999988,-0.10999999999999988,157633,289453,68764,220689,-65224
2018-06-24,2.374,2.43,2.32,0.11000000000000032,0.010000000000000231,2.42,2.49,2.37,0.1200000000000001,0.010000000000000231,2.32,2.36,2.29,0.06999999999999984,0.06999999999999984,2.368,2.41,2.32,0.0900000000000003,0.0900000000000003,131255,210463,83961,126502,-54191
2018-07-01,2.3425,2.39,2.3,0.0900000000000003,-0.050000000000000266,2.36,2.42,2.33,0.08999999999999986,-0.08000000000000007,2.2849999999999997,2.3,2.26,0.040000000000000036,0.0,2.3049999999999997,2.33,2.28,0.050000000000000266,-0.010000000000000231,59669,88969,32145,56824,-22383
2018-07-08,2.3,2.33,2.27,0.06000000000000005,0.029999999999999805,2.34,2.38,2.31,0.06999999999999984,0.029999999999999805,2.286,2.3,2.27,0.029999999999999805,0.029999999999999805,2.312,2.32,2.3,0.020000000000000018,0.0,104470,137473,57687,79786,31708
