Date,iShares MSCI Chile CappedEtf_Open_average,iShares MSCI Chile CappedEtf_Open_max,iShares MSCI Chile CappedEtf_Open_min,iShares MSCI Chile CappedEtf_Open_volatility,iShares MSCI Chile CappedEtf_Open_change,iShares MSCI Chile CappedEtf_High_average,iShares MSCI Chile CappedEtf_High_max,iShares MSCI Chile CappedEtf_High_min,iShares MSCI Chile CappedEtf_High_volatility,iShares MSCI Chile CappedEtf_High_change,iShares MSCI Chile CappedEtf_Low_average,iShares MSCI Chile CappedEtf_Low_max,iShares MSCI Chile CappedEtf_Low_min,iShares MSCI Chile CappedEtf_Low_volatility,iShares MSCI Chile CappedEtf_Low_change,iShares MSCI Chile CappedEtf_Close_average,iShares MSCI Chile CappedEtf_Close_max,iShares MSCI Chile CappedEtf_Close_min,iShares MSCI Chile CappedEtf_Close_volatility,iShares MSCI Chile CappedEtf_Close_change
2018-01-14,55.66,55.66,55.66,0.0,0.0,55.71,55.71,55.71,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.67,55.67,55.67,0.0,0.0
2018-01-21,55.73,55.73,55.73,0.0,0.0,56.21,56.21,56.21,0.0,0.0,55.65,55.65,55.65,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2018-01-28,56.17,56.17,56.17,0.0,0.0,56.17,56.17,56.17,0.0,0.0,54.87,54.87,54.87,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2018-02-04,53.37,53.37,53.37,0.0,0.0,54.04,54.04,54.04,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-02-11,55.0,55.0,55.0,0.0,0.0,55.09,55.09,55.09,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.58,54.58,54.58,0.0,0.0
2018-02-18,56.05,56.05,56.05,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.31,55.31,55.31,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2018-02-25,52.91,52.91,52.91,0.0,0.0,53.38,53.38,53.38,0.0,0.0,52.4,52.4,52.4,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2018-03-04,53.43,53.43,53.43,0.0,0.0,54.22,54.22,54.22,0.0,0.0,53.24,53.24,53.24,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2018-03-11,52.92,52.92,52.92,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2018-03-18,51.8,51.8,51.8,0.0,0.0,52.11,52.11,52.11,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.35,51.35,51.35,0.0,0.0
2018-03-25,52.34,52.34,52.34,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.15,52.15,52.15,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2018-04-01,53.67,53.67,53.67,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2018-04-08,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2018-04-15,55.27,55.27,55.27,0.0,0.0,55.56,55.56,55.56,0.0,0.0,54.9,54.9,54.9,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2018-04-22,54.43,54.43,54.43,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2018-04-29,52.17,52.17,52.17,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2018-05-06,53.42,53.42,53.42,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2018-05-13,51.6,51.6,51.6,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2018-05-20,51.22,51.22,51.22,0.0,0.0,51.84,51.84,51.84,0.0,0.0,50.97,50.97,50.97,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2018-05-27,50.03,50.03,50.03,0.0,0.0,50.25,50.25,50.25,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-06-03,49.75,49.75,49.75,0.0,0.0,50.46,50.46,50.46,0.0,0.0,49.58,49.58,49.58,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2018-06-10,49.6,49.6,49.6,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2018-06-17,47.7,47.7,47.7,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2018-06-24,46.07,46.07,46.07,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.73,45.73,45.73,0.0,0.0,46.04,46.04,46.04,0.0,0.0
2018-07-01,45.6,45.6,45.6,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2018-07-08,46.14,46.14,46.14,0.0,0.0,46.56,46.56,46.56,0.0,0.0,45.97,45.97,45.97,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2018-07-15,46.46,46.46,46.46,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2018-07-22,47.83,47.83,47.83,0.0,0.0,48.0,48.0,48.0,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2018-07-29,47.15,47.15,47.15,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.5,47.5,47.5,0.0,0.0
