Date,iShares MSCI Chile CappedEtf_Open_average,iShares MSCI Chile CappedEtf_Open_max,iShares MSCI Chile CappedEtf_Open_min,iShares MSCI Chile CappedEtf_Open_volatility,iShares MSCI Chile CappedEtf_Open_change,iShares MSCI Chile CappedEtf_High_average,iShares MSCI Chile CappedEtf_High_max,iShares MSCI Chile CappedEtf_High_min,iShares MSCI Chile CappedEtf_High_volatility,iShares MSCI Chile CappedEtf_High_change,iShares MSCI Chile CappedEtf_Low_average,iShares MSCI Chile CappedEtf_Low_max,iShares MSCI Chile CappedEtf_Low_min,iShares MSCI Chile CappedEtf_Low_volatility,iShares MSCI Chile CappedEtf_Low_change,iShares MSCI Chile CappedEtf_Close_average,iShares MSCI Chile CappedEtf_Close_max,iShares MSCI Chile CappedEtf_Close_min,iShares MSCI Chile CappedEtf_Close_volatility,iShares MSCI Chile CappedEtf_Close_change
2018-08-05,45.24,45.24,45.24,0.0,0.0,45.51,45.51,45.51,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2018-08-12,44.24,44.24,44.24,0.0,0.0,44.34,44.34,44.34,0.0,0.0,43.93,43.93,43.93,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2018-08-19,44.79,44.79,44.79,0.0,0.0,45.11,45.11,45.11,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.99,44.99,44.99,0.0,0.0
2018-08-26,42.98,42.98,42.98,0.0,0.0,43.62,43.62,43.62,0.0,0.0,42.98,42.98,42.98,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2018-09-02,42.12,42.12,42.12,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2018-09-09,44.2,44.2,44.2,0.0,0.0,44.62,44.62,44.62,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2018-09-16,46.16,46.16,46.16,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2018-09-23,45.27,45.27,45.27,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2018-09-30,45.06,45.06,45.06,0.0,0.0,45.06,45.06,45.06,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2018-10-07,43.44,43.44,43.44,0.0,0.0,43.61,43.61,43.61,0.0,0.0,42.84,42.84,42.84,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2018-10-14,43.03,43.03,43.03,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2018-10-21,42.0,42.0,42.0,0.0,0.0,42.48,42.48,42.48,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2018-10-28,43.51,43.51,43.51,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2018-11-04,43.21,43.21,43.21,0.0,0.0,43.32,43.32,43.32,0.0,0.0,42.89,42.89,42.89,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2018-11-11,43.82,43.82,43.82,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2018-11-18,43.07,43.07,43.07,0.0,0.0,43.2,43.2,43.2,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2018-11-25,43.5,43.5,43.5,0.0,0.0,43.5,43.5,43.5,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2018-12-02,43.48,43.48,43.48,0.0,0.0,43.55,43.55,43.55,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2018-12-09,42.64,42.64,42.64,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2018-12-16,41.26,41.26,41.26,0.0,0.0,41.35,41.35,41.35,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2018-12-23,41.61,41.61,41.61,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2018-12-30,42.04,42.04,42.04,0.0,0.0,42.97,42.97,42.97,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.85,42.85,42.85,0.0,0.0
2019-01-06,44.72,44.72,44.72,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2019-01-13,46.06,46.06,46.06,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2019-01-20,45.75,45.75,45.75,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2019-01-27,46.71,46.71,46.71,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2019-02-03,46.31,46.31,46.31,0.0,0.0,46.4,46.4,46.4,0.0,0.0,45.97,45.97,45.97,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2019-02-10,45.57,45.57,45.57,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2019-02-17,46.94,46.94,46.94,0.0,0.0,47.31,47.31,47.31,0.0,0.0,46.82,46.82,46.82,0.0,0.0,47.31,47.31,47.31,0.0,0.0
2019-02-24,45.12,45.12,45.12,0.0,0.0,45.27,45.27,45.27,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2019-03-03,43.56,43.56,43.56,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2019-03-10,44.44,44.44,44.44,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2019-03-17,43.68,43.68,43.68,0.0,0.0,43.7,43.7,43.7,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2019-03-24,43.16,43.16,43.16,0.0,0.0,43.29,43.29,43.29,0.0,0.0,42.91,42.91,42.91,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2019-03-31,44.59,44.59,44.59,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2019-04-07,44.58,44.58,44.58,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2019-04-14,44.62,44.62,44.62,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2019-04-21,42.87,42.87,42.87,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.71,42.71,42.71,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2019-04-28,42.27,42.27,42.27,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2019-05-05,41.08,41.08,41.08,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.67,40.67,40.67,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2019-05-12,39.73,39.73,39.73,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2019-05-19,39.03,39.03,39.03,0.0,0.0,39.24,39.24,39.24,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2019-05-26,38.26,38.26,38.26,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2019-06-02,39.55,39.55,39.55,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-06-09,40.39,40.39,40.39,0.0,0.0,40.39,40.39,40.39,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.9,39.9,39.9,0.0,0.0
2019-06-16,40.36,40.36,40.36,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-06-23,40.98,40.98,40.98,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2019-06-30,40.24,40.24,40.24,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2019-07-07,40.65,40.65,40.65,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2019-07-14,40.26,40.26,40.26,0.0,0.0,40.26,40.26,40.26,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.9,39.9,39.9,0.0,0.0
2019-07-21,39.02,39.02,39.02,0.0,0.0,39.26,39.26,39.26,0.0,0.0,38.78,38.78,38.78,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2019-07-28,37.75,37.75,37.75,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2019-08-04,37.31,37.31,37.31,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2019-08-11,36.46,36.46,36.46,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2019-08-18,35.56,35.56,35.56,0.0,0.0,35.74,35.74,35.74,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2019-08-25,35.23,35.23,35.23,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-09-01,36.5,36.5,36.5,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2019-09-08,37.94,37.94,37.94,0.0,0.0,38.29,38.29,38.29,0.0,0.0,37.88,37.88,37.88,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-09-15,38.17,38.17,38.17,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2019-09-22,38.14,38.14,38.14,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2019-09-29,37.86,37.86,37.86,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-10-06,38.35,38.35,38.35,0.0,0.0,39.04,39.04,39.04,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2019-10-13,39.25,39.25,39.25,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2019-10-20,36.96,36.96,36.96,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2019-10-27,34.36,34.36,34.36,0.0,0.0,35.37,35.37,35.37,0.0,0.0,34.32,34.32,34.32,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2019-11-03,33.43,33.43,33.43,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2019-11-10,32.7,32.7,32.7,0.0,0.0,33.73,33.73,33.73,0.0,0.0,32.35,32.35,32.35,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2019-11-17,32.15,32.15,32.15,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2019-11-24,30.57,30.57,30.57,0.0,0.0,30.57,30.57,30.57,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-12-01,32.8,32.8,32.8,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-12-08,34.0,34.0,34.0,0.0,0.0,34.3,34.3,34.3,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2019-12-15,33.78,33.78,33.78,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2019-12-22,33.53,33.53,33.53,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2019-12-29,33.79,33.79,33.79,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.87,33.87,33.87,0.0,0.0
