Date,Point Bridge GOP Stock Tracker_Open_average,Point Bridge GOP Stock Tracker_Open_max,Point Bridge GOP Stock Tracker_Open_min,Point Bridge GOP Stock Tracker_Open_volatility,Point Bridge GOP Stock Tracker_Open_change,Point Bridge GOP Stock Tracker_High_average,Point Bridge GOP Stock Tracker_High_max,Point Bridge GOP Stock Tracker_High_min,Point Bridge GOP Stock Tracker_High_volatility,Point Bridge GOP Stock Tracker_High_change,Point Bridge GOP Stock Tracker_Low_average,Point Bridge GOP Stock Tracker_Low_max,Point Bridge GOP Stock Tracker_Low_min,Point Bridge GOP Stock Tracker_Low_volatility,Point Bridge GOP Stock Tracker_Low_change,Point Bridge GOP Stock Tracker_Close_average,Point Bridge GOP Stock Tracker_Close_max,Point Bridge GOP Stock Tracker_Close_min,Point Bridge GOP Stock Tracker_Close_volatility,Point Bridge GOP Stock Tracker_Close_change
2018-06-24,27.08,27.08,27.08,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2018-07-01,27.82,27.82,27.82,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2018-07-08,27.55,27.55,27.55,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2018-07-15,27.7,27.7,27.7,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2018-07-22,27.88,27.88,27.88,0.0,0.0,28.32,28.32,28.32,0.0,0.0,27.88,27.88,27.88,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2018-07-29,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2018-08-05,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2018-08-12,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2018-08-19,28.41,28.41,28.41,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2018-08-26,28.32,28.32,28.32,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2018-09-02,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2018-09-09,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2018-09-16,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2018-09-23,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2018-09-30,28.37,28.37,28.37,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2018-10-07,26.96,26.96,26.96,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-10-14,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2018-10-21,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2018-10-28,26.89,26.89,26.89,0.0,0.0,27.38,27.38,27.38,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2018-11-04,26.69,26.69,26.69,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2018-11-11,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2018-11-18,26.04,26.04,26.04,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2018-11-25,26.18,26.18,26.18,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2018-12-02,25.29,25.29,25.29,0.0,0.0,25.31,25.31,25.31,0.0,0.0,24.83,24.83,24.83,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2018-12-09,24.77,24.77,24.77,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2018-12-16,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2018-12-23,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2018-12-30,23.83,23.83,23.83,0.0,0.0,24.27,24.27,24.27,0.0,0.0,23.83,23.83,23.83,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2019-01-06,24.5,24.5,24.5,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2019-01-13,25.2,25.2,25.2,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-01-20,25.2,25.2,25.2,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2019-01-27,25.81,25.81,25.81,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2019-02-03,25.78,25.78,25.78,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2019-02-10,26.49,26.49,26.49,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-02-17,26.89,26.89,26.89,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2019-02-24,26.67,26.67,26.67,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-03-03,26.07,26.07,26.07,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2019-03-10,26.58,26.58,26.58,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-03-17,26.02,26.02,26.02,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-03-24,26.89,26.89,26.89,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.89,26.89,26.89,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-03-31,27.28,27.28,27.28,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2019-04-07,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2019-04-14,27.56,27.56,27.56,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2019-04-21,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2019-04-28,27.09,27.09,27.09,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2019-05-05,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2019-05-12,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-05-19,26.19,26.19,26.19,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-05-26,25.63,25.63,25.63,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-06-02,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2019-06-09,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-06-16,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2019-06-23,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-06-30,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-07-07,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2019-07-14,27.39,27.39,27.39,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-07-21,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2019-07-28,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2019-08-04,25.93,25.93,25.93,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.93,25.93,25.93,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-08-11,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-08-18,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-08-25,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-09-01,26.78,26.78,26.78,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.78,26.78,26.78,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2019-09-08,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-09-15,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2019-09-22,27.27,27.27,27.27,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2019-09-29,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2019-10-06,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-10-13,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2019-10-20,28.01,28.01,28.01,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-10-27,28.41,28.41,28.41,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-11-03,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-11-10,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2019-11-17,28.66,28.66,28.66,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2019-11-24,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2019-12-01,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-12-08,27.94,27.94,27.94,0.0,0.0,29.05,29.05,29.05,0.0,0.0,27.94,27.94,27.94,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2019-12-15,29.23,29.23,29.23,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-12-22,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-12-29,28.66,28.66,28.66,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.72,28.72,28.72,0.0,0.0
