Date,ELS_Open_average,ELS_Open_max,ELS_Open_min,ELS_Open_volatility,ELS_Open_change,ELS_High_average,ELS_High_max,ELS_High_min,ELS_High_volatility,ELS_High_change,ELS_Low_average,ELS_Low_max,ELS_Low_min,ELS_Low_volatility,ELS_Low_change,ELS_Close_average,ELS_Close_max,ELS_Close_min,ELS_Close_volatility,ELS_Close_change,ELS_Volume_average,ELS_Volume_max,ELS_Volume_min,ELS_Volume_volatility,ELS_Volume_change
2018-01-14,42.298,42.62,42.02,0.5999999999999943,0.5599999999999952,42.762,43.08,42.51,0.5700000000000003,-0.23999999999999488,42.236,42.58,41.98,0.6000000000000014,0.6000000000000014,42.486,42.73,42.12,0.6099999999999994,0.6099999999999994,784171,1157198,577326,579872,-278248
2018-01-21,43.144,43.7,42.92,0.7800000000000011,0.07000000000000028,43.472,43.84,43.09,0.75,-0.7099999999999937,42.826,43.06,42.38,0.6799999999999997,-0.519999999999996,43.074,43.76,42.39,1.3699999999999974,-1.3699999999999974,793756,1096024,540558,555466,555466
2018-01-28,42.574,43.19,41.98,1.2100000000000009,-0.02999999999999403,43.032000000000004,43.33,42.77,0.5599999999999952,-0.3200000000000003,41.878,42.48,41.27,1.2099999999999937,-0.7199999999999989,42.372,43.16,41.38,1.779999999999994,-1.2299999999999969,1116963,1385766,828536,557230,-228944
2018-02-04,41.098,41.35,40.83,0.5200000000000031,0.5200000000000031,41.705999999999996,42.01,41.45,0.5599999999999952,-0.240000000000002,40.544000000000004,41.17,39.89,1.2800000000000011,-0.6599999999999966,41.142,41.28,40.77,0.509999999999998,0.060000000000002274,969273,1106500,850698,255802,-163674
2018-02-11,41.8325,42.81,41.23,1.5800000000000054,1.5800000000000054,42.39,43.07,41.78,1.2899999999999991,1.1199999999999974,41.56,42.49,40.98,1.5100000000000051,1.4100000000000037,42.235,42.75,41.72,1.0300000000000011,0.9399999999999977,807432,904000,642636,261364,218636
2018-02-18,42.298,42.95,41.38,1.5700000000000003,0.3500000000000014,42.834,43.18,42.39,0.7899999999999991,0.11999999999999744,41.926,42.63,41.2,1.4299999999999997,0.47000000000000597,42.294,42.99,41.23,1.7600000000000051,0.7100000000000009,668049,782172,604884,177288,50870
2018-02-25,42.298,42.8,41.84,0.9599999999999937,-0.9599999999999937,42.724,43.09,42.22,0.8700000000000045,-0.8700000000000045,41.934000000000005,42.27,41.56,0.7100000000000009,-0.27999999999999403,42.11,42.36,41.8,0.5600000000000023,-0.490000000000002,904308,977468,809578,167890,-129692
2018-03-04,42.262,42.62,41.92,0.6999999999999957,0.6999999999999957,42.696,43.16,42.44,0.7199999999999989,0.7199999999999989,42.01,42.62,41.31,1.3099999999999952,1.3099999999999952,42.552,42.98,42.27,0.7099999999999937,0.6299999999999955,828280,1038524,552868,485656,-75622
2018-03-11,42.946,43.2,42.78,0.4200000000000017,-0.15000000000000568,43.17,43.49,43.05,0.44000000000000483,-0.44000000000000483,42.674,42.8,42.59,0.20999999999999375,-0.05000000000000426,42.896,43.02,42.79,0.23000000000000398,0.0799999999999983,749730,1324536,390590,933946,-164282
2018-03-18,42.412,42.72,42.05,0.6700000000000017,-0.6700000000000017,42.82,43.3,42.36,0.9399999999999977,-0.6099999999999994,42.176,42.57,41.69,0.8800000000000026,-0.5399999999999991,42.336,42.67,41.81,0.8599999999999994,-0.2600000000000051,538344,695230,460826,234404,49372
2018-03-25,43.21,43.74,42.54,1.2000000000000028,1.1400000000000006,43.795,44.05,43.59,0.45999999999999375,0.25,42.88,43.54,42.09,1.4499999999999957,0.9199999999999946,43.5275,43.88,42.93,0.9500000000000028,0.7700000000000031,921142,1368716,662738,705978,705978
2018-04-01,43.68,43.95,43.44,0.5100000000000051,-0.39000000000000057,43.89,43.99,43.73,0.2600000000000051,-0.22000000000000597,43.244,43.35,43.18,0.1700000000000017,-0.05000000000000426,43.566,43.88,43.22,0.6600000000000037,-0.5500000000000043,674734,867470,438162,429308,-382458
2018-04-08,43.596000000000004,43.85,43.37,0.480000000000004,0.47000000000000597,43.896,44.19,43.51,0.6799999999999997,0.6799999999999997,43.384,43.73,43.19,0.5399999999999991,0.4899999999999949,43.69,43.96,43.41,0.5500000000000043,0.5500000000000043,820773,1238012,484690,753322,-185958
2018-04-15,43.926,44.34,43.56,0.7800000000000011,-0.44999999999999574,44.116,44.58,43.81,0.769999999999996,-0.75,43.66,44.07,43.39,0.6799999999999997,-0.5600000000000023,43.839999999999996,44.3,43.52,0.779999999999994,-0.75,634535,749930,457154,292776,69834
2018-04-22,43.964,44.8,43.59,1.2099999999999937,1.2099999999999937,44.492,44.99,44.03,0.9600000000000009,0.7600000000000051,43.812000000000005,44.35,43.45,0.8999999999999986,0.8599999999999994,44.232,44.74,43.84,0.8999999999999986,0.7399999999999949,745854,1051518,516584,534934,2852
2018-04-29,44.8,45.01,44.5,0.509999999999998,0.509999999999998,45.112,45.2,44.98,0.22000000000000597,0.22000000000000597,44.641999999999996,44.91,44.37,0.5399999999999991,0.5399999999999991,44.914,45.06,44.8,0.2600000000000051,0.23000000000000398,664698,820738,572982,247756,55720
2018-05-06,44.94,45.09,44.79,0.30000000000000426,-0.12000000000000455,45.065999999999995,45.23,44.87,0.35999999999999943,-0.3200000000000003,44.65,44.85,44.27,0.5799999999999983,-0.4099999999999966,44.836,44.99,44.58,0.4100000000000037,-0.4100000000000037,628514,904520,443426,461094,-234810
2018-05-13,43.762,44.36,43.34,1.019999999999996,-1.019999999999996,43.968,44.36,43.74,0.6199999999999974,-0.6199999999999974,43.342,43.75,42.98,0.7700000000000031,-0.6899999999999977,43.506,43.91,43.18,0.7299999999999969,-0.509999999999998,1071369,1285262,812574,472688,20378
2018-05-20,43.754999999999995,44.06,43.41,0.6500000000000057,0.6300000000000026,44.185,44.46,43.62,0.8400000000000034,0.7899999999999991,43.6575,44.01,43.35,0.6599999999999966,0.6599999999999966,43.915,44.33,43.45,0.8799999999999955,0.8799999999999955,596859,780074,527074,253000,-253000
2018-05-27,45.06,46.08,44.2,1.8799999999999955,1.8799999999999955,45.658,46.41,44.95,1.4599999999999937,1.4599999999999937,44.976,45.91,44.16,1.75,1.75,45.544,46.29,44.73,1.5600000000000023,1.5600000000000023,660349,903570,526082,377488,-31872
2018-06-03,46.058,46.59,45.73,0.8600000000000065,-0.4000000000000057,46.217999999999996,46.59,46.01,0.5800000000000054,-0.36000000000000654,45.726,45.9,45.48,0.4200000000000017,0.09999999999999432,45.924,46.09,45.81,0.28000000000000114,0.18999999999999773,798921,906712,503774,402938,30856
2018-06-10,45.898,46.15,45.46,0.6899999999999977,-0.14999999999999858,46.251999999999995,46.41,45.95,0.45999999999999375,-0.4199999999999946,45.53,45.95,45.22,0.730000000000004,-0.7000000000000028,45.79,46.1,45.4,0.7000000000000028,-0.44000000000000483,681088,836396,510288,326108,-205188
2018-06-17,45.5,45.84,45.33,0.5100000000000051,0.39000000000000057,45.896,46.12,45.74,0.37999999999999545,0.28999999999999915,45.366,45.57,45.17,0.3999999999999986,0.3999999999999986,45.57,45.8,45.22,0.5799999999999983,0.480000000000004,951363,1805690,521446,1284244,150314
2018-06-24,45.658,45.88,45.2,0.6799999999999997,0.0800000000000054,45.998,46.3,45.81,0.4899999999999949,0.12000000000000455,45.372,45.6,45.13,0.46999999999999886,-0.19000000000000483,45.708,45.95,45.45,0.5,0.07000000000000028,1003512,1208780,829796,378984,-378984
2018-07-01,46.055,46.3,45.66,0.6400000000000006,0.6400000000000006,46.275,46.44,46.08,0.35999999999999943,0.35999999999999943,45.730000000000004,46.0,45.55,0.45000000000000284,0.0800000000000054,46.05,46.26,45.88,0.37999999999999545,0.0,766831,1010634,650568,360066,334300
2018-07-08,46.05,46.26,45.88,0.37999999999999545,0.37999999999999545,46.394,46.55,46.23,0.3200000000000003,0.29999999999999716,45.924,46.08,45.7,0.37999999999999545,0.269999999999996,46.19,46.52,45.98,0.5400000000000063,0.5400000000000063,555168,807256,347480,459776,-71222
2018-07-15,46.126,46.55,45.73,0.8200000000000003,-0.8200000000000003,46.374,46.65,45.73,0.9200000000000017,-0.9200000000000017,45.716,46.29,45.19,1.1000000000000014,-1.1000000000000014,45.96,46.36,45.65,0.7100000000000009,-0.7100000000000009,1138945,1688866,756168,932698,478078
2018-07-22,45.318,46.11,44.96,1.1499999999999986,-1.1499999999999986,45.52,46.11,44.96,1.1499999999999986,-1.1499999999999986,44.842,45.02,44.61,0.4100000000000037,-0.10999999999999943,45.058,45.35,44.88,0.46999999999999886,-0.0899999999999963,714830,1057418,517052,540366,-514112
