Date,HFBL_stock_Open_average,HFBL_stock_Open_max,HFBL_stock_Open_min,HFBL_stock_Open_volatility,HFBL_stock_Open_change,HFBL_stock_High_average,HFBL_stock_High_max,HFBL_stock_High_min,HFBL_stock_High_volatility,HFBL_stock_High_change,HFBL_stock_Low_average,HFBL_stock_Low_max,HFBL_stock_Low_min,HFBL_stock_Low_volatility,HFBL_stock_Low_change,HFBL_stock_Close_average,HFBL_stock_Close_max,HFBL_stock_Close_min,HFBL_stock_Close_volatility,HFBL_stock_Close_change,HFBL_stock_Volume_average,HFBL_stock_Volume_max,HFBL_stock_Volume_min,HFBL_stock_Volume_volatility,HFBL_stock_Volume_change
2018-01-14,28.549999999999997,28.7,28.4,0.3000000000000007,0.3000000000000007,28.549999999999997,28.7,28.4,0.3000000000000007,0.3000000000000007,28.549999999999997,28.7,28.4,0.3000000000000007,0.3000000000000007,28.549999999999997,28.7,28.4,0.3000000000000007,0.3000000000000007,95,191,0,191,191
2018-01-21,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,1611,3007,215,2792,-2792
2018-01-28,28.700000000000003,29.19,28.21,0.9800000000000004,0.9800000000000004,28.700000000000003,29.19,28.21,0.9800000000000004,0.9800000000000004,28.700000000000003,29.19,28.21,0.9800000000000004,0.9800000000000004,28.700000000000003,29.19,28.21,0.9800000000000004,0.9800000000000004,346,458,235,223,-223
2018-02-04,28.876,29.63,28.0,1.629999999999999,0.8299999999999983,29.02,29.95,28.0,1.9499999999999993,1.1499999999999986,28.678,29.63,28.0,1.629999999999999,0.8299999999999983,28.742,29.95,28.0,1.9499999999999993,1.1499999999999986,965,2430,0,2430,2395
2018-02-11,28.625,28.74,28.51,0.22999999999999687,-0.22999999999999687,30.1,30.25,29.95,0.3000000000000007,-0.3000000000000007,28.5,28.51,28.49,0.020000000000003126,0.020000000000003126,29.97,30.25,29.69,0.5599999999999987,-0.5599999999999987,4087,4768,3407,1361,-1361
2018-02-18,29.15,29.15,29.15,0.0,0.0,29.86,29.86,29.86,0.0,0.0,28.77,28.77,28.77,0.0,0.0,29.86,29.86,29.86,0.0,0.0,5816,5816,5816,0,0
2018-02-25,29.416666666666668,30.0,29.0,1.0,0.25,29.416666666666668,30.0,29.0,1.0,0.25,29.416666666666668,30.0,29.0,1.0,0.25,29.416666666666668,30.0,29.0,1.0,0.25,209,386,0,386,386
2018-03-04,29.766666666666666,30.0,29.5,0.5,0.1999999999999993,29.833333333333332,30.0,29.5,0.5,0.0,29.67,30.0,29.5,0.5,0.48999999999999844,29.67,30.0,29.5,0.5,0.48999999999999844,763,1864,0,1864,-1864
2018-03-11,29.89,30.1,29.75,0.3500000000000014,0.10000000000000142,30.188,31.59,29.75,1.8399999999999999,1.5899999999999999,29.888,30.1,29.75,0.3500000000000014,0.11000000000000298,30.186,31.59,29.75,1.8399999999999999,1.6000000000000014,915,2455,106,2349,-689
2018-03-18,30.762,31.95,30.0,1.9499999999999993,-1.9499999999999993,30.778,31.95,30.0,1.9499999999999993,-1.9499999999999993,30.082,30.26,29.9,0.360000000000003,0.10000000000000142,30.082,30.26,29.9,0.360000000000003,0.10000000000000142,502,1404,130,1274,-80
