Date,CR_Open_average,CR_Open_max,CR_Open_min,CR_Open_volatility,CR_Open_change,CR_High_average,CR_High_max,CR_High_min,CR_High_volatility,CR_High_change,CR_Low_average,CR_Low_max,CR_Low_min,CR_Low_volatility,CR_Low_change,CR_Close_average,CR_Close_max,CR_Close_min,CR_Close_volatility,CR_Close_change,CR_Volume_average,CR_Volume_max,CR_Volume_min,CR_Volume_volatility,CR_Volume_change
2018-01-14,92.908,93.01,92.74,0.27000000000001023,-0.18000000000000682,93.338,93.59,92.99,0.6000000000000085,-0.6000000000000085,92.142,92.7,91.39,1.3100000000000023,-0.6099999999999994,92.738,93.23,92.3,0.9300000000000068,0.18000000000000682,242615,331241,175412,155829,2178
2018-01-21,93.19,93.84,92.25,1.5900000000000034,1.4399999999999977,93.776,94.32,93.23,1.0899999999999892,0.7099999999999937,92.378,93.25,91.04,2.2099999999999937,2.2099999999999937,93.304,94.09,92.52,1.5700000000000074,0.8800000000000097,285576,347305,227551,119754,-52068
2018-01-28,97.126,100.0,93.17,6.829999999999998,3.1700000000000017,99.28,102.65,97.36,5.290000000000006,0.04000000000000625,95.578,98.44,92.06,6.3799999999999955,1.1799999999999926,97.42999999999999,99.94,93.69,6.25,-3.1500000000000057,522942,767617,325846,441771,105722
2018-02-04,91.78999999999999,93.3,90.16,3.1400000000000006,-1.8599999999999994,92.782,94.44,90.52,3.9200000000000017,-3.3999999999999915,90.168,92.93,87.29,5.640000000000001,-2.789999999999992,91.172,93.39,89.45,3.9399999999999977,-2.9099999999999966,490865,906800,288942,617858,-586532
2018-02-11,91.785,93.77,89.81,3.9599999999999937,3.6499999999999915,93.4325,95.58,90.95,4.6299999999999955,4.6299999999999955,91.3525,93.67,89.64,4.030000000000001,4.030000000000001,93.065,94.59,90.63,3.960000000000008,3.960000000000008,238295,327969,184808,143161,-46553
2018-02-18,94.194,94.73,93.74,0.9900000000000091,0.6099999999999994,95.132,95.39,94.89,0.5,0.10999999999999943,93.43,93.7,93.25,0.45000000000000284,0.4099999999999966,94.084,94.85,93.52,1.3299999999999983,1.1499999999999915,223783,286400,143040,143360,-45895
2018-02-25,92.152,94.43,89.72,4.710000000000008,-3.0800000000000125,93.65,95.34,92.02,3.3200000000000074,-1.710000000000008,91.202,93.36,89.24,4.1200000000000045,-2.1099999999999994,92.194,93.36,90.33,3.030000000000001,-0.25,290324,449294,234441,214853,196480
2018-03-04,94.608,97.1,92.4,4.699999999999989,3.4499999999999886,95.528,97.28,93.9,3.3799999999999955,3.3799999999999955,93.75800000000001,95.31,92.4,2.9099999999999966,2.780000000000001,95.016,96.92,93.48,3.4399999999999977,2.4099999999999966,279231,357918,196778,161140,96939
2018-03-11,94.944,96.0,94.02,1.980000000000004,-1.5400000000000063,95.45,96.25,94.88,1.3700000000000045,-1.3700000000000045,93.878,94.78,93.44,1.3400000000000034,-1.3400000000000034,94.656,95.03,94.48,0.5499999999999972,-0.5100000000000051,206889,354283,122356,231927,-73567
2018-03-18,94.134,95.1,92.77,2.3299999999999983,-1.75,95.102,96.39,93.68,2.7099999999999937,-2.7099999999999937,92.984,94.58,91.09,3.489999999999995,-2.4599999999999937,93.716,95.74,91.28,4.459999999999994,-1.75,266160,360321,154026,206295,186527
