Date,Vanguard FTSE Pacific_etf_Open_average,Vanguard FTSE Pacific_etf_Open_max,Vanguard FTSE Pacific_etf_Open_min,Vanguard FTSE Pacific_etf_Open_volatility,Vanguard FTSE Pacific_etf_Open_change,Vanguard FTSE Pacific_etf_High_average,Vanguard FTSE Pacific_etf_High_max,Vanguard FTSE Pacific_etf_High_min,Vanguard FTSE Pacific_etf_High_volatility,Vanguard FTSE Pacific_etf_High_change,Vanguard FTSE Pacific_etf_Low_average,Vanguard FTSE Pacific_etf_Low_max,Vanguard FTSE Pacific_etf_Low_min,Vanguard FTSE Pacific_etf_Low_volatility,Vanguard FTSE Pacific_etf_Low_change,Vanguard FTSE Pacific_etf_Close_average,Vanguard FTSE Pacific_etf_Close_max,Vanguard FTSE Pacific_etf_Close_min,Vanguard FTSE Pacific_etf_Close_volatility,Vanguard FTSE Pacific_etf_Close_change
2018-01-14,76.62,76.62,76.62,0.0,0.0,76.63,76.63,76.63,0.0,0.0,76.36,76.36,76.36,0.0,0.0,76.6,76.6,76.6,0.0,0.0
2018-01-21,77.52,77.52,77.52,0.0,0.0,77.96,77.96,77.96,0.0,0.0,77.43,77.43,77.43,0.0,0.0,77.85,77.85,77.85,0.0,0.0
2018-01-28,75.89,75.89,75.89,0.0,0.0,76.08,76.08,76.08,0.0,0.0,74.86,74.86,74.86,0.0,0.0,74.87,74.87,74.87,0.0,0.0
2018-02-04,71.0,71.0,71.0,0.0,0.0,71.25,71.25,71.25,0.0,0.0,69.01,69.01,69.01,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2018-02-11,73.83,73.83,73.83,0.0,0.0,74.29,74.29,74.29,0.0,0.0,73.76,73.76,73.76,0.0,0.0,74.01,74.01,74.01,0.0,0.0
2018-02-18,73.83,73.83,73.83,0.0,0.0,74.29,74.29,74.29,0.0,0.0,73.68,73.68,73.68,0.0,0.0,74.27,74.27,74.27,0.0,0.0
2018-02-25,71.6,71.6,71.6,0.0,0.0,72.56,72.56,72.56,0.0,0.0,71.39,71.39,71.39,0.0,0.0,72.51,72.51,72.51,0.0,0.0
2018-03-04,73.37,73.37,73.37,0.0,0.0,73.98,73.98,73.98,0.0,0.0,73.27,73.27,73.27,0.0,0.0,73.98,73.98,73.98,0.0,0.0
2018-03-11,73.68,73.68,73.68,0.0,0.0,73.85,73.85,73.85,0.0,0.0,73.6,73.6,73.6,0.0,0.0,73.67,73.67,73.67,0.0,0.0
2018-03-18,71.78,71.78,71.78,0.0,0.0,71.92,71.92,71.92,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.53,70.53,70.53,0.0,0.0
2018-03-25,72.48,72.48,72.48,0.0,0.0,73.24,73.24,73.24,0.0,0.0,72.38,72.38,72.38,0.0,0.0,72.95,72.95,72.95,0.0,0.0
2018-04-01,72.27,72.27,72.27,0.0,0.0,72.53,72.53,72.53,0.0,0.0,71.49,71.49,71.49,0.0,0.0,71.76,71.76,71.76,0.0,0.0
2018-04-08,72.97,72.97,72.97,0.0,0.0,72.99,72.99,72.99,0.0,0.0,72.58,72.58,72.58,0.0,0.0,72.81,72.81,72.81,0.0,0.0
2018-04-15,73.2,73.2,73.2,0.0,0.0,73.24,73.24,73.24,0.0,0.0,72.85,72.85,72.85,0.0,0.0,73.03,73.03,73.03,0.0,0.0
2018-04-22,73.5,73.5,73.5,0.0,0.0,73.54,73.54,73.54,0.0,0.0,73.25,73.25,73.25,0.0,0.0,73.41,73.41,73.41,0.0,0.0
2018-04-29,72.68,72.68,72.68,0.0,0.0,73.57,73.57,73.57,0.0,0.0,72.54,72.54,72.54,0.0,0.0,73.47,73.47,73.47,0.0,0.0
2018-05-06,74.13,74.13,74.13,0.0,0.0,74.23,74.23,74.23,0.0,0.0,74.05,74.05,74.05,0.0,0.0,74.16,74.16,74.16,0.0,0.0
2018-05-13,73.56,73.56,73.56,0.0,0.0,73.61,73.61,73.61,0.0,0.0,73.38,73.38,73.38,0.0,0.0,73.46,73.46,73.46,0.0,0.0
2018-05-20,72.97,72.97,72.97,0.0,0.0,73.15,73.15,73.15,0.0,0.0,72.87,72.87,72.87,0.0,0.0,72.95,72.95,72.95,0.0,0.0
