Date,HDSN_stock_Open_average,HDSN_stock_Open_max,HDSN_stock_Open_min,HDSN_stock_Open_volatility,HDSN_stock_Open_change,HDSN_stock_High_average,HDSN_stock_High_max,HDSN_stock_High_min,HDSN_stock_High_volatility,HDSN_stock_High_change,HDSN_stock_Low_average,HDSN_stock_Low_max,HDSN_stock_Low_min,HDSN_stock_Low_volatility,HDSN_stock_Low_change,HDSN_stock_Close_average,HDSN_stock_Close_max,HDSN_stock_Close_min,HDSN_stock_Close_volatility,HDSN_stock_Close_change,HDSN_stock_Volume_average,HDSN_stock_Volume_max,HDSN_stock_Volume_min,HDSN_stock_Volume_volatility,HDSN_stock_Volume_change
2018-01-14,6.275,6.37,6.2,0.16999999999999993,-0.16999999999999993,6.3825,6.47,6.33,0.13999999999999968,-0.13999999999999968,6.1725,6.21,6.15,0.05999999999999961,-0.05999999999999961,6.2575,6.3,6.2,0.09999999999999964,0.0699999999999994,191541,212615,159162,53453,-11212
2018-01-21,6.404,6.68,6.24,0.4399999999999995,0.41999999999999993,6.5418,6.979,6.28,0.6989999999999998,0.4399999999999995,6.262,6.42,6.13,0.29000000000000004,0.20999999999999996,6.44,6.64,6.24,0.39999999999999947,0.3799999999999999,427539,1093568,140316,953252,189097
2018-01-28,6.434,6.61,6.27,0.34000000000000075,-0.3200000000000003,6.4786,6.64,6.29,0.34999999999999964,-0.34999999999999964,6.234,6.45,6.02,0.4300000000000006,-0.4300000000000006,6.346,6.57,6.09,0.4800000000000004,-0.4800000000000004,349628,384777,314085,70692,24535
2018-02-04,5.91,6.03,5.76,0.27000000000000046,-0.08999999999999986,5.994,6.11,5.95,0.16000000000000014,-0.16000000000000014,5.753,5.86,5.61,0.25,-0.20999999999999996,5.872,5.93,5.81,0.1200000000000001,-0.05000000000000071,270417,363124,140545,222579,-134367
2018-02-11,5.862,6.04,5.73,0.3099999999999996,0.23000000000000043,5.985,6.22,5.8,0.41999999999999993,0.3700000000000001,5.7860000000000005,6.03,5.65,0.3799999999999999,0.35000000000000053,5.938,6.13,5.76,0.3700000000000001,0.3700000000000001,239508,472385,143719,328666,256053
2018-02-18,6.155,6.23,6.12,0.11000000000000032,-0.009999999999999787,6.19875,6.28,6.12,0.16000000000000014,-0.1200000000000001,6.04125,6.11,6.0,0.11000000000000032,-0.04999999999999982,6.115,6.19,6.06,0.13000000000000078,-0.1200000000000001,206903,258718,162233,96485,-34869
2018-02-25,6.05,6.11,5.98,0.1299999999999999,-0.11999999999999922,6.1978,6.26,6.13,0.1299999999999999,0.02999999999999936,5.974,6.05,5.94,0.10999999999999943,-0.009999999999999787,6.08,6.21,6.0,0.20999999999999996,0.20999999999999996,209048,259434,173177,86257,10821
2018-03-04,5.98,6.33,5.58,0.75,-0.6299999999999999,6.076,6.38,5.61,0.7699999999999996,-0.7699999999999996,5.7436,6.07,5.367999999999999,0.7020000000000008,-0.40999999999999925,5.931,6.34,5.435,0.9050000000000002,-0.9050000000000002,727798,1862228,215654,1646574,559940
2018-03-11,5.474,5.5,5.43,0.07000000000000028,0.040000000000000036,5.532,5.55,5.5,0.04999999999999982,-0.040000000000000036,5.404,5.45,5.35,0.10000000000000053,-0.05000000000000071,5.464,5.49,5.4,0.08999999999999986,-0.08000000000000007,469478,619654,329549,290105,1580
2018-03-18,4.98,5.4,4.69,0.71,-0.71,5.0144,5.43,4.69,0.7399999999999993,-0.7399999999999993,4.78,4.91,4.57,0.33999999999999986,-0.33999999999999986,4.82,4.99,4.59,0.40000000000000036,-0.40000000000000036,685085,1505520,456161,1049359,-1023249
2018-03-25,4.6275,4.94,4.44,0.5,0.35000000000000053,4.785,4.99,4.53,0.45999999999999996,0.34000000000000075,4.543749999999999,4.88,4.395,0.4850000000000003,0.4850000000000003,4.7,4.94,4.43,0.5100000000000007,0.5100000000000007,486665,665955,334350,331605,-331605
2018-04-01,4.828,4.93,4.66,0.2699999999999996,-0.04999999999999982,4.92,4.97,4.87,0.09999999999999964,-0.02999999999999936,4.708,4.83,4.63,0.20000000000000018,-0.1200000000000001,4.782,4.89,4.67,0.21999999999999975,-0.1200000000000001,311545,438689,198066,240623,180784
2018-04-08,4.594,4.72,4.49,0.22999999999999954,-0.20000000000000018,4.623,4.77,4.49,0.27999999999999936,-0.27999999999999936,4.474,4.6,4.39,0.20999999999999996,-0.20999999999999996,4.534,4.69,4.42,0.27000000000000046,-0.27000000000000046,239914,251593,222231,29362,-12006
2018-04-15,4.476,4.56,4.36,0.1999999999999993,0.10999999999999943,4.536,4.6,4.45,0.14999999999999947,0.13999999999999968,4.382000000000001,4.49,4.28,0.20999999999999996,0.03000000000000025,4.446,4.58,4.36,0.21999999999999975,0.019999999999999574,301506,336891,248393,88498,32800
2018-04-22,4.326,4.38,4.24,0.13999999999999968,-0.040000000000000036,4.408,4.5,4.32,0.17999999999999972,0.08999999999999986,4.234,4.33,4.15,0.17999999999999972,0.07000000000000028,4.3420000000000005,4.48,4.25,0.23000000000000043,0.1900000000000004,240483,306749,183659,123090,-100240
2018-04-29,4.192,4.47,3.77,0.6999999999999997,-0.6999999999999997,4.292,4.54,4.0,0.54,-0.5099999999999998,3.968,4.35,3.65,0.6999999999999997,-0.6699999999999995,4.114,4.46,3.78,0.6800000000000002,-0.41999999999999993,526733,702245,256020,446225,259828
2018-05-06,3.69,4.18,3.02,1.1599999999999997,-0.98,3.746,4.19,3.02,1.1700000000000004,-1.0100000000000002,3.442,4.05,2.56,1.4899999999999998,-1.35,3.593,4.16,2.625,1.5350000000000001,-1.3849999999999998,1618480,5079607,255669,4823938,1629789
2018-05-13,2.566,2.61,2.52,0.08999999999999986,-0.040000000000000036,2.614,2.75,2.56,0.18999999999999995,-0.18000000000000016,2.5042,2.59,2.451,0.1389999999999998,-0.10999999999999988,2.538,2.61,2.49,0.11999999999999966,-0.11999999999999966,695405,965426,470748,494678,-494678
