Date,Deutsche X-trackers MSCI Eurozone_etf_Open_average,Deutsche X-trackers MSCI Eurozone_etf_Open_max,Deutsche X-trackers MSCI Eurozone_etf_Open_min,Deutsche X-trackers MSCI Eurozone_etf_Open_volatility,Deutsche X-trackers MSCI Eurozone_etf_Open_change,Deutsche X-trackers MSCI Eurozone_etf_High_average,Deutsche X-trackers MSCI Eurozone_etf_High_max,Deutsche X-trackers MSCI Eurozone_etf_High_min,Deutsche X-trackers MSCI Eurozone_etf_High_volatility,Deutsche X-trackers MSCI Eurozone_etf_High_change,Deutsche X-trackers MSCI Eurozone_etf_Low_average,Deutsche X-trackers MSCI Eurozone_etf_Low_max,Deutsche X-trackers MSCI Eurozone_etf_Low_min,Deutsche X-trackers MSCI Eurozone_etf_Low_volatility,Deutsche X-trackers MSCI Eurozone_etf_Low_change,Deutsche X-trackers MSCI Eurozone_etf_Close_average,Deutsche X-trackers MSCI Eurozone_etf_Close_max,Deutsche X-trackers MSCI Eurozone_etf_Close_min,Deutsche X-trackers MSCI Eurozone_etf_Close_volatility,Deutsche X-trackers MSCI Eurozone_etf_Close_change
2018-01-14,31.77,31.77,31.77,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2018-01-21,31.74,31.74,31.74,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2018-01-28,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-02-04,29.45,29.45,29.45,0.0,0.0,29.53,29.53,29.53,0.0,0.0,28.81,28.81,28.81,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-02-11,30.13,30.13,30.13,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2018-02-18,30.31,30.31,30.31,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2018-02-25,29.37,29.37,29.37,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2018-03-04,30.22,30.22,30.22,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2018-03-11,30.34,30.34,30.34,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2018-03-18,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2018-03-25,29.78,29.78,29.78,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2018-04-01,30.16,30.16,30.16,0.0,0.0,30.21,30.21,30.21,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2018-04-08,30.56,30.56,30.56,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-04-15,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2018-04-22,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2018-04-29,31.38,31.38,31.38,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2018-05-06,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-05-13,31.97,31.97,31.97,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2018-05-20,31.59,31.59,31.59,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2018-05-27,31.33,31.33,31.33,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2018-06-03,31.31,31.31,31.31,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2018-06-10,31.83,31.83,31.83,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-06-17,30.63,30.63,30.63,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2018-06-24,30.26,30.26,30.26,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2018-07-01,30.47,30.47,30.47,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2018-07-08,30.57,30.57,30.57,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-07-15,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2018-07-22,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2018-07-29,30.98,30.98,30.98,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-08-05,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2018-08-12,30.21,30.21,30.21,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2018-08-19,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2018-08-26,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2018-09-02,29.6,29.6,29.6,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2018-09-09,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2018-09-16,30.76,30.76,30.76,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-09-23,30.36,30.36,30.36,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2018-09-30,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2018-10-07,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2018-10-14,28.59,28.59,28.59,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2018-10-21,27.8,27.8,27.8,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2018-10-28,28.8,28.8,28.8,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2018-11-04,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2018-11-11,28.35,28.35,28.35,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2018-11-18,27.86,27.86,27.86,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2018-11-25,28.32,28.32,28.32,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2018-12-02,27.57,27.57,27.57,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2018-12-09,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2018-12-16,26.3,26.3,26.3,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2018-12-23,26.4,26.4,26.4,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-12-30,26.71,26.71,26.71,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-01-06,27.35,27.35,27.35,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2019-01-13,27.94,27.94,27.94,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.92,27.92,27.92,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-01-20,28.26,28.26,28.26,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2019-01-27,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2019-02-03,28.08,28.08,28.08,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.13,28.13,28.13,0.0,0.0
