Date,Health Care Select Sector SPDR_Open_average,Health Care Select Sector SPDR_Open_max,Health Care Select Sector SPDR_Open_min,Health Care Select Sector SPDR_Open_volatility,Health Care Select Sector SPDR_Open_change,Health Care Select Sector SPDR_High_average,Health Care Select Sector SPDR_High_max,Health Care Select Sector SPDR_High_min,Health Care Select Sector SPDR_High_volatility,Health Care Select Sector SPDR_High_change,Health Care Select Sector SPDR_Low_average,Health Care Select Sector SPDR_Low_max,Health Care Select Sector SPDR_Low_min,Health Care Select Sector SPDR_Low_volatility,Health Care Select Sector SPDR_Low_change,Health Care Select Sector SPDR_Close_average,Health Care Select Sector SPDR_Close_max,Health Care Select Sector SPDR_Close_min,Health Care Select Sector SPDR_Close_volatility,Health Care Select Sector SPDR_Close_change
2018-06-10,84.39,84.39,84.39,0.0,0.0,84.39,84.39,84.39,0.0,0.0,83.75,83.75,83.75,0.0,0.0,84.09,84.09,84.09,0.0,0.0
2018-06-17,84.06,84.06,84.06,0.0,0.0,84.39,84.39,84.39,0.0,0.0,82.97,82.97,82.97,0.0,0.0,83.61,83.61,83.61,0.0,0.0
2018-06-24,82.46,82.46,82.46,0.0,0.0,83.23,83.23,83.23,0.0,0.0,82.19,82.19,82.19,0.0,0.0,83.18,83.18,83.18,0.0,0.0
2018-07-01,85.79,85.79,85.79,0.0,0.0,86.24,86.24,86.24,0.0,0.0,85.76,85.76,85.76,0.0,0.0,86.08,86.08,86.08,0.0,0.0
2018-07-08,86.9,86.9,86.9,0.0,0.0,86.9,86.9,86.9,0.0,0.0,86.18,86.18,86.18,0.0,0.0,86.31,86.31,86.31,0.0,0.0
2018-07-15,86.15,86.15,86.15,0.0,0.0,86.49,86.49,86.49,0.0,0.0,86.05,86.05,86.05,0.0,0.0,86.38,86.38,86.38,0.0,0.0
2018-07-22,87.32,87.32,87.32,0.0,0.0,87.61,87.61,87.61,0.0,0.0,87.18,87.18,87.18,0.0,0.0,87.44,87.44,87.44,0.0,0.0
2018-07-29,89.18,89.18,89.18,0.0,0.0,89.59,89.59,89.59,0.0,0.0,88.87,88.87,88.87,0.0,0.0,89.39,89.39,89.39,0.0,0.0
2018-08-05,89.15,89.15,89.15,0.0,0.0,89.5,89.5,89.5,0.0,0.0,88.85,88.85,88.85,0.0,0.0,89.08,89.08,89.08,0.0,0.0
2018-08-12,90.71,90.71,90.71,0.0,0.0,90.97,90.97,90.97,0.0,0.0,90.66,90.66,90.66,0.0,0.0,90.8,90.8,90.8,0.0,0.0
2018-08-19,91.62,91.62,91.62,0.0,0.0,91.69,91.69,91.69,0.0,0.0,91.24,91.24,91.24,0.0,0.0,91.62,91.62,91.62,0.0,0.0
2018-08-26,91.98,91.98,91.98,0.0,0.0,92.26,92.26,92.26,0.0,0.0,91.8,91.8,91.8,0.0,0.0,92.18,92.18,92.18,0.0,0.0
2018-09-02,92.18,92.18,92.18,0.0,0.0,92.35,92.35,92.35,0.0,0.0,91.62,91.62,91.62,0.0,0.0,91.71,91.71,91.71,0.0,0.0
2018-09-09,92.93,92.93,92.93,0.0,0.0,92.94,92.94,92.94,0.0,0.0,92.47,92.47,92.47,0.0,0.0,92.59,92.59,92.59,0.0,0.0
2018-09-16,93.6,93.6,93.6,0.0,0.0,94.04,94.04,94.04,0.0,0.0,93.47,93.47,93.47,0.0,0.0,93.85,93.85,93.85,0.0,0.0
2018-09-23,94.89,94.89,94.89,0.0,0.0,95.44,95.44,95.44,0.0,0.0,94.72,94.72,94.72,0.0,0.0,95.0,95.0,95.0,0.0,0.0
2018-09-30,93.56,93.56,93.56,0.0,0.0,93.91,93.91,93.91,0.0,0.0,92.86,92.86,92.86,0.0,0.0,93.64,93.64,93.64,0.0,0.0
2018-10-07,90.33,90.33,90.33,0.0,0.0,90.73,90.73,90.73,0.0,0.0,89.79,89.79,89.79,0.0,0.0,89.86,89.86,89.86,0.0,0.0
2018-10-14,90.91,90.91,90.91,0.0,0.0,91.08,91.08,91.08,0.0,0.0,89.76,89.76,89.76,0.0,0.0,90.17,90.17,90.17,0.0,0.0
2018-10-21,87.86,87.86,87.86,0.0,0.0,88.5,88.5,88.5,0.0,0.0,85.85,85.85,85.85,0.0,0.0,87.07,87.07,87.07,0.0,0.0
2018-10-28,88.8,88.8,88.8,0.0,0.0,89.87,89.87,89.87,0.0,0.0,88.8,88.8,88.8,0.0,0.0,89.47,89.47,89.47,0.0,0.0
2018-11-04,92.21,92.21,92.21,0.0,0.0,92.35,92.35,92.35,0.0,0.0,90.89,90.89,90.89,0.0,0.0,91.1,91.1,91.1,0.0,0.0
2018-11-11,91.53,91.53,91.53,0.0,0.0,91.59,91.59,91.59,0.0,0.0,89.89,89.89,89.89,0.0,0.0,90.28,90.28,90.28,0.0,0.0
2018-11-18,89.78,89.78,89.78,0.0,0.0,90.16,90.16,90.16,0.0,0.0,89.4,89.4,89.4,0.0,0.0,89.92,89.92,89.92,0.0,0.0
2018-11-25,95.19,95.19,95.19,0.0,0.0,95.19,95.19,95.19,0.0,0.0,94.25,94.25,94.25,0.0,0.0,94.79,94.79,94.79,0.0,0.0
2018-12-02,90.02,90.02,90.02,0.0,0.0,90.66,90.66,90.66,0.0,0.0,88.08,88.08,88.08,0.0,0.0,90.32,90.32,90.32,0.0,0.0
2018-12-09,87.47,87.47,87.47,0.0,0.0,88.21,88.21,88.21,0.0,0.0,86.03,86.03,86.03,0.0,0.0,86.63,86.63,86.63,0.0,0.0
2018-12-16,81.6,81.6,81.6,0.0,0.0,81.91,81.91,81.91,0.0,0.0,80.13,80.13,80.13,0.0,0.0,80.18,80.18,80.18,0.0,0.0
2018-12-23,85.18,85.18,85.18,0.0,0.0,86.03,86.03,86.03,0.0,0.0,85.12,85.12,85.12,0.0,0.0,85.95,85.95,85.95,0.0,0.0
2018-12-30,85.43,85.43,85.43,0.0,0.0,86.54,86.54,86.54,0.0,0.0,85.18,85.18,85.18,0.0,0.0,85.73,85.73,85.73,0.0,0.0
2019-01-06,86.72,86.72,86.72,0.0,0.0,86.76,86.76,86.76,0.0,0.0,86.27,86.27,86.27,0.0,0.0,86.28,86.28,86.28,0.0,0.0
2019-01-13,89.1,89.1,89.1,0.0,0.0,89.55,89.55,89.55,0.0,0.0,88.43,88.43,88.43,0.0,0.0,89.5,89.5,89.5,0.0,0.0
2019-01-20,87.74,87.74,87.74,0.0,0.0,87.83,87.83,87.83,0.0,0.0,86.92,86.92,86.92,0.0,0.0,87.34,87.34,87.34,0.0,0.0
2019-01-27,90.17,90.17,90.17,0.0,0.0,90.17,90.17,90.17,0.0,0.0,89.14,89.14,89.14,0.0,0.0,89.9,89.9,89.9,0.0,0.0
2019-02-03,89.56,89.56,89.56,0.0,0.0,89.62,89.62,89.62,0.0,0.0,89.0,89.0,89.0,0.0,0.0,89.25,89.25,89.25,0.0,0.0
2019-02-10,91.56,91.56,91.56,0.0,0.0,92.3,92.3,92.3,0.0,0.0,90.88,90.88,90.88,0.0,0.0,92.25,92.25,92.25,0.0,0.0
2019-02-17,92.42,92.42,92.42,0.0,0.0,92.64,92.64,92.64,0.0,0.0,92.01,92.01,92.01,0.0,0.0,92.08,92.08,92.08,0.0,0.0
2019-02-24,92.68,92.68,92.68,0.0,0.0,92.85,92.85,92.85,0.0,0.0,90.47,90.47,90.47,0.0,0.0,91.1,91.1,91.1,0.0,0.0
2019-03-03,89.06,89.06,89.06,0.0,0.0,89.91,89.91,89.91,0.0,0.0,88.8,88.8,88.8,0.0,0.0,89.84,89.84,89.84,0.0,0.0
2019-03-10,91.48,91.48,91.48,0.0,0.0,91.57,91.57,91.57,0.0,0.0,90.93,90.93,90.93,0.0,0.0,91.26,91.26,91.26,0.0,0.0
2019-03-17,90.19,90.19,90.19,0.0,0.0,90.27,90.27,90.27,0.0,0.0,89.34,89.34,89.34,0.0,0.0,89.98,89.98,89.98,0.0,0.0
2019-03-24,91.71,91.71,91.71,0.0,0.0,91.85,91.85,91.85,0.0,0.0,91.09,91.09,91.09,0.0,0.0,91.3,91.3,91.3,0.0,0.0
2019-03-31,91.34,91.34,91.34,0.0,0.0,91.47,91.47,91.47,0.0,0.0,90.74,90.74,90.74,0.0,0.0,91.39,91.39,91.39,0.0,0.0
2019-04-07,89.34,89.34,89.34,0.0,0.0,89.65,89.65,89.65,0.0,0.0,89.16,89.16,89.16,0.0,0.0,89.59,89.59,89.59,0.0,0.0
2019-04-14,85.23,85.23,85.23,0.0,0.0,85.91,85.91,85.91,0.0,0.0,84.96,84.96,84.96,0.0,0.0,85.41,85.41,85.41,0.0,0.0
2019-04-21,88.46,88.46,88.46,0.0,0.0,88.62,88.62,88.62,0.0,0.0,87.9,87.9,87.9,0.0,0.0,88.28,88.28,88.28,0.0,0.0
2019-04-28,88.28,88.28,88.28,0.0,0.0,90.26,90.26,90.26,0.0,0.0,88.13,88.13,88.13,0.0,0.0,90.03,90.03,90.03,0.0,0.0
2019-05-05,86.83,86.83,86.83,0.0,0.0,88.29,88.29,88.29,0.0,0.0,86.34,86.34,86.34,0.0,0.0,86.68,86.68,86.68,0.0,0.0
2019-05-12,87.49,87.49,87.49,0.0,0.0,88.11,88.11,88.11,0.0,0.0,87.18,87.18,87.18,0.0,0.0,87.83,87.83,87.83,0.0,0.0
2019-05-19,89.16,89.16,89.16,0.0,0.0,89.52,89.52,89.52,0.0,0.0,88.76,88.76,88.76,0.0,0.0,88.98,88.98,88.98,0.0,0.0
2019-05-26,86.8,86.8,86.8,0.0,0.0,87.67,87.67,87.67,0.0,0.0,86.75,86.75,86.75,0.0,0.0,86.92,86.92,86.92,0.0,0.0
2019-06-02,90.7,90.7,90.7,0.0,0.0,90.98,90.98,90.98,0.0,0.0,90.36,90.36,90.36,0.0,0.0,90.69,90.69,90.69,0.0,0.0
2019-06-09,90.75,90.75,90.75,0.0,0.0,91.13,91.13,91.13,0.0,0.0,90.62,90.62,90.62,0.0,0.0,91.07,91.07,91.07,0.0,0.0
2019-06-16,93.0,93.0,93.0,0.0,0.0,93.06,93.06,93.06,0.0,0.0,92.46,92.46,92.46,0.0,0.0,92.64,92.64,92.64,0.0,0.0
2019-06-23,92.77,92.77,92.77,0.0,0.0,92.81,92.81,92.81,0.0,0.0,92.12,92.12,92.12,0.0,0.0,92.5,92.5,92.5,0.0,0.0
2019-06-30,92.79,92.79,92.79,0.0,0.0,92.82,92.82,92.82,0.0,0.0,92.02,92.02,92.02,0.0,0.0,92.45,92.45,92.45,0.0,0.0
2019-07-07,91.89,91.89,91.89,0.0,0.0,92.26,92.26,92.26,0.0,0.0,91.58,91.58,91.58,0.0,0.0,92.04,92.04,92.04,0.0,0.0
2019-07-14,91.27,91.27,91.27,0.0,0.0,91.33,91.33,91.33,0.0,0.0,90.9,90.9,90.9,0.0,0.0,90.98,90.98,90.98,0.0,0.0
2019-07-21,91.52,91.52,91.52,0.0,0.0,91.92,91.92,91.92,0.0,0.0,91.38,91.38,91.38,0.0,0.0,91.85,91.85,91.85,0.0,0.0
2019-07-28,89.44,89.44,89.44,0.0,0.0,89.79,89.79,89.79,0.0,0.0,87.62,87.62,87.62,0.0,0.0,88.34,88.34,88.34,0.0,0.0
2019-08-04,90.47,90.47,90.47,0.0,0.0,90.81,90.81,90.81,0.0,0.0,89.57,89.57,89.57,0.0,0.0,89.92,89.92,89.92,0.0,0.0
2019-08-11,90.67,90.67,90.67,0.0,0.0,91.06,91.06,91.06,0.0,0.0,90.52,90.52,90.52,0.0,0.0,90.83,90.83,90.83,0.0,0.0
2019-08-18,88.89,88.89,88.89,0.0,0.0,89.18,89.18,89.18,0.0,0.0,88.52,88.52,88.52,0.0,0.0,89.11,89.11,89.11,0.0,0.0
2019-08-25,90.32,90.32,90.32,0.0,0.0,90.5,90.5,90.5,0.0,0.0,89.62,89.62,89.62,0.0,0.0,90.01,90.01,90.01,0.0,0.0
2019-09-01,90.76,90.76,90.76,0.0,0.0,90.79,90.79,90.79,0.0,0.0,89.52,89.52,89.52,0.0,0.0,89.85,89.85,89.85,0.0,0.0
2019-09-08,90.42,90.42,90.42,0.0,0.0,90.95,90.95,90.95,0.0,0.0,90.31,90.31,90.31,0.0,0.0,90.72,90.72,90.72,0.0,0.0
2019-09-15,91.14,91.14,91.14,0.0,0.0,91.46,91.46,91.46,0.0,0.0,90.89,90.89,90.89,0.0,0.0,90.92,90.92,90.92,0.0,0.0
2019-09-22,88.87,88.87,88.87,0.0,0.0,90.09,90.09,90.09,0.0,0.0,88.81,88.81,88.81,0.0,0.0,89.55,89.55,89.55,0.0,0.0
2019-09-29,89.18,89.18,89.18,0.0,0.0,89.84,89.84,89.84,0.0,0.0,89.05,89.05,89.05,0.0,0.0,89.25,89.25,89.25,0.0,0.0
2019-10-06,89.3,89.3,89.3,0.0,0.0,89.76,89.76,89.76,0.0,0.0,89.18,89.18,89.18,0.0,0.0,89.32,89.32,89.32,0.0,0.0
2019-10-13,91.54,91.54,91.54,0.0,0.0,91.68,91.68,91.68,0.0,0.0,90.88,90.88,90.88,0.0,0.0,91.07,91.07,91.07,0.0,0.0
2019-10-20,91.7,91.7,91.7,0.0,0.0,92.6,92.6,92.6,0.0,0.0,91.62,91.62,91.62,0.0,0.0,92.41,92.41,92.41,0.0,0.0
2019-10-27,94.69,94.69,94.69,0.0,0.0,94.74,94.74,94.74,0.0,0.0,93.93,93.93,93.93,0.0,0.0,93.97,93.97,93.97,0.0,0.0
2019-11-03,94.16,94.16,94.16,0.0,0.0,94.36,94.36,94.36,0.0,0.0,93.87,93.87,93.87,0.0,0.0,94.13,94.13,94.13,0.0,0.0
2019-11-10,96.74,96.74,96.74,0.0,0.0,97.29,97.29,97.29,0.0,0.0,96.38,96.38,96.38,0.0,0.0,96.5,96.5,96.5,0.0,0.0
2019-11-17,98.02,98.02,98.02,0.0,0.0,98.79,98.79,98.79,0.0,0.0,97.87,97.87,97.87,0.0,0.0,98.77,98.77,98.77,0.0,0.0
2019-11-24,99.05,99.05,99.05,0.0,0.0,99.08,99.08,99.08,0.0,0.0,98.09,98.09,98.09,0.0,0.0,98.41,98.41,98.41,0.0,0.0
2019-12-01,99.8,99.8,99.8,0.0,0.0,99.82,99.82,99.82,0.0,0.0,99.07,99.07,99.07,0.0,0.0,99.07,99.07,99.07,0.0,0.0
2019-12-08,100.81,100.81,100.81,0.0,0.0,101.68,101.68,101.68,0.0,0.0,100.81,100.81,100.81,0.0,0.0,101.31,101.31,101.31,0.0,0.0
2019-12-15,102.27,102.27,102.27,0.0,0.0,102.55,102.55,102.55,0.0,0.0,102.02,102.02,102.02,0.0,0.0,102.44,102.44,102.44,0.0,0.0
2019-12-22,102.27,102.27,102.27,0.0,0.0,102.49,102.49,102.49,0.0,0.0,101.51,101.51,101.51,0.0,0.0,101.66,101.66,101.66,0.0,0.0
2019-12-29,100.95,100.95,100.95,0.0,0.0,101.82,101.82,101.82,0.0,0.0,100.45,100.45,100.45,0.0,0.0,101.24,101.24,101.24,0.0,0.0
