Date,SPDR MSCI EAFE Fossil Fuel Reserves Free_Open_average,SPDR MSCI EAFE Fossil Fuel Reserves Free_Open_max,SPDR MSCI EAFE Fossil Fuel Reserves Free_Open_min,SPDR MSCI EAFE Fossil Fuel Reserves Free_Open_volatility,SPDR MSCI EAFE Fossil Fuel Reserves Free_Open_change,SPDR MSCI EAFE Fossil Fuel Reserves Free_High_average,SPDR MSCI EAFE Fossil Fuel Reserves Free_High_max,SPDR MSCI EAFE Fossil Fuel Reserves Free_High_min,SPDR MSCI EAFE Fossil Fuel Reserves Free_High_volatility,SPDR MSCI EAFE Fossil Fuel Reserves Free_High_change,SPDR MSCI EAFE Fossil Fuel Reserves Free_Low_average,SPDR MSCI EAFE Fossil Fuel Reserves Free_Low_max,SPDR MSCI EAFE Fossil Fuel Reserves Free_Low_min,SPDR MSCI EAFE Fossil Fuel Reserves Free_Low_volatility,SPDR MSCI EAFE Fossil Fuel Reserves Free_Low_change,SPDR MSCI EAFE Fossil Fuel Reserves Free_Close_average,SPDR MSCI EAFE Fossil Fuel Reserves Free_Close_max,SPDR MSCI EAFE Fossil Fuel Reserves Free_Close_min,SPDR MSCI EAFE Fossil Fuel Reserves Free_Close_volatility,SPDR MSCI EAFE Fossil Fuel Reserves Free_Close_change
2018-01-14,77.12,77.12,77.12,0.0,0.0,77.2,77.2,77.2,0.0,0.0,77.12,77.12,77.12,0.0,0.0,77.2,77.2,77.2,0.0,0.0
2018-01-21,77.42,77.42,77.42,0.0,0.0,77.42,77.42,77.42,0.0,0.0,77.21,77.21,77.21,0.0,0.0,77.25,77.25,77.25,0.0,0.0
2018-01-28,74.49,74.49,74.49,0.0,0.0,74.49,74.49,74.49,0.0,0.0,72.75,72.75,72.75,0.0,0.0,72.75,72.75,72.75,0.0,0.0
2018-02-04,71.93,71.93,71.93,0.0,0.0,72.4,72.4,72.4,0.0,0.0,71.68,71.68,71.68,0.0,0.0,72.26,72.26,72.26,0.0,0.0
2018-02-11,73.75,73.75,73.75,0.0,0.0,74.28,74.28,74.28,0.0,0.0,73.75,73.75,73.75,0.0,0.0,74.18,74.18,74.18,0.0,0.0
2018-02-18,74.41,74.41,74.41,0.0,0.0,74.69,74.69,74.69,0.0,0.0,74.41,74.41,74.41,0.0,0.0,74.69,74.69,74.69,0.0,0.0
2018-02-25,71.47,71.47,71.47,0.0,0.0,72.41,72.41,72.41,0.0,0.0,71.47,71.47,71.47,0.0,0.0,72.41,72.41,72.41,0.0,0.0
2018-03-04,73.45,73.45,73.45,0.0,0.0,73.45,73.45,73.45,0.0,0.0,73.45,73.45,73.45,0.0,0.0,73.45,73.45,73.45,0.0,0.0
2018-03-11,72.3,72.3,72.3,0.0,0.0,72.3,72.3,72.3,0.0,0.0,72.3,72.3,72.3,0.0,0.0,72.3,72.3,72.3,0.0,0.0
2018-03-18,71.08,71.08,71.08,0.0,0.0,71.15,71.15,71.15,0.0,0.0,71.0,71.0,71.0,0.0,0.0,71.02,71.02,71.02,0.0,0.0
2018-03-25,71.78,71.78,71.78,0.0,0.0,71.78,71.78,71.78,0.0,0.0,70.91,70.91,70.91,0.0,0.0,71.09,71.09,71.09,0.0,0.0
2018-04-01,72.55,72.55,72.55,0.0,0.0,72.82,72.82,72.82,0.0,0.0,72.55,72.55,72.55,0.0,0.0,72.59,72.59,72.59,0.0,0.0
2018-04-08,73.08,73.08,73.08,0.0,0.0,73.31,73.31,73.31,0.0,0.0,73.08,73.08,73.08,0.0,0.0,73.26,73.26,73.26,0.0,0.0
2018-04-15,73.18,73.18,73.18,0.0,0.0,73.19,73.19,73.19,0.0,0.0,73.02,73.02,73.02,0.0,0.0,73.1,73.1,73.1,0.0,0.0
2018-04-22,73.19,73.19,73.19,0.0,0.0,73.22,73.22,73.22,0.0,0.0,73.15,73.15,73.15,0.0,0.0,73.15,73.15,73.15,0.0,0.0
2018-04-29,73.02,73.02,73.02,0.0,0.0,73.02,73.02,73.02,0.0,0.0,73.02,73.02,73.02,0.0,0.0,73.02,73.02,73.02,0.0,0.0
2018-05-06,74.09,74.09,74.09,0.0,0.0,74.11,74.11,74.11,0.0,0.0,73.79,73.79,73.79,0.0,0.0,73.79,73.79,73.79,0.0,0.0
2018-05-13,73.61,73.61,73.61,0.0,0.0,73.61,73.61,73.61,0.0,0.0,73.55,73.55,73.55,0.0,0.0,73.56,73.56,73.56,0.0,0.0
2018-05-20,72.49,72.49,72.49,0.0,0.0,72.49,72.49,72.49,0.0,0.0,72.25,72.25,72.25,0.0,0.0,72.25,72.25,72.25,0.0,0.0
2018-05-27,70.93,70.93,70.93,0.0,0.0,70.93,70.93,70.93,0.0,0.0,70.93,70.93,70.93,0.0,0.0,70.93,70.93,70.93,0.0,0.0
2018-06-03,71.59,71.59,71.59,0.0,0.0,71.81,71.81,71.81,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.65,71.65,71.65,0.0,0.0
2018-06-10,70.32,70.32,70.32,0.0,0.0,70.32,70.32,70.32,0.0,0.0,70.24,70.24,70.24,0.0,0.0,70.32,70.32,70.32,0.0,0.0
2018-06-17,69.33,69.33,69.33,0.0,0.0,69.33,69.33,69.33,0.0,0.0,68.95,68.95,68.95,0.0,0.0,68.95,68.95,68.95,0.0,0.0
2018-06-24,68.29,68.29,68.29,0.0,0.0,68.29,68.29,68.29,0.0,0.0,68.29,68.29,68.29,0.0,0.0,68.29,68.29,68.29,0.0,0.0
2018-07-01,70.39,70.39,70.39,0.0,0.0,70.39,70.39,70.39,0.0,0.0,70.39,70.39,70.39,0.0,0.0,70.39,70.39,70.39,0.0,0.0
2018-07-08,70.09,70.09,70.09,0.0,0.0,70.09,70.09,70.09,0.0,0.0,69.89,69.89,69.89,0.0,0.0,70.0,70.0,70.0,0.0,0.0
2018-07-15,70.35,70.35,70.35,0.0,0.0,70.36,70.36,70.36,0.0,0.0,70.26,70.26,70.26,0.0,0.0,70.26,70.26,70.26,0.0,0.0
2018-07-22,71.31,71.31,71.31,0.0,0.0,71.31,71.31,71.31,0.0,0.0,71.19,71.19,71.19,0.0,0.0,71.19,71.19,71.19,0.0,0.0
2018-07-29,70.13,70.13,70.13,0.0,0.0,70.3,70.3,70.3,0.0,0.0,70.13,70.13,70.13,0.0,0.0,70.3,70.3,70.3,0.0,0.0
2018-08-05,68.87,68.87,68.87,0.0,0.0,68.87,68.87,68.87,0.0,0.0,68.79,68.79,68.79,0.0,0.0,68.79,68.79,68.79,0.0,0.0
2018-08-12,69.3,69.3,69.3,0.0,0.0,69.39,69.39,69.39,0.0,0.0,69.15,69.15,69.15,0.0,0.0,69.39,69.39,69.39,0.0,0.0
2018-08-19,70.65,70.65,70.65,0.0,0.0,70.65,70.65,70.65,0.0,0.0,70.65,70.65,70.65,0.0,0.0,70.65,70.65,70.65,0.0,0.0
2018-08-26,69.56,69.56,69.56,0.0,0.0,69.91,69.91,69.91,0.0,0.0,69.49,69.49,69.49,0.0,0.0,69.87,69.87,69.87,0.0,0.0
2018-09-02,68.28,68.28,68.28,0.0,0.0,68.28,68.28,68.28,0.0,0.0,68.12,68.12,68.12,0.0,0.0,68.2,68.2,68.2,0.0,0.0
2018-09-09,69.34,69.34,69.34,0.0,0.0,69.34,69.34,69.34,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2018-09-16,70.93,70.93,70.93,0.0,0.0,70.93,70.93,70.93,0.0,0.0,70.48,70.48,70.48,0.0,0.0,70.48,70.48,70.48,0.0,0.0
2018-09-23,70.25,70.25,70.25,0.0,0.0,70.26,70.26,70.26,0.0,0.0,70.25,70.25,70.25,0.0,0.0,70.26,70.26,70.26,0.0,0.0
2018-09-30,67.57,67.57,67.57,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.57,67.57,67.57,0.0,0.0,67.65,67.65,67.65,0.0,0.0
2018-10-07,65.74,65.74,65.74,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.74,65.74,65.74,0.0,0.0,65.75,65.75,65.75,0.0,0.0
2018-10-14,65.33,65.33,65.33,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.3,65.3,65.3,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2018-10-21,63.21,63.21,63.21,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.08,63.08,63.08,0.0,0.0,63.27,63.27,63.27,0.0,0.0
2018-10-28,65.31,65.31,65.31,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.31,65.31,65.31,0.0,0.0
2018-11-04,64.63,64.63,64.63,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2018-11-11,64.63,64.63,64.63,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.76,64.76,64.76,0.0,0.0
2018-11-18,65.08,65.08,65.08,0.0,0.0,65.08,65.08,65.08,0.0,0.0,64.7,64.7,64.7,0.0,0.0,64.76,64.76,64.76,0.0,0.0
2018-11-25,65.96,65.96,65.96,0.0,0.0,65.96,65.96,65.96,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.58,65.58,65.58,0.0,0.0
2018-12-02,61.72,61.72,61.72,0.0,0.0,62.41,62.41,62.41,0.0,0.0,61.72,61.72,61.72,0.0,0.0,62.39,62.39,62.39,0.0,0.0
