Date,KZIA_Open_average,KZIA_Open_max,KZIA_Open_min,KZIA_Open_volatility,KZIA_Open_change,KZIA_High_average,KZIA_High_max,KZIA_High_min,KZIA_High_volatility,KZIA_High_change,KZIA_Low_average,KZIA_Low_max,KZIA_Low_min,KZIA_Low_volatility,KZIA_Low_change,KZIA_Close_average,KZIA_Close_max,KZIA_Close_min,KZIA_Close_volatility,KZIA_Close_change,KZIA_Volume_average,KZIA_Volume_max,KZIA_Volume_min,KZIA_Volume_volatility,KZIA_Volume_change
2018-01-14,3.162,3.35,2.89,0.45999999999999996,0.45999999999999996,3.388,3.65,3.25,0.3999999999999999,0.3999999999999999,3.154,3.35,2.89,0.45999999999999996,0.45999999999999996,3.308,3.59,3.13,0.45999999999999996,0.45999999999999996,22006,36092,3224,32868,-16191
2018-01-21,3.8939999999999997,4.1,3.66,0.4399999999999995,0.4399999999999995,4.132,4.64,3.9,0.7399999999999998,0.6999999999999997,3.766,4.1,3.46,0.6399999999999997,0.46999999999999975,4.06,4.64,3.71,0.9299999999999997,0.7399999999999998,18108,28156,6114,22042,4147
2018-01-28,4.978,5.67,4.55,1.12,-0.25,5.362,6.57,4.55,2.0200000000000005,-2.0200000000000005,4.57,5.2,3.92,1.2800000000000002,-0.8799999999999999,4.892,5.69,4.2,1.4900000000000002,-1.4900000000000002,146690,572614,14941,557673,-547676
2018-02-04,4.132,4.35,3.92,0.4299999999999997,0.09999999999999964,4.358,4.78,4.14,0.6400000000000006,0.28000000000000025,4.032,4.3,3.84,0.45999999999999996,0.06000000000000005,4.196,4.31,4.11,0.1999999999999993,0.009999999999999787,7764,14681,2182,12499,-4540
2018-02-11,4.5525,4.75,4.37,0.3799999999999999,0.3799999999999999,4.6375,4.88,4.37,0.5099999999999998,0.3799999999999999,4.3325,4.54,4.0,0.54,-0.3700000000000001,4.445,4.68,4.25,0.4299999999999997,-0.1200000000000001,9159,20214,291,19923,10324
2018-02-18,4.93,5.6,4.12,1.4799999999999995,1.2800000000000002,5.07,5.76,4.33,1.4299999999999997,1.1600000000000001,4.726,5.21,4.12,1.0899999999999999,0.9100000000000001,4.906,5.38,4.33,1.0499999999999998,0.9399999999999995,27855,69778,2558,67220,21370
2018-02-25,5.078,5.4,4.94,0.45999999999999996,-0.35000000000000053,5.4719999999999995,6.19,5.09,1.1000000000000005,0.7200000000000006,4.984,5.12,4.86,0.2599999999999998,-0.08999999999999986,5.294,5.93,5.09,0.8399999999999999,0.6799999999999997,62516,256246,3283,252963,221802
2018-03-04,5.892,6.21,5.54,0.6699999999999999,-0.13999999999999968,6.194,6.3,5.99,0.3099999999999996,0.040000000000000036,5.68,5.9,5.54,0.3600000000000003,0.3100000000000005,5.798,5.96,5.57,0.3899999999999997,0.21999999999999975,40906,77934,14767,63167,-36466
2018-03-11,6.026,6.13,5.81,0.3200000000000003,0.08000000000000007,6.36,6.68,6.05,0.6299999999999999,0.23000000000000043,5.786,5.93,5.7,0.22999999999999954,0.04999999999999982,6.012,6.25,5.76,0.4900000000000002,-0.08000000000000007,54649,116149,34493,81656,5698
2018-03-18,5.634,5.8,5.48,0.3199999999999994,-0.3199999999999994,5.804,6.0,5.7,0.2999999999999998,-0.2999999999999998,5.414,5.71,5.3,0.41000000000000014,-0.34999999999999964,5.544,5.8,5.38,0.41999999999999993,-0.1299999999999999,28286,72203,10797,61406,-1580
2018-03-25,5.555,5.86,5.35,0.5100000000000007,-0.25,5.8575,5.94,5.8,0.14000000000000057,-0.0600000000000005,5.3875,5.54,5.32,0.21999999999999975,0.02999999999999936,5.532500000000001,5.61,5.32,0.29000000000000004,0.29000000000000004,35330,45506,15819,29687,-29687
2018-04-01,5.68,6.0,5.42,0.5800000000000001,-0.019999999999999574,5.962,6.19,5.8,0.39000000000000057,0.020000000000000462,5.442,5.75,5.1,0.6500000000000004,0.1200000000000001,5.668,5.9,5.42,0.4800000000000004,-0.08000000000000007,29764,52340,13222,39118,-6831
