Date,ALPS Emerging Sector Dividend Dogs_Open_average,ALPS Emerging Sector Dividend Dogs_Open_max,ALPS Emerging Sector Dividend Dogs_Open_min,ALPS Emerging Sector Dividend Dogs_Open_volatility,ALPS Emerging Sector Dividend Dogs_Open_change,ALPS Emerging Sector Dividend Dogs_High_average,ALPS Emerging Sector Dividend Dogs_High_max,ALPS Emerging Sector Dividend Dogs_High_min,ALPS Emerging Sector Dividend Dogs_High_volatility,ALPS Emerging Sector Dividend Dogs_High_change,ALPS Emerging Sector Dividend Dogs_Low_average,ALPS Emerging Sector Dividend Dogs_Low_max,ALPS Emerging Sector Dividend Dogs_Low_min,ALPS Emerging Sector Dividend Dogs_Low_volatility,ALPS Emerging Sector Dividend Dogs_Low_change,ALPS Emerging Sector Dividend Dogs_Close_average,ALPS Emerging Sector Dividend Dogs_Close_max,ALPS Emerging Sector Dividend Dogs_Close_min,ALPS Emerging Sector Dividend Dogs_Close_volatility,ALPS Emerging Sector Dividend Dogs_Close_change
2018-06-24,21.18,21.18,21.18,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2018-07-01,21.79,21.79,21.79,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.79,21.79,21.79,0.0,0.0
2018-07-08,21.62,21.62,21.62,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2018-07-15,22.01,22.01,22.01,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2018-07-22,22.45,22.45,22.45,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.42,22.42,22.42,0.0,0.0
2018-07-29,22.24,22.24,22.24,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2018-08-05,21.1,21.1,21.1,0.0,0.0,21.26,21.26,21.26,0.0,0.0,20.96,20.96,20.96,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2018-08-12,21.21,21.21,21.21,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2018-08-19,21.67,21.67,21.67,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2018-08-26,21.16,21.16,21.16,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2018-09-02,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2018-09-09,20.86,20.86,20.86,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2018-09-16,20.96,20.96,20.96,0.0,0.0,21.01,21.01,21.01,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2018-09-23,21.03,21.03,21.03,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.99,20.99,20.99,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2018-09-30,20.78,20.78,20.78,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2018-10-07,20.62,20.62,20.62,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2018-10-14,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2018-10-21,20.49,20.49,20.49,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2018-10-28,21.55,21.55,21.55,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2018-11-04,20.72,20.72,20.72,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2018-11-11,21.15,21.15,21.15,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2018-11-18,20.92,20.92,20.92,0.0,0.0,21.07,21.07,21.07,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2018-11-25,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2018-12-02,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2018-12-09,20.56,20.56,20.56,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2018-12-16,19.91,19.91,19.91,0.0,0.0,20.03,20.03,20.03,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2018-12-23,20.44,20.44,20.44,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2018-12-30,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2019-01-06,21.35,21.35,21.35,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2019-01-13,21.97,21.97,21.97,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2019-01-20,22.12,22.12,22.12,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2019-01-27,22.63,22.63,22.63,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2019-02-03,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2019-02-10,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2019-02-17,22.81,22.81,22.81,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2019-02-24,22.1,22.1,22.1,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2019-03-03,22.03,22.03,22.03,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2019-03-10,22.35,22.35,22.35,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2019-03-17,21.56,21.56,21.56,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2019-03-24,21.67,21.67,21.67,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2019-03-31,21.96,21.96,21.96,0.0,0.0,22.17,22.17,22.17,0.0,0.0,21.96,21.96,21.96,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2019-04-07,22.03,22.03,22.03,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2019-04-14,22.08,22.08,22.08,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2019-04-21,21.99,21.99,21.99,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2019-04-28,21.46,21.46,21.46,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.57,21.57,21.57,0.0,0.0
2019-05-05,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2019-05-12,20.25,20.25,20.25,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2019-05-19,20.31,20.31,20.31,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2019-05-26,20.99,20.99,20.99,0.0,0.0,21.04,21.04,21.04,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2019-06-02,21.26,21.26,21.26,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2019-06-09,21.14,21.14,21.14,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2019-06-16,21.69,21.69,21.69,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2019-06-23,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2019-06-30,21.61,21.61,21.61,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2019-07-07,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2019-07-14,21.87,21.87,21.87,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2019-07-21,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2019-07-28,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2019-08-04,20.11,20.11,20.11,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2019-08-11,19.97,19.97,19.97,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2019-08-18,19.8,19.8,19.8,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2019-08-25,20.17,20.17,20.17,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2019-09-01,21.02,21.02,21.02,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-09-08,21.39,21.39,21.39,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2019-09-15,20.65,20.65,20.65,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2019-09-22,20.5,20.5,20.5,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2019-09-29,20.31,20.31,20.31,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2019-10-06,20.53,20.53,20.53,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-10-13,20.63,20.63,20.63,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2019-10-20,21.02,21.02,21.02,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-10-27,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2019-11-03,21.14,21.14,21.14,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2019-11-10,21.0,21.0,21.0,0.0,0.0,21.04,21.04,21.04,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2019-11-17,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2019-11-24,20.61,20.61,20.61,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2019-12-01,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2019-12-08,21.64,21.64,21.64,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2019-12-15,21.5,21.5,21.5,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2019-12-22,21.81,21.81,21.81,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2019-12-29,21.67,21.67,21.67,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.8,21.8,21.8,0.0,0.0
