Date,CCIHYStock_Open_average,CCIHYStock_Open_max,CCIHYStock_Open_min,CCIHYStock_Open_volatility,CCIHYStock_Open_change,CCIHYStock_High_average,CCIHYStock_High_max,CCIHYStock_High_min,CCIHYStock_High_volatility,CCIHYStock_High_change,CCIHYStock_Low_average,CCIHYStock_Low_max,CCIHYStock_Low_min,CCIHYStock_Low_volatility,CCIHYStock_Low_change,CCIHYStock_Close_average,CCIHYStock_Close_max,CCIHYStock_Close_min,CCIHYStock_Close_volatility,CCIHYStock_Close_change,CCIHYStock_Volume_average,CCIHYStock_Volume_max,CCIHYStock_Volume_min,CCIHYStock_Volume_volatility,CCIHYStock_Volume_change
2018-04-01,1.066,1.11,1.02,0.09000000000000008,0.0,1.108,1.13,1.09,0.039999999999999813,0.019999999999999796,1.036,1.08,1.0,0.08000000000000007,0.050000000000000044,1.074,1.1,1.02,0.08000000000000007,0.040000000000000036,101554,149536,46693,102843,-71266
2018-04-08,1.234,1.4,1.08,0.31999999999999984,0.31999999999999984,1.3519999999999999,1.48,1.14,0.3400000000000001,0.28,1.178,1.29,1.08,0.20999999999999996,0.11999999999999988,1.246,1.39,1.12,0.2699999999999998,0.11999999999999988,1096768,2795948,73951,2721997,945679
2018-04-15,1.274,1.31,1.24,0.07000000000000006,0.030000000000000027,1.326,1.39,1.28,0.10999999999999988,0.050000000000000044,1.246,1.26,1.22,0.040000000000000036,0.010000000000000009,1.268,1.29,1.24,0.050000000000000044,0.040000000000000036,308552,677877,158906,518971,140510
2018-04-22,1.244,1.3,1.2,0.10000000000000009,0.050000000000000044,1.264,1.31,1.21,0.10000000000000009,-0.010000000000000009,1.188,1.21,1.16,0.050000000000000044,-0.030000000000000027,1.218,1.26,1.18,0.08000000000000007,0.040000000000000036,134732,191931,58084,133847,-43057
2018-04-29,1.284,1.35,1.24,0.1100000000000001,0.08000000000000007,1.306,1.35,1.27,0.08000000000000007,0.08000000000000007,1.24,1.27,1.21,0.06000000000000005,0.050000000000000044,1.284,1.3,1.25,0.050000000000000044,0.050000000000000044,146534,241292,59750,181542,129383
2018-05-06,1.28,1.3,1.25,0.050000000000000044,-0.020000000000000018,1.302,1.33,1.28,0.050000000000000044,-0.020000000000000018,1.246,1.28,1.2,0.08000000000000007,0.06000000000000005,1.264,1.29,1.22,0.07000000000000006,0.050000000000000044,129916,276851,43933,232918,-232918
2018-05-13,1.27,1.32,1.21,0.1100000000000001,-0.06000000000000005,1.306,1.34,1.27,0.07000000000000006,-0.06000000000000005,1.228,1.27,1.21,0.06000000000000005,-0.06000000000000005,1.25,1.3,1.23,0.07000000000000006,-0.07000000000000006,238374,314135,134344,179791,-127323
2018-05-20,1.286,1.39,1.25,0.1399999999999999,0.11999999999999988,1.332,1.43,1.27,0.15999999999999992,0.1299999999999999,1.258,1.31,1.23,0.08000000000000007,0.08000000000000007,1.304,1.41,1.25,0.15999999999999992,0.06000000000000005,404833,1331460,57433,1274027,235877
2018-05-27,1.3325,1.39,1.28,0.10999999999999988,0.040000000000000036,1.3925,1.42,1.35,0.06999999999999984,0.04999999999999982,1.3125,1.35,1.28,0.07000000000000006,0.07000000000000006,1.3425,1.37,1.3,0.07000000000000006,0.050000000000000044,197365,296814,105146,191668,-27765
2018-06-03,1.36,1.42,1.3,0.11999999999999988,-0.050000000000000044,1.402,1.43,1.33,0.09999999999999987,-0.08999999999999986,1.322,1.37,1.28,0.09000000000000008,-0.07000000000000006,1.346,1.39,1.29,0.09999999999999987,-0.08000000000000007,162070,281100,81902,199198,-68537
2018-06-10,1.254,1.29,1.2,0.09000000000000008,-0.09000000000000008,1.268,1.31,1.21,0.10000000000000009,-0.10000000000000009,1.202,1.29,1.13,0.16000000000000014,-0.14000000000000012,1.226,1.3,1.18,0.1200000000000001,-0.1200000000000001,131954,297477,58828,238649,33902
2018-06-17,1.166,1.2,1.13,0.07000000000000006,0.020000000000000018,1.214,1.23,1.2,0.030000000000000027,0.0,1.132,1.15,1.12,0.029999999999999805,-0.009999999999999787,1.156,1.19,1.13,0.06000000000000005,-0.06000000000000005,180377,552165,46606,505559,500286
2018-06-24,1.1199999999999999,1.14,1.1,0.039999999999999813,-0.029999999999999805,1.162,1.2,1.13,0.07000000000000006,0.0,1.104,1.13,1.08,0.04999999999999982,-0.020000000000000018,1.1179999999999999,1.14,1.09,0.04999999999999982,-0.029999999999999805,78763,160517,27431,133086,21046
2018-07-01,1.1125,1.15,1.07,0.07999999999999985,0.029999999999999805,1.1524999999999999,1.2,1.12,0.07999999999999985,0.06000000000000005,1.0625,1.1,1.0,0.10000000000000009,0.020000000000000018,1.125,1.19,1.07,0.11999999999999988,0.09999999999999987,72209,112886,26923,85963,85963
2018-07-08,1.238,1.4,1.16,0.24,0.20999999999999996,1.3619999999999999,1.67,1.19,0.48,0.26,1.202,1.34,1.11,0.22999999999999998,0.22999999999999998,1.258,1.43,1.15,0.28,0.28,784049,2909962,12376,2897586,587498
2018-07-15,1.398,1.47,1.31,0.15999999999999992,-0.10999999999999988,1.418,1.47,1.38,0.09000000000000008,-0.09000000000000008,1.324,1.38,1.25,0.1299999999999999,-0.05999999999999983,1.3820000000000001,1.43,1.34,0.08999999999999986,-0.06999999999999984,100203,145655,26706,118949,-118949
2018-07-22,1.314,1.35,1.26,0.09000000000000008,0.0,1.3760000000000001,1.42,1.36,0.05999999999999983,0.010000000000000009,1.274,1.29,1.25,0.040000000000000036,0.040000000000000036,1.31,1.34,1.28,0.06000000000000005,0.040000000000000036,85480,256770,23920,232850,-14378
2018-07-29,1.244,1.32,1.21,0.1100000000000001,-0.09000000000000008,1.272,1.32,1.22,0.10000000000000009,-0.020000000000000018,1.186,1.23,1.13,0.10000000000000009,-0.07000000000000006,1.22,1.25,1.15,0.10000000000000009,-0.10000000000000009,274870,1218026,10356,1207670,1127253
2018-08-05,1.148,1.18,1.12,0.05999999999999983,0.030000000000000027,1.196,1.24,1.15,0.09000000000000008,0.07000000000000006,1.1340000000000001,1.16,1.12,0.039999999999999813,0.039999999999999813,1.142,1.18,1.12,0.05999999999999983,0.050000000000000044,84712,147530,25020,122510,-20724
2018-08-12,1.176,1.21,1.12,0.08999999999999986,-0.040000000000000036,1.22,1.29,1.19,0.10000000000000009,0.08000000000000007,1.14,1.16,1.1,0.05999999999999983,0.0,1.162,1.2,1.13,0.07000000000000006,0.0,133246,340807,50371,290436,290436
2018-08-19,1.21,1.23,1.19,0.040000000000000036,-0.030000000000000027,1.224,1.24,1.2,0.040000000000000036,-0.020000000000000018,1.164,1.19,1.15,0.040000000000000036,-0.010000000000000009,1.198,1.23,1.17,0.06000000000000005,-0.040000000000000036,53540,76685,21140,55545,-4236
2018-08-26,1.172,1.21,1.11,0.09999999999999987,-0.05999999999999983,1.2,1.23,1.17,0.06000000000000005,-0.030000000000000027,1.146,1.18,1.11,0.06999999999999984,-0.039999999999999813,1.166,1.21,1.12,0.08999999999999986,-0.050000000000000044,47637,114459,22313,92146,-15833
2018-09-02,1.125,1.14,1.11,0.029999999999999805,-0.029999999999999805,1.1475,1.17,1.12,0.04999999999999982,-0.029999999999999805,1.105,1.12,1.09,0.030000000000000027,-0.020000000000000018,1.115,1.13,1.1,0.029999999999999805,-0.029999999999999805,37576,51621,17943,33678,-33678
2018-09-09,1.108,1.13,1.09,0.039999999999999813,0.0,1.126,1.15,1.09,0.05999999999999983,0.020000000000000018,1.074,1.1,1.05,0.050000000000000044,-0.050000000000000044,1.09,1.1,1.06,0.040000000000000036,-0.040000000000000036,47244,116472,11584,104888,26980
2018-09-16,1.08,1.11,1.06,0.050000000000000044,0.040000000000000036,1.114,1.15,1.08,0.06999999999999984,0.039999999999999813,1.066,1.1,1.05,0.050000000000000044,0.040000000000000036,1.078,1.11,1.06,0.050000000000000044,0.050000000000000044,43928,79663,9737,69926,-30111
2018-09-23,1.12,1.16,1.09,0.06999999999999984,-0.010000000000000009,1.138,1.17,1.1,0.06999999999999984,-0.05999999999999983,1.082,1.1,1.05,0.050000000000000044,0.010000000000000009,1.114,1.17,1.08,0.08999999999999986,-0.05999999999999983,41364,71594,10009,61585,-42440
2018-09-30,1.07,1.11,1.03,0.08000000000000007,0.010000000000000009,1.1,1.11,1.08,0.030000000000000027,0.0,1.044,1.08,1.03,0.050000000000000044,-0.030000000000000027,1.068,1.11,1.03,0.08000000000000007,0.010000000000000009,53994,72346,24088,48258,-48258
2018-10-07,1.044,1.09,1.01,0.08000000000000007,-0.06000000000000005,1.06,1.1,1.03,0.07000000000000006,-0.06000000000000005,1.026,1.07,1.01,0.06000000000000005,-0.06000000000000005,1.036,1.09,1.02,0.07000000000000006,-0.07000000000000006,50811,79297,31711,47586,-6531
2018-10-14,1.102,1.26,1.01,0.25,0.25,1.228,1.5,1.04,0.45999999999999996,0.31000000000000005,1.07,1.18,1.01,0.16999999999999993,0.16999999999999993,1.124,1.22,1.04,0.17999999999999994,0.17999999999999994,849381,3022832,27629,2995203,661372
2018-10-21,1.212,1.27,1.18,0.09000000000000008,-0.030000000000000027,1.266,1.34,1.19,0.15000000000000013,-0.15000000000000013,1.168,1.2,1.1,0.09999999999999987,-0.09999999999999987,1.19,1.23,1.1,0.1299999999999999,-0.1299999999999999,158267,246851,67902,178949,-95216
2018-10-28,1.098,1.17,1.06,0.10999999999999988,0.06999999999999984,1.148,1.19,1.1,0.08999999999999986,0.06999999999999984,1.072,1.11,1.06,0.050000000000000044,0.050000000000000044,1.11,1.14,1.06,0.07999999999999985,0.07999999999999985,80778,175220,42970,132250,-96135
2018-11-04,1.176,1.22,1.13,0.09000000000000008,0.08000000000000007,1.226,1.25,1.19,0.06000000000000005,0.030000000000000027,1.146,1.17,1.11,0.05999999999999983,0.05999999999999983,1.178,1.21,1.16,0.050000000000000044,0.050000000000000044,93931,120013,77917,42096,22758
2018-11-11,1.244,1.28,1.2,0.08000000000000007,0.06000000000000005,1.288,1.32,1.24,0.08000000000000007,0.07000000000000006,1.222,1.25,1.2,0.050000000000000044,0.050000000000000044,1.242,1.27,1.21,0.06000000000000005,0.050000000000000044,125822,174439,75066,99373,60238
2018-11-18,1.31,1.41,1.23,0.17999999999999994,0.17999999999999994,1.4275,1.55,1.33,0.21999999999999997,0.21999999999999997,1.305,1.41,1.22,0.18999999999999995,0.18999999999999995,1.375,1.48,1.28,0.19999999999999996,0.19999999999999996,302899,496749,176665,320084,320084
2018-11-25,1.492,1.55,1.45,0.10000000000000009,0.10000000000000009,1.54,1.64,1.49,0.1499999999999999,0.040000000000000036,1.408,1.48,1.34,0.1399999999999999,0.06999999999999984,1.484,1.51,1.45,0.06000000000000005,-0.030000000000000027,414259,1523507,118497,1405010,32371
2018-12-02,1.415,1.55,1.3,0.25,-0.20999999999999996,1.4425,1.55,1.35,0.19999999999999996,-0.15000000000000013,1.3125,1.36,1.28,0.08000000000000007,-0.06000000000000005,1.365,1.48,1.31,0.16999999999999993,-0.1499999999999999,70761,104663,29080,75583,-61281
2018-12-09,1.292,1.33,1.26,0.07000000000000006,-0.050000000000000044,1.326,1.34,1.31,0.030000000000000027,-0.030000000000000027,1.256,1.28,1.22,0.06000000000000005,-0.030000000000000027,1.294,1.32,1.26,0.06000000000000005,-0.030000000000000027,50462,77933,15331,62602,-3055
2018-12-16,1.296,1.51,1.21,0.30000000000000004,-0.020000000000000018,1.404,1.65,1.24,0.4099999999999999,-0.040000000000000036,1.188,1.25,1.06,0.18999999999999995,-0.1499999999999999,1.302,1.64,1.15,0.49,-0.08000000000000007,486423,1211526,5895,1205631,239261
2018-12-23,1.0525,1.06,1.04,0.020000000000000018,-0.020000000000000018,1.0875000000000001,1.12,1.07,0.050000000000000044,0.0,1.0175,1.04,1.0,0.040000000000000036,0.020000000000000018,1.05,1.07,1.02,0.050000000000000044,0.040000000000000036,130172,159411,59085,100326,-100326
2018-12-30,1.0675000000000001,1.11,1.03,0.08000000000000007,-0.030000000000000027,1.1175000000000002,1.16,1.08,0.07999999999999985,-0.039999999999999813,1.04,1.06,1.02,0.040000000000000036,-0.030000000000000027,1.0825,1.13,1.03,0.09999999999999987,-0.04999999999999982,120662,143036,73520,69516,69516
2019-01-06,1.1239999999999999,1.16,1.06,0.09999999999999987,0.08999999999999986,1.172,1.19,1.14,0.050000000000000044,0.040000000000000036,1.1,1.13,1.06,0.06999999999999984,0.06999999999999984,1.15,1.17,1.13,0.040000000000000036,0.020000000000000018,70335,126183,22887,103296,-103296
2019-01-13,1.17,1.19,1.15,0.040000000000000036,0.010000000000000009,1.216,1.25,1.2,0.050000000000000044,-0.020000000000000018,1.146,1.17,1.12,0.04999999999999982,-0.010000000000000009,1.166,1.19,1.14,0.050000000000000044,-0.030000000000000027,107709,259086,36593,222493,21306
2019-01-20,1.135,1.19,1.11,0.07999999999999985,0.06999999999999984,1.1724999999999999,1.2,1.13,0.07000000000000006,0.040000000000000036,1.1075,1.13,1.08,0.04999999999999982,0.04999999999999982,1.125,1.15,1.09,0.05999999999999983,0.04999999999999982,63887,126155,11419,114736,-3026
2019-01-27,1.146,1.17,1.14,0.030000000000000027,0.030000000000000027,1.204,1.28,1.16,0.1200000000000001,0.1200000000000001,1.136,1.15,1.13,0.020000000000000018,0.020000000000000018,1.148,1.18,1.13,0.050000000000000044,0.030000000000000027,119224,276726,10988,265738,265738
2019-02-03,1.158,1.18,1.13,0.050000000000000044,-0.020000000000000018,1.18,1.2,1.15,0.050000000000000044,-0.030000000000000027,1.134,1.16,1.12,0.039999999999999813,-0.010000000000000009,1.164,1.2,1.12,0.07999999999999985,-0.020000000000000018,27827,43482,11939,31543,-22981
2019-02-10,1.128,1.15,1.1,0.04999999999999982,-0.010000000000000009,1.144,1.16,1.14,0.020000000000000018,-0.020000000000000018,1.102,1.12,1.09,0.030000000000000027,-0.020000000000000018,1.12,1.14,1.1,0.039999999999999813,-0.019999999999999796,45987,110695,14331,96364,48159
2019-02-17,1.1175000000000002,1.13,1.1,0.029999999999999805,0.009999999999999787,1.15,1.18,1.13,0.050000000000000044,0.030000000000000027,1.1025,1.11,1.1,0.010000000000000009,-0.010000000000000009,1.1325,1.16,1.11,0.04999999999999982,0.020000000000000018,94125,218652,10331,208321,172970
2019-02-24,1.188,1.2,1.17,0.030000000000000027,0.0,1.234,1.35,1.19,0.16000000000000014,-0.1100000000000001,1.16,1.2,1.13,0.07000000000000006,0.050000000000000044,1.184,1.21,1.13,0.08000000000000007,0.0,202005,733063,48792,684271,-636669
2019-03-03,1.282,1.38,1.2,0.17999999999999994,-0.050000000000000044,1.334,1.44,1.28,0.15999999999999992,0.0,1.216,1.29,1.17,0.1200000000000001,-0.010000000000000009,1.256,1.36,1.17,0.19000000000000017,-0.050000000000000044,364748,738018,99505,638513,-76832
2019-03-10,1.268,1.34,1.19,0.15000000000000013,0.06000000000000005,1.318,1.38,1.26,0.11999999999999988,-0.11999999999999988,1.224,1.27,1.19,0.08000000000000007,0.0,1.27,1.31,1.21,0.10000000000000009,-0.10000000000000009,116822,209481,37500,171981,11830
2019-03-17,1.202,1.21,1.2,0.010000000000000009,-0.010000000000000009,1.23,1.25,1.21,0.040000000000000036,-0.010000000000000009,1.182,1.19,1.17,0.020000000000000018,0.0,1.184,1.19,1.17,0.020000000000000018,0.010000000000000009,70458,130669,41249,89420,-53375
2019-03-24,1.202,1.24,1.17,0.07000000000000006,0.07000000000000006,1.226,1.26,1.2,0.06000000000000005,0.050000000000000044,1.176,1.21,1.16,0.050000000000000044,0.050000000000000044,1.204,1.25,1.17,0.08000000000000007,0.050000000000000044,86005,248643,25139,223504,11830
2019-03-31,1.268,1.35,1.21,0.14000000000000012,0.08000000000000007,1.304,1.38,1.25,0.1299999999999999,0.07000000000000006,1.222,1.25,1.21,0.040000000000000036,0.020000000000000018,1.264,1.28,1.25,0.030000000000000027,0.020000000000000018,106839,328737,28296,300441,10322
2019-04-07,1.362,1.4,1.33,0.06999999999999984,0.06999999999999984,1.382,1.44,1.33,0.10999999999999988,0.06999999999999984,1.296,1.32,1.27,0.050000000000000044,0.0,1.342,1.38,1.31,0.06999999999999984,-0.020000000000000018,244460,571435,88613,482822,-9153
2019-04-14,1.3175000000000001,1.33,1.31,0.020000000000000018,-0.010000000000000009,1.355,1.38,1.33,0.04999999999999982,-0.040000000000000036,1.2925,1.3,1.28,0.020000000000000018,0.010000000000000009,1.3050000000000002,1.32,1.29,0.030000000000000027,-0.030000000000000027,85857,148886,15322,133564,-116947
2019-04-21,1.246,1.28,1.23,0.050000000000000044,-0.050000000000000044,1.314,1.49,1.24,0.25,-0.25,1.22,1.23,1.19,0.040000000000000036,-0.040000000000000036,1.234,1.25,1.21,0.040000000000000036,-0.020000000000000018,197552,791971,40158,751813,-743701
2019-04-28,1.23,1.24,1.22,0.020000000000000018,0.010000000000000009,1.252,1.26,1.24,0.020000000000000018,0.010000000000000009,1.214,1.22,1.2,0.020000000000000018,-0.010000000000000009,1.23,1.26,1.22,0.040000000000000036,0.0,56241,83722,18705,65017,52230
2019-05-05,1.154,1.2,1.13,0.07000000000000006,-0.07000000000000006,1.178,1.23,1.14,0.09000000000000008,-0.09000000000000008,1.134,1.18,1.11,0.06999999999999984,-0.06999999999999984,1.146,1.18,1.12,0.05999999999999983,-0.05999999999999983,69386,88970,30898,58072,-57779
2019-05-12,1.058,1.12,0.85,0.27000000000000013,-0.2600000000000001,1.092,1.13,0.98,0.1499999999999999,-0.1499999999999999,1.03,1.1,0.76,0.3400000000000001,-0.3400000000000001,1.062,1.11,0.88,0.2300000000000001,-0.2300000000000001,116575,423219,32001,391218,391218
2019-05-19,0.25,0.25,0.25,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.26,0.26,0.26,0.0,0.0,63345,63345,63345,0,0
2019-05-26,0.2,0.2,0.2,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.19,0.19,0.19,0.0,0.0,0.19,0.19,0.19,0.0,0.0,51094,51094,51094,0,0
2019-06-02,0.15,0.15,0.15,0.0,0.0,0.15,0.15,0.15,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.04,0.04,0.04,0.0,0.0,2605516,2605516,2605516,0,0
2019-06-09,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,310350,310350,310350,0,0
2019-06-16,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.03,0.03,0.03,0.0,0.0,225855,225855,225855,0,0
2019-06-23,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.03,0.03,0.03,0.0,0.0,138118,138118,138118,0,0
2019-06-30,0.04,0.04,0.04,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.05,0.05,0.05,0.0,0.0,82438,82438,82438,0,0
2019-07-07,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.03,0.03,0.03,0.0,0.0,192906,192906,192906,0,0
2019-07-14,0.03,0.03,0.03,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0,0,0,0,0
2019-07-21,0.03,0.03,0.03,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.04,0.04,0.04,0.0,0.0,11604,11604,11604,0,0
2019-07-28,0.03,0.03,0.03,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.04,0.04,0.04,0.0,0.0,11000,11000,11000,0,0
2019-08-04,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.03,0.03,0.03,0.0,0.0,25200,25200,25200,0,0
2019-08-11,0.04,0.04,0.04,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,16000,16000,16000,0,0
2019-08-18,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,3792,3792,3792,0,0
2019-08-25,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0,0,0,0,0
2019-09-01,0.02,0.02,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0,0,0,0,0
2019-09-08,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0,0,0,0,0
2019-09-15,0.01,0.01,0.01,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.02,0.02,0.02,0.0,0.0,2175,2175,2175,0,0
2019-09-22,0.01,0.01,0.01,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.02,0.02,0.02,0.0,0.0,40100,40100,40100,0,0
2019-09-29,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0,0,0,0,0
2019-10-06,0.02,0.02,0.02,0.0,0.0,0.025,0.03,0.02,0.009999999999999998,0.009999999999999998,0.015,0.02,0.01,0.01,-0.01,0.015,0.02,0.01,0.01,-0.01,39996,79993,0,79993,79993
2019-10-13,0.015,0.02,0.01,0.01,0.0,0.027500000000000004,0.07,0.01,0.060000000000000005,0.05,0.0125,0.02,0.01,0.01,0.01,0.015,0.03,0.01,0.019999999999999997,0.019999999999999997,41075,154197,0,154197,144093
2019-10-20,0.042,0.06,0.03,0.03,-0.03,0.05,0.07,0.03,0.04000000000000001,-0.019999999999999997,0.034,0.05,0.02,0.030000000000000002,-0.010000000000000002,0.046,0.07,0.02,0.05,-0.010000000000000002,212560,537328,30445,506883,499403
2019-10-27,0.058,0.08,0.04,0.04,0.019999999999999997,0.07,0.09,0.06,0.03,0.0,0.052,0.06,0.04,0.019999999999999997,0.019999999999999997,0.062,0.07,0.05,0.020000000000000004,0.0,26236,101077,0,101077,-98807
2019-11-03,0.04,0.06,0.02,0.039999999999999994,0.02,0.10800000000000001,0.14,0.07,0.07,0.04000000000000001,0.04,0.06,0.02,0.039999999999999994,0.02,0.08800000000000001,0.14,0.05,0.09000000000000001,0.09000000000000001,15077,29049,6800,22249,-16360
2019-11-10,0.068,0.1,0.04,0.060000000000000005,-0.060000000000000005,0.08600000000000001,0.1,0.06,0.04000000000000001,-0.04000000000000001,0.052000000000000005,0.1,0.02,0.08,-0.060000000000000005,0.07200000000000001,0.1,0.06,0.04000000000000001,-0.04000000000000001,87844,375419,0,375419,27684
2019-11-17,0.046,0.06,0.04,0.019999999999999997,0.0,0.054000000000000006,0.07,0.05,0.020000000000000004,0.0,0.04,0.04,0.04,0.0,0.0,0.046,0.05,0.04,0.010000000000000002,0.0,55300,198570,6900,191670,-2620
2019-11-24,0.0425,0.05,0.04,0.010000000000000002,-0.010000000000000002,0.0475,0.05,0.04,0.010000000000000002,0.0,0.04,0.04,0.04,0.0,0.0,0.045,0.05,0.04,0.010000000000000002,0.010000000000000002,28029,64384,0,64384,23511
2019-12-01,0.046,0.06,0.04,0.019999999999999997,0.019999999999999997,0.058,0.1,0.04,0.060000000000000005,0.05,0.044,0.06,0.04,0.019999999999999997,0.019999999999999997,0.052000000000000005,0.07,0.04,0.030000000000000006,0.020000000000000004,7865,23434,0,23434,10494
