Date,PIMCO Broad US TIPS Exchange-Traded_Open_average,PIMCO Broad US TIPS Exchange-Traded_Open_max,PIMCO Broad US TIPS Exchange-Traded_Open_min,PIMCO Broad US TIPS Exchange-Traded_Open_volatility,PIMCO Broad US TIPS Exchange-Traded_Open_change,PIMCO Broad US TIPS Exchange-Traded_High_average,PIMCO Broad US TIPS Exchange-Traded_High_max,PIMCO Broad US TIPS Exchange-Traded_High_min,PIMCO Broad US TIPS Exchange-Traded_High_volatility,PIMCO Broad US TIPS Exchange-Traded_High_change,PIMCO Broad US TIPS Exchange-Traded_Low_average,PIMCO Broad US TIPS Exchange-Traded_Low_max,PIMCO Broad US TIPS Exchange-Traded_Low_min,PIMCO Broad US TIPS Exchange-Traded_Low_volatility,PIMCO Broad US TIPS Exchange-Traded_Low_change,PIMCO Broad US TIPS Exchange-Traded_Close_average,PIMCO Broad US TIPS Exchange-Traded_Close_max,PIMCO Broad US TIPS Exchange-Traded_Close_min,PIMCO Broad US TIPS Exchange-Traded_Close_volatility,PIMCO Broad US TIPS Exchange-Traded_Close_change
2018-06-17,57.21,57.21,57.21,0.0,0.0,57.33,57.33,57.33,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.33,57.33,57.33,0.0,0.0
2018-06-24,57.57,57.57,57.57,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.68,57.68,57.68,0.0,0.0
2018-07-01,57.63,57.63,57.63,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.7,57.7,57.7,0.0,0.0
2018-07-08,57.58,57.58,57.58,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.62,57.62,57.62,0.0,0.0
2018-07-15,57.46,57.46,57.46,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.38,57.38,57.38,0.0,0.0
2018-07-22,57.08,57.08,57.08,0.0,0.0,57.13,57.13,57.13,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.05,57.05,57.05,0.0,0.0
2018-07-29,56.85,56.85,56.85,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.95,56.95,56.95,0.0,0.0
2018-08-05,57.13,57.13,57.13,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.13,57.13,57.13,0.0,0.0,57.22,57.22,57.22,0.0,0.0
2018-08-12,57.26,57.26,57.26,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.17,57.17,57.17,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2018-08-19,57.34,57.34,57.34,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.44,57.44,57.44,0.0,0.0
2018-08-26,57.43,57.43,57.43,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2018-09-02,56.93,56.93,56.93,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2018-09-09,56.67,56.67,56.67,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.73,56.73,56.73,0.0,0.0
2018-09-16,56.59,56.59,56.59,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.59,56.59,56.59,0.0,0.0
2018-09-23,56.69,56.69,56.69,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2018-09-30,55.97,55.97,55.97,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.94,55.94,55.94,0.0,0.0
2018-10-07,56.02,56.02,56.02,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2018-10-14,55.86,55.86,55.86,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2018-10-21,55.88,55.88,55.88,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.88,55.88,55.88,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2018-10-28,55.4,55.4,55.4,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2018-11-04,55.54,55.54,55.54,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2018-11-11,55.84,55.84,55.84,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2018-11-18,55.77,55.77,55.77,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2018-11-25,55.89,55.89,55.89,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.93,55.93,55.93,0.0,0.0
2018-12-02,56.09,56.09,56.09,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2018-12-09,55.74,55.74,55.74,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2018-12-16,55.99,55.99,55.99,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2018-12-23,55.88,55.88,55.88,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2018-12-30,56.29,56.29,56.29,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.27,56.27,56.27,0.0,0.0
2019-01-06,56.34,56.34,56.34,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.36,56.36,56.36,0.0,0.0
2019-01-13,56.12,56.12,56.12,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2019-01-20,56.05,56.05,56.05,0.0,0.0,56.08,56.08,56.08,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2019-01-27,56.74,56.74,56.74,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.61,56.61,56.61,0.0,0.0
2019-02-03,56.64,56.64,56.64,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2019-02-10,56.63,56.63,56.63,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.67,56.67,56.67,0.0,0.0
2019-02-17,56.78,56.78,56.78,0.0,0.0,56.87,56.87,56.87,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.87,56.87,56.87,0.0,0.0
2019-02-24,56.62,56.62,56.62,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.51,56.51,56.51,0.0,0.0
2019-03-03,56.83,56.83,56.83,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.89,56.89,56.89,0.0,0.0
2019-03-10,57.22,57.22,57.22,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2019-03-17,57.73,57.73,57.73,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2019-03-24,57.79,57.79,57.79,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2019-03-31,57.48,57.48,57.48,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.57,57.57,57.57,0.0,0.0
2019-04-07,57.59,57.59,57.59,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2019-04-14,57.59,57.59,57.59,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2019-04-21,58.0,58.0,58.0,0.0,0.0,58.02,58.02,58.02,0.0,0.0,57.99,57.99,57.99,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2019-04-28,57.74,57.74,57.74,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2019-05-05,57.86,57.86,57.86,0.0,0.0,57.93,57.93,57.93,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.93,57.93,57.93,0.0,0.0
2019-05-12,58.16,58.16,58.16,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.05,58.05,58.05,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2019-05-19,58.21,58.21,58.21,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.26,58.26,58.26,0.0,0.0
2019-05-26,58.85,58.85,58.85,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.85,58.85,58.85,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2019-06-02,59.23,59.23,59.23,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.17,59.17,59.17,0.0,0.0,59.26,59.26,59.26,0.0,0.0
2019-06-09,58.93,58.93,58.93,0.0,0.0,58.93,58.93,58.93,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.77,58.77,58.77,0.0,0.0
2019-06-16,59.6,59.6,59.6,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.33,59.33,59.33,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2019-06-23,59.43,59.43,59.43,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.44,59.44,59.44,0.0,0.0
2019-06-30,58.93,58.93,58.93,0.0,0.0,59.12,59.12,59.12,0.0,0.0,58.93,58.93,58.93,0.0,0.0,59.12,59.12,59.12,0.0,0.0
2019-07-07,59.07,59.07,59.07,0.0,0.0,59.18,59.18,59.18,0.0,0.0,59.07,59.07,59.07,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2019-07-14,59.38,59.38,59.38,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.38,59.38,59.38,0.0,0.0
2019-07-21,59.33,59.33,59.33,0.0,0.0,59.33,59.33,59.33,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.26,59.26,59.26,0.0,0.0
2019-07-28,59.51,59.51,59.51,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2019-08-04,60.29,60.29,60.29,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.14,60.14,60.14,0.0,0.0
2019-08-11,60.56,60.56,60.56,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.44,60.44,60.44,0.0,0.0,60.51,60.51,60.51,0.0,0.0
2019-08-18,60.4,60.4,60.4,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.63,60.63,60.63,0.0,0.0
2019-08-25,60.98,60.98,60.98,0.0,0.0,60.98,60.98,60.98,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2019-09-01,60.46,60.46,60.46,0.0,0.0,60.57,60.57,60.57,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2019-09-08,59.63,59.63,59.63,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.44,59.44,59.44,0.0,0.0
2019-09-15,59.96,59.96,59.96,0.0,0.0,60.11,60.11,60.11,0.0,0.0,59.96,59.96,59.96,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2019-09-22,59.96,59.96,59.96,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.96,59.96,59.96,0.0,0.0
2019-09-29,60.22,60.22,60.22,0.0,0.0,60.41,60.41,60.41,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.39,60.39,60.39,0.0,0.0
2019-10-06,59.7,59.7,59.7,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.64,59.64,59.64,0.0,0.0
2019-10-13,59.7,59.7,59.7,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2019-10-20,59.82,59.82,59.82,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2019-10-27,59.84,59.84,59.84,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.85,59.85,59.85,0.0,0.0
2019-11-03,59.4,59.4,59.4,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.39,59.39,59.39,0.0,0.0,59.48,59.48,59.48,0.0,0.0
2019-11-10,59.6,59.6,59.6,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2019-11-17,59.94,59.94,59.94,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2019-11-24,59.85,59.85,59.85,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.85,59.85,59.85,0.0,0.0
2019-12-01,59.84,59.84,59.84,0.0,0.0,59.87,59.87,59.87,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.87,59.87,59.87,0.0,0.0
2019-12-08,60.03,60.03,60.03,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.01,60.01,60.01,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2019-12-15,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2019-12-22,59.98,59.98,59.98,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2019-12-29,60.3,60.3,60.3,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.35,60.35,60.35,0.0,0.0
