Date,Deutsche X trackers Russell 1000_Open_average,Deutsche X trackers Russell 1000_Open_max,Deutsche X trackers Russell 1000_Open_min,Deutsche X trackers Russell 1000_Open_volatility,Deutsche X trackers Russell 1000_Open_change,Deutsche X trackers Russell 1000_High_average,Deutsche X trackers Russell 1000_High_max,Deutsche X trackers Russell 1000_High_min,Deutsche X trackers Russell 1000_High_volatility,Deutsche X trackers Russell 1000_High_change,Deutsche X trackers Russell 1000_Low_average,Deutsche X trackers Russell 1000_Low_max,Deutsche X trackers Russell 1000_Low_min,Deutsche X trackers Russell 1000_Low_volatility,Deutsche X trackers Russell 1000_Low_change,Deutsche X trackers Russell 1000_Close_average,Deutsche X trackers Russell 1000_Close_max,Deutsche X trackers Russell 1000_Close_min,Deutsche X trackers Russell 1000_Close_volatility,Deutsche X trackers Russell 1000_Close_change
2018-01-14,33.31,33.31,33.31,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2018-01-21,33.72,33.72,33.72,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2018-01-28,32.4,32.4,32.4,0.0,0.0,32.58,32.58,32.58,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-02-04,31.1,31.1,31.1,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2018-02-11,32.2,32.2,32.2,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-02-18,32.59,32.59,32.59,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2018-02-25,31.68,31.68,31.68,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.67,31.67,31.67,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2018-03-04,32.85,32.85,32.85,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2018-03-11,32.49,32.49,32.49,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2018-03-18,31.37,31.37,31.37,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.75,31.75,31.75,0.0,0.0
