Date,GTE_stock_Open_average,GTE_stock_Open_max,GTE_stock_Open_min,GTE_stock_Open_volatility,GTE_stock_Open_change,GTE_stock_High_average,GTE_stock_High_max,GTE_stock_High_min,GTE_stock_High_volatility,GTE_stock_High_change,GTE_stock_Low_average,GTE_stock_Low_max,GTE_stock_Low_min,GTE_stock_Low_volatility,GTE_stock_Low_change,GTE_stock_Close_average,GTE_stock_Close_max,GTE_stock_Close_min,GTE_stock_Close_volatility,GTE_stock_Close_change,GTE_stock_Volume_average,GTE_stock_Volume_max,GTE_stock_Volume_min,GTE_stock_Volume_volatility,GTE_stock_Volume_change
2018-01-14,2.8325,2.95,2.75,0.20000000000000018,-0.20000000000000018,2.9,2.96,2.84,0.1200000000000001,-0.1200000000000001,2.77125,2.81,2.71,0.10000000000000009,-0.06499999999999995,2.8225,2.85,2.79,0.06000000000000005,0.010000000000000231,95312,152260,71439,80821,73476
2018-01-21,2.818,2.88,2.77,0.10999999999999988,-0.03000000000000025,2.88,2.94,2.82,0.1200000000000001,0.10999999999999988,2.786,2.8,2.76,0.040000000000000036,0.040000000000000036,2.84,2.9,2.77,0.1299999999999999,0.1299999999999999,67278,141279,30266,111013,111013
2018-01-28,2.826,2.88,2.76,0.1200000000000001,-0.06999999999999984,2.864,2.9,2.82,0.08000000000000007,-0.08000000000000007,2.764,2.81,2.72,0.08999999999999986,-0.08000000000000007,2.814,2.88,2.75,0.1299999999999999,-0.1299999999999999,67026,86986,35458,51528,9513
2018-02-04,2.606,2.69,2.47,0.21999999999999975,-0.20999999999999996,2.678,2.8,2.5,0.2999999999999998,-0.2599999999999998,2.528,2.65,2.38,0.27,-0.27,2.5700000000000003,2.71,2.45,0.2599999999999998,-0.20999999999999996,95039,114417,81257,33160,-18924
2018-02-11,2.552,2.61,2.49,0.11999999999999966,0.08999999999999986,2.614,2.66,2.58,0.08000000000000007,0.08000000000000007,2.516,2.58,2.48,0.10000000000000009,0.08999999999999986,2.586,2.63,2.52,0.10999999999999988,0.040000000000000036,79179,154757,42309,112448,-94011
2018-02-18,2.6275,2.64,2.61,0.03000000000000025,0.020000000000000018,2.7,2.76,2.66,0.09999999999999964,0.09999999999999964,2.6125,2.63,2.6,0.029999999999999805,0.029999999999999805,2.6475,2.74,2.6,0.14000000000000012,0.1200000000000001,62369,108820,34383,74437,25724
2018-02-25,2.608,2.77,2.46,0.31000000000000005,-0.31000000000000005,2.654,2.77,2.55,0.2200000000000002,-0.2200000000000002,2.544,2.69,2.43,0.2599999999999998,-0.2599999999999998,2.564,2.69,2.47,0.21999999999999975,-0.16000000000000014,133139,193323,61789,131534,-84309
2018-03-04,2.552,2.6,2.5,0.10000000000000009,-0.029999999999999805,2.568,2.6,2.53,0.07000000000000028,-0.020000000000000018,2.501,2.54,2.47,0.06999999999999984,-0.0349999999999997,2.532,2.57,2.5,0.06999999999999984,-0.04999999999999982,110285,155726,75008,80718,57229
2018-03-11,2.578,2.63,2.51,0.1200000000000001,0.1200000000000001,2.626,2.67,2.58,0.08999999999999986,0.08999999999999986,2.566,2.62,2.51,0.11000000000000032,0.11000000000000032,2.6,2.64,2.56,0.08000000000000007,0.08000000000000007,81939,155069,44050,111019,-76459
2018-03-18,2.746,2.85,2.64,0.20999999999999996,0.20999999999999996,2.81,2.9,2.67,0.22999999999999998,0.22999999999999998,2.717,2.77,2.63,0.14000000000000012,0.14000000000000012,2.7640000000000002,2.81,2.66,0.1499999999999999,0.1299999999999999,68530,85876,51663,34213,4513
2018-03-25,2.7824999999999998,2.82,2.76,0.06000000000000005,-0.06000000000000005,2.8025,2.82,2.79,0.029999999999999805,-0.029999999999999805,2.725,2.76,2.68,0.07999999999999963,0.0,2.775,2.79,2.74,0.04999999999999982,0.010000000000000231,93072,125328,60920,64408,33963
2018-04-01,2.75,2.84,2.7,0.13999999999999968,-0.08999999999999986,2.768,2.84,2.7,0.13999999999999968,-0.06999999999999984,2.684,2.71,2.65,0.06000000000000005,-0.03000000000000025,2.728,2.75,2.69,0.06000000000000005,-0.029999999999999805,55540,128937,27935,101002,-90786
2018-04-08,2.836,2.98,2.73,0.25,0.25,2.921,3.03,2.78,0.25,0.25,2.808,2.96,2.68,0.2799999999999998,0.2799999999999998,2.886,3.02,2.7,0.31999999999999984,0.31999999999999984,85162,139916,53290,86626,-7434
2018-04-15,3.074,3.18,3.0,0.18000000000000016,0.1200000000000001,3.138,3.21,3.07,0.14000000000000012,0.08000000000000007,3.058,3.14,2.98,0.16000000000000014,0.1299999999999999,3.106,3.18,3.01,0.17000000000000037,0.1200000000000001,77426,105356,60972,44384,-6738
