Date,PEGA_Open_average,PEGA_Open_max,PEGA_Open_min,PEGA_Open_volatility,PEGA_Open_change,PEGA_High_average,PEGA_High_max,PEGA_High_min,PEGA_High_volatility,PEGA_High_change,PEGA_Low_average,PEGA_Low_max,PEGA_Low_min,PEGA_Low_volatility,PEGA_Low_change,PEGA_Close_average,PEGA_Close_max,PEGA_Close_min,PEGA_Close_volatility,PEGA_Close_change,PEGA_Volume_average,PEGA_Volume_max,PEGA_Volume_min,PEGA_Volume_volatility,PEGA_Volume_change
2018-01-14,50.58,52.15,49.65,2.5,1.4499999999999957,51.42,52.65,50.0,2.6499999999999986,1.3500000000000014,50.02,51.75,49.0,2.75,2.75,50.62,52.0,49.2,2.799999999999997,2.6999999999999957,608763,834555,363176,471379,366761
2018-01-21,51.77,52.2,51.55,0.6500000000000057,-0.29999999999999716,52.230000000000004,52.5,52.0,0.5,-0.5,51.23,51.75,50.8,0.9500000000000028,-0.9500000000000028,51.48,52.25,51.15,1.1000000000000014,-1.1000000000000014,310554,403957,204631,199326,-44123
2018-01-28,50.68,51.3,49.85,1.4499999999999957,-0.75,51.36,51.95,50.35,1.6000000000000014,-1.1000000000000014,49.78,50.5,47.9,2.6000000000000014,-2.6000000000000014,50.5,51.55,48.8,2.75,-2.1000000000000014,326272,503536,208518,295018,295018
2018-02-04,47.66,48.55,46.75,1.7999999999999972,-0.8500000000000014,48.544,49.3,47.77,1.529999999999994,-1.529999999999994,46.72,47.9,45.4,2.5,-0.5500000000000043,47.42,48.65,46.5,2.1499999999999986,-1.5,366990,486333,257804,228529,-28033
2018-02-11,49.375,51.15,47.0,4.149999999999999,4.149999999999999,50.7675,51.75,49.5,2.25,2.25,49.0375,50.95,46.45,4.5,4.5,50.525,51.4,49.5,1.8999999999999986,1.7000000000000028,246658,419163,117067,302096,-302096
2018-02-18,52.03,53.55,51.0,2.549999999999997,2.549999999999997,53.37,56.95,51.9,5.050000000000004,5.050000000000004,51.698,53.39,50.75,2.6400000000000006,2.6400000000000006,53.05,56.75,51.65,5.100000000000001,5.100000000000001,460584,1241844,172495,1069349,1069349
2018-02-25,57.96,60.0,55.65,4.350000000000001,-3.6000000000000014,59.512,62.25,57.1,5.149999999999999,-2.6000000000000014,56.286,57.7,55.1,2.6000000000000014,-1.470000000000006,57.82,59.45,55.9,3.5500000000000043,-0.5,1228952,1884780,850547,1034233,-520664
2018-03-04,61.55,62.85,59.05,3.8000000000000043,3.5500000000000043,62.92,64.0,60.95,3.049999999999997,1.7999999999999972,60.98,62.5,58.6,3.8999999999999986,3.1999999999999957,62.22,62.85,60.85,2.0,1.25,556685,858349,371894,486455,-486455
2018-03-11,61.77,62.2,61.0,1.2000000000000028,-1.2000000000000028,62.108,62.55,61.1,1.4499999999999957,-1.3999999999999986,60.83,61.3,59.55,1.75,-1.75,61.46,61.9,60.45,1.4499999999999957,-1.4499999999999957,399169,452005,327830,124175,69829
2018-03-18,60.410000000000004,61.4,59.35,2.049999999999997,-1.0499999999999972,61.49,62.1,60.75,1.3500000000000014,0.0,59.769999999999996,60.9,58.6,2.299999999999997,-0.8999999999999986,60.58,61.5,58.6,2.8999999999999986,0.04999999999999716,301191,471637,197748,273889,166658
