Date,SPDR S&P Telecom_etf_Open_average,SPDR S&P Telecom_etf_Open_max,SPDR S&P Telecom_etf_Open_min,SPDR S&P Telecom_etf_Open_volatility,SPDR S&P Telecom_etf_Open_change,SPDR S&P Telecom_etf_High_average,SPDR S&P Telecom_etf_High_max,SPDR S&P Telecom_etf_High_min,SPDR S&P Telecom_etf_High_volatility,SPDR S&P Telecom_etf_High_change,SPDR S&P Telecom_etf_Low_average,SPDR S&P Telecom_etf_Low_max,SPDR S&P Telecom_etf_Low_min,SPDR S&P Telecom_etf_Low_volatility,SPDR S&P Telecom_etf_Low_change,SPDR S&P Telecom_etf_Close_average,SPDR S&P Telecom_etf_Close_max,SPDR S&P Telecom_etf_Close_min,SPDR S&P Telecom_etf_Close_volatility,SPDR S&P Telecom_etf_Close_change
2018-08-26,76.92,76.92,76.92,0.0,0.0,77.04,77.04,77.04,0.0,0.0,76.89,76.89,76.89,0.0,0.0,77.04,77.04,77.04,0.0,0.0
2018-09-02,75.41,75.41,75.41,0.0,0.0,76.09,76.09,76.09,0.0,0.0,75.22,75.22,75.22,0.0,0.0,75.28,75.28,75.28,0.0,0.0
2018-09-09,76.72,76.72,76.72,0.0,0.0,76.76,76.76,76.76,0.0,0.0,76.23,76.23,76.23,0.0,0.0,76.5,76.5,76.5,0.0,0.0
2018-09-16,77.27,77.27,77.27,0.0,0.0,77.27,77.27,77.27,0.0,0.0,76.28,76.28,76.28,0.0,0.0,76.31,76.31,76.31,0.0,0.0
2018-09-23,76.2,76.2,76.2,0.0,0.0,76.31,76.31,76.31,0.0,0.0,75.56,75.56,75.56,0.0,0.0,76.23,76.23,76.23,0.0,0.0
2018-09-30,75.08,75.08,75.08,0.0,0.0,75.08,75.08,75.08,0.0,0.0,73.13,73.13,73.13,0.0,0.0,73.88,73.88,73.88,0.0,0.0
2018-10-07,69.87,69.87,69.87,0.0,0.0,70.3,70.3,70.3,0.0,0.0,68.89,68.89,68.89,0.0,0.0,69.62,69.62,69.62,0.0,0.0
2018-10-14,71.46,71.46,71.46,0.0,0.0,72.51,72.51,72.51,0.0,0.0,71.14,71.14,71.14,0.0,0.0,71.22,71.22,71.22,0.0,0.0
2018-10-21,68.8,68.8,68.8,0.0,0.0,69.09,69.09,69.09,0.0,0.0,67.24,67.24,67.24,0.0,0.0,68.04,68.04,68.04,0.0,0.0
2018-10-28,71.77,71.77,71.77,0.0,0.0,72.71,72.71,72.71,0.0,0.0,71.77,71.77,71.77,0.0,0.0,72.5,72.5,72.5,0.0,0.0
2018-11-04,73.75,73.75,73.75,0.0,0.0,73.75,73.75,73.75,0.0,0.0,71.73,71.73,71.73,0.0,0.0,72.45,72.45,72.45,0.0,0.0
2018-11-11,69.9,69.9,69.9,0.0,0.0,70.96,70.96,70.96,0.0,0.0,69.81,69.81,69.81,0.0,0.0,70.74,70.74,70.74,0.0,0.0
2018-11-18,69.17,69.17,69.17,0.0,0.0,69.21,69.21,69.21,0.0,0.0,68.84,68.84,68.84,0.0,0.0,68.94,68.94,68.94,0.0,0.0
2018-11-25,72.29,72.29,72.29,0.0,0.0,72.29,72.29,72.29,0.0,0.0,70.29,70.29,70.29,0.0,0.0,70.72,70.72,70.72,0.0,0.0
2018-12-02,69.04,69.04,69.04,0.0,0.0,69.11,69.11,69.11,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.57,67.57,67.57,0.0,0.0
2018-12-09,66.68,66.68,66.68,0.0,0.0,67.36,67.36,67.36,0.0,0.0,66.29,66.29,66.29,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2018-12-16,62.69,62.69,62.69,0.0,0.0,62.69,62.69,62.69,0.0,0.0,59.96,59.96,59.96,0.0,0.0,60.21,60.21,60.21,0.0,0.0
2018-12-23,61.79,61.79,61.79,0.0,0.0,63.36,63.36,63.36,0.0,0.0,61.59,61.59,61.59,0.0,0.0,62.3,62.3,62.3,0.0,0.0
2018-12-30,63.7,63.7,63.7,0.0,0.0,64.74,64.74,64.74,0.0,0.0,63.62,63.62,63.62,0.0,0.0,64.74,64.74,64.74,0.0,0.0
2019-01-06,67.23,67.23,67.23,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.23,67.23,67.23,0.0,0.0,67.8,67.8,67.8,0.0,0.0
2019-01-13,68.45,68.45,68.45,0.0,0.0,68.45,68.45,68.45,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.93,67.93,67.93,0.0,0.0
2019-01-20,68.16,68.16,68.16,0.0,0.0,68.27,68.27,68.27,0.0,0.0,67.87,67.87,67.87,0.0,0.0,67.87,67.87,67.87,0.0,0.0
2019-01-27,68.51,68.51,68.51,0.0,0.0,69.1,69.1,69.1,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.9,68.9,68.9,0.0,0.0
2019-02-03,67.73,67.73,67.73,0.0,0.0,68.77,68.77,68.77,0.0,0.0,67.73,67.73,67.73,0.0,0.0,68.77,68.77,68.77,0.0,0.0
2019-02-10,70.89,70.89,70.89,0.0,0.0,72.12,72.12,72.12,0.0,0.0,70.89,70.89,70.89,0.0,0.0,72.12,72.12,72.12,0.0,0.0
2019-02-17,72.72,72.72,72.72,0.0,0.0,73.37,73.37,73.37,0.0,0.0,72.72,72.72,72.72,0.0,0.0,73.37,73.37,73.37,0.0,0.0
2019-02-24,72.35,72.35,72.35,0.0,0.0,72.49,72.49,72.49,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.46,72.46,72.46,0.0,0.0
2019-03-03,68.88,68.88,68.88,0.0,0.0,69.46,69.46,69.46,0.0,0.0,68.88,68.88,68.88,0.0,0.0,69.46,69.46,69.46,0.0,0.0
2019-03-10,71.54,71.54,71.54,0.0,0.0,71.62,71.62,71.62,0.0,0.0,71.4,71.4,71.4,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2019-03-17,70.73,70.73,70.73,0.0,0.0,70.73,70.73,70.73,0.0,0.0,69.79,69.79,69.79,0.0,0.0,69.79,69.79,69.79,0.0,0.0
2019-03-24,70.83,70.83,70.83,0.0,0.0,70.83,70.83,70.83,0.0,0.0,70.44,70.44,70.44,0.0,0.0,70.71,70.71,70.71,0.0,0.0
2019-03-31,73.25,73.25,73.25,0.0,0.0,73.52,73.52,73.52,0.0,0.0,73.25,73.25,73.25,0.0,0.0,73.35,73.35,73.35,0.0,0.0
2019-04-07,74.19,74.19,74.19,0.0,0.0,74.66,74.66,74.66,0.0,0.0,74.19,74.19,74.19,0.0,0.0,74.66,74.66,74.66,0.0,0.0
2019-04-14,74.24,74.24,74.24,0.0,0.0,74.24,74.24,74.24,0.0,0.0,73.56,73.56,73.56,0.0,0.0,74.1,74.1,74.1,0.0,0.0
2019-04-21,72.8,72.8,72.8,0.0,0.0,73.06,73.06,73.06,0.0,0.0,72.74,72.74,72.74,0.0,0.0,73.02,73.02,73.02,0.0,0.0
2019-04-28,72.54,72.54,72.54,0.0,0.0,73.34,73.34,73.34,0.0,0.0,72.54,72.54,72.54,0.0,0.0,73.34,73.34,73.34,0.0,0.0
2019-05-05,69.93,69.93,69.93,0.0,0.0,70.26,70.26,70.26,0.0,0.0,68.97,68.97,68.97,0.0,0.0,70.26,70.26,70.26,0.0,0.0
2019-05-12,68.56,68.56,68.56,0.0,0.0,69.13,69.13,69.13,0.0,0.0,68.09,68.09,68.09,0.0,0.0,68.09,68.09,68.09,0.0,0.0
2019-05-19,67.46,67.46,67.46,0.0,0.0,67.67,67.67,67.67,0.0,0.0,67.36,67.36,67.36,0.0,0.0,67.62,67.62,67.62,0.0,0.0
2019-05-26,66.04,66.04,66.04,0.0,0.0,66.04,66.04,66.04,0.0,0.0,65.24,65.24,65.24,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2019-06-02,67.71,67.71,67.71,0.0,0.0,68.16,68.16,68.16,0.0,0.0,67.71,67.71,67.71,0.0,0.0,68.04,68.04,68.04,0.0,0.0
2019-06-09,68.0,68.0,68.0,0.0,0.0,68.0,68.0,68.0,0.0,0.0,67.27,67.27,67.27,0.0,0.0,67.45,67.45,67.45,0.0,0.0
2019-06-16,68.98,68.98,68.98,0.0,0.0,68.98,68.98,68.98,0.0,0.0,68.17,68.17,68.17,0.0,0.0,68.25,68.25,68.25,0.0,0.0
2019-06-23,67.36,67.36,67.36,0.0,0.0,67.75,67.75,67.75,0.0,0.0,67.36,67.36,67.36,0.0,0.0,67.69,67.69,67.69,0.0,0.0
2019-06-30,69.16,69.16,69.16,0.0,0.0,69.56,69.56,69.56,0.0,0.0,69.16,69.16,69.16,0.0,0.0,69.54,69.54,69.54,0.0,0.0
2019-07-07,70.6,70.6,70.6,0.0,0.0,70.81,70.81,70.81,0.0,0.0,70.6,70.6,70.6,0.0,0.0,70.75,70.75,70.75,0.0,0.0
2019-07-14,70.55,70.55,70.55,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.15,70.15,70.15,0.0,0.0,70.15,70.15,70.15,0.0,0.0
2019-07-21,71.73,71.73,71.73,0.0,0.0,72.44,72.44,72.44,0.0,0.0,71.73,71.73,71.73,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2019-07-28,69.99,69.99,69.99,0.0,0.0,69.99,69.99,69.99,0.0,0.0,67.6,67.6,67.6,0.0,0.0,68.05,68.05,68.05,0.0,0.0
2019-08-04,67.14,67.14,67.14,0.0,0.0,67.14,67.14,67.14,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.79,66.79,66.79,0.0,0.0
2019-08-11,64.92,64.92,64.92,0.0,0.0,65.73,65.73,65.73,0.0,0.0,64.92,64.92,64.92,0.0,0.0,65.71,65.71,65.71,0.0,0.0
2019-08-18,65.48,65.48,65.48,0.0,0.0,65.48,65.48,65.48,0.0,0.0,64.86,64.86,64.86,0.0,0.0,64.86,64.86,64.86,0.0,0.0
2019-08-25,67.05,67.05,67.05,0.0,0.0,67.06,67.06,67.06,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.87,66.87,66.87,0.0,0.0
2019-09-01,67.73,67.73,67.73,0.0,0.0,68.1,68.1,68.1,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2019-09-08,70.26,70.26,70.26,0.0,0.0,70.37,70.37,70.37,0.0,0.0,69.71,69.71,69.71,0.0,0.0,69.71,69.71,69.71,0.0,0.0
2019-09-15,68.92,68.92,68.92,0.0,0.0,68.97,68.97,68.97,0.0,0.0,68.29,68.29,68.29,0.0,0.0,68.5,68.5,68.5,0.0,0.0
2019-09-22,67.11,67.11,67.11,0.0,0.0,67.11,67.11,67.11,0.0,0.0,66.65,66.65,66.65,0.0,0.0,66.92,66.92,66.92,0.0,0.0
2019-09-29,64.71,64.71,64.71,0.0,0.0,65.17,65.17,65.17,0.0,0.0,64.55,64.55,64.55,0.0,0.0,65.17,65.17,65.17,0.0,0.0
2019-10-06,65.4,65.4,65.4,0.0,0.0,66.28,66.28,66.28,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.84,65.84,65.84,0.0,0.0
2019-10-13,66.81,66.81,66.81,0.0,0.0,67.07,67.07,67.07,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.98,66.98,66.98,0.0,0.0
2019-10-20,67.56,67.56,67.56,0.0,0.0,67.75,67.75,67.75,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.52,67.52,67.52,0.0,0.0
2019-10-27,67.28,67.28,67.28,0.0,0.0,67.31,67.31,67.31,0.0,0.0,66.77,66.77,66.77,0.0,0.0,67.26,67.26,67.26,0.0,0.0
2019-11-03,68.24,68.24,68.24,0.0,0.0,69.09,69.09,69.09,0.0,0.0,68.24,68.24,68.24,0.0,0.0,69.05,69.05,69.05,0.0,0.0
2019-11-10,68.77,68.77,68.77,0.0,0.0,69.13,69.13,69.13,0.0,0.0,68.77,68.77,68.77,0.0,0.0,69.13,69.13,69.13,0.0,0.0
2019-11-17,68.43,68.43,68.43,0.0,0.0,68.59,68.59,68.59,0.0,0.0,68.41,68.41,68.41,0.0,0.0,68.46,68.46,68.46,0.0,0.0
2019-11-24,68.96,68.96,68.96,0.0,0.0,69.11,69.11,69.11,0.0,0.0,68.96,68.96,68.96,0.0,0.0,69.11,69.11,69.11,0.0,0.0
2019-12-01,67.78,67.78,67.78,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.74,67.74,67.74,0.0,0.0,67.79,67.79,67.79,0.0,0.0
2019-12-08,67.99,67.99,67.99,0.0,0.0,68.85,68.85,68.85,0.0,0.0,67.96,67.96,67.96,0.0,0.0,68.08,68.08,68.08,0.0,0.0
2019-12-15,69.76,69.76,69.76,0.0,0.0,69.95,69.95,69.95,0.0,0.0,69.76,69.76,69.76,0.0,0.0,69.94,69.94,69.94,0.0,0.0
2019-12-22,70.14,70.14,70.14,0.0,0.0,70.14,70.14,70.14,0.0,0.0,69.75,69.75,69.75,0.0,0.0,69.75,69.75,69.75,0.0,0.0
2019-12-29,69.78,69.78,69.78,0.0,0.0,69.95,69.95,69.95,0.0,0.0,69.69,69.69,69.69,0.0,0.0,69.95,69.95,69.95,0.0,0.0
