Date,Schwab amental US Small Company_Open_average,Schwab amental US Small Company_Open_max,Schwab amental US Small Company_Open_min,Schwab amental US Small Company_Open_volatility,Schwab amental US Small Company_Open_change,Schwab amental US Small Company_High_average,Schwab amental US Small Company_High_max,Schwab amental US Small Company_High_min,Schwab amental US Small Company_High_volatility,Schwab amental US Small Company_High_change,Schwab amental US Small Company_Low_average,Schwab amental US Small Company_Low_max,Schwab amental US Small Company_Low_min,Schwab amental US Small Company_Low_volatility,Schwab amental US Small Company_Low_change,Schwab amental US Small Company_Close_average,Schwab amental US Small Company_Close_max,Schwab amental US Small Company_Close_min,Schwab amental US Small Company_Close_volatility,Schwab amental US Small Company_Close_change
2018-07-15,40.83,40.83,40.83,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2018-07-22,40.87,40.87,40.87,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2018-07-29,40.63,40.63,40.63,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2018-08-05,40.64,40.64,40.64,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2018-08-12,40.59,40.59,40.59,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2018-08-19,41.47,41.47,41.47,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2018-08-26,41.49,41.49,41.49,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2018-09-02,41.05,41.05,41.05,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2018-09-09,41.19,41.19,41.19,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2018-09-16,41.45,41.45,41.45,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2018-09-23,40.51,40.51,40.51,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2018-09-30,39.84,39.84,39.84,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2018-10-07,38.14,38.14,38.14,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2018-10-14,37.98,37.98,37.98,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2018-10-21,36.27,36.27,36.27,0.0,0.0,36.73,36.73,36.73,0.0,0.0,35.74,35.74,35.74,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2018-10-28,37.77,37.77,37.77,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2018-11-04,38.18,38.18,38.18,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-11-11,37.2,37.2,37.2,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2018-11-18,36.29,36.29,36.29,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2018-11-25,37.15,37.15,37.15,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2018-12-02,36.24,36.24,36.24,0.0,0.0,36.42,36.42,36.42,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2018-12-09,34.54,34.54,34.54,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2018-12-16,32.6,32.6,32.6,0.0,0.0,32.86,32.86,32.86,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2018-12-23,32.59,32.59,32.59,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2018-12-30,32.96,32.96,32.96,0.0,0.0,33.73,33.73,33.73,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-01-06,34.97,34.97,34.97,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2019-01-13,35.9,35.9,35.9,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.83,35.83,35.83,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2019-01-20,35.96,35.96,35.96,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.96,35.96,35.96,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2019-01-27,36.58,36.58,36.58,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2019-02-03,36.56,36.56,36.56,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2019-02-10,37.8,37.8,37.8,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.8,37.8,37.8,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2019-02-17,38.4,38.4,38.4,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2019-02-24,38.34,38.34,38.34,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2019-03-03,36.79,36.79,36.79,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2019-03-10,37.49,37.49,37.49,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2019-03-17,37.34,37.34,37.34,0.0,0.0,37.39,37.39,37.39,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2019-03-24,37.43,37.43,37.43,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2019-03-31,38.15,38.15,38.15,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2019-04-07,38.64,38.64,38.64,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2019-04-14,38.44,38.44,38.44,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2019-04-21,38.36,38.36,38.36,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2019-04-28,38.48,38.48,38.48,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.48,38.48,38.48,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2019-05-05,37.81,37.81,37.81,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.42,37.42,37.42,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2019-05-12,37.33,37.33,37.33,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2019-05-19,36.53,36.53,36.53,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2019-05-26,35.43,35.43,35.43,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2019-06-02,36.73,36.73,36.73,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2019-06-09,37.26,37.26,37.26,0.0,0.0,37.26,37.26,37.26,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2019-06-16,37.6,37.6,37.6,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2019-06-23,37.34,37.34,37.34,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-06-30,37.79,37.79,37.79,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.63,37.63,37.63,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2019-07-07,37.72,37.72,37.72,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.72,37.72,37.72,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2019-07-14,37.72,37.72,37.72,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2019-07-21,38.13,38.13,38.13,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2019-07-28,37.4,37.4,37.4,0.0,0.0,37.42,37.42,37.42,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-08-04,37.18,37.18,37.18,0.0,0.0,37.18,37.18,37.18,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2019-08-11,35.66,35.66,35.66,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.66,35.66,35.66,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2019-08-18,36.34,36.34,36.34,0.0,0.0,36.47,36.47,36.47,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2019-08-25,36.58,36.58,36.58,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2019-09-01,37.11,37.11,37.11,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2019-09-08,38.93,38.93,38.93,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2019-09-15,38.34,38.34,38.34,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2019-09-22,38.0,38.0,38.0,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-09-29,36.82,36.82,36.82,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.69,36.69,36.69,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2019-10-06,37.17,37.17,37.17,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2019-10-13,37.81,37.81,37.81,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-10-20,38.21,38.21,38.21,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-10-27,38.58,38.58,38.58,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.58,38.58,38.58,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2019-11-03,39.33,39.33,39.33,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2019-11-10,39.38,39.38,39.38,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2019-11-17,38.86,38.86,38.86,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-11-24,39.65,39.65,39.65,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2019-12-01,39.5,39.5,39.5,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2019-12-08,39.71,39.71,39.71,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2019-12-15,40.27,40.27,40.27,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-12-22,40.42,40.42,40.42,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2019-12-29,39.81,39.81,39.81,0.0,0.0,40.21,40.21,40.21,0.0,0.0,39.81,39.81,39.81,0.0,0.0,40.14,40.14,40.14,0.0,0.0
