Date,AOSL_Open_average,AOSL_Open_max,AOSL_Open_min,AOSL_Open_volatility,AOSL_Open_change,AOSL_High_average,AOSL_High_max,AOSL_High_min,AOSL_High_volatility,AOSL_High_change,AOSL_Low_average,AOSL_Low_max,AOSL_Low_min,AOSL_Low_volatility,AOSL_Low_change,AOSL_Close_average,AOSL_Close_max,AOSL_Close_min,AOSL_Close_volatility,AOSL_Close_change,AOSL_Volume_average,AOSL_Volume_max,AOSL_Volume_min,AOSL_Volume_volatility,AOSL_Volume_change
2018-01-14,17.528,17.61,17.45,0.16000000000000014,0.13000000000000256,17.672,17.71,17.64,0.07000000000000028,0.00999999999999801,17.328,17.44,17.18,0.26000000000000156,0.129999999999999,17.56,17.65,17.4,0.25,0.20000000000000284,56814,80205,37814,42391,-4187
2018-01-21,17.304000000000002,17.64,16.87,0.7699999999999996,-0.360000000000003,17.482,17.71,17.15,0.5600000000000023,-0.5200000000000031,16.94,17.34,16.52,0.8200000000000003,-0.8200000000000003,17.154,17.65,16.81,0.8399999999999999,-0.8399999999999999,58925,77280,43575,33705,23579
2018-01-28,16.524,16.9,15.82,1.0799999999999983,-0.8299999999999983,16.752,17.2,16.03,1.1699999999999982,-0.9699999999999989,16.204,16.61,15.36,1.25,-1.25,16.344,16.82,15.38,1.4399999999999995,-1.4399999999999995,73323,91405,50349,41056,16673
2018-02-04,15.204,16.5,14.52,1.9800000000000004,-0.7300000000000004,15.427999999999999,16.5,14.77,1.7300000000000004,-0.6400000000000006,14.23,14.58,13.53,1.0500000000000007,-0.3600000000000012,14.748,15.25,14.29,0.9600000000000009,-0.870000000000001,218714,335606,165559,170047,32362
2018-02-11,14.1625,14.54,13.79,0.75,-0.14000000000000057,14.6125,14.85,14.38,0.46999999999999886,0.46999999999999886,13.879999999999999,14.09,13.76,0.33000000000000007,0.33000000000000007,14.2675,14.57,13.94,0.6300000000000008,0.6300000000000008,164734,216253,122018,94235,-29037
2018-02-18,14.776,15.19,14.51,0.6799999999999997,0.6600000000000001,15.120000000000001,15.63,14.84,0.7900000000000009,0.7900000000000009,14.652,14.91,14.45,0.46000000000000085,0.46000000000000085,14.911999999999999,15.45,14.52,0.9299999999999997,0.9299999999999997,145190,176709,117786,58923,-38774
2018-02-25,15.422,15.61,15.28,0.33000000000000007,0.14999999999999858,15.661999999999999,15.8,15.53,0.27000000000000135,0.02999999999999936,15.248,15.42,15.06,0.35999999999999943,0.0,15.506,15.72,15.33,0.39000000000000057,0.21000000000000085,125618,165425,71441,93984,-67214
2018-03-04,16.036,16.44,15.67,0.7700000000000014,0.7700000000000014,16.338,16.85,15.89,0.9600000000000009,0.9600000000000009,15.92,16.39,15.63,0.7599999999999998,0.7599999999999998,16.216,16.73,15.77,0.9600000000000009,0.9600000000000009,69352,82208,50418,31790,9445
2018-03-11,16.554,16.88,16.19,0.6899999999999977,0.019999999999999574,16.832,17.12,16.46,0.6600000000000001,-0.1700000000000017,16.204,16.54,15.96,0.5799999999999983,-0.2799999999999976,16.506,16.96,16.21,0.75,-0.019999999999999574,102389,174920,45029,129891,-5165
2018-03-18,16.408,16.55,16.2,0.3500000000000014,-0.33000000000000185,16.688,16.87,16.42,0.4499999999999993,-0.4499999999999993,16.208000000000002,16.48,15.86,0.620000000000001,-0.41000000000000014,16.346,16.61,16.0,0.6099999999999994,-0.23000000000000043,67303,103765,47722,56043,8152
2018-03-25,15.705,16.37,15.39,0.9800000000000004,-0.9800000000000004,16.065,16.37,15.86,0.5100000000000016,-0.45000000000000107,15.2625,15.42,14.98,0.4399999999999995,-0.4399999999999995,15.3575,15.47,15.05,0.41999999999999993,-0.41999999999999993,152691,363951,56849,307102,32124
2018-04-01,15.192,15.4,14.78,0.620000000000001,0.3100000000000005,15.426,15.65,15.09,0.5600000000000005,0.5600000000000005,15.03,15.3,14.77,0.5300000000000011,0.5300000000000011,15.268,15.42,15.04,0.3800000000000008,0.26000000000000156,100633,183523,42553,140970,46930
2018-04-08,15.52,15.61,15.41,0.1999999999999993,0.129999999999999,15.752,15.91,15.57,0.33999999999999986,0.33999999999999986,15.394,15.46,15.25,0.21000000000000085,0.21000000000000085,15.598,15.9,15.45,0.45000000000000107,0.45000000000000107,86523,230054,39811,190243,165644
2018-04-15,15.586,15.94,15.31,0.629999999999999,-0.629999999999999,15.796000000000001,16.3,15.47,0.8300000000000001,-0.8100000000000005,15.344,15.55,15.06,0.4900000000000002,-0.47999999999999865,15.448,15.72,15.14,0.5800000000000001,-0.5800000000000001,111309,171751,58326,113425,-95798
