Date,RHI_stock_Open_average,RHI_stock_Open_max,RHI_stock_Open_min,RHI_stock_Open_volatility,RHI_stock_Open_change,RHI_stock_High_average,RHI_stock_High_max,RHI_stock_High_min,RHI_stock_High_volatility,RHI_stock_High_change,RHI_stock_Low_average,RHI_stock_Low_max,RHI_stock_Low_min,RHI_stock_Low_volatility,RHI_stock_Low_change,RHI_stock_Close_average,RHI_stock_Close_max,RHI_stock_Close_min,RHI_stock_Close_volatility,RHI_stock_Close_change,RHI_stock_Volume_average,RHI_stock_Volume_max,RHI_stock_Volume_min,RHI_stock_Volume_volatility,RHI_stock_Volume_change
2018-01-14,56.47,56.8,56.17,0.6299999999999955,-0.6299999999999955,57.0875,57.26,56.89,0.36999999999999744,-0.10000000000000142,55.754999999999995,56.17,55.4,0.7700000000000031,0.7700000000000031,56.44,57.12,55.7,1.4199999999999946,1.3200000000000003,1080478,1483583,773193,710390,-55400
2018-01-21,57.35,57.96,56.82,1.1400000000000006,1.1400000000000006,57.76,58.57,57.39,1.1799999999999997,1.0799999999999983,56.856,57.37,56.45,0.9199999999999946,0.9199999999999946,57.564,58.54,57.06,1.4799999999999969,1.0899999999999963,807947,958497,597943,360554,-41137
2018-01-28,57.938,58.4,57.07,1.3299999999999983,-0.3500000000000014,58.846000000000004,60.59,57.61,2.980000000000004,0.01999999999999602,57.098,57.79,55.72,2.0700000000000003,-1.7700000000000031,57.532000000000004,58.53,56.24,2.289999999999999,-1.3699999999999974,1669828,2777420,1075978,1701442,919005
2018-02-04,54.879999999999995,56.33,53.19,3.1400000000000006,-2.6499999999999986,55.961999999999996,56.75,53.68,3.0700000000000003,-2.979999999999997,53.274,55.42,51.35,4.07,-3.049999999999997,54.424,56.22,52.26,3.960000000000001,-1.1899999999999977,1819773,2000064,1622206,377858,-377858
2018-02-11,54.752,56.5,53.37,3.1300000000000026,2.6300000000000026,55.83,57.15,54.14,3.009999999999998,3.009999999999998,54.458,55.98,53.02,2.9599999999999937,2.9599999999999937,55.388,56.38,53.6,2.780000000000001,2.6000000000000014,1272314,1715299,769436,945863,-442191
2018-02-18,56.8825,57.65,55.78,1.8699999999999974,1.759999999999998,57.879999999999995,58.31,56.91,1.4000000000000057,1.0900000000000034,56.650000000000006,57.27,55.6,1.6700000000000017,1.5700000000000003,57.2675,57.85,56.32,1.5300000000000011,1.5300000000000011,1535377,2139886,890097,1249789,-371755
2018-02-25,57.34,57.97,56.17,1.7999999999999972,-1.7999999999999972,57.992,58.21,57.57,0.6400000000000006,0.13000000000000256,56.728,57.42,55.91,1.5100000000000051,-1.2600000000000051,57.382,57.98,56.75,1.2299999999999969,0.29999999999999716,1499453,1778286,880809,897477,-150200
2018-03-04,59.13,60.27,57.58,2.690000000000005,2.690000000000005,59.794000000000004,60.54,58.74,1.7999999999999972,1.7999999999999972,58.592,59.49,57.1,2.3900000000000006,2.3900000000000006,59.646,60.51,58.64,1.8699999999999974,1.8699999999999974,1093219,1374147,746669,627478,-147593
2018-03-11,59.318,60.46,58.5,1.9600000000000009,-1.7000000000000028,59.748,60.46,59.16,1.3000000000000043,-0.6600000000000037,58.63,59.05,58.17,0.8799999999999955,-0.44999999999999574,59.016,59.44,58.45,0.9899999999999949,0.09999999999999432,1173720,2078083,833716,1244367,1054611
2018-03-18,59.164,59.67,58.04,1.6300000000000026,-1.3999999999999986,59.624,60.27,58.48,1.7900000000000063,-1.2900000000000063,58.339999999999996,59.64,55.66,3.980000000000004,-3.230000000000004,58.506,59.66,55.76,3.8999999999999986,-3.6600000000000037,957922,1460189,620786,839403,720431
2018-03-25,56.8775,57.28,56.51,0.7700000000000031,0.7700000000000031,57.57,58.45,56.93,1.5200000000000031,1.5200000000000031,56.2675,57.25,55.69,1.5600000000000023,1.5600000000000023,57.0025,57.89,56.41,1.480000000000004,1.009999999999998,1432366,2063512,1063003,1000509,-1000509
2018-04-01,58.492,59.0,57.88,1.1199999999999974,0.7299999999999969,58.792,59.36,57.98,1.3800000000000026,0.8300000000000054,57.466,58.34,56.46,1.8800000000000026,0.3500000000000014,58.266,59.23,57.15,2.0799999999999983,-0.3299999999999983,1273832,1636543,749549,886994,-648648
2018-04-08,58.656,59.22,57.95,1.269999999999996,1.269999999999996,59.184,59.5,58.97,0.5300000000000011,0.25,58.156,58.43,57.59,0.8399999999999963,0.7299999999999969,58.6,59.29,57.97,1.3200000000000003,0.5900000000000034,875350,1422883,585574,837309,-817690
2018-04-15,59.988,60.6,59.18,1.4200000000000017,1.4200000000000017,60.28,60.83,59.6,1.2299999999999969,1.2299999999999969,59.232,60.17,58.13,2.039999999999999,-0.6799999999999997,59.706,60.55,58.56,1.9899999999999949,-0.7100000000000009,1011527,1723202,647207,1075995,859358
2018-04-22,59.932,60.71,58.7,2.009999999999998,1.8200000000000003,60.321999999999996,61.4,58.76,2.6400000000000006,2.1499999999999986,58.888,60.13,56.91,3.220000000000006,2.1600000000000037,59.634,61.17,57.45,3.719999999999999,2.8100000000000023,1968609,3900056,1033455,2866601,-51973
2018-04-29,61.05,61.49,60.7,0.7899999999999991,-0.060000000000002274,61.688,62.22,60.84,1.3799999999999955,0.6000000000000014,60.496,60.75,59.88,0.8699999999999974,-0.17999999999999972,61.336,62.05,60.75,1.2999999999999972,1.2999999999999972,1374788,1914317,739412,1174905,-382838
2018-05-06,62.748,63.31,61.9,1.4100000000000037,0.8500000000000014,63.052,63.5,62.19,1.3100000000000023,1.3100000000000023,62.194,62.82,61.14,1.6799999999999997,1.6799999999999997,62.798,63.15,61.91,1.240000000000002,1.240000000000002,944081,1314409,659631,654778,325569
