Date,iShares Global Materials_etf_Open_average,iShares Global Materials_etf_Open_max,iShares Global Materials_etf_Open_min,iShares Global Materials_etf_Open_volatility,iShares Global Materials_etf_Open_change,iShares Global Materials_etf_High_average,iShares Global Materials_etf_High_max,iShares Global Materials_etf_High_min,iShares Global Materials_etf_High_volatility,iShares Global Materials_etf_High_change,iShares Global Materials_etf_Low_average,iShares Global Materials_etf_Low_max,iShares Global Materials_etf_Low_min,iShares Global Materials_etf_Low_volatility,iShares Global Materials_etf_Low_change,iShares Global Materials_etf_Close_average,iShares Global Materials_etf_Close_max,iShares Global Materials_etf_Close_min,iShares Global Materials_etf_Close_volatility,iShares Global Materials_etf_Close_change
2018-03-25,66.99,66.99,66.99,0.0,0.0,67.9,67.9,67.9,0.0,0.0,66.99,66.99,66.99,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2018-04-01,67.52,67.52,67.52,0.0,0.0,67.57,67.57,67.57,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2018-04-08,69.17,69.17,69.17,0.0,0.0,69.17,69.17,69.17,0.0,0.0,68.73,68.73,68.73,0.0,0.0,68.8,68.8,68.8,0.0,0.0
2018-04-15,70.52,70.52,70.52,0.0,0.0,70.62,70.62,70.62,0.0,0.0,70.1,70.1,70.1,0.0,0.0,70.22,70.22,70.22,0.0,0.0
2018-04-22,69.24,69.24,69.24,0.0,0.0,69.25,69.25,69.25,0.0,0.0,68.75,68.75,68.75,0.0,0.0,69.16,69.16,69.16,0.0,0.0
2018-04-29,68.36,68.36,68.36,0.0,0.0,69.44,69.44,69.44,0.0,0.0,68.36,68.36,68.36,0.0,0.0,69.21,69.21,69.21,0.0,0.0
2018-05-06,70.89,70.89,70.89,0.0,0.0,71.01,71.01,71.01,0.0,0.0,70.71,70.71,70.71,0.0,0.0,70.87,70.87,70.87,0.0,0.0
2018-05-13,71.32,71.32,71.32,0.0,0.0,71.51,71.51,71.51,0.0,0.0,71.27,71.27,71.27,0.0,0.0,71.47,71.47,71.47,0.0,0.0
2018-05-20,69.91,69.91,69.91,0.0,0.0,70.01,70.01,70.01,0.0,0.0,69.86,69.86,69.86,0.0,0.0,70.01,70.01,70.01,0.0,0.0
2018-05-27,70.06,70.06,70.06,0.0,0.0,70.34,70.34,70.34,0.0,0.0,69.89,69.89,69.89,0.0,0.0,70.33,70.33,70.33,0.0,0.0
2018-06-03,71.43,71.43,71.43,0.0,0.0,71.88,71.88,71.88,0.0,0.0,71.34,71.34,71.34,0.0,0.0,71.87,71.87,71.87,0.0,0.0
2018-06-10,70.6,70.6,70.6,0.0,0.0,70.6,70.6,70.6,0.0,0.0,69.91,69.91,69.91,0.0,0.0,70.18,70.18,70.18,0.0,0.0
2018-06-17,67.68,67.68,67.68,0.0,0.0,67.94,67.94,67.94,0.0,0.0,67.67,67.67,67.67,0.0,0.0,67.94,67.94,67.94,0.0,0.0
2018-06-24,67.33,67.33,67.33,0.0,0.0,67.82,67.82,67.82,0.0,0.0,67.24,67.24,67.24,0.0,0.0,67.24,67.24,67.24,0.0,0.0
2018-07-01,67.01,67.01,67.01,0.0,0.0,67.63,67.63,67.63,0.0,0.0,66.77,66.77,66.77,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2018-07-08,67.03,67.03,67.03,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.01,67.01,67.01,0.0,0.0
2018-07-15,66.49,66.49,66.49,0.0,0.0,66.96,66.96,66.96,0.0,0.0,66.49,66.49,66.49,0.0,0.0,66.73,66.73,66.73,0.0,0.0
2018-07-22,68.67,68.67,68.67,0.0,0.0,68.86,68.86,68.86,0.0,0.0,68.26,68.26,68.26,0.0,0.0,68.48,68.48,68.48,0.0,0.0
2018-07-29,67.65,67.65,67.65,0.0,0.0,68.14,68.14,68.14,0.0,0.0,67.65,67.65,67.65,0.0,0.0,68.14,68.14,68.14,0.0,0.0
2018-08-05,66.75,66.75,66.75,0.0,0.0,66.75,66.75,66.75,0.0,0.0,66.47,66.47,66.47,0.0,0.0,66.59,66.59,66.59,0.0,0.0
2018-08-12,64.61,64.61,64.61,0.0,0.0,65.43,65.43,65.43,0.0,0.0,64.55,64.55,64.55,0.0,0.0,65.37,65.37,65.37,0.0,0.0
2018-08-19,66.22,66.22,66.22,0.0,0.0,66.63,66.63,66.63,0.0,0.0,66.19,66.19,66.19,0.0,0.0,66.5,66.5,66.5,0.0,0.0
2018-08-26,66.8,66.8,66.8,0.0,0.0,67.03,67.03,67.03,0.0,0.0,66.54,66.54,66.54,0.0,0.0,66.68,66.68,66.68,0.0,0.0
2018-09-02,64.67,64.67,64.67,0.0,0.0,65.01,65.01,65.01,0.0,0.0,64.46,64.46,64.46,0.0,0.0,64.94,64.94,64.94,0.0,0.0
2018-09-09,65.91,65.91,65.91,0.0,0.0,65.96,65.96,65.96,0.0,0.0,65.52,65.52,65.52,0.0,0.0,65.79,65.79,65.79,0.0,0.0
2018-09-16,69.01,69.01,69.01,0.0,0.0,69.01,69.01,69.01,0.0,0.0,68.71,68.71,68.71,0.0,0.0,68.92,68.92,68.92,0.0,0.0
2018-09-23,67.41,67.41,67.41,0.0,0.0,67.59,67.59,67.59,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.31,67.31,67.31,0.0,0.0
2018-09-30,66.44,66.44,66.44,0.0,0.0,66.44,66.44,66.44,0.0,0.0,65.99,65.99,65.99,0.0,0.0,66.11,66.11,66.11,0.0,0.0
2018-10-07,63.45,63.45,63.45,0.0,0.0,63.61,63.61,63.61,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2018-10-14,62.19,62.19,62.19,0.0,0.0,62.3,62.3,62.3,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.93,61.93,61.93,0.0,0.0
2018-10-21,58.98,58.98,58.98,0.0,0.0,59.88,59.88,59.88,0.0,0.0,58.57,58.57,58.57,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2018-10-28,63.44,63.44,63.44,0.0,0.0,63.69,63.69,63.69,0.0,0.0,62.37,62.37,62.37,0.0,0.0,62.79,62.79,62.79,0.0,0.0
2018-11-04,62.7,62.7,62.7,0.0,0.0,62.7,62.7,62.7,0.0,0.0,61.92,61.92,61.92,0.0,0.0,62.23,62.23,62.23,0.0,0.0
2018-11-11,61.66,61.66,61.66,0.0,0.0,62.43,62.43,62.43,0.0,0.0,61.66,61.66,61.66,0.0,0.0,62.23,62.23,62.23,0.0,0.0
2018-11-18,59.72,59.72,59.72,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.62,59.62,59.62,0.0,0.0
2018-11-25,60.12,60.12,60.12,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.01,60.01,60.01,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2018-12-02,59.46,59.46,59.46,0.0,0.0,59.46,59.46,59.46,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.27,58.27,58.27,0.0,0.0
2018-12-09,58.03,58.03,58.03,0.0,0.0,58.24,58.24,58.24,0.0,0.0,57.89,57.89,57.89,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2018-12-16,56.34,56.34,56.34,0.0,0.0,57.01,57.01,57.01,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2018-12-23,57.51,57.51,57.51,0.0,0.0,57.7,57.7,57.7,0.0,0.0,56.99,56.99,56.99,0.0,0.0,57.04,57.04,57.04,0.0,0.0
2018-12-30,57.01,57.01,57.01,0.0,0.0,58.37,58.37,58.37,0.0,0.0,57.01,57.01,57.01,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2019-01-06,59.63,59.63,59.63,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.6,59.6,59.6,0.0,0.0
2019-01-13,60.8,60.8,60.8,0.0,0.0,61.06,61.06,61.06,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.93,60.93,60.93,0.0,0.0
2019-01-20,60.66,60.66,60.66,0.0,0.0,61.21,61.21,61.21,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.87,60.87,60.87,0.0,0.0
2019-01-27,61.95,61.95,61.95,0.0,0.0,62.03,62.03,62.03,0.0,0.0,61.63,61.63,61.63,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2019-02-03,60.5,60.5,60.5,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.65,60.65,60.65,0.0,0.0
2019-02-10,62.38,62.38,62.38,0.0,0.0,62.53,62.53,62.53,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.53,62.53,62.53,0.0,0.0
2019-02-17,63.85,63.85,63.85,0.0,0.0,64.08,64.08,64.08,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2019-02-24,63.79,63.79,63.79,0.0,0.0,63.81,63.81,63.81,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.32,63.32,63.32,0.0,0.0
2019-03-03,61.94,61.94,61.94,0.0,0.0,62.51,62.51,62.51,0.0,0.0,61.94,61.94,61.94,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2019-03-10,63.63,63.63,63.63,0.0,0.0,64.1,64.1,64.1,0.0,0.0,63.63,63.63,63.63,0.0,0.0,63.81,63.81,63.81,0.0,0.0
2019-03-17,64.12,64.12,64.12,0.0,0.0,64.18,64.18,64.18,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2019-03-24,64.04,64.04,64.04,0.0,0.0,64.24,64.24,64.24,0.0,0.0,63.91,63.91,63.91,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2019-03-31,66.67,66.67,66.67,0.0,0.0,66.93,66.93,66.93,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.8,66.8,66.8,0.0,0.0
2019-04-07,67.15,67.15,67.15,0.0,0.0,67.31,67.31,67.31,0.0,0.0,67.05,67.05,67.05,0.0,0.0,67.22,67.22,67.22,0.0,0.0
2019-04-14,66.94,66.94,66.94,0.0,0.0,67.18,67.18,67.18,0.0,0.0,66.72,66.72,66.72,0.0,0.0,66.86,66.86,66.86,0.0,0.0
2019-04-21,65.34,65.34,65.34,0.0,0.0,65.62,65.62,65.62,0.0,0.0,65.14,65.14,65.14,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2019-04-28,64.87,64.87,64.87,0.0,0.0,65.33,65.33,65.33,0.0,0.0,64.87,64.87,64.87,0.0,0.0,65.2,65.2,65.2,0.0,0.0
2019-05-05,62.4,62.4,62.4,0.0,0.0,63.21,63.21,63.21,0.0,0.0,62.25,62.25,62.25,0.0,0.0,63.21,63.21,63.21,0.0,0.0
2019-05-12,62.33,62.33,62.33,0.0,0.0,62.77,62.77,62.77,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.49,62.49,62.49,0.0,0.0
2019-05-19,61.72,61.72,61.72,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2019-05-26,60.4,60.4,60.4,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.65,60.65,60.65,0.0,0.0
2019-06-02,64.0,64.0,64.0,0.0,0.0,64.07,64.07,64.07,0.0,0.0,63.92,63.92,63.92,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2019-06-09,64.66,64.66,64.66,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.72,64.72,64.72,0.0,0.0
2019-06-16,64.45,64.45,64.45,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.32,64.32,64.32,0.0,0.0,64.37,64.37,64.37,0.0,0.0
2019-06-23,65.12,65.12,65.12,0.0,0.0,65.18,65.18,65.18,0.0,0.0,65.09,65.09,65.09,0.0,0.0,65.18,65.18,65.18,0.0,0.0
2019-06-30,64.4,64.4,64.4,0.0,0.0,64.51,64.51,64.51,0.0,0.0,64.1,64.1,64.1,0.0,0.0,64.47,64.47,64.47,0.0,0.0
2019-07-07,64.0,64.0,64.0,0.0,0.0,64.2,64.2,64.2,0.0,0.0,63.88,63.88,63.88,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2019-07-14,64.4,64.4,64.4,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.3,64.3,64.3,0.0,0.0,64.41,64.41,64.41,0.0,0.0
2019-07-21,64.26,64.26,64.26,0.0,0.0,64.26,64.26,64.26,0.0,0.0,64.08,64.08,64.08,0.0,0.0,64.21,64.21,64.21,0.0,0.0
2019-07-28,61.83,61.83,61.83,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.23,61.23,61.23,0.0,0.0,61.46,61.46,61.46,0.0,0.0
2019-08-04,61.22,61.22,61.22,0.0,0.0,61.22,61.22,61.22,0.0,0.0,60.94,60.94,60.94,0.0,0.0,61.03,61.03,61.03,0.0,0.0
2019-08-11,59.52,59.52,59.52,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.81,59.81,59.81,0.0,0.0
2019-08-18,59.64,59.64,59.64,0.0,0.0,59.64,59.64,59.64,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2019-08-25,60.99,60.99,60.99,0.0,0.0,61.11,61.11,61.11,0.0,0.0,60.82,60.82,60.82,0.0,0.0,61.01,61.01,61.01,0.0,0.0
2019-09-01,62.18,62.18,62.18,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.12,62.12,62.12,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2019-09-08,64.4,64.4,64.4,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.47,64.47,64.47,0.0,0.0
2019-09-15,63.77,63.77,63.77,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.48,63.48,63.48,0.0,0.0,63.54,63.54,63.54,0.0,0.0
2019-09-22,62.69,62.69,62.69,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.47,62.47,62.47,0.0,0.0,62.54,62.54,62.54,0.0,0.0
2019-09-29,60.9,60.9,60.9,0.0,0.0,61.35,61.35,61.35,0.0,0.0,60.9,60.9,60.9,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2019-10-06,62.72,62.72,62.72,0.0,0.0,63.34,63.34,63.34,0.0,0.0,62.72,62.72,62.72,0.0,0.0,63.12,63.12,63.12,0.0,0.0
2019-10-13,63.07,63.07,63.07,0.0,0.0,63.22,63.22,63.22,0.0,0.0,62.88,62.88,62.88,0.0,0.0,63.15,63.15,63.15,0.0,0.0
2019-10-20,64.0,64.0,64.0,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.26,64.26,64.26,0.0,0.0
2019-10-27,64.58,64.58,64.58,0.0,0.0,65.11,65.11,65.11,0.0,0.0,64.58,64.58,64.58,0.0,0.0,65.02,65.02,65.02,0.0,0.0
2019-11-03,65.74,65.74,65.74,0.0,0.0,65.96,65.96,65.96,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2019-11-10,65.8,65.8,65.8,0.0,0.0,65.92,65.92,65.92,0.0,0.0,65.72,65.72,65.72,0.0,0.0,65.78,65.78,65.78,0.0,0.0
2019-11-17,65.12,65.12,65.12,0.0,0.0,65.15,65.15,65.15,0.0,0.0,65.03,65.03,65.03,0.0,0.0,65.06,65.06,65.06,0.0,0.0
2019-11-24,65.5,65.5,65.5,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.44,65.44,65.44,0.0,0.0
2019-12-01,65.72,65.72,65.72,0.0,0.0,65.87,65.87,65.87,0.0,0.0,65.72,65.72,65.72,0.0,0.0,65.84,65.84,65.84,0.0,0.0
2019-12-08,67.49,67.49,67.49,0.0,0.0,67.84,67.84,67.84,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.34,67.34,67.34,0.0,0.0
2019-12-15,67.17,67.17,67.17,0.0,0.0,67.17,67.17,67.17,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2019-12-22,67.89,67.89,67.89,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.49,67.49,67.49,0.0,0.0,67.49,67.49,67.49,0.0,0.0
2019-12-29,66.93,66.93,66.93,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.54,66.54,66.54,0.0,0.0,66.56,66.56,66.56,0.0,0.0
