Date,PG_stock_Open_average,PG_stock_Open_max,PG_stock_Open_min,PG_stock_Open_volatility,PG_stock_Open_change,PG_stock_High_average,PG_stock_High_max,PG_stock_High_min,PG_stock_High_volatility,PG_stock_High_change,PG_stock_Low_average,PG_stock_Low_max,PG_stock_Low_min,PG_stock_Low_volatility,PG_stock_Low_change,PG_stock_Close_average,PG_stock_Close_max,PG_stock_Close_min,PG_stock_Close_volatility,PG_stock_Close_change,PG_stock_Volume_average,PG_stock_Volume_max,PG_stock_Volume_min,PG_stock_Volume_volatility,PG_stock_Volume_change
2018-01-14,90.305,90.56,90.14,0.4200000000000017,0.14000000000000057,91.1025,91.73,90.65,1.0799999999999983,0.4900000000000091,89.995,90.43,89.64,0.7900000000000063,0.5999999999999943,90.6675,91.2,90.18,1.019999999999996,0.8499999999999943,8718661,9465330,7699760,1765570,-101303
2018-01-21,89.322,90.88,88.17,2.7099999999999937,-2.7099999999999937,89.702,91.92,88.17,3.75,-3.75,88.462,90.77,87.23,3.539999999999992,-3.539999999999992,89.06400000000001,91.89,87.73,4.159999999999997,-4.159999999999997,13064732,18756274,8657987,10098287,2845096
2018-01-28,86.606,87.69,85.56,2.1299999999999955,-2.1299999999999955,86.94,87.74,85.61,2.1299999999999955,-2.1299999999999955,85.834,86.69,84.21,2.480000000000004,-2.480000000000004,86.05,86.95,84.25,2.700000000000003,-2.6099999999999994,10919868,12846332,8606301,4240031,1160570
2018-02-04,81.966,83.99,80.53,3.4599999999999937,-3.009999999999991,82.69200000000001,84.37,81.03,3.3400000000000034,-3.3400000000000034,80.156,81.82,78.59,3.2299999999999898,-1.509999999999991,81.084,82.38,79.92,2.4599999999999937,-1.1400000000000006,16540889,19955546,11851841,8103705,1376664
2018-02-11,81.2,82.21,80.61,1.5999999999999943,1.5999999999999943,82.084,83.25,81.26,1.9899999999999949,1.5799999999999983,80.878,82.13,80.27,1.8599999999999994,1.5499999999999972,81.704,82.6,80.68,1.9199999999999875,1.269999999999996,9748419,10769039,8910695,1858344,-397329
2018-02-18,81.245,82.19,80.47,1.7199999999999989,-1.1799999999999926,81.6075,82.22,81.12,1.0999999999999943,-1.0999999999999943,80.47749999999999,81.07,80.17,0.8999999999999915,-0.5899999999999892,80.8675,81.34,80.24,1.1000000000000085,-0.29000000000000625,9205450,10321844,7087719,3234125,3234125
2018-02-25,80.18,81.89,78.4,3.489999999999995,-2.969999999999999,80.684,82.0,79.28,2.719999999999999,-2.030000000000001,79.276,81.05,77.9,3.1499999999999915,-2.6299999999999955,79.778,81.63,78.52,3.1099999999999994,-2.1299999999999955,11605132,16861972,8919599,7942373,-104533
2018-03-04,79.714,80.41,79.17,1.2399999999999949,0.9000000000000057,80.238,80.75,79.64,1.1099999999999994,0.35999999999999943,79.268,79.9,78.9,1.0,0.75,79.946,80.29,79.16,1.1300000000000097,0.0,8393156,9089498,7662230,1427268,-514814
2018-03-11,79.58800000000001,80.23,78.93,1.2999999999999972,-1.2999999999999972,79.836,80.62,79.14,1.480000000000004,-1.230000000000004,79.072,79.76,78.54,1.2199999999999989,-0.9200000000000017,79.244,79.86,78.67,1.1899999999999977,-0.8900000000000006,10082541,17715448,6996927,10718521,10533430
2018-03-18,77.876,78.97,76.79,2.1799999999999926,-2.1799999999999926,78.322,79.57,77.18,2.3899999999999864,-2.3899999999999864,77.05799999999999,78.27,75.81,2.4599999999999937,-2.4599999999999937,77.266,78.66,75.91,2.75,-2.75,9773297,11728334,8368229,3360105,3360105
2018-03-25,77.62,79.43,76.53,2.9000000000000057,2.8600000000000136,78.735,80.49,76.87,3.6199999999999903,3.6199999999999903,77.3625,79.18,76.02,3.160000000000011,3.160000000000011,78.08,79.28,76.41,2.8700000000000045,2.8700000000000045,11779853,12936967,10036424,2900543,-2900543
2018-04-01,78.42,79.26,77.56,1.7000000000000028,-0.8900000000000006,79.274,79.52,78.8,0.7199999999999989,-0.010000000000005116,77.646,78.51,77.06,1.4500000000000028,0.8400000000000034,78.428,79.05,77.4,1.6499999999999915,1.0300000000000011,9829325,12017213,7864699,4152514,-3716400
2018-04-08,78.48,78.8,78.06,0.7399999999999949,-0.7399999999999949,78.704,78.85,78.44,0.4099999999999966,-0.4099999999999966,77.812,78.04,77.57,0.4700000000000131,0.15000000000000568,78.19200000000001,78.37,77.79,0.5799999999999983,0.21000000000000796,7695465,9031222,6198488,2832734,-2832734
2018-04-15,77.10000000000001,78.93,74.04,4.890000000000001,-4.519999999999996,77.424,78.94,74.92,4.019999999999996,-3.9399999999999977,76.418,78.09,73.74,4.3500000000000085,-4.300000000000011,76.798,78.61,73.8,4.810000000000002,-4.810000000000002,10168911,16955624,5962236,10993388,8122734
2018-04-22,72.832,73.59,72.41,1.1800000000000068,-1.0600000000000023,73.23,73.98,72.75,1.230000000000004,-0.9000000000000057,72.288,72.76,71.95,0.8100000000000023,-0.5500000000000114,72.672,73.0,72.3,0.7000000000000028,-0.18999999999999773,12752606,16551693,8144825,8406868,-5508583
2018-04-29,71.818,72.91,70.81,2.0999999999999943,-1.5300000000000011,72.32000000000001,72.92,71.72,1.2000000000000028,-0.29999999999999716,71.326,72.16,70.73,1.4299999999999926,-0.8199999999999932,71.806,72.43,70.94,1.490000000000009,0.09000000000000341,9901014,13076486,8103800,4972686,-4969123
2018-05-06,72.612,73.63,71.77,1.8599999999999994,0.9599999999999937,73.066,74.1,72.12,1.9799999999999898,0.8799999999999955,72.096,73.05,71.11,1.9399999999999977,1.1599999999999966,72.462,73.37,71.44,1.9300000000000068,1.3900000000000006,7490147,8084124,6633579,1450545,952615
2018-05-13,73.514,73.98,72.98,1.0,0.20000000000000284,73.838,74.07,73.41,0.6599999999999966,0.28999999999999204,73.032,73.4,72.6,0.8000000000000114,0.01999999999999602,73.434,73.96,72.95,1.009999999999991,0.1700000000000017,8714193,11502785,7042725,4460060,-1604131
2018-05-20,74.042,74.46,73.75,0.7099999999999937,0.15000000000000568,74.492,74.94,74.25,0.6899999999999977,0.37000000000000455,73.662,73.83,73.42,0.4099999999999966,0.3299999999999983,74.07000000000001,74.31,73.77,0.5400000000000063,0.25,6964088,7744169,6428395,1315774,1118072
2018-05-27,74.0975,74.67,73.33,1.3400000000000034,-0.730000000000004,74.535,75.02,73.73,1.289999999999992,-0.9699999999999989,73.37,74.05,72.8,1.25,-0.9099999999999966,73.89,74.89,73.17,1.7199999999999989,-0.5999999999999943,9942372,15525987,7209292,8316695,-1696272
2018-06-03,74.384,75.85,73.54,2.309999999999988,2.309999999999988,75.404,77.21,74.38,2.8299999999999983,2.589999999999989,74.122,75.74,73.45,2.289999999999992,2.289999999999992,75.08800000000001,77.18,73.97,3.210000000000008,3.0,9951656,13625346,6910144,6715202,4881573
2018-06-10,76.982,77.82,76.16,1.6599999999999966,-0.8100000000000023,77.41,77.89,76.56,1.3299999999999983,-0.1799999999999926,76.362,77.11,75.7,1.4099999999999966,-0.9599999999999937,76.922,77.53,75.99,1.5400000000000063,-0.15000000000000568,9939310,14943509,8022397,6921112,5894116
2018-06-17,76.224,76.86,75.53,1.3299999999999983,-0.06999999999999318,76.96,77.62,76.35,1.2700000000000102,0.5200000000000102,75.76,76.77,75.39,1.3799999999999955,1.3799999999999955,76.378,77.43,75.84,1.5900000000000034,1.5900000000000034,8601817,11815468,6603460,5212008,4430544
2018-06-24,77.794,78.11,77.28,0.8299999999999983,0.6500000000000057,78.36,78.7,77.94,0.7600000000000051,0.6000000000000085,77.41,77.66,77.18,0.47999999999998977,0.10999999999999943,77.918,78.06,77.69,0.37000000000000455,0.269999999999996,8425305,11300455,5714437,5586018,-3620576
2018-07-01,78.39,79.38,77.5,1.8799999999999955,1.8799999999999955,78.985,79.62,78.31,1.3100000000000023,1.3100000000000023,78.055,78.9,77.42,1.480000000000004,1.480000000000004,78.6375,79.31,77.9,1.4099999999999966,1.1800000000000068,6797568,7956147,5897243,2058904,1151147
2018-07-08,78.916,79.63,78.07,1.5600000000000023,0.6200000000000045,79.52,79.94,78.83,1.1099999999999994,0.6400000000000006,78.452,79.03,77.78,1.25,1.1200000000000045,79.008,79.82,77.86,1.9599999999999937,1.4500000000000028,8859905,12773488,6021695,6751793,-3074252
2018-07-15,79.066,79.72,78.32,1.4000000000000057,-0.8900000000000006,79.718,80.5,79.06,1.4399999999999977,-0.5699999999999932,78.78399999999999,79.55,77.89,1.6599999999999966,-0.5100000000000051,79.33800000000001,80.03,78.68,1.3499999999999943,-0.8499999999999943,8253565,9105138,6931330,2173808,1306059
2018-07-22,78.796,79.67,77.54,2.1299999999999955,1.1800000000000068,79.83,80.83,78.94,1.8900000000000006,1.8900000000000006,78.68599999999999,79.47,77.54,1.9299999999999926,1.2199999999999989,79.528,80.58,78.51,2.069999999999993,2.069999999999993,7527525,9771096,5881617,3889479,1611681
2018-07-29,80.764,82.14,80.07,2.0700000000000074,2.0700000000000074,81.524,83.1,80.5,2.5999999999999943,2.5999999999999943,80.378,81.92,79.43,2.489999999999995,2.0799999999999983,81.212,82.33,80.2,2.1299999999999955,2.1299999999999955,8178065,9878263,7090749,2787514,12066
2018-08-05,82.09,82.44,81.3,1.1400000000000006,-0.9000000000000057,82.52,82.92,81.76,1.1599999999999966,-1.1599999999999966,81.656,82.15,81.0,1.1500000000000057,-1.1500000000000057,82.068,82.64,81.4,1.2399999999999949,-1.0899999999999892,5542630,6418086,4891755,1526331,-102910
2018-08-12,82.116,83.73,81.3,2.430000000000007,2.030000000000001,82.872,84.2,81.72,2.480000000000004,2.1200000000000045,81.82000000000001,83.6,80.81,2.789999999999992,2.4499999999999886,82.502,83.69,81.31,2.3799999999999955,2.1700000000000017,8165200,12367981,5068285,7299696,3341011
2018-08-19,83.5,83.89,83.01,0.8799999999999955,-0.6700000000000017,83.78999999999999,84.0,83.55,0.45000000000000284,-0.4000000000000057,83.066,83.31,82.84,0.46999999999999886,-0.28000000000000114,83.506,83.9,83.24,0.6600000000000108,-0.28000000000000114,6028515,8534868,4323170,4211698,-1439715
2018-08-26,83.494,83.72,83.35,0.37000000000000455,-0.15000000000000568,83.742,83.86,83.53,0.3299999999999983,-0.28999999999999204,83.042,83.32,82.39,0.9299999999999926,-0.6299999999999955,83.354,83.49,82.95,0.539999999999992,-0.4899999999999949,5018333,6674891,3941454,2733437,2733437
2018-09-02,82.4,82.91,82.1,0.8100000000000023,-0.38000000000000966,82.985,83.47,82.2,1.269999999999996,-0.7599999999999909,81.97999999999999,82.49,81.25,1.2399999999999949,-0.8199999999999932,82.6375,83.29,81.91,1.3800000000000097,-0.7900000000000063,8026161,11110895,5800690,5310205,5310205
2018-09-09,82.67,83.47,81.9,1.5699999999999932,0.8900000000000006,83.172,83.67,82.42,1.25,0.5700000000000074,82.258,82.97,81.63,1.3400000000000034,0.6299999999999955,82.912,83.61,82.01,1.5999999999999943,1.230000000000004,5650178,6782972,5004089,1778883,-1778883
2018-09-16,84.36200000000001,85.81,83.5,2.3100000000000023,2.3100000000000023,84.95400000000001,86.28,84.27,2.010000000000005,2.010000000000005,84.088,85.52,83.34,2.1799999999999926,2.1799999999999926,84.68599999999999,85.82,84.0,1.8199999999999932,1.5699999999999932,9347039,17402588,6023217,11379371,10303776
2018-09-23,83.846,85.63,83.03,2.5999999999999943,-2.5999999999999943,84.206,85.71,83.29,2.4199999999999875,-2.4199999999999875,83.188,84.23,82.79,1.4399999999999977,-1.4399999999999977,83.348,84.27,82.86,1.4099999999999966,-1.039999999999992,6006189,6580987,5125835,1455152,-1263524
2018-09-30,83.142,84.44,81.98,2.4599999999999937,-1.3299999999999983,83.526,84.52,82.45,2.069999999999993,-1.269999999999996,82.494,83.37,81.1,2.2700000000000102,-1.1899999999999977,83.026,84.36,81.92,2.4399999999999977,-1.519999999999996,6546793,7958704,4899910,3058794,554733
2018-10-07,81.438,82.39,79.37,3.019999999999996,-2.6099999999999994,81.898,82.74,79.38,3.3599999999999994,-3.3599999999999994,80.482,82.06,78.49,3.5700000000000074,-3.260000000000005,80.794,82.4,78.87,3.530000000000001,-3.3400000000000034,9039119,12560300,6268054,6292246,2686885
2018-10-14,81.05,84.86,79.01,5.849999999999994,5.849999999999994,82.58200000000001,87.76,80.54,7.219999999999999,7.219999999999999,80.812,84.86,78.92,5.939999999999998,5.939999999999998,82.108,87.3,80.13,7.170000000000002,7.170000000000002,13935135,30276432,9463022,20813410,20584977
