Date,Franklin FTSE CanadaEtf_Open_average,Franklin FTSE CanadaEtf_Open_max,Franklin FTSE CanadaEtf_Open_min,Franklin FTSE CanadaEtf_Open_volatility,Franklin FTSE CanadaEtf_Open_change,Franklin FTSE CanadaEtf_High_average,Franklin FTSE CanadaEtf_High_max,Franklin FTSE CanadaEtf_High_min,Franklin FTSE CanadaEtf_High_volatility,Franklin FTSE CanadaEtf_High_change,Franklin FTSE CanadaEtf_Low_average,Franklin FTSE CanadaEtf_Low_max,Franklin FTSE CanadaEtf_Low_min,Franklin FTSE CanadaEtf_Low_volatility,Franklin FTSE CanadaEtf_Low_change,Franklin FTSE CanadaEtf_Close_average,Franklin FTSE CanadaEtf_Close_max,Franklin FTSE CanadaEtf_Close_min,Franklin FTSE CanadaEtf_Close_volatility,Franklin FTSE CanadaEtf_Close_change
2018-04-01,23.94,23.94,23.94,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2018-04-08,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2018-04-15,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2018-04-22,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2018-04-29,24.39,24.39,24.39,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2018-05-06,24.99,24.99,24.99,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-05-13,25.16,25.16,25.16,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-05-20,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2018-05-27,24.8,24.8,24.8,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2018-06-03,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2018-06-10,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2018-06-17,24.55,24.55,24.55,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2018-06-24,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2018-07-01,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2018-07-08,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2018-07-15,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2018-07-22,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-07-29,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-08-05,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2018-08-12,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-08-19,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-08-26,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-09-02,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2018-09-09,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2018-09-16,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-09-23,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2018-09-30,25.04,25.04,25.04,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0
2018-10-07,23.71,23.71,23.71,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2018-10-14,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2018-10-21,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2018-10-28,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2018-11-04,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-11-11,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.24,23.24,23.24,0.0,0.0
2018-11-18,22.89,22.89,22.89,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.88,22.88,22.88,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2018-11-25,23.04,23.04,23.04,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-12-02,22.65,22.65,22.65,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2018-12-09,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2018-12-16,20.71,20.71,20.71,0.0,0.0,21.38,21.38,21.38,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2018-12-23,21.0,21.0,21.0,0.0,0.0,21.27,21.27,21.27,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2018-12-30,21.61,21.61,21.61,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2019-01-06,22.54,22.54,22.54,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2019-01-13,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2019-01-20,23.32,23.32,23.32,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2019-01-27,23.76,23.76,23.76,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-02-03,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2019-02-10,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2019-02-17,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2019-02-24,24.28,24.28,24.28,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2019-03-03,23.74,23.74,23.74,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2019-03-10,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2019-03-17,24.02,24.02,24.02,0.0,0.0,24.1,24.1,24.1,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-03-24,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2019-03-31,24.61,24.61,24.61,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2019-04-07,24.88,24.88,24.88,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2019-04-14,25.03,25.03,25.03,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2019-04-21,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-04-28,24.87,24.87,24.87,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-05-05,24.44,24.44,24.44,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2019-05-12,24.73,24.73,24.73,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-05-19,24.5,24.5,24.5,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2019-05-26,24.06,24.06,24.06,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2019-06-02,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2019-06-09,24.46,24.46,24.46,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2019-06-16,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-06-23,25.15,25.15,25.15,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2019-06-30,25.35,25.35,25.35,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2019-07-07,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-07-14,25.41,25.41,25.41,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-07-21,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2019-07-28,24.75,24.75,24.75,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2019-08-04,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-08-11,24.5,24.5,24.5,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2019-08-18,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-08-25,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2019-09-01,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2019-09-08,25.67,25.67,25.67,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-09-15,25.91,25.91,25.91,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2019-09-22,25.78,25.78,25.78,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2019-09-29,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-10-06,25.52,25.52,25.52,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2019-10-13,25.54,25.54,25.54,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2019-10-20,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-10-27,25.75,25.75,25.75,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-11-03,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-11-10,26.28,26.28,26.28,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2019-11-17,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2019-11-24,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-12-01,26.14,26.14,26.14,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2019-12-08,25.92,25.92,25.92,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2019-12-15,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-12-22,26.45,26.45,26.45,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-12-29,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
