Date,WHR_stock_Open_average,WHR_stock_Open_max,WHR_stock_Open_min,WHR_stock_Open_volatility,WHR_stock_Open_change,WHR_stock_High_average,WHR_stock_High_max,WHR_stock_High_min,WHR_stock_High_volatility,WHR_stock_High_change,WHR_stock_Low_average,WHR_stock_Low_max,WHR_stock_Low_min,WHR_stock_Low_volatility,WHR_stock_Low_change,WHR_stock_Close_average,WHR_stock_Close_max,WHR_stock_Close_min,WHR_stock_Close_volatility,WHR_stock_Close_change,WHR_stock_Volume_average,WHR_stock_Volume_max,WHR_stock_Volume_min,WHR_stock_Volume_volatility,WHR_stock_Volume_change
2018-01-14,170.515,173.0,167.36,5.639999999999986,-5.639999999999986,171.3375,173.19,167.81,5.3799999999999955,-5.3799999999999955,167.08499999999998,168.54,165.5,3.039999999999992,-2.1399999999999864,168.8125,171.38,167.39,3.990000000000009,-1.4199999999999875,897633,1061482,805092,256390,35407
2018-01-21,176.508,185.74,166.95,18.79000000000002,18.79000000000002,180.052,187.47,166.95,20.52000000000001,20.0,174.234,184.5,163.77,20.72999999999999,20.72999999999999,177.332,185.97,166.65,19.319999999999993,19.319999999999993,1911755,2563883,1109286,1454597,362871
2018-01-28,182.204,184.41,180.62,3.789999999999992,-3.1399999999999864,183.536,184.9,181.59,3.3100000000000023,-3.3100000000000023,180.076,182.2,177.26,4.939999999999998,-4.939999999999998,181.308,182.5,178.06,4.439999999999998,-4.439999999999998,857027,968139,799249,168890,-115918
2018-02-04,171.602,176.97,168.28,8.689999999999998,-8.689999999999998,174.482,179.11,171.0,8.110000000000014,-7.710000000000008,167.816,171.53,163.63,7.900000000000006,-7.900000000000006,169.834,173.81,164.95,8.860000000000014,-4.8700000000000045,1205178,1635862,862497,773365,340267
2018-02-11,171.536,176.46,168.98,7.480000000000018,7.430000000000007,174.882,180.0,171.67,8.330000000000013,7.509999999999991,169.724,172.16,168.03,4.1299999999999955,4.1299999999999955,172.37800000000001,176.74,170.19,6.550000000000011,1.6499999999999773,891582,1288373,592143,696230,357474
2018-02-18,169.37,172.3,166.64,5.660000000000025,-2.6100000000000136,170.94,173.34,168.65,4.689999999999998,-0.789999999999992,167.19,168.48,166.25,2.2299999999999898,0.7099999999999795,168.6775,171.44,166.29,5.150000000000006,2.9399999999999977,910189,1151983,679430,472553,-308799
2018-02-25,165.144,171.44,159.66,11.780000000000001,-11.780000000000001,166.218,171.64,159.66,11.97999999999999,-11.97999999999999,161.676,166.28,156.37,9.909999999999997,-9.909999999999997,162.996,168.09,158.65,9.439999999999998,-9.439999999999998,1028289,1439787,554284,885503,47030
2018-03-04,159.426,160.75,157.96,2.789999999999992,1.8899999999999864,161.552,164.24,159.67,4.570000000000022,4.0400000000000205,158.07999999999998,159.45,156.89,2.5600000000000023,0.5900000000000034,160.288,164.06,158.58,5.47999999999999,5.47999999999999,814672,973305,657192,316113,93083
2018-03-11,162.73,164.76,160.15,4.609999999999985,-3.8899999999999864,163.434,165.14,160.87,4.269999999999982,-2.4499999999999886,160.734,162.96,158.98,3.980000000000018,-3.1899999999999977,161.29,163.31,159.82,3.490000000000009,-3.490000000000009,625014,948434,457405,491029,412334
2018-03-18,157.714,158.91,155.89,3.0200000000000102,-3.0100000000000193,158.292,159.07,156.0,3.069999999999993,-3.0,155.512,157.12,152.4,4.719999999999999,-4.150000000000006,156.322,158.24,152.63,5.610000000000014,-5.3700000000000045,963846,1155582,705835,449747,67316
2018-03-25,153.235,154.65,152.08,2.569999999999993,-2.569999999999993,154.2,154.9,153.38,1.5200000000000102,-0.710000000000008,151.535,152.46,150.22,2.240000000000009,-0.5,152.63,153.44,151.17,2.2700000000000102,-0.3299999999999841,681637,797695,508315,289380,-160376
2018-04-01,150.824,152.94,146.0,6.939999999999998,-0.8300000000000125,152.456,153.5,151.88,1.6200000000000045,-0.9799999999999898,148.46,151.66,145.59,6.069999999999993,-2.219999999999999,150.88400000000001,152.61,148.52,4.090000000000003,-1.9399999999999977,967901,1491952,548791,943161,-61937
2018-04-08,148.848,150.25,147.94,2.3100000000000023,2.3100000000000023,150.272,150.87,149.48,1.3900000000000148,1.3900000000000148,148.016,148.79,146.72,2.069999999999993,1.25,148.632,149.82,146.79,3.030000000000001,1.8000000000000114,564893,755913,390938,364975,-324128
2018-04-15,152.862,154.6,150.28,4.319999999999993,1.3799999999999955,154.794,156.55,152.55,4.0,-1.6299999999999955,151.094,153.8,148.11,5.689999999999998,-1.6099999999999852,152.64,154.72,149.37,5.349999999999994,-4.199999999999989,759767,973903,534633,439270,-95445
2018-04-22,154.754,157.0,149.37,7.6299999999999955,6.4199999999999875,156.394,159.76,150.78,8.97999999999999,7.359999999999985,153.272,155.62,148.73,6.890000000000015,6.0400000000000205,155.072,157.75,150.32,7.430000000000007,7.430000000000007,1696923,3734625,1006200,2728425,-116538
2018-04-29,154.558,157.74,151.2,6.5400000000000205,-6.5400000000000205,155.742,157.98,153.92,4.060000000000002,-3.869999999999976,152.526,154.77,150.21,4.560000000000002,-3.680000000000007,154.03,155.92,151.74,4.179999999999978,-1.6499999999999773,1092778,1510594,893810,616784,117941
2018-05-06,154.376,155.38,153.54,1.8400000000000034,1.8000000000000114,155.834,156.92,154.78,2.1399999999999864,1.8700000000000045,153.746,155.05,152.89,2.160000000000025,2.0100000000000193,154.714,155.97,153.4,2.569999999999993,2.569999999999993,861886,1088776,726674,362102,-341968
2018-05-13,158.31,161.98,156.12,5.859999999999985,5.859999999999985,160.644,164.23,158.0,6.22999999999999,5.780000000000001,157.844,161.26,156.02,5.239999999999981,5.239999999999981,159.8,162.68,157.26,5.420000000000016,5.030000000000001,2509953,3897050,1101509,2795541,2631367
2018-05-20,160.64,165.0,150.96,14.039999999999992,-13.889999999999986,162.436,167.54,153.48,14.060000000000002,-12.920000000000016,158.226,164.25,150.0,14.25,-13.5,159.196,164.95,151.01,13.939999999999998,-13.879999999999995,5306417,6791684,4099825,2691859,-136560
2018-05-27,148.4625,150.67,144.98,5.689999999999998,-4.420000000000016,149.0125,150.95,145.31,5.639999999999986,-5.599999999999994,146.0175,148.8,143.11,5.689999999999998,-5.689999999999998,147.3225,149.99,144.75,5.240000000000009,-4.680000000000007,2409119,3159596,1481645,1677951,1143438
2018-06-03,148.53799999999998,149.57,147.84,1.7299999999999898,-0.6299999999999955,149.522,151.1,148.12,2.9799999999999898,-1.8100000000000023,146.808,148.24,145.28,2.960000000000008,-1.75,148.498,149.22,147.6,1.6200000000000045,-0.3599999999999852,1197243,1616971,949508,667463,-660197
